,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Darius Reynaud,TEN,28,,16,0,31,410,2,81,13.2,53,1240,1,105,23.4,1718
3,2,Josh Cribbs*,CLE,29,,16,2,38,457,0,60,12.0,43,1178,0,74,27.4,1722
4,3,Jacoby Jones*+,BAL,28,,16,3,37,341,1,63,9.2,38,1167,2,108,30.7,1920
5,4,Randall Cobb,GNB,22,WR,15,8,31,292,1,75,9.4,38,964,0,46,25.4,2342
6,5,Trindon Holliday,2TM,26,,15,0,48,481,1,76,10.0,21,552,1,105,26.3,1050
7,6,Leon Washington*,SEA,30,,16,0,41,356,0,52,8.7,27,784,1,98,29.0,1254
8,7,Devin Hester,CHI,30,wr,15,5,40,331,0,44,8.3,24,621,0,40,25.9,1200
9,8,Marcus Thigpen,MIA,26,,16,0,26,316,1,72,12.2,38,1040,1,96,27.4,1379
10,9,Stefan Logan,DET,31,,16,0,33,300,0,48,9.1,28,597,0,40,21.3,942
11,10,David Wilson,NYG,21,,16,2,,,,,,57,1533,1,97,26.9,1925
12,11,Keshawn Martin ,HOU,22,,16,1,22,267,0,71,12.1,31,741,0,54,23.9,1146
13,12,Brandon Tate,CIN,25,,16,3,21,187,0,32,8.9,32,795,0,45,24.8,1193
14,13,Patrick Peterson*,ARI,22,LCB,16,16,51,426,0,26,8.4,,,,,,574
15,14,Brandon Banks,WAS,25,,12,0,26,178,0,27,6.8,22,527,0,55,24.0,761
16,15,Marcus Sherels,MIN,25,,16,0,32,287,1,77,9.0,16,422,0,41,26.4,709
17,16,Brandon Boykin,PHI,22,,16,4,1,7,0,7,7.0,45,1037,0,44,23.0,1044
18,17,Javier Arenas,KAN,25,RCB,16,9,34,297,0,27,8.7,10,204,0,27,20.4,501
19,18,Ted Ginn Jr.,SFO,27,,13,0,32,326,0,38,10.2,11,253,0,31,23.0,587
20,19,Chris Rainey,PIT,24,,16,0,3,16,0,13,5.3,39,1035,0,68,26.5,1213
21,20,Leodis McKelvin,BUF,27,,13,4,23,431,2,88,18.7,18,510,0,59,28.3,950
22,21,Darren Sproles ,NOR,29,RB,13,6,23,183,0,37,8.0,18,483,0,48,26.8,1577
23,22,Joe McKnight ,NYJ,24,,15,0,,,,,,39,1072,1,100,27.5,1269
24,23,Roscoe Parrish,TAM,30,,13,0,30,298,0,39,9.9,4,86,0,25,21.5,384
25,24,Dwayne Harris,DAL,25,,16,0,22,354,1,78,16.1,11,210,0,29,19.1,786
26,25,T.Y. Hilton,IND,23,wr,15,1,26,300,1,75,11.5,7,118,0,26,16.9,1308
27,26,Micheal Spurlock,2TM,29,,14,1,17,239,1,63,14.1,16,375,1,99,23.4,814
28,27,Adam Jones,CIN,29,db,16,5,26,301,1,81,11.6,3,64,0,31,21.3,365
29,28,Wes Welker*,NWE,31,WR,16,12,25,243,0,31,9.7,3,33,0,17,11.0,1650
30,29,Antonio Brown ,PIT,24,WR,13,10,27,183,0,29,6.8,,,,,,994
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Travaris Cadet,NOR,23,,13,0,1,2,0,2,2.0,26,690,0,75,26.5,741
33,31,Devin McCourty,NWE,25,LCB,16,16,,,,,,27,654,1,104,24.2,707
34,32,Damaris Johnson,PHI,23,,14,1,26,291,1,98,11.2,,,,,,559
35,33,Phillip Adams,OAK,24,,15,2,25,139,0,47,5.6,,,,,,139
36,34,Shaun Draughn,KAN,25,,16,0,,,,,,23,537,0,41,23.3,928
37,35,Chris Givens,STL,23,WR,15,12,,,,,,23,539,0,48,23.4,1249
38,36,Jacquizz Rodgers ,ATL,22,,16,0,,,,,,23,592,0,77,25.7,1356
39,37,Dominique Franks,ATL,25,,16,0,21,163,0,28,7.8,,,,,,163
40,38,William Powell,ARI,24,,13,1,,,,,,21,507,0,65,24.1,856
41,39,Joe Adams,CAR,23,,9,0,11,127,0,21,11.5,9,208,0,31,23.1,355
42,40,Julian Edelman,NWE,26,,9,3,17,263,1,68,15.5,3,38,0,32,12.7,603
43,41,Coye Francies,OAK,26,,15,0,,,,,,20,475,0,32,23.8,475
44,42,Danny Amendola,STL,27,WR,11,8,17,122,0,22,7.2,2,16,0,12,8.0,812
45,43,Jeremy Kerley,NYJ,24,WR,16,7,19,208,1,68,10.9,,,,,,1044
46,44,Jordan Shipley,2TM,27,,7,2,13,85,0,15,6.5,6,117,0,24,19.5,446
47,45,Richard Goodman,SDG,25,,7,0,,,,,,18,497,0,39,27.6,497
48,46,Brad Smith,BUF,29,,15,2,,,,,,18,496,1,89,27.6,749
49,47,LaRod Stephens-Howling,ARI,25,rb,14,5,,,,,,18,405,0,38,22.5,867
50,48,Kyle Williams,SFO,24,,11,3,4,52,0,20,13.0,13,353,0,94,27.2,638
51,49,Mike Goodson,OAK,25,,12,0,,,,,,16,359,0,51,22.4,775
52,50,Percy Harvin,MIN,24,WR,9,8,,,,,,16,574,1,105,35.9,1347
53,51,Jim Leonhard,DEN,30,,16,1,15,89,0,16,5.9,1,18,0,18,18.0,107
54,52,Captain Munnerlyn,CAR,24,LCB,16,11,14,72,0,20,5.1,1,17,0,17,17.0,196
55,53,Rueben Randle ,NYG,21,,16,1,15,108,0,18,7.2,,,,,,406
56,54,Deonte Thompson,BAL,23,,6,0,,,,,,15,389,0,49,25.9,440
57,55,Omar Bolden,DEN,24,,16,0,,,,,,14,270,0,33,19.3,270
58,56,Armanti Edwards,CAR,24,,16,0,2,77,0,69,38.5,12,260,0,35,21.7,458
59,57,LaMichael James,SFO,23,,4,0,,,,,,14,417,0,62,29.8,571
60,58,Eric Weems,CHI,27,,16,1,1,0,0,0,0.0,13,231,0,27,17.8,259
61,59,Devon Wylie,KAN,24,,6,1,5,26,0,13,5.2,9,191,0,26,21.2,270
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Arrelious Benn,TAM,24,,8,1,,,,,,13,306,0,55,23.5,348
64,61,Niles Paul,WAS,23,,16,4,,,,,,13,283,0,48,21.8,434
65,62,Dez Bryant,DAL,24,WR,16,14,12,66,0,44,5.5,,,,,,1443
