,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,,Misc,,Approx Val,,Passing,Rushing,Receiving,,,,,,,,,,,,,,,,,,,,,
1,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
2,1,1,IND,Andrew Luck ,QB,22,2018,0,4,5,71,71,86,2000,3290,23671,171,83,332,1590,14,1,4,0,,,,Stanford,College Stats
3,1,2,WAS,Robert Griffin III,QB,22,2020,0,1,3,36,32,56,799,1268,9271,43,30,307,1809,10,0,0,0,,,,Baylor,College Stats
4,1,3,CLE,Trent Richardson ,RB,22,2014,0,0,3,17,7,46,0,0,0,0,0,614,2032,17,113,912,2,,,,Alabama,College Stats
5,1,4,MIN,Matt Kalil,T,23,2017,0,1,5,42,35,82,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats
6,1,5,JAX,Justin Blackmon,WR,22,2014,0,0,1,9,9,20,0,0,0,0,0,3,22,0,93,1280,6,,,,Oklahoma St.,College Stats
7,1,6,DAL,Morris Claiborne,DB,22,2019,0,0,5,25,14,85,0,0,0,0,0,0,0,0,0,0,0,213,7,,LSU,College Stats
8,1,7,TAM,Mark Barron,DB,22,2019,0,0,7,34,10,119,0,0,0,0,0,0,0,0,0,0,0,541,9,12.0,Alabama,College Stats
9,1,8,MIA,Ryan Tannehill,QB,24,2020,0,1,8,63,52,111,2247,3531,25784,168,85,321,1547,12,4,8,1,,,,Texas A&M,College Stats
10,1,9,CAR,Luke Kuechly,LB,21,2019,5,7,8,91,91,118,0,0,0,0,0,0,0,0,0,0,0,690,18,12.5,Boston Col.,College Stats
11,1,10,BUF,Stephon Gilmore,DB,21,2020,2,3,8,60,23,121,0,0,0,0,0,0,0,0,0,0,0,352,25,1.0,South Carolina,College Stats
12,1,11,KAN,Dontari Poe,DT,22,2020,0,2,8,54,41,128,1,1,2,1,0,2,2,2,0,0,0,205,,20.5,Memphis,College Stats
13,1,12,PHI,Fletcher Cox,DT,21,2020,1,5,9,76,76,136,0,0,0,0,0,0,0,0,0,0,0,282,,53.5,Mississippi St.,College Stats
14,1,13,ARI,Michael Floyd ,WR,22,2018,0,0,3,28,27,102,0,0,0,0,0,1,2,0,266,3959,25,,,,Notre Dame,College Stats
15,1,14,STL,Michael Brockers ,DT,21,2020,0,0,9,48,48,134,0,0,0,0,0,0,0,0,0,0,0,244,,26.0,LSU,College Stats
16,1,15,SEA,Bruce Irvin,DE,24,2020,0,0,5,40,21,121,0,0,0,0,0,0,0,0,0,0,0,214,3,52.0,West Virginia,College Stats
17,1,16,NYJ,Quinton Coples,DE,22,2015,0,0,2,17,17,62,0,0,0,0,0,0,0,0,0,0,0,77,,16.5,North Carolina,College Stats
18,1,17,CIN,Dre Kirkpatrick,DB,22,2020,0,0,4,27,27,109,0,0,0,0,0,0,0,0,0,0,0,293,13,3.0,Alabama,College Stats
19,1,18,SDG,Melvin Ingram,DE,23,2020,0,3,5,51,51,113,0,0,0,0,0,1,0,0,0,0,0,265,3,49.0,South Carolina,College Stats
20,1,19,CHI,Shea McClellin ,DE,23,2016,0,0,3,17,13,66,0,0,0,0,0,0,0,0,0,0,0,114,,8.5,Boise St.,College Stats
21,1,20,TEN,Kendall Wright,WR,22,2017,0,0,3,28,24,82,0,0,0,0,0,11,90,0,339,3858,19,,,,Baylor,College Stats
22,1,21,NWE,Chandler Jones,DE,22,2020,2,3,8,65,26,124,0,0,0,0,0,0,0,0,0,0,0,300,1,97.0,Syracuse,College Stats
23,1,22,CLE,Brandon Weeden,QB,28,2018,0,0,1,14,11,35,559,965,6462,31,30,62,200,1,0,-9,0,,,,Oklahoma St.,College Stats
24,1,23,DET,Riley Reiff,T,23,2020,0,0,8,55,31,131,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
25,1,24,PIT,David DeCastro,G,22,2020,2,5,7,61,61,120,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
26,1,25,NWE,Dont'a Hightower ,LB,22,2019,0,2,7,60,60,102,0,0,0,0,0,0,0,0,0,0,0,314,1,25.5,Alabama,College Stats
27,1,26,HOU,Whitney Mercilus,DE,22,2020,0,0,7,45,45,125,0,0,0,0,0,0,0,0,0,0,0,228,2,54.0,Illinois,College Stats
28,1,27,CIN,Kevin Zeitler,G,22,2020,0,0,9,44,28,130,0,0,0,0,0,0,0,0,1,-4,0,,,,Wisconsin,College Stats
29,1,28,GNB,Nick Perry ,DE,22,2018,0,0,3,22,22,81,0,0,0,0,0,0,0,0,0,0,0,139,1,32.0,USC,College Stats
30,1,29,MIN,Harrison Smith,DB,23,2020,1,5,8,56,56,125,0,0,0,0,0,0,0,0,0,0,0,537,26,13.0,Notre Dame,College Stats
31,1,30,SFO,A.J. Jenkins,WR,22,2014,0,0,0,2,0,28,0,0,0,0,0,4,4,0,17,223,0,,,,Illinois,College Stats
32,1,31,TAM,Doug Martin ,RB,23,2018,1,2,7,39,35,84,0,0,0,0,0,1322,5356,30,148,1207,2,,,,Boise St.,College Stats
33,1,32,NYG,David Wilson,RB,21,2014,0,0,0,5,5,21,0,0,0,0,0,115,504,5,6,42,1,,,,Virginia Tech,College Stats
34,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
35,2,33,STL,Brian Quick,WR,23,2018,0,0,0,11,10,84,0,0,0,0,0,0,0,0,114,1593,10,1,,,Appalachian St.,
36,2,34,IND,Coby Fleener ,TE,23,2017,0,0,4,25,17,87,0,0,0,0,0,1,2,1,255,3080,22,,1,,Stanford,College Stats
37,2,35,BAL,Courtney Upshaw,LB,22,2017,0,0,3,27,24,90,0,0,0,0,0,0,0,0,0,0,0,131,,7.0,Alabama,College Stats
38,2,36,DEN,Derek Wolfe,DT,22,2020,0,0,8,46,46,117,0,0,0,0,0,0,0,0,0,0,0,221,1,33.0,Cincinnati,College Stats
39,2,37,CLE,Mitchell Schwartz,T,23,2020,1,0,8,79,20,134,0,0,0,0,0,0,0,0,0,0,0,,,,California,
40,2,38,JAX,Andre Branch,LB,23,2018,0,0,3,21,9,95,0,0,0,0,0,0,0,0,0,0,0,125,,25.5,Clemson,College Stats
41,2,39,STL,Janoris Jenkins ,DB,23,2020,0,1,8,45,22,124,0,0,0,0,0,0,0,0,0,0,0,439,26,2.0,North Alabama,College Stats
42,2,40,CAR,Amini Silatolu,G,23,2018,0,0,1,16,16,54,0,0,0,0,0,0,0,0,0,0,0,,,,Midwestern St.,
43,2,41,BUF,Cordy Glenn,G,22,2019,0,0,6,44,36,97,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
44,2,42,MIA,Jonathan Martin ,T,22,2014,0,0,2,15,11,38,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,
45,2,43,NYJ,Stephen Hill,WR,21,2014,0,0,2,4,4,23,0,0,0,0,0,0,0,0,45,594,4,,,,Georgia Tech,College Stats
46,2,44,KAN,Jeff Allen,T,22,2019,0,0,4,26,17,84,0,0,0,0,0,0,0,0,0,0,0,1,,,Illinois,College Stats
47,2,45,CHI,Alshon Jeffery,WR,22,2020,0,1,8,49,34,105,0,0,0,0,0,23,140,1,471,6686,45,,,,South Carolina,College Stats
48,2,46,PHI,Mychal Kendricks,LB,21,2019,0,0,7,38,31,103,0,0,0,0,0,0,0,0,0,0,0,404,4,19.0,California,College Stats
49,2,47,SEA,Bobby Wagner,LB,22,2020,5,6,9,95,95,130,0,0,0,0,0,0,0,0,0,0,0,704,10,22.5,Utah St.,College Stats
50,2,48,NWE,Tavon Wilson,DB,22,2020,0,0,2,18,5,120,0,0,0,0,0,1,7,0,0,0,0,285,8,5.0,Illinois,College Stats
51,2,49,SDG,Kendall Reyes,DT,22,2016,0,0,3,22,22,76,0,0,0,0,0,0,0,0,0,0,0,96,1,14.5,Connecticut,College Stats
52,2,50,STL,Isaiah Pead,RB,22,2016,0,0,0,1,1,30,0,0,0,0,0,27,100,0,15,100,0,3,,,Cincinnati,College Stats
53,2,51,GNB,Jerel Worthy,DT,22,2018,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,19,,2.5,Michigan St.,College Stats
54,2,52,TEN,Zach Brown,LB,22,2019,0,1,5,40,16,100,0,0,0,0,0,0,0,0,0,0,0,462,7,17.5,North Carolina,College Stats
55,2,53,CIN,Devon Still,DT,23,2016,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,21,,0.5,Penn St.,College Stats
56,2,54,DET,Ryan Broyles,WR,24,2014,0,0,0,3,3,21,0,0,0,0,0,0,0,0,32,420,2,,,,Oklahoma,College Stats
57,2,55,ATL,Peter Konz,C,23,2014,0,0,2,15,15,39,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,
58,2,56,PIT,Mike Adams,T,22,2016,0,0,1,12,12,53,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,
59,2,57,DEN,Brock Osweiler ,QB,21,2018,0,0,1,14,7,49,697,1165,7418,37,31,92,266,4,1,-14,0,,,,Arizona St.,College Stats
60,2,58,TAM,Lavonte David,LB,22,2020,1,1,9,63,63,133,0,0,0,0,0,0,0,0,0,0,0,791,12,24.0,Nebraska,College Stats
61,2,59,PHI,Vinny Curry,DE,24,2020,0,0,1,20,17,118,0,0,0,0,0,0,0,0,0,0,0,132,,31.5,Marshall,College Stats
62,2,60,BAL,Kelechi Osemele,T,23,2020,1,2,6,44,20,101,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa St.,
63,2,61,SFO,LaMichael James,RB,22,2015,0,0,0,2,2,18,0,0,0,0,0,44,193,0,5,45,0,,,,Oregon,College Stats
64,2,62,GNB,Casey Hayward,DB,22,2020,0,2,5,42,8,125,0,0,0,0,0,0,0,0,0,0,0,312,22,,Vanderbilt,College Stats
65,2,63,NYG,Rueben Randle ,WR,21,2015,0,0,2,21,21,64,0,0,0,0,0,0,0,0,188,2644,20,,,,LSU,College Stats
66,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
67,3,64,IND,Dwayne Allen,TE,22,2018,0,0,4,12,11,86,0,0,0,0,0,4,6,0,139,1564,20,3,,,Clemson,College Stats
68,3,65,STL,Trumaine Johnson,DB,22,2019,0,0,5,31,26,102,0,0,0,0,0,0,0,0,0,0,0,339,23,,Montana,
69,3,66,MIN,Josh Robinson,DB,21,2019,0,0,1,11,9,93,0,0,0,0,0,0,0,0,0,0,0,162,5,,Central Florida,College Stats
70,3,67,DEN,Ronnie Hillman,RB,20,2016,0,0,1,17,15,56,0,0,0,0,0,494,1976,12,74,524,1,,,,San Diego St.,College Stats
71,3,68,HOU,DeVier Posey,WR,22,2014,0,0,0,2,2,26,0,0,0,0,0,1,-3,0,22,272,0,2,,,Ohio St.,College Stats
72,3,69,BUF,T.J. Graham,WR,23,2015,0,0,1,7,6,47,0,0,0,0,0,5,19,0,61,794,4,9,,,North Carolina St.,College Stats
73,3,70,JAX,Bryan Anger,P,23,2020,0,0,0,16,11,137,1,2,19,0,0,2,-5,0,0,0,0,12,,,California,College Stats
74,3,71,WAS,Josh LeRibeus,G,23,2018,0,0,1,10,6,50,0,0,0,0,0,0,0,0,0,0,0,,,,SMU,
75,3,72,MIA,Olivier Vernon,LB,21,2020,0,1,7,49,20,122,0,0,0,0,0,0,0,0,0,0,0,270,1,59.5,Miami (FL),College Stats
76,3,73,SDG,Brandon Taylor,DB,22,2012,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,LSU,College Stats
77,3,74,KAN,Donald Stephenson ,T,23,2017,0,0,1,17,11,80,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
78,3,75,SEA,Russell Wilson ,QB,23,2020,0,6,9,108,108,139,2714,4170,32950,258,78,781,4372,20,4,20,1,,,,Wisconsin,College Stats
