,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,,Misc,,Approx Val,,Passing,Rushing,Receiving,,,,,,,,,,,,,,,,,,,,,
1,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
2,1,1,DET,Matthew Stafford,QB,21,2020,0,1,11,95,95,160,3803,6082,43901,274,142,338,1171,14,2,-3,0,,,,Georgia,College Stats
3,1,2,STL,Jason Smith,T,23,2012,0,0,2,12,11,45,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,College Stats
4,1,3,KAN,Tyson Jackson,DE,23,2016,0,0,7,35,23,122,0,0,0,0,0,0,0,0,0,0,0,167,,9.0,LSU,College Stats
5,1,4,SEA,Aaron Curry,LB,23,2012,0,0,3,16,12,48,0,0,0,0,0,0,0,0,0,0,0,163,,5.5,Wake Forest,College Stats
6,1,5,NYJ,Mark Sanchez,QB,22,2018,0,0,4,34,27,79,1314,2320,15357,86,89,170,457,13,0,0,0,,,,USC,College Stats
7,1,6,CIN,Andre Smith,T,22,2019,0,0,8,43,39,116,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
8,1,7,OAK,Darrius Heyward-Bey,WR,22,2018,0,0,5,22,16,144,0,0,0,0,0,15,194,2,202,2897,16,17,,,Maryland,College Stats
9,1,8,JAX,Eugene Monroe ,T,22,2015,0,0,6,39,27,93,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia,College Stats
10,1,9,GNB,B.J. Raji,DT,23,2015,0,1,5,34,34,91,0,0,0,0,0,1,1,1,0,0,0,103,,11.0,Boston Col.,College Stats
11,1,10,SFO,Michael Crabtree,WR,21,2019,0,0,10,53,33,143,0,0,0,0,0,3,18,0,637,7499,54,,,,Texas Tech,College Stats
12,1,11,BUF,Aaron Maybin,DE,21,2012,0,0,0,5,2,48,0,0,0,0,0,0,0,0,0,0,0,27,,6.0,Penn St.,College Stats
13,1,12,DEN,Knowshon Moreno,RB,22,2014,0,0,3,33,32,63,0,0,0,0,0,876,3616,27,158,1409,9,,,,Georgia,College Stats
14,1,13,WAS,Brian Orakpo,LB,23,2018,0,4,8,56,32,132,0,0,0,0,0,0,0,0,0,0,0,294,1,66.0,Texas,College Stats
15,1,14,NOR,Malcolm Jenkins,DB,21,2020,0,3,11,61,23,178,0,0,0,0,0,0,0,0,0,0,0,724,19,12.0,Ohio St.,College Stats
16,1,15,HOU,Brian Cushing,LB,22,2017,0,1,7,52,52,104,0,0,0,0,0,0,0,0,0,0,0,424,8,13.5,USC,College Stats
17,1,16,SDG,Larry English,LB,23,2014,0,0,1,7,7,64,0,0,0,0,0,0,0,0,0,0,0,70,,12.0,Northern Illinois,College Stats
18,1,17,TAM,Josh Freeman ,QB,21,2015,0,0,4,38,37,62,1179,2048,13873,81,68,205,946,4,0,-3,0,,,,Kansas St.,College Stats
19,1,18,DEN,Robert Ayers,DE,24,2017,0,0,5,27,13,120,0,0,0,0,0,0,0,0,0,0,0,192,,34.5,Tennessee,College Stats
20,1,19,PHI,Jeremy Maclin,WR,21,2017,0,0,8,51,34,114,0,1,0,0,0,10,43,0,514,6835,49,,,,Missouri,College Stats
21,1,20,DET,Brandon Pettigrew,TE,24,2015,0,0,7,22,22,93,0,0,0,0,0,0,0,0,301,2965,17,1,,,Oklahoma St.,College Stats
22,1,21,CLE,Alex Mack,C,23,2020,0,6,11,72,28,176,0,0,0,0,0,0,0,0,0,0,0,,,,California,College Stats
23,1,22,MIN,Percy Harvin,WR,21,2016,0,1,4,43,37,75,0,0,0,0,0,146,927,5,353,4026,22,,,,Florida,College Stats
24,1,23,BAL,Michael Oher,T,23,2016,0,0,7,49,37,110,0,0,0,0,0,0,0,0,1,-8,0,,,,Mississippi,College Stats
25,1,24,ATL,Peria Jerry,DT,25,2013,0,0,2,14,14,64,0,0,0,0,0,0,0,0,0,0,0,51,,5.5,Mississippi,College Stats
26,1,25,MIA,Vontae Davis ,DB,21,2018,0,2,8,43,12,121,0,0,0,0,0,0,0,0,0,0,0,344,22,2.0,Illinois,College Stats
27,1,26,GNB,Clay Matthews,LB,23,2019,1,6,10,82,79,156,0,0,0,0,0,0,0,0,0,0,0,383,6,91.5,USC,College Stats
28,1,27,IND,Donald Brown,RB,22,2015,0,0,1,25,21,89,0,0,0,0,0,695,2829,18,120,1066,2,9,,,Connecticut,College Stats
29,1,28,BUF,Eric Wood,C,23,2017,0,1,9,44,44,120,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,College Stats
30,1,29,NYG,Hakeem Nicks,WR,21,2015,0,0,4,40,37,92,0,0,0,0,0,2,8,0,356,5081,31,,,,North Carolina,College Stats
31,1,30,TEN,Kenny Britt,WR,20,2017,0,0,5,35,20,116,0,0,0,0,0,2,14,0,329,5137,32,,,,Rutgers,College Stats
32,1,31,ARI,Beanie Wells ,RB,21,2012,0,0,2,14,14,51,0,0,0,0,0,625,2471,24,28,293,0,3,,,Ohio St.,College Stats
33,1,32,PIT,Evander Hood,DE,22,2018,0,0,5,39,27,142,0,0,0,0,0,0,0,0,0,0,0,141,,14.0,Missouri,College Stats
34,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
35,2,33,DET,Louis Delmas,DB,22,2014,0,0,6,27,24,78,0,0,0,0,0,0,0,0,0,0,0,290,7,6.0,West. Michigan,College Stats
36,2,34,NWE,Patrick Chung,DB,22,2019,0,0,10,37,34,153,0,0,0,0,0,0,0,0,0,0,0,521,11,4.5,Oregon,College Stats
37,2,35,STL,James Laurinaitis,LB,22,2016,0,0,7,53,52,117,0,0,0,0,0,0,0,0,0,0,0,664,10,16.5,Ohio St.,College Stats
38,2,36,CLE,Brian Robiskie,WR,21,2013,0,0,1,3,3,38,0,0,0,0,0,0,0,0,43,485,4,3,,,Ohio St.,College Stats
39,2,37,DEN,Alphonso Smith,DB,23,2012,0,0,1,8,1,42,0,0,0,0,0,0,0,0,0,0,0,70,8,,Wake Forest,College Stats
40,2,38,CIN,Rey Maualuga,LB,22,2017,0,0,9,47,46,120,0,0,0,0,0,0,0,0,0,0,0,357,7,4.0,USC,College Stats
41,2,39,JAX,Eben Britton,T,21,2014,0,0,1,18,14,60,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona,College Stats
42,2,40,NWE,Ron Brace ,DT,22,2012,0,0,1,6,6,39,0,0,0,0,0,0,0,0,0,0,0,24,,,Boston Col.,College Stats
43,2,41,NWE,Darius Butler,DB,23,2017,0,0,0,22,5,124,0,0,0,0,0,0,0,0,0,0,0,278,15,,Connecticut,College Stats
44,2,42,BUF,Jairus Byrd ,DB,22,2017,0,3,7,40,33,118,0,0,0,0,0,0,0,0,0,0,0,379,25,4.0,Oregon,College Stats
45,2,43,CAR,Everette Brown,DE,22,2014,0,0,0,5,4,44,0,0,0,0,0,0,0,0,0,0,0,48,1,7.0,Florida St.,College Stats
46,2,44,MIA,Pat White,QB,23,2009,0,0,0,1,1,13,0,5,0,0,0,21,81,0,0,0,0,,,,West Virginia,College Stats
47,2,45,NYG,Clint Sintim,LB,23,2010,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,21,,1.0,Virginia,College Stats
48,2,46,HOU,Connor Barwin,DE,22,2018,0,1,7,50,16,142,0,0,0,0,0,0,0,0,0,0,0,269,1,56.5,Cincinnati,College Stats
49,2,47,OAK,Mike Mitchell ,DB,22,2018,0,0,5,33,4,145,0,0,0,0,0,0,0,0,0,0,0,379,11,7.5,Ohio,College Stats
50,2,48,DEN,Darcel McBath,DB,23,2012,0,0,0,3,2,37,0,0,0,0,0,0,0,0,0,0,0,44,2,,Texas Tech,College Stats
51,2,49,SEA,Max Unger,C,23,2018,1,3,9,65,33,130,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon,College Stats
52,2,50,CLE,Mohamed Massaquoi,WR,22,2012,0,0,3,12,12,54,1,1,29,1,0,2,-6,0,118,1745,7,,,,Georgia,College Stats
53,2,51,BUF,Andy Levitre,G,23,2018,0,0,9,53,21,143,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.,College Stats
54,2,52,CLE,David Veikune,LB,23,2010,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,3,,,Hawaii,College Stats
55,2,53,PHI,LeSean McCoy,RB,21,2020,2,6,10,84,52,167,0,0,0,0,0,2453,11070,73,513,3858,16,,,,Pittsburgh,College Stats
56,2,54,MIN,Phil Loadholt,T,23,2014,0,0,6,44,44,89,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats
57,2,55,ATL,William Moore,DB,24,2015,0,1,5,29,29,76,0,0,0,0,0,0,0,0,0,0,0,276,16,3.5,Missouri,College Stats
58,2,56,IND,Fili Moala,DT,24,2014,0,0,3,18,18,64,0,0,0,0,0,0,0,0,0,0,0,49,,3.5,USC,College Stats
59,2,57,BAL,Paul Kruger,DE,23,2016,0,0,4,32,7,114,0,0,0,0,0,0,0,0,0,0,0,145,2,35.0,Utah,College Stats
60,2,58,NWE,Sebastian Vollmer,T,25,2015,0,0,5,57,57,88,0,0,0,0,0,0,0,0,0,0,0,,,,Houston,College Stats
61,2,59,CAR,Sherrod Martin ,DB,24,2015,0,0,2,17,14,84,0,0,0,0,0,0,0,0,0,0,0,162,8,,Troy,College Stats
62,2,60,NYG,Will Beatty,T,24,2017,0,0,4,32,32,89,0,0,0,0,0,0,0,0,0,0,0,,,,Connecticut,College Stats
63,2,61,MIA,Sean Smith,DB,22,2017,0,0,8,38,19,137,0,0,0,0,0,0,0,0,0,0,0,375,14,,Utah,College Stats
64,2,62,TEN,Sen'Derrick Marks,DT,22,2016,0,0,4,28,11,103,0,0,0,0,0,0,0,0,0,0,0,150,1,19.0,Auburn,College Stats
65,2,63,ARI,Cody Brown,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,Connecticut,
66,2,64,DEN,Richard Quinn,TE,23,2012,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,9,0,7,,,North Carolina,College Stats
67,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
68,3,65,NYJ,Shonn Greene,RB,24,2014,0,0,2,23,20,85,0,0,0,0,0,993,4110,24,72,534,0,,,,Iowa,College Stats
69,3,66,STL,Bradley Fletcher,DB,23,2015,0,0,3,24,13,73,0,0,0,0,0,0,0,0,0,0,0,258,8,1.0,Iowa,College Stats
70,3,67,KAN,Alex Magee,DE,22,2010,0,0,0,2,1,25,0,0,0,0,0,0,0,0,0,0,0,14,,4.0,Purdue,College Stats
71,3,68,CHI,Jarron Gilbert,DT,22,2012,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,San Jose St.,College Stats
72,3,69,DAL,Jason Williams,LB,23,2014,0,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0,0,46,,,West. Illinois,
73,3,70,CIN,Michael Johnson,DE,22,2018,0,0,8,53,49,155,0,0,0,0,0,0,0,0,0,0,0,268,4,44.5,Georgia Tech,College Stats
74,3,71,OAK,Matt Shaughnessy,DE,22,2014,0,0,3,24,13,75,0,0,0,0,0,0,0,0,0,0,0,143,,18.5,Wisconsin,College Stats
75,3,72,JAX,Terrance Knighton,DT,23,2015,0,0,6,38,20,108,0,0,0,0,0,0,0,0,0,0,0,148,2,14.0,Temple,College Stats
76,3,73,JAX,Derek Cox,DB,22,2013,0,0,4,20,17,63,0,0,0,0,0,0,0,0,0,0,0,204,13,,William & Mary,
77,3,74,SFO,Glen Coffee,RB,22,2009,0,0,0,2,2,14,0,0,0,0,0,83,226,1,11,76,0,7,,,Alabama,College Stats
78,3,75,DAL,Robert Brewster,T,23,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Ball St.,
79,3,76,DET,DeAndre Levy,LB,22,2016,0,0,6,43,43,95,0,0,0,0,0,0,0,0,0,0,0,459,12,3.5,Wisconsin,College Stats
