,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Phil Dawson,CLE,34,,11,0,,,7,7,5,5,6,5,1,,19,17,49,89.5%,19,18,94.7%,49,2871,4,8.2%,58.6,,,,,
30,29,Jason Elam,ATL,39,,11,0,,,4,4,8,4,5,3,2,1,19,12,50,63.2%,33,32,97.0%,,,,,,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,John Carney,NOR,45,,11,0,,,6,6,8,5,3,2,,,17,13,46,76.5%,52,50,96.2%,,,,,,,,,,
33,31,Neil Rackers,ARI,33,,14,0,,,4,4,6,6,7,6,,,17,16,48,94.1%,38,37,97.4%,65,4118,14,21.5%,63.4,,,,,
34,32,Stephen Hauschka,BAL,24,,9,0,,,1,1,7,5,5,3,,,13,9,44,69.2%,28,27,96.4%,46,2969,3,6.5%,64.5,,,,,
35,33,Garrett Hartley ,NOR,23,,5,0,1,1,3,3,6,5,,,1,,11,9,38,81.8%,11,10,90.9%,3,183,1,33.3%,61.0,,,,,
36,34,Matt Stover,IND,41,,10,0,,,2,2,6,5,2,2,1,,11,9,43,81.8%,33,33,100.0%,,,,,,,,,,
37,35,Matt Bryant,ATL,34,,5,0,,,2,2,4,4,2,,2,1,10,7,51,70.0%,10,10,100.0%,,,,,,1,36,36,0,36.0
38,36,Adam Vinatieri,IND,37,,6,0,1,1,3,3,2,1,2,2,1,,9,7,48,77.8%,18,17,94.4%,,,,,,,,,,
39,37,Mike Nugent,2TM,27,,6,0,1,1,1,1,2,1,4,1,,,8,4,48,50.0%,14,14,100.0%,23,1359,1,4.3%,59.1,,,,,
40,38,Graham Gano,WAS,22,,4,0,,,2,2,,,2,2,,,4,4,46,100.0%,7,6,85.7%,15,986,3,20.0%,65.7,,,,,
41,39,Ricky Schmitt,SFO,24,,1,0,,,1,,2,2,,,,,3,2,39,66.7%,2,2,100.0%,5,325,1,20.0%,65.0,,,,,
42,40,Shane Andrus,3TM,29,,5,0,,,,,,,1,,,,1,,,0.0%,10,10,100.0%,17,1041,2,11.8%,61.2,,,,,
43,41,Andy Lee *,SFO,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,99,4711,64,0,47.6
44,42,Dustin Colquitt,KAN,27,,16,0,,,,,,,,,,,,,,,,,,1,64,,,64.0,96,4361,70,1,45.4
45,43,Shane Lechler*+,OAK,33,,16,0,,,,,,,,,,,,,,,,,,1,75,,,75.0,96,4909,70,0,51.1
46,44,Donnie Jones ,STL,29,,16,0,,,,,,,,,,,,,,,,,,1,63,,,63.0,90,4212,63,0,46.8
47,45,Brian Moorman,BUF,33,,16,0,,,,,,,,,,,,,,,,,,1,68,,,68.0,90,4192,73,0,46.6
48,46,Jon Ryan,SEA,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,88,4068,70,0,46.2
49,47,Ben Graham,ARI,36,,16,0,,,,,,,,,,,,,,,,,,1,56,,,56.0,86,4045,64,0,47.0
50,48,Kevin Huber,CIN,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,86,3713,61,0,43.2
51,49,Steve Weatherford,NYJ,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,80,3357,66,0,42.0
52,50,Brad Maynard,CHI,35,,16,0,,,,,,,,,,,,,,,,,,,,,,,77,3191,66,0,41.4
53,51,Jason Baker,CAR,31,,16,0,,,,,,,,,,,,,,,,,,,,,,,76,3352,61,1,44.1
54,52,Saverio Rocca,PHI,36,,16,0,,,,,,,,,,,,,,,,,,,,,,,76,3222,61,0,42.4
55,53,Brandon Fields,MIA,25,,16,0,,,,,,,,,,,,,,,,,,3,27,,,9.0,75,3472,66,0,46.3
56,54,Nick Harris,DET,31,,16,0,,,,,,,,,,,,,,,,,,1,54,,,54.0,74,3175,56,0,42.9
57,55,Chris Kluwe,MIN,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,73,3202,60,0,43.9
58,56,Sam Koch,BAL,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,73,3188,60,1,43.7
59,57,Mat McBriar,DAL,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3249,63,0,45.1
60,58,Adam Podlesh,JAX,26,,16,0,,,,,,,,,,,,,,,,,,1,47,,,47.0,72,3017,64,0,41.9
61,59,Daniel Sepulveda,PIT,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3074,60,0,42.7
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Reggie Hodges,2TM,27,,12,0,,,,,,,,,,,,,,,,,,,,,,,67,2657,54,0,39.7
64,61,Matt Turk,HOU,41,,16,0,,,,,,,,,,,,,,,,,,,,,,,67,2866,62,0,42.8
65,62,Jeremy Kapinos,GNB,25,,16,0,,,,,,,,,,,,,,,,,,3,183,,,61.0,66,2891,58,1,43.8
66,63,Jeff Feagles,NYG,43,,16,0,,,,,,,,,,,,,,,,,,,,,,,64,2604,59,0,40.7
67,64,Brett Kern,2TM,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,64,2910,67,0,45.5
68,65,Pat McAfee,IND,22,,16,0,,,,,,,,,,,,,,,,,,80,5468,21,26.3%,68.4,64,2837,60,0,44.3
69,66,Dirk Johnson ,TAM,34,,11,0,,,,,,,,,,,,,,,,,,1,30,,,30.0,62,2558,63,0,41.3
70,67,Michael Koenen,ATL,27,,16,0,,,,,,,,,,,,,,,,,,73,4874,28,38.4%,66.8,61,2598,70,1,42.6
71,68,Thomas Morstead,NOR,23,,16,0,,,,,,,,,,,,,,,,,,101,6733,27,26.7%,66.7,58,2528,60,0,43.6
72,69,Hunter Smith,WAS,32,,13,0,,,,,,,,,,,,,,,,,,,,,,,57,2356,59,0,41.3
73,70,Chris Hanson,NWE,33,,16,0,,,,,,,,,,,,,,,,,,,,,,,56,2221,56,1,39.7
74,71,Mike Scifres,SDG,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,52,2342,65,0,45.0
75,72,Mitch Berger,DEN,37,,10,0,,,,,,,,,,,,,,,,,,,,,,,51,2142,65,0,42.0
76,73,Dave Zastudil,CLE,31,,8,0,,,,,,,,,,,,,,,,,,,,,,,49,2188,60,0,44.7
77,74,Sam Paulescu,2TM,25,,6,0,,,,,,,,,,,,,,,,,,,,,,,27,1172,61,0,43.4
78,75,Glenn Pakulak,WAS,29,,2,0,,,,,,,,,,,,,,,,,,1,67,,,67.0,13,498,57,0,38.3
79,76,Craig Hentrich,TEN,38,,2,0,,,,,,,,,,,,,,,,,,,,,,,9,422,60,0,46.9
