,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
66,63,Mike Goodson,CAR,22,,8,0,,,,,,17,352,0,33,20.7,416
67,64,Sinorice Moss,NYG,26,,8,0,11,74,0,16,6.7,6,109,0,29,18.2,201
68,65,Antwaan Randle El ,WAS,30,,16,3,17,102,0,43,6.0,,,,,,632
69,66,Earl Bennett,CHI,22,WR,16,15,14,143,1,49,10.2,2,40,0,22,20.0,900
70,67,Patrick Cobbs,MIA,26,,5,0,,,,,,16,361,0,39,22.6,420
71,68,Jaymar Johnson,MIN,25,,6,0,16,134,0,24,8.4,,,,,,143
72,69,Mark Jones,TEN,29,,3,0,3,23,0,15,7.7,13,264,0,27,20.3,296
73,70,Quinten Lawrence,KAN,25,,6,1,,,,,,16,317,0,29,19.8,368
74,71,Bernard Scott,CIN,25,,13,2,,,,,,16,504,1,96,31.5,892
75,72,Tramon Williams,GNB,26,rcb,16,10,13,135,0,45,10.4,2,26,0,24,13.0,255
76,73,Dantrell Savage,KAN,24,,5,0,6,36,0,19,6.0,8,160,0,29,20.0,292
77,74,Alphonso Smith,DEN,24,,15,0,10,47,0,21,4.7,4,75,0,23,18.8,122
78,75,Tyrell Sutton,CAR,23,,7,1,,,,,,14,302,0,32,21.6,432
79,76,Will Blackmon,GNB,25,,3,0,3,11,0,6,3.7,10,233,0,28,23.3,244
80,77,Jeremy Maclin,PHI,21,WR,15,13,6,30,0,27,5.0,7,124,0,28,17.7,920
81,78,Laurence Maroney,NWE,24,rb,15,5,,,,,,13,279,0,52,21.5,1135
82,79,Josh Morgan,SFO,24,WR,16,15,,,,,,13,367,0,76,28.2,955
83,80,Kenny Moore,CAR,24,,12,1,2,4,0,4,2.0,10,219,0,55,21.9,282
84,81,Brad Smith,NYJ,26,,13,2,2,27,0,21,13.5,10,310,1,106,31.0,607
85,82,Kevin Faulk,NWE,33,RB,15,7,5,31,0,15,6.2,6,144,0,32,24.0,811
86,83,Justin Miller,2TM,25,,2,0,,,,,,11,221,0,27,20.1,221
87,84,Santana Moss,WAS,30,WR,16,16,11,52,0,11,4.7,,,,,,962
88,85,Ben Obomanu,SEA,26,,14,0,,,,,,11,293,0,45,26.6,334
89,86,Matthew Slater,NWE,24,,14,0,,,,,,11,269,0,35,24.5,275
90,87,Micheal Spurlock,2TM,26,,6,0,3,90,1,77,30.0,8,170,0,32,21.3,263
91,88,Josh Wilson,SEA,24,RCB,12,12,,,,,,11,212,0,29,19.3,381
92,89,Kenny McKinley,DEN,22,,8,0,3,32,0,14,10.7,7,158,0,30,22.6,190
93,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
94,90,Rashied Davis ,CHI,30,,16,0,,,,,,9,114,0,22,12.7,149
95,91,Ahman Green,GNB,32,,8,0,,,,,,9,196,0,37,21.8,374
96,92,Brandon Jones,SFO,27,,8,0,9,26,0,13,2.9,,,,,,44
97,93,Kevin Kaesviharn,TEN,33,,13,0,9,34,0,10,3.8,,,,,,34
98,94,Kevin Ogletree,DAL,22,,11,0,1,0,0,0,0.0,8,166,0,32,20.8,268
99,95,Jalen Parmele,BAL,24,,7,0,,,,,,9,283,0,53,31.4,300
100,96,Javon Ringer,TEN,22,,7,0,,,,,,9,181,0,25,20.1,229
101,97,Correll Buckhalter,DEN,31,rb,14,7,,,,,,8,184,0,41,23.0,1066
102,98,Jamie Silva,IND,25,,14,0,7,32,0,7,4.6,1,19,0,19,19.0,51
103,99,Miles Austin*,DAL,25,WR,16,9,,,,,,7,157,0,29,22.4,1475
104,100,Mark Bradley,KAN,27,wr,13,6,,,,,,7,123,0,24,17.6,463
105,101,Yamon Figurs,2TM,26,,6,0,2,21,0,12,10.5,5,105,0,27,21.0,131
106,102,Glenn Martinez ,HOU,28,,7,0,6,23,0,11,3.8,1,6,0,6,6.0,29
107,103,Mewelde Moore,PIT,27,,16,0,3,3,0,2,1.0,4,44,0,13,11.0,318
108,104,Ryan Mouton,TEN,23,,14,2,6,37,0,15,6.2,1,14,0,14,14.0,51
109,105,Ed Reed*,BAL,31,FS,12,12,7,29,0,9,4.1,,,,,,153
110,106,Ahmad Bradshaw,NYG,23,rb,15,1,6,55,0,20,9.2,,,,,,1039
111,107,Quintin Demps,PHI,24,,9,0,,,,,,6,155,0,48,25.8,167
112,108,Michael Griffin,TEN,24,FS,16,15,,,,,,6,143,0,31,23.8,146
113,109,Peyton Hillis,DEN,23,,14,2,,,,,,6,134,0,24,22.3,207
114,110,Maurice Jones-Drew*,JAX,24,RB,16,16,2,19,0,12,9.5,4,102,0,30,25.5,1881
115,111,Gerard Lawson,CLE,24,,5,0,1,4,0,4,4.0,5,43,0,13,8.6,47
116,112,Lance Long ,2TM,24,,8,1,,,,,,6,106,0,22,17.7,283
117,113,Robert Meachem,NOR,25,wr,16,7,,,,,,6,148,0,42,24.7,996
118,114,Antrel Rolle*,ARI,27,FS,15,15,6,55,0,27,9.2,,,,,,135
119,115,Darius Butler,NWE,23,lcb,14,5,,,,,,5,104,0,26,20.8,195
120,116,Jeff Dugan,MIN,28,,16,4,,,,,,5,38,0,13,7.6,97
121,117,Sam Giguere,IND,24,,1,0,,,,,,5,122,0,36,24.4,122
122,118,Maurice Leggett,KAN,23,,10,1,5,13,0,10,2.6,,,,,,13
123,119,Dwight Lowery,NYJ,23,rcb,13,5,,,,,,5,128,0,44,25.6,169
124,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
125,120,Leodis McKelvin,BUF,24,,3,3,,,,,,5,121,0,33,24.2,121
126,121,Delanie Walker,SFO,25,FB,16,8,,,,,,5,85,0,25,17.0,352
127,122,Phillip Buchanon,DET,29,RCB,13,11,4,34,0,18,8.5,,,,,,34
128,123,Nate Clements,SFO,30,LCB,7,6,4,38,0,12,9.5,,,,,,46
129,124,Kenneth Darby,STL,27,,16,1,,,,,,4,54,0,23,13.5,302
130,125,Craig Davis ,SDG,24,,1,0,,,,,,4,79,0,23,19.8,135
131,126,Cortland Finnegan,TEN,25,RCB,13,13,4,14,0,11,3.5,,,,,,208
132,127,Devery Henderson,NOR,27,WR,16,11,4,16,0,11,4.0,,,,,,833
133,128,Brandon Tate,NWE,22,,2,1,,,,,,4,106,0,34,26.5,117
134,129,Joe Burnett,PIT,23,,15,0,,,,,,3,23,0,13,7.7,23
135,130,David Clowney,NYJ,24,,13,3,,,,,,3,81,0,37,27.0,273
136,131,Glen Coffee,SFO,22,,14,2,,,,,,3,42,0,16,14.0,344
137,132,Antonio Cromartie,SDG,25,RCB,16,16,,,,,,3,41,0,22,13.7,58
138,133,Alge Crumpler,TEN,32,TE,16,14,,,,,,3,20,0,15,6.7,242
139,134,Lynell Hamilton,NOR,24,,9,1,,,,,,3,15,0,15,5.0,188
140,135,Jerome Harrison,CLE,26,rb,14,7,,,,,,3,55,0,39,18.3,1137
141,136,Brian Hartline ,MIA,23,,16,2,,,,,,3,36,0,18,12.0,571
142,137,Justin Jenkins,BUF,29,,12,0,,,,,,3,45,0,19,15.0,42
143,138,Rashad Jennings,JAX,24,,15,0,,,,,,3,56,0,24,18.7,359
144,139,Jeff King,CAR,26,TE,16,15,,,,,,3,37,0,14,12.3,237
145,140,Jason McCourty,TEN,22,,15,3,,,,,,3,72,0,27,24.0,72
146,141,Montell Owens,JAX,25,,16,0,,,,,,3,49,0,29,16.3,50
147,142,Marcel Reece ,OAK,24,,2,0,,,,,,3,58,0,23,19.3,78
148,143,Josh Reed,BUF,29,,14,4,3,0,0,0,0.0,,,,,,291
149,144,Reggie Smith,SFO,23,,10,0,3,7,0,9,2.3,,,,,,7
150,145,Derek Stanley ,STL,24,,2,0,3,37,0,24,12.3,,,,,,37
151,146,Aaron Stecker,ATL,34,,9,0,,,,,,3,54,0,21,18.0,103
152,147,Sam Williams,OAK,29,,16,2,1,0,0,0,0.0,2,11,0,7,5.5,11
153,148,Charles Woodson *+,GNB,33,LCB,16,16,1,0,0,0,0.0,2,30,0,18,15.0,209
154,149,Jason Babin,PHI,29,,12,0,,,,,,2,0,0,0,0.0,0
155,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
156,150,Billy Bajema,STL,27,te,16,5,,,,,,2,26,0,14,13.0,120
157,151,Kentwan Balmer,SFO,23,,11,0,,,,,,2,7,0,4,3.5,7
158,152,Mike Bell,NOR,26,,13,3,,,,,,2,45,0,28,22.5,711
159,153,Bernard Berrian,MIN,29,WR,16,15,2,13,0,8,6.5,,,,,,631
160,154,Quincy Butler,STL,26,RCB,14,7,2,-2,0,0,-1.0,,,,,,-2
161,155,Jeff Charleston,NOR,26,,16,0,,,,,,2,11,0,11,5.5,11
162,156,Mike Cox,KAN,24,FB,16,10,,,,,,2,9,0,9,4.5,93
163,157,Brian Finneran,ATL,33,,10,2,,,,,,2,22,0,16,11.0,133
164,158,Zack Follett,DET,22,,12,0,,,,,,2,12,0,10,6.0,12
165,159,Earnest Graham,TAM,29,rb,13,6,,,,,,2,38,0,21,19.0,213
166,160,DeAngelo Hall,WAS,26,RCB,13,12,2,-2,0,0,-1.0,,,,,,119
167,161,Spencer Havner,GNB,26,,16,1,,,,,,2,26,0,24,13.0,138
168,162,Santonio Holmes,PIT,25,WR,16,16,2,6,0,3,3.0,,,,,,1260
169,163,Kareem Huggins,TAM,23,,3,0,,,,,,2,52,0,30,26.0,52
170,164,Nate Hughes,JAX,24,,8,0,2,18,0,11,9.0,,,,,,88
171,165,Brandon Jackson,GNB,24,,12,0,,,,,,2,36,0,23,18.0,334
172,166,Vonta Leach,HOU,28,,16,4,,,,,,2,23,0,15,11.5,178
173,167,Brian Leonard,CIN,25,,14,1,,,,,,2,38,0,24,19.0,339
174,168,Marcus Mason,WAS,25,,10,0,,,,,,2,31,0,18,15.5,216
175,169,Zach Miller,JAX,25,,14,0,,,,,,2,19,0,16,9.5,234
176,170,Terence Newman*,DAL,31,LCB,16,16,2,-11,0,0,-5.5,,,,,,25
177,171,Lousaka Polite,MIA,28,FB,16,9,,,,,,2,24,0,12,12.0,198
178,172,Darrelle Revis*+,NYJ,24,LCB,16,16,2,5,0,3,2.5,,,,,,126
179,173,Brian Robison,MIN,26,,16,0,,,,,,2,7,0,7,3.5,7
180,174,Dante Rosario,CAR,25,TE,14,8,,,,,,2,41,0,22,20.5,354
181,175,Jonathan Stewart,CAR,22,rb,16,3,,,,,,2,17,0,17,8.5,1289
182,176,Tony Stewart,OAK,30,,15,4,,,,,,2,19,0,11,9.5,97
183,177,Tiquan Underwood,JAX,22,,3,0,,,,,,2,38,0,24,19.0,38
184,178,Danny Ware,NYG,24,,8,0,,,,,,2,37,0,20,18.5,125
185,179,Leonard Weaver*+,PHI,27,fb,16,8,,,,,,2,33,0,18,16.5,496
186,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
187,180,Jason Wright,ARI,27,,16,0,,,,,,2,27,0,18,13.5,97
188,181,Deon Anderson ,DAL,26,FB,16,9,,,,,,1,15,0,15,15.0,20
189,182,Devin Aromashodu,CHI,25,,10,2,,,,,,1,18,0,18,18.0,316
190,183,Donnie Avery,STL,25,WR,16,16,,,,,,1,19,0,19,19.0,638
191,184,Kevin Barnes,WAS,23,,4,0,1,0,0,0,0.0,,,,,,0
192,185,Gary Barnidge,CAR,24,,16,3,,,,,,1,16,0,16,16.0,258
193,186,Will Beatty,NYG,24,,16,4,,,,,,1,0,0,0,0.0,0
194,187,Travis Beckum,NYG,22,,15,2,,,,,,1,3,0,3,3.0,58
195,188,Joe Berger,MIA,27,c,16,6,,,,,,1,13,0,13,13.0,13
196,189,Ladell Betts,WAS,30,,10,2,,,,,,1,29,0,29,29.0,418
197,190,Desmond Bishop,GNB,25,,16,0,,,,,,1,6,0,6,6.0,8
198,191,Chase Blackburn,NYG,26,rlb,16,7,,,,,,1,3,0,3,3.0,27
199,192,Donald Brown,IND,22,,11,1,,,,,,1,21,0,21,21.0,471
200,193,John Busing,HOU,26,,16,4,,,,,,1,0,0,0,0.0,14
201,194,Deon Butler,SEA,23,,16,0,,,,,,1,16,0,16,16.0,191
202,195,James Casey,HOU,25,,15,0,,,,,,1,0,0,0,0.0,64
203,196,Laveranues Coles,CIN,32,WR,16,13,,,,,,1,14,0,14,14.0,538
204,197,Austin Collie,IND,24,wr,16,5,,,,,,1,8,0,8,8.0,685
205,198,Dan Connolly,NWE,27,,14,4,,,,,,1,16,0,16,16.0,16
206,199,Terrance Copper,KAN,27,,15,2,,,,,,1,18,0,18,18.0,86
207,200,Tim Crowder,TAM,24,,15,4,,,,,,1,11,0,11,11.0,11
208,201,Carey Davis,PIT,28,,6,0,,,,,,1,13,0,13,13.0,28
209,202,Keyunta Dawson,IND,24,,12,2,,,,,,1,14,0,14,14.0,31
210,203,Evan Dietrich-Smith,GNB,23,,13,0,,,,,,1,5,0,5,5.0,5
211,204,Darnell Dinkins ,NOR,32,,11,3,,,,,,1,1,0,1,1.0,23
212,205,Kevin Dockery,NYG,25,,11,3,1,0,0,0,0.0,,,,,,0
213,206,Dwan Edwards,BAL,28,RDE,16,9,,,,,,1,14,0,14,14.0,14
214,207,Abram Elam,CLE,28,FS,16,16,,,,,,1,0,0,0,0.0,0
215,208,Greg Estandia,2TM,27,,6,1,,,,,,1,9,0,9,9.0,54
216,209,Jerome Felton,DET,23,fb,13,8,,,,,,1,0,0,0,0.0,179
217,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
218,210,Casey Fitzsimmons ,DET,29,,12,1,,,,,,1,10,0,10,10.0,138
219,211,Mike Furrey,CLE,32,,16,4,,,,,,1,12,0,12,12.0,182
220,212,Samkon Gado,STL,27,,15,0,,,,,,1,23,0,23,23.0,74
221,213,Chris Gamble,CAR,26,LCB,16,16,1,0,0,0,0.0,,,,,,55
222,214,Quinton Ganther,WAS,25,,8,4,,,,,,1,25,0,25,25.0,325
223,215,Larry Grant,STL,24,,16,0,,,,,,1,14,0,14,14.0,14
224,216,Ahmard Hall,TEN,30,fb,16,7,,,,,,1,12,0,12,12.0,96
225,217,Leon Hall,CIN,25,RCB,16,16,,,,,,1,22,0,22,22.0,69
226,218,James Harrison*,PIT,31,ROLB,16,16,1,1,0,1,1.0,,,,,,1
227,219,Adam Hayward,TAM,25,,15,1,,,,,,1,8,0,8,8.0,8
228,220,Madison Hedgecock,NYG,28,FB,16,9,,,,,,1,8,0,8,8.0,31
229,221,Jacob Hester,SDG,24,FB,15,10,,,,,,1,9,0,9,9.0,148
230,222,Renaldo Hill,DEN,31,SS,15,15,1,0,0,0,0.0,,,,,,18
231,223,Russ Hochstein,DEN,32,LG,15,10,,,,,,1,6,0,6,6.0,6
232,224,Israel Idonije,CHI,29,,15,0,,,,,,1,0,0,0,0.0,0
233,225,Adam Jennings,DET,27,,1,0,,,,,,1,8,0,8,8.0,8
234,226,Tim Jennings,IND,26,lcb,15,5,1,0,0,0,0.0,,,,,,13
235,227,Gartrell Johnson,NYG,23,,10,0,,,,,,1,15,0,15,15.0,58
236,228,Steve Johnson,BUF,23,,5,0,,,,,,1,12,0,12,12.0,22
237,229,LaMont Jordan,DEN,31,,9,0,,,,,,1,6,0,6,6.0,92
238,230,Mike Karney,STL,28,FB,14,8,,,,,,1,10,0,10,10.0,34
239,231,Jimmy Kennedy ,MIN,30,,13,1,,,,,,1,6,0,6,6.0,6
240,232,Spencer Larsen,DEN,25,,9,1,,,,,,1,13,0,13,13.0,13
241,233,Luke Lawton,OAK,29,,13,3,,,,,,1,17,0,17,17.0,48
242,234,Le'Ron McClain*,BAL,25,FB,16,14,,,,,,1,17,0,17,17.0,338
243,235,Terrence McGee,BUF,29,LCB,11,10,,,,,,1,30,0,30,30.0,33
244,236,Rashard Mendenhall,PIT,22,RB,16,12,,,,,,1,8,0,8,8.0,1377
245,237,William Middleton,JAX,23,,12,0,1,0,0,0,0.0,,,,,,0
246,238,Lance Moore,NOR,26,,7,0,1,0,0,0,0.0,,,,,,153
247,239,Hakeem Nicks,NYG,21,wr,14,6,,,,,,1,16,0,16,16.0,814
248,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
249,240,Moran Norris,SFO,31,rb,16,7,,,,,,1,0,0,0,0.0,72
250,241,Jerious Norwood,ATL,26,,10,4,,,,,,1,39,0,39,39.0,479
251,242,Xavier Omon,BUF,24,,5,0,,,,,,1,26,0,26,26.0,48
252,243,Tyler Polumbus,DEN,24,rt,15,8,,,,,,1,0,0,0,0.0,0
253,244,Richard Quinn,DEN,23,,15,0,,,,,,1,19,0,19,19.0,19
254,245,Nick Reed,SEA,22,,16,0,,,,,,1,3,0,3,3.0,84
255,246,Sidney Rice*,MIN,23,WR,16,14,,,,,,1,0,0,0,0.0,1312
256,247,David Roach,STL,24,,15,0,1,0,0,0,0.0,,,,,,0
257,248,DelJuan Robinson,HOU,25,,11,0,,,,,,1,0,0,0,0.0,0
258,249,Gijon Robinson,IND,25,TE,13,10,,,,,,1,10,0,10,10.0,72
259,250,Geoff Schwartz,CAR,23,,16,3,,,,,,1,16,0,16,16.0,16
260,251,Mike Sellers,WAS,34,fb,15,7,,,,,,1,13,0,13,13.0,189
261,252,Darren Sharper*+,NOR,34,FS,14,14,1,6,0,6,6.0,,,,,,382
262,253,Alex Smith,PHI,27,te,16,5,,,,,,1,4,0,4,4.0,29
263,254,Eric Smith,NYJ,26,,16,4,,,,,,1,9,0,9,9.0,36
264,255,Matt Spaeth,PIT,26,TE,16,8,,,,,,1,1,0,1,1.0,26
265,256,Isaiah Stanback,NWE,25,,6,2,,,,,,1,22,0,22,22.0,44
266,257,Scott Starks,JAX,26,,5,0,1,0,0,0,0.0,,,,,,0
267,258,Craig Stevens,TEN,25,,12,2,,,,,,1,14,0,14,14.0,14
268,259,Maurice Stovall,TAM,24,wr,15,7,,,,,,1,20,0,20,20.0,386
269,260,Andy Studebaker,KAN,24,,16,2,,,,,,1,8,0,8,8.0,104
270,261,Jonathan Stupar,BUF,25,,14,2,,,,,,1,11,0,11,11.0,51
271,262,Naufahu Tahi,MIN,28,,15,2,,,,,,1,0,0,0,0.0,72
272,263,Marcus Thomas,DEN,24,,16,0,,,,,,1,1,0,1,1.0,1
273,264,Pierre Thomas,NOR,25,rb,14,6,,,,,,1,19,0,19,19.0,1114
274,265,Greg Toler,ARI,24,,13,0,1,0,0,0,0.0,,,,,,0
275,266,Reggie Torbor,MIA,28,,16,2,,,,,,1,9,0,9,9.0,9
276,267,Jason Trusnik,2TM,25,,16,10,,,,,,1,9,0,9,9.0,9
277,268,Robert Turner,NYJ,25,,13,2,,,,,,1,6,0,6,6.0,6
278,269,Steve Vallos,SEA,26,,16,3,,,,,,1,0,0,0,0.0,-18
279,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
280,270,Lawrence Vickers,CLE,26,FB,16,9,,,,,,1,0,0,0,0.0,27
281,271,Javon Walker,OAK,31,,3,0,1,0,0,0,0.0,,,,,,0
282,272,Mike Wallace,PIT,23,,16,4,,,,,,1,26,0,26,26.0,830
283,273,Kevin Walter,HOU,28,WR,14,14,,,,,,1,0,0,0,0.0,637
284,274,Corey Webster,NYG,27,LCB,13,13,1,8,0,8,8.0,,,,,,8
285,275,Byron Westbrook ,WAS,24,,15,1,1,0,0,0,0.0,,,,,,0
286,276,Ernest Wilford,JAX,30,TE,15,7,,,,,,1,0,0,0,0.0,123
287,277,Chris Wilson,WAS,27,,16,0,,,,,,1,8,0,8,8.0,8
288,278,Kris Wilson,SDG,28,,16,0,,,,,,1,13,0,13,13.0,41
289,279,Danny Woodhead,NYJ,24,,10,0,,,,,,1,16,0,16,16.0,167
290,280,Keith Zinger,ATL,25,,15,2,,,,,,1,7,0,7,7.0,7
