,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
44,45,Nelson Agholor,PHI,25,WR,16,16,97,64,66.0%,736,11.5,4,31,83,7.6,4.0,46.0,1
45,46,Calvin Ridley,ATL,24,wr,16,5,92,64,69.6%,821,12.8,10,39,75,8.9,4.0,51.3,2
46,47,Kyle Rudolph ,MIN,29,TE,16,16,82,64,78.0%,634,9.9,4,32,44,7.7,4.0,39.6,0
47,48,Nyheim Hines,IND,22,,16,4,81,63,77.8%,425,6.7,2,29,28,5.2,3.9,26.6,1
48,49,Jordy Nelson,OAK,33,WR,15,14,88,63,71.6%,739,11.7,3,36,66,8.4,4.2,49.3,1
49,50,Willie Snead ,BAL,26,wr,16,10,95,62,65.3%,651,10.5,1,39,28,6.9,3.9,40.7,0
50,51,Theo Riddick,DET,27,,14,3,74,61,82.4%,384,6.3,0,16,20,5.2,4.4,27.4,0
51,52,Danny Amendola,MIA,33,WR,15,15,79,59,74.7%,575,9.7,1,27,39,7.3,3.9,38.3,2
52,53,Chris Godwin,TAM,22,wr,16,5,95,59,62.1%,842,14.3,7,48,48,8.9,3.7,52.6,4
53,54,Todd Gurley*+,LAR,24,RB,14,14,81,59,72.8%,580,9.8,4,27,56,7.2,4.2,41.4,1
54,55,Dion Lewis,TEN,28,rb,16,7,67,59,88.1%,400,6.8,1,13,37,6.0,3.7,25.0,1
55,56,Demaryius Thomas,2TM,31,,15,15,89,59,66.3%,677,11.5,5,36,45,7.6,3.9,45.1,0
56,57,Tyler Lockett,SEA,26,WR,16,14,70,57,81.4%,965,16.9,10,40,52,13.8,3.6,60.3,2
57,58,Zay Jones ,BUF,23,WR,16,15,102,56,54.9%,652,11.6,7,33,57,6.4,3.5,40.8,1
58,59,David Njoku ,CLE,22,TE,16,14,88,56,63.6%,639,11.4,4,27,66,7.3,3.5,39.9,0
59,60,James Conner*,PIT,23,RB,13,12,71,55,77.5%,497,9.0,1,20,29,7.0,4.2,38.2,4
60,61,Jimmy Graham,GNB,32,TE,16,12,89,55,61.8%,636,11.6,2,32,54,7.1,3.4,39.8,0
61,62,D.J. Moore,CAR,21,WR,16,10,82,55,67.1%,788,14.3,2,33,82,9.6,3.4,49.3,4
62,63,Allen Robinson,CHI,25,WR,13,12,94,55,58.5%,754,13.7,4,41,43,8.0,4.2,58.0,1
63,64,T.J. Yeldon,JAX,25,rb,14,5,78,55,70.5%,487,8.9,4,20,37,6.2,3.9,34.8,1
64,65,Trey Burton,CHI,27,TE,16,16,76,54,71.1%,569,10.5,6,29,47,7.5,3.4,35.6,1
65,66,Michael Crabtree,BAL,31,WR,16,16,100,54,54.0%,607,11.2,3,37,27,6.1,3.4,37.9,0
66,67,Jordan Reed,WAS,28,TE,13,8,84,54,64.3%,558,10.3,2,26,34,6.6,4.2,42.9,1
67,68,Kenyan Drake,MIA,24,rb,16,7,73,53,72.6%,477,9.0,5,23,52,6.5,3.3,29.8,2
68,69,Chester Rogers,IND,24,WR,16,10,72,53,73.6%,485,9.2,2,33,34,6.7,3.3,30.3,1
69,70,Robby Anderson,NYJ,25,WR,14,9,94,50,53.2%,752,15.0,6,30,76,8.0,3.6,53.7,2
70,71,Doug Baldwin ,SEA,30,WR,13,13,73,50,68.5%,618,12.4,5,33,42,8.5,3.8,47.5,0
71,72,Melvin Gordon*,LAC,25,RB,12,12,66,50,75.8%,490,9.8,4,22,66,7.4,4.2,40.8,1
72,73,David Johnson,ARI,27,RB,16,16,76,50,65.8%,446,8.9,3,22,40,5.9,3.1,27.9,3
73,74,Vance McDonald,PIT,28,TE,15,14,72,50,69.4%,610,12.2,4,33,75,8.5,3.3,40.7,2
74,75,Donte Moncrief,JAX,25,WR,16,14,89,48,53.9%,668,13.9,3,28,80,7.5,3.0,41.8,1
75,76,Rob Gronkowski ,NWE,29,TE,13,11,72,47,65.3%,682,14.5,3,42,42,9.5,3.6,52.5,1
76,77,Duke Johnson,CLE,25,,16,2,62,47,75.8%,429,9.1,3,25,32,6.9,2.9,26.8,1
77,78,A.J. Green,CIN,30,WR,9,9,77,46,59.7%,694,15.1,6,37,38,9.0,5.1,77.1,2
78,79,Evan Engram ,NYG,24,TE,11,8,64,45,70.3%,577,12.8,3,22,54,9.0,4.1,52.5,0
79,80,Seth Roberts ,OAK,27,WR,15,7,64,45,70.3%,494,11.0,2,24,44,7.7,3.0,32.9,0
80,81,Josh Doctson,WAS,26,WR,15,12,78,44,56.4%,532,12.1,2,31,32,6.8,2.9,35.5,0
81,82,Devin Funchess,CAR,24,WR,14,12,79,44,55.7%,549,12.5,4,35,27,6.9,3.1,39.2,0
82,83,Antonio Callaway,CLE,21,WR,16,11,79,43,54.4%,586,13.6,5,27,71,7.4,2.7,36.6,1
83,84,Christian Kirk,ARI,22,WR,12,7,68,43,63.2%,590,13.7,3,21,75,8.7,3.6,49.2,0
84,85,Joe Mixon,CIN,22,B,14,13,55,43,78.2%,296,6.9,1,14,21,5.4,3.1,21.1,0
85,86,C.J. Uzomah,CIN,25,TE,16,15,64,43,67.2%,439,10.2,3,21,29,6.9,2.7,27.4,0
86,87,Mike Williams ,LAC,24,wr,16,5,66,43,65.2%,664,15.4,10,42,55,10.1,2.7,41.5,0
87,88,Jarius Wright,CAR,29,wr,16,6,59,43,72.9%,447,10.4,1,24,33,7.6,2.7,27.9,3
88,89,Kendrick Bourne,SFO,23,wr,16,8,66,42,63.6%,487,11.6,4,30,33,7.4,2.6,30.4,1
89,90,John Brown,BAL,28,WR,16,15,97,42,43.3%,715,17.0,5,28,71,7.4,2.6,44.7,0
90,91,Courtland Sutton ,DEN,23,wr,16,9,84,42,50.0%,704,16.8,4,30,42,8.4,2.6,44.0,0
91,92,Josh Gordon,2TM,27,,12,12,71,41,57.7%,737,18.0,4,30,55,10.4,3.4,61.4,0
92,93,DeSean Jackson,TAM,32,WR,12,10,74,41,55.4%,774,18.9,4,31,75,10.5,3.4,64.5,0
93,94,Chris Thompson,WAS,28,,10,0,55,41,74.5%,268,6.5,1,12,23,4.9,4.1,26.8,1
94,95,Tyrell Williams,LAC,26,WR,16,10,65,41,63.1%,653,15.9,5,34,75,10.0,2.6,40.8,2
95,96,Dalvin Cook,MIN,23,RB,11,10,49,40,81.6%,305,7.6,2,15,27,6.2,3.6,27.7,2
96,97,Cooper Kupp,LAR,25,WR,8,8,55,40,72.7%,566,14.2,6,25,70,10.3,5.0,70.8,0
97,98,Sammy Watkins,KAN,25,WR,10,9,55,40,72.7%,519,13.0,3,30,50,9.4,4.0,51.9,1
98,99,Austin Ekeler,LAC,23,,14,3,53,39,73.6%,404,10.4,3,19,44,7.6,2.8,28.9,1
99,100,Chris Herndon,NYJ,22,TE,16,12,56,39,69.6%,502,12.9,4,25,32,9.0,2.4,31.4,2
100,101,Rashard Higgins,CLE,24,,13,1,53,39,73.6%,572,14.7,4,27,40,10.8,3.0,44.0,2
101,102,Curtis Samuel ,CAR,22,WR,13,8,65,39,60.0%,494,12.7,5,24,53,7.6,3.0,38.0,1
102,103,Devontae Booker,DEN,26,,16,0,51,38,74.5%,275,7.2,0,9,30,5.4,2.4,17.2,1
103,104,Randall Cobb,GNB,28,wr,9,6,61,38,62.3%,383,10.1,2,18,75,6.3,4.2,42.6,2
104,105,Keelan Cole,JAX,25,WR,16,11,70,38,54.3%,491,12.9,1,25,35,7.0,2.4,30.7,2
105,106,Quincy Enunwa,NYJ,26,WR,11,10,68,38,55.9%,449,11.8,1,22,42,6.6,3.5,40.8,2
106,107,Jacquizz Rodgers ,TAM,28,,16,0,45,38,84.4%,304,8.0,0,13,24,6.8,2.4,19.0,1
107,108,Marquez Valdes-Scantling,GNB,24,WR,16,10,73,38,52.1%,581,15.3,2,23,60,8.0,2.4,36.3,0
108,109,Jermaine Kearse,NYJ,28,,14,9,76,37,48.7%,371,10.0,1,20,29,4.9,2.6,26.5,0
109,110,Kenny Stills,MIA,26,WR,15,15,64,37,57.8%,553,14.9,6,27,75,8.6,2.5,36.9,1
110,111,Taywan Taylor,TEN,23,wr,13,5,56,37,66.1%,466,12.6,1,19,55,8.3,2.8,35.8,1
111,112,Ryan Switzer,PIT,24,,16,1,44,36,81.8%,253,7.0,1,15,24,5.8,2.3,15.8,2
112,113,Ian Thomas,CAR,22,te,16,6,49,36,73.5%,333,9.3,2,20,31,6.8,2.3,20.8,0
113,114,Javorius Allen,BAL,27,,14,0,43,35,81.4%,196,5.6,2,11,17,4.6,2.5,14.0,1
114,115,Giovani Bernard,CIN,27,,12,4,48,35,72.9%,218,6.2,0,8,26,4.5,2.9,18.2,0
115,116,Ryan Grant,IND,28,WR,14,10,52,35,67.3%,334,9.5,1,18,23,6.4,2.5,23.9,0
116,117,Chris Hogan ,NWE,31,wr,16,7,55,35,63.6%,532,15.2,3,26,63,9.7,2.2,33.3,0
117,118,Marvin Jones ,DET,28,WR,9,9,62,35,56.5%,508,14.5,5,27,39,8.2,3.9,56.4,0
118,119,Phillip Lindsay*,DEN,24,RB,15,8,47,35,74.5%,241,6.9,1,12,29,5.1,2.3,16.1,0
119,120,Laquon Treadwell,MIN,23,WR,15,7,53,35,66.0%,302,8.6,1,16,22,5.7,2.3,20.1,0
120,121,Ben Watson,NOR,38,,16,4,46,35,76.1%,400,11.4,2,22,32,8.7,2.2,25.0,0
121,122,Mark Andrews,BAL,23,,16,3,50,34,68.0%,552,16.2,3,29,74,11.0,2.1,34.5,0
122,123,Mike Davis ,SEA,25,,15,2,42,34,81.0%,214,6.3,1,10,18,5.1,2.3,14.3,0
123,124,O.J. Howard ,TAM,24,TE,10,8,48,34,70.8%,565,16.6,5,28,75,11.8,3.4,56.5,0
124,125,LeSean McCoy,BUF,30,RB,14,13,46,34,73.9%,238,7.0,0,10,24,5.2,2.4,17.0,0
125,126,Ricky Seals-Jones,ARI,23,te,15,5,69,34,49.3%,343,10.1,1,14,40,5.0,2.3,22.9,0
126,127,Gerald Everett,LAR,24,,16,0,50,33,66.0%,320,9.7,3,18,40,6.4,2.1,20.0,0
127,128,Michael Gallup,DAL,22,WR,16,8,68,33,48.5%,507,15.4,2,26,49,7.5,2.1,31.7,0
128,129,Dallas Goedert,PHI,23,TE,16,8,44,33,75.0%,334,10.1,4,16,32,7.6,2.1,20.9,0
129,130,Anthony Miller,CHI,24,,15,4,54,33,61.1%,423,12.8,7,21,55,7.8,2.2,28.2,1
130,131,Tevin Coleman,ATL,25,RB,16,14,44,32,72.7%,276,8.6,5,15,39,6.3,2.0,17.3,2
131,132,Chris Conley,KAN,26,WR,16,13,52,32,61.5%,334,10.4,5,18,27,6.4,2.0,20.9,2
132,133,Phillip Dorsett,NWE,25,,16,2,42,32,76.2%,290,9.1,3,19,20,6.9,2.0,18.1,0
133,134,Will Fuller,HOU,24,WR,7,7,45,32,71.1%,503,15.7,4,22,73,11.2,4.6,71.9,0
134,135,Kerryon Johnson,DET,21,rb,10,7,39,32,82.1%,213,6.7,1,11,24,5.5,3.2,21.3,1
135,136,Bruce Ellington,2TM,27,,7,3,42,31,73.8%,224,7.2,1,14,23,5.3,4.4,32.0,1
136,137,Jeff Heuerman,DEN,26,TE,11,10,48,31,64.6%,281,9.1,2,14,36,5.9,2.8,25.5,0
137,138,Cameron Brate,TAM,27,,16,2,49,30,61.2%,289,9.6,6,18,21,5.9,1.9,18.1,1
138,139,DaeSean Hamilton,DEN,23,wr,14,5,45,30,66.7%,243,8.1,2,16,24,5.4,2.1,17.4,0
139,140,Jesse James,PIT,24,te,16,7,39,30,76.9%,423,14.1,2,17,51,10.8,1.9,26.4,0
140,141,Kyle Juszczyk*,SFO,27,FB,16,14,41,30,73.2%,324,10.8,1,15,56,7.9,1.9,20.3,2
141,142,Jamison Crowder,WAS,25,WR,9,7,49,29,59.2%,388,13.4,2,15,79,7.9,3.2,43.1,0
142,143,Josh Reynolds,LAR,23,wr,16,8,53,29,54.7%,402,13.9,5,29,33,7.6,1.8,25.1,0
143,144,Nick Vannett,SEA,25,TE,15,9,43,29,67.4%,269,9.3,3,17,32,6.3,1.9,17.9,1
144,145,Keke Coutee,HOU,21,,6,2,41,28,68.3%,287,10.3,1,19,40,7.0,4.7,47.8,0
145,146,Antonio Gates,LAC,38,,16,1,45,28,62.2%,333,11.9,2,25,27,7.4,1.8,20.8,1
146,147,Maurice Harris,WAS,26,WR,12,7,47,28,59.6%,304,10.9,0,12,42,6.5,2.3,25.3,1
147,148,Dontrelle Inman,IND,29,,9,4,39,28,71.8%,304,10.9,3,23,29,7.8,3.1,33.8,0
148,149,Wendell Smallwood,PHI,24,RB,16,6,35,28,80.0%,230,8.2,2,11,36,6.6,1.8,14.4,2
149,150,Tre'Quan Smith,NOR,22,WR,15,7,44,28,63.6%,427,15.3,5,25,62,9.7,1.9,28.5,0
150,151,Matt Breida,SFO,23,RB,14,13,31,27,87.1%,261,9.7,2,12,26,8.4,1.9,18.6,1
151,152,Robert Foster,BUF,24,,13,3,44,27,61.4%,541,20.0,3,20,75,12.3,2.1,41.6,0
152,153,Blake Jarwin,DAL,24,,16,4,36,27,75.0%,307,11.4,3,19,39,8.5,1.7,19.2,0
153,154,Greg Olsen,CAR,33,TE,9,9,38,27,71.1%,291,10.8,4,18,23,7.7,3.0,32.3,0
154,155,Zach Pascal,IND,24,,16,4,46,27,58.7%,268,9.9,2,15,28,5.8,1.7,16.8,0
155,156,Dante Pettis,SFO,23,wr,12,7,45,27,60.0%,467,17.3,5,19,75,10.4,2.3,38.9,2
156,157,Ito Smith,ATL,23,,14,0,32,27,84.4%,152,5.6,0,9,20,4.8,1.9,10.9,1
157,158,Jamaal Williams,GNB,23,rb,16,8,41,27,65.9%,210,7.8,0,11,26,5.1,1.7,13.1,0
158,159,Jack Doyle,IND,28,te,6,6,33,26,78.8%,245,9.4,2,14,20,7.4,4.3,40.8,1
159,160,Kareem Hunt,KAN,23,RB,11,11,35,26,74.3%,378,14.5,7,16,67,10.8,2.4,34.4,0
160,161,Aaron Jones,GNB,24,RB,12,8,35,26,74.3%,206,7.9,1,12,24,5.9,2.2,17.2,1
161,162,David Moore,SEA,23,WR,16,7,53,26,49.1%,445,17.1,5,19,54,8.4,1.6,27.8,2
162,163,Jaylen Samuels,PIT,22,,14,3,29,26,89.7%,199,7.7,3,10,23,6.9,1.9,14.2,1
163,164,Tajae Sharpe,TEN,24,WR,16,13,47,26,55.3%,316,12.2,2,22,28,6.7,1.6,19.8,0
164,165,Geoff Swaim,DAL,25,TE,9,9,32,26,81.3%,242,9.3,1,11,43,7.6,2.9,26.9,0
165,166,Trent Taylor,SFO,24,,14,0,41,26,63.4%,215,8.3,1,11,23,5.2,1.9,15.4,1
166,167,Albert Wilson,MIA,26,,7,3,35,26,74.3%,391,15.0,4,11,75,11.2,3.7,55.9,0
167,168,Kelvin Benjamin,2TM,27,,15,10,67,25,37.3%,380,15.2,1,16,40,5.7,1.7,25.3,0
168,169,Vernon Davis ,WAS,34,te,14,8,36,25,69.4%,367,14.7,2,15,53,10.2,1.8,26.2,0
169,170,Rhett Ellison,NYG,30,TE,14,12,34,25,73.5%,272,10.9,1,13,29,8.0,1.8,19.4,0
170,171,Lamar Miller*,HOU,27,RB,14,14,35,25,71.4%,163,6.5,1,10,16,4.7,1.8,11.6,1
171,172,Ty Montgomery,2TM,25,,13,0,40,25,62.5%,235,9.4,0,7,43,5.9,1.9,18.1,2
172,173,Pierre Garcon,SFO,32,WR,8,8,46,24,52.2%,286,11.9,1,14,25,6.2,3.0,35.8,0
173,174,Ryan Griffin,HOU,28,TE,14,11,43,24,55.8%,305,12.7,0,15,47,7.1,1.7,21.8,0
174,175,Tyler Higbee,LAR,25,TE,16,16,34,24,70.6%,292,12.2,2,20,36,8.6,1.5,18.3,1
175,176,Matt LaCosse,DEN,26,te,15,5,37,24,64.9%,250,10.4,1,11,44,6.8,1.6,16.7,0
176,177,James O'Shaughnessy,JAX,26,TE,14,9,38,24,63.2%,214,8.9,0,10,17,5.6,1.7,15.3,0
177,178,DeVante Parker,MIA,25,WR,11,7,47,24,51.1%,309,12.9,1,14,46,6.6,2.2,28.1,0
178,179,Nick Boyle,BAL,25,TE,16,13,37,23,62.2%,213,9.3,0,10,25,5.8,1.4,13.3,0
179,180,Marquise Goodwin,SFO,28,WR,11,8,43,23,53.5%,395,17.2,4,19,67,9.2,2.1,35.9,1
180,181,Tim Patrick,DEN,25,,16,4,41,23,56.1%,315,13.7,1,15,26,7.7,1.4,19.7,2
181,182,Damien Williams ,KAN,26,,16,3,24,23,95.8%,160,7.0,2,12,32,6.7,1.4,10.0,1
182,183,DeAndre Carter ,2TM,25,,14,4,25,22,88.0%,216,9.8,0,10,50,8.6,1.6,15.4,5
183,184,Corey Clement,PHI,24,,11,0,25,22,88.0%,192,8.7,0,10,23,7.7,2.0,17.5,4
184,185,Jason Croom,BUF,24,,15,3,35,22,62.9%,259,11.8,1,10,26,7.4,1.5,17.3,2
185,186,Leonard Fournette ,JAX,23,RB,8,8,26,22,84.6%,185,8.4,1,10,31,7.1,2.8,23.1,0
186,187,Mike Gesicki,MIA,23,te,16,7,32,22,68.8%,202,9.2,0,9,27,6.3,1.4,12.6,1
187,188,Latavius Murray,MIN,28,rb,16,6,26,22,84.6%,141,6.4,0,7,16,5.4,1.4,8.8,0
188,189,Demarcus Robinson,KAN,24,wr,16,5,33,22,66.7%,288,13.1,4,13,89,8.7,1.4,18.0,0
189,190,Charles Clay,BUF,29,TE,13,12,36,21,58.3%,184,8.8,0,11,21,5.1,1.6,14.2,1
190,191,Isaiah Crowell,NYJ,25,rb,13,6,28,21,75.0%,152,7.2,0,7,21,5.4,1.6,11.7,0
191,192,Jakeem Grant,MIA,26,,10,2,34,21,61.8%,268,12.8,2,13,52,7.9,2.1,26.8,0
192,193,Mark Ingram,NOR,29,rb,12,6,27,21,77.8%,170,8.1,1,5,28,6.3,1.8,14.2,3
193,194,Cordarrelle Patterson,NWE,27,wr,15,5,28,21,75.0%,247,11.8,3,12,55,8.8,1.4,16.5,1
194,195,John Ross ,CIN,23,wr,13,10,58,21,36.2%,210,10.0,7,13,39,3.6,1.6,16.2,0
195,196,Equanimeous St. Brown,GNB,22,WR,12,7,36,21,58.3%,328,15.6,0,13,54,9.1,1.8,27.3,0
196,197,Levine Toilolo,DET,27,TE,16,10,24,21,87.5%,263,12.5,1,15,39,11.0,1.3,16.4,0
197,198,Geronimo Allison,GNB,24,,5,4,30,20,66.7%,303,15.2,2,11,64,10.1,4.0,60.6,1
198,199,Peyton Barber,TAM,24,RB,16,16,29,20,69.0%,92,4.6,1,4,10,3.2,1.3,5.8,1
199,200,Alfred Blue,HOU,27,,16,2,27,20,74.1%,154,7.7,0,4,28,5.7,1.3,9.6,0
200,201,Chris Carson,SEA,24,RB,14,14,24,20,83.3%,163,8.2,0,7,27,6.8,1.4,11.6,3
201,202,Nick Chubb,CLE,23,RB,16,9,29,20,69.0%,149,7.5,2,5,24,5.1,1.3,9.3,0
202,203,Chase Edmonds,ARI,22,,16,0,23,20,87.0%,103,5.2,0,5,13,4.5,1.3,6.4,1
203,204,Alex Erickson ,CIN,26,WR,16,6,29,20,69.0%,167,8.4,0,7,28,5.8,1.3,10.4,1
204,205,Jordan Howard,CHI,24,RB,16,15,26,20,76.9%,145,7.3,0,7,18,5.6,1.3,9.1,2
205,206,Allen Hurns,DAL,27,wr,16,7,35,20,57.1%,295,14.8,2,12,49,8.4,1.3,18.4,1
206,207,Jordan Matthews,PHI,26,,14,3,28,20,71.4%,300,15.0,2,15,56,10.7,1.4,21.4,0
207,208,Adrian Peterson,WAS,33,RB,16,16,26,20,76.9%,208,10.4,1,9,52,8.0,1.3,13.0,3
208,209,Paul Richardson ,WAS,26,,7,4,35,20,57.1%,262,13.1,2,12,46,7.5,2.9,37.4,0
209,210,Jonnu Smith,TEN,23,TE,13,12,30,20,66.7%,258,12.9,3,10,61,8.6,1.5,19.8,1
210,211,Jordan Thomas,HOU,22,TE,16,10,27,20,74.1%,215,10.8,4,12,39,8.0,1.3,13.4,0
211,212,Spencer Ware,KAN,27,,13,2,23,20,87.0%,224,11.2,0,10,31,9.7,1.5,17.2,0
212,213,Martavis Bryant,OAK,27,,8,2,27,19,70.4%,266,14.0,0,10,47,9.9,2.4,33.3,1
213,214,Anthony Firkser,TEN,23,,12,0,20,19,95.0%,225,11.8,1,11,28,11.3,1.6,18.8,0
214,215,Virgil Green,LAC,30,TE,16,16,27,19,70.4%,210,11.1,1,11,26,7.8,1.2,13.1,0
215,216,T.J. Jones,DET,26,,15,3,26,19,73.1%,190,10.0,2,10,26,7.3,1.3,12.7,0
216,217,Lance Kendricks,GNB,30,,16,3,25,19,76.0%,170,8.9,1,9,22,6.8,1.2,10.6,0
217,218,Elijah McGuire ,NYJ,24,,8,3,31,19,61.3%,193,10.2,1,10,20,6.2,2.4,24.1,2
218,219,Chris Moore,BAL,25,,16,0,25,19,76.0%,196,10.3,1,8,30,7.8,1.2,12.3,0
219,220,Trent Sherfield,ARI,22,,13,2,28,19,67.9%,210,11.1,1,11,21,7.5,1.5,16.2,0
220,221,Doug Martin ,OAK,29,RB,16,9,24,18,75.0%,116,6.4,0,6,23,4.8,1.1,7.3,3
221,222,Isaiah McKenzie,2TM,23,,8,1,30,18,60.0%,179,9.9,0,10,23,6.0,2.3,22.4,2
222,223,Jordan Akins,HOU,26,te,16,6,25,17,68.0%,225,13.2,0,12,28,9.0,1.1,14.1,0
223,224,Trenton Cannon,NYJ,24,,16,0,25,17,68.0%,144,8.5,0,4,35,5.8,1.1,9.0,0
224,225,Ted Ginn Jr.,NOR,33,,5,3,30,17,56.7%,209,12.3,2,14,42,7.0,3.4,41.8,1
225,226,Marlon Mack,IND,22,RB,12,10,26,17,65.4%,103,6.1,1,3,29,4.0,1.4,8.6,2
226,227,Aldrick Robinson,MIN,30,,14,0,35,17,48.6%,231,13.6,5,12,40,6.6,1.2,16.5,0
227,228,Torrey Smith,CAR,29,wr,11,6,31,17,54.8%,190,11.2,2,12,35,6.1,1.5,17.3,0
228,229,Deonte Thompson,2TM,29,,13,6,30,17,56.7%,161,9.5,0,10,15,5.4,1.3,12.4,0
