,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,,Games,0-19,20-29,30-39,40-49,50+,Scoring,Kickoffs,Punting,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
2,1,David Akers*+,SFO,37,,16,0,2,2,16,16,14,13,11,6,9,7,52,44,55,84.6%,34,34,100.0%,93,6077,47,50.5%,65.3,,,,,
3,2,Graham Gano,WAS,24,,16,0,,,15,14,9,5,11,8,6,4,41,31,59,75.6%,26,25,96.2%,73,4426,32,43.8%,60.6,,,,,
4,3,Mike Nugent,CIN,29,,16,0,,,14,14,8,5,16,14,,,38,33,49,86.8%,34,33,97.1%,80,5215,36,45.0%,65.2,,,,,
5,4,Neil Rackers,HOU,35,,16,0,,,14,14,11,10,8,4,5,4,38,32,54,84.2%,40,39,97.5%,36,2182,15,41.7%,60.6,,,,,
6,5,Dan Bailey,DAL,23,,16,0,1,1,9,8,11,11,12,10,4,2,37,32,51,86.5%,39,39,100.0%,67,4243,24,35.8%,63.3,2,79,41,0,39.5
7,6,Billy Cundiff,BAL,31,,15,0,1,1,9,9,12,10,9,7,6,1,37,28,51,75.7%,38,38,100.0%,76,4881,44,57.9%,64.2,,,,,
8,7,Sebastian Janikowski*,OAK,33,,15,0,1,1,8,8,5,5,11,10,10,7,35,31,63,88.6%,36,36,100.0%,80,4968,32,40.0%,62.1,,,,,
9,8,Dan Carpenter,MIA,26,,14,0,,,11,10,7,6,12,11,4,2,34,29,58,85.3%,26,26,100.0%,68,4420,39,57.4%,65.0,,,,,
10,9,John Kasay,NOR,42,,16,0,,,11,11,10,10,8,5,5,2,34,28,53,82.4%,63,63,100.0%,2,18,,,9.0,,,,,
11,10,Nick Novak,SDG,30,,15,0,,,11,11,5,4,11,8,7,4,34,27,53,79.4%,42,41,97.6%,86,5551,30,34.9%,64.5,,,,,
12,11,Stephen Gostkowski,NWE,27,,16,0,1,1,13,12,6,5,11,9,2,1,33,28,50,84.8%,59,59,100.0%,103,6568,41,39.8%,63.8,,,,,
13,12,Rob Bironas,TEN,33,,16,0,,,5,5,10,9,10,9,7,6,32,29,53,90.6%,34,34,100.0%,78,4847,44,56.4%,62.1,,,,,
14,13,Robbie Gould,CHI,29,,16,0,,,10,10,6,6,10,6,6,6,32,28,57,87.5%,37,37,100.0%,81,5119,43,53.1%,63.2,,,,,
15,14,Shaun Suisham,PIT,30,,16,0,2,2,8,8,8,6,11,6,2,1,31,23,51,74.2%,36,36,100.0%,72,4698,28,38.9%,65.3,,,,,
16,15,Stephen Hauschka,SEA,26,,16,0,2,2,6,5,10,9,8,7,4,2,30,25,52,83.3%,34,34,100.0%,75,4899,26,34.7%,65.3,,,,,
17,16,Ryan Succop,KAN,25,,16,0,1,1,7,7,7,6,12,7,3,3,30,24,54,80.0%,20,20,100.0%,59,3589,31,52.5%,60.8,,,,,
18,17,Matt Bryant,ATL,36,,16,0,2,2,9,9,9,9,7,5,2,2,29,27,51,93.1%,45,45,100.0%,,,,,,,,,,
19,18,Phil Dawson,CLE,36,,16,0,,,9,7,4,3,8,7,8,7,29,24,54,82.8%,20,20,100.0%,59,3661,10,16.9%,62.1,,,,,
20,19,Jason Hanson,DET,41,,16,0,,,9,9,9,8,4,2,7,5,29,24,51,82.8%,54,54,100.0%,96,6156,45,46.9%,64.1,,,,,
21,20,Connor Barth,TAM,25,,16,0,,,5,5,6,6,14,13,3,2,28,26,55,92.9%,23,23,100.0%,,,,,,,,,,
22,21,Josh Brown ,STL,32,,16,0,,,7,7,7,6,12,8,2,,28,21,49,75.0%,18,18,100.0%,,,,,,,,,,
23,22,Mason Crosby,GNB,27,,16,0,1,1,5,4,14,14,5,3,3,2,28,24,58,85.7%,69,68,98.6%,108,6892,49,45.4%,63.8,,,,,
24,23,Ryan Longwell ,MIN,37,,16,0,,,7,7,8,7,10,6,3,2,28,22,53,78.6%,39,38,97.4%,77,4878,19,24.7%,63.4,,,,,
25,24,Olindo Mare,CAR,38,,16,0,1,1,7,7,9,6,9,8,2,,28,22,45,78.6%,45,44,97.8%,84,5366,53,63.1%,63.9,,,,,
26,25,Alex Henery,PHI,24,,16,0,,,10,10,11,9,4,4,2,1,27,24,51,88.9%,46,46,100.0%,85,5433,32,37.6%,63.9,,,,,
27,26,Adam Vinatieri,IND,39,,16,0,,,7,7,7,6,10,8,3,2,27,23,53,85.2%,24,24,100.0%,,,,,,,,,,
28,27,Nick Folk,NYJ,27,,16,0,,,6,5,6,6,7,5,6,3,25,19,51,76.0%,44,44,100.0%,81,5094,17,21.0%,62.9,,,,,
