,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Matt Prater,DEN,27,,16,0,,,6,5,8,8,7,3,4,3,25,19,59,76.0%,30,30,100.0%,69,4393,47,68.1%,63.7,,,,,
30,29,Josh Scobee ,JAX,29,,16,0,1,1,5,5,5,5,8,7,6,5,25,23,55,92.0%,24,24,100.0%,62,4097,39,62.9%,66.1,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Jay Feely,ARI,35,,16,0,,,9,9,6,4,7,5,2,1,24,19,51,79.2%,33,33,100.0%,71,4779,22,31.0%,67.3,,,,,
33,31,Lawrence Tynes,NYG,33,,16,0,,,12,12,4,3,5,3,3,1,24,19,50,79.2%,43,43,100.0%,79,5077,34,43.0%,64.3,,,,,
34,32,Rian Lindell,BUF,34,,8,0,,,6,6,3,2,6,5,,,15,13,49,86.7%,25,25,100.0%,43,2733,12,27.9%,63.6,,,,,
35,33,Dave Rayner,2TM,29,,8,0,,,6,5,4,3,1,,4,2,15,10,56,66.7%,13,13,100.0%,30,1740,7,23.3%,58.0,,,,,
36,34,Shayne Graham,2TM,34,,3,0,,,4,4,,,3,2,,,7,6,48,85.7%,8,8,100.0%,16,1003,1,6.3%,62.7,,,,,
37,35,Mike Scifres,SDG,31,,16,0,,,,,,,1,1,,,1,1,40,100.0%,3,3,100.0%,4,239,2,50.0%,59.8,47,2234,71,0,47.5
38,36,Brandon Coutu,BUF,27,,1,0,,,,,,,1,,,,1,,,0.0%,3,3,100.0%,4,246,,,61.5,,,,,
39,37,Donnie Jones ,STL,31,,16,0,,,,,,,,,,,,,,,,,,,,,,,105,4652,65,1,44.3
40,38,Britton Colquitt,DEN,26,,16,0,,,,,,,,,,,,,,,,,,1,66,,,66.0,101,4783,66,0,47.4
41,39,Jon Ryan,SEA,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,95,4431,77,0,46.6
42,40,T.J. Conley,NYJ,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,92,3926,63,0,42.7
43,41,Kevin Huber,CIN,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,91,4023,71,0,44.2
44,42,Dustin Colquitt,KAN,29,,16,0,,,,,,,,,,,,,,,,,,1,57,,,57.0,89,4084,68,0,45.9
45,43,Adam Podlesh,CHI,28,,16,0,,,,,,,,,,,,,,,,,,1,50,,,50.0,89,3903,70,0,43.9
46,44,Pat McAfee,IND,24,,16,0,,,,,,,,,,,,,,,,,,63,4010,41,65.1%,63.7,88,4102,64,1,46.6
47,45,Dave Zastudil,ARI,33,,15,0,,,,,,,,,,,,,,,,,,3,178,,,59.3,87,3929,66,0,45.2
48,46,Brett Kern,TEN,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,86,3747,64,0,43.6
49,47,Steve Weatherford,NYG,29,,16,0,,,,,,,,,,,,,,,,,,3,85,,,28.3,82,3745,62,0,45.7
50,48,Brad Maynard,CLE,37,,15,0,,,,,,,,,,,,,,,,,,,,,,,81,3282,63,0,40.5
51,49,Brandon Fields,MIA,27,,16,0,,,,,,,,,,,,,,,,,,3,156,,,52.0,78,3810,70,0,48.8
52,50,Shane Lechler*,OAK,35,,16,0,,,,,,,,,,,,,,,,,,,,,,,78,3960,80,0,50.8
53,51,Andy Lee *+,SFO,29,,16,0,,,,,,,,,,,,,,,,,,1,51,,,51.0,78,3970,68,1,50.9
54,52,Chris Kluwe,MIN,30,,16,0,,,,,,,,,,,,,,,,,,1,36,,,36.0,77,3517,60,0,45.7
55,53,Sam Koch,BAL,29,,16,0,,,,,,,,,,,,,,,,,,2,113,1,50.0%,56.5,73,3393,63,0,46.5
56,54,Nick Harris,JAX,33,,11,0,,,,,,,,,,,,,,,,,,,,,,,72,3075,55,0,42.7
57,55,Brian Moorman,BUF,35,,16,0,,,,,,,,,,,,,,,,,,2,85,,,42.5,72,3472,66,1,48.2
58,56,Matthew Bosher,ATL,24,,16,0,,,,,,,,,,,,,,,,,,88,5671,25,28.4%,64.4,70,2990,59,1,42.7
59,57,Michael Koenen,TAM,29,,16,0,,,,,,,,,,,,,,,,,,69,4177,37,53.6%,60.5,67,3023,65,0,45.1
60,58,Jason Baker,CAR,33,,16,0,,,,,,,,,,,,,,,,,,,,,,,66,2819,56,0,42.7
61,59,Chas Henry ,PHI,22,,16,0,,,,,,,,,,,,,,,,,,,,,,,66,2830,60,1,42.9
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Saverio Rocca,WAS,38,,16,0,,,,,,,,,,,,,,,,,,,,,,,66,2842,63,0,43.1
64,61,Brett Hartmann ,HOU,24,,12,0,,,,,,,,,,,,,,,,,,50,3275,23,46.0%,65.5,58,2573,69,0,44.4
65,62,Mat McBriar,DAL,32,,14,0,,,,,,,,,,,,,,,,,,1,62,,,62.0,58,2542,68,1,43.8
66,63,Zoltan Mesko,NWE,25,,16,0,,,,,,,,,,,,,,,,,,1,64,,,64.0,57,2648,65,0,46.5
67,64,Tim Masthay,GNB,24,,16,0,,,,,,,,,,,,,,,,,,2,113,,,56.5,55,2506,71,0,45.6
68,65,Ryan Donahue,DET,23,,8,0,,,,,,,,,,,,,,,,,,1,59,,,59.0,49,2093,60,0,42.7
69,66,Thomas Morstead,NOR,25,,16,0,,,,,,,,,,,,,,,,,,105,6807,68,64.8%,64.8,46,2224,64,1,48.3
70,67,Matt Turk,2TM,43,,9,0,,,,,,,,,,,,,,,,,,2,116,,,58.0,43,1755,65,0,40.8
71,68,Jeremy Kapinos,PIT,27,,8,0,,,,,,,,,,,,,,,,,,,,,,,34,1530,59,0,45.0
72,69,Ben Graham,2TM,38,,8,0,,,,,,,,,,,,,,,,,,,,,,,33,1447,58,0,43.8
73,70,Daniel Sepulveda,PIT,27,,8,0,,,,,,,,,,,,,,,,,,,,,,,25,1153,66,1,46.1
74,71,Chris Jones,DAL,22,,2,0,,,,,,,,,,,,,,,,,,,,,,,10,426,54,0,42.6
75,72,Richmond McGee,CLE,28,,1,0,,,,,,,,,,,,,,,,,,,,,,,8,288,48,0,36.0
76,73,Robert Malone ,DET,23,,1,0,,,,,,,,,,,,,,,,,,,,,,,5,245,62,0,49.0
