,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
71,72,Pierre Thomas,NOR,27,RB,16,7,59,50,84.7%,425,8.5,1,18,57,7.2,3.1,26.6,2
72,73,Jared Cook,TEN,24,te,16,5,81,49,60.5%,759,15.5,3,34,80,9.4,3.1,47.4,2
73,74,Roy Helu,WAS,23,RB,15,5,59,49,83.1%,379,7.7,1,13,47,6.4,3.3,25.3,2
74,75,LeSean McCoy*+,PHI,23,RB,15,15,69,48,69.6%,315,6.6,3,18,26,4.6,3.2,21.0,1
75,76,Titus Young,DET,22,WR,16,9,86,48,55.8%,607,12.6,6,33,57,7.1,3.0,37.9,1
76,77,Lavelle Hawkins,TEN,25,,16,2,77,47,61.0%,470,10.0,1,22,32,6.1,2.9,29.4,1
77,78,Jonathan Stewart,CAR,24,rb,16,3,61,47,77.0%,413,8.8,1,18,26,6.8,2.9,25.8,1
78,79,Dexter McCluster,KAN,22,,16,4,64,46,71.9%,328,7.1,1,15,49,5.1,2.9,20.5,4
79,80,Santana Moss,WAS,32,WR,12,12,95,46,48.4%,584,12.7,4,36,49,6.1,3.8,48.7,0
80,81,Hines Ward ,PIT,35,WR,15,9,63,46,73.0%,381,8.3,2,21,31,6.0,3.1,25.4,1
81,82,Plaxico Burress,NYJ,34,WR,16,13,96,45,46.9%,612,13.6,8,38,30,6.4,2.8,38.3,0
82,83,Greg Olsen,CAR,26,TE,16,13,89,45,50.6%,540,12.0,5,27,44,6.1,2.8,33.8,1
83,84,Damian Williams,TEN,23,WR,15,13,94,45,47.9%,592,13.2,5,27,54,6.3,3.0,39.5,0
84,85,Eric Decker,DEN,24,WR,16,13,96,44,45.8%,612,13.9,8,30,56,6.4,2.8,38.3,1
85,86,Legedu Naanee,CAR,28,WR,15,10,76,44,57.9%,467,10.6,1,20,28,6.1,2.9,31.1,0
86,87,Mike Thomas,JAX,24,WR,15,13,91,44,48.4%,415,9.4,1,20,47,4.6,2.9,27.7,1
87,88,Miles Austin,DAL,27,WR,10,10,73,43,58.9%,579,13.5,7,31,53,7.9,4.3,57.9,1
88,89,Reggie Bush,MIA,26,RB,15,15,52,43,82.7%,296,6.9,1,12,34,5.7,2.9,19.7,4
89,90,Malcom Floyd ,SDG,30,WR,12,9,70,43,61.4%,856,19.9,5,41,52,12.2,3.6,71.3,0
90,91,Maurice Jones-Drew*+,JAX,26,RB,16,16,64,43,67.2%,374,8.7,3,18,48,5.8,2.7,23.4,6
91,92,Steven Jackson,STL,28,RB,15,15,58,42,72.4%,333,7.9,1,17,50,5.7,2.8,22.2,2
92,93,LaDainian Tomlinson,NYJ,32,,14,1,61,42,68.9%,449,10.7,2,12,74,7.4,3.0,32.1,0
93,94,Josh Cribbs,CLE,28,wr,16,7,67,41,61.2%,518,12.6,4,27,45,7.7,2.6,32.4,3
94,95,Kregg Lumpkin,TAM,27,,16,0,53,41,77.4%,291,7.1,0,13,16,5.5,2.6,18.2,0
95,96,Robert Meachem,NOR,27,WR,16,8,60,40,66.7%,620,15.5,6,29,67,10.3,2.5,38.8,0
96,97,Preston Parker,TAM,24,,16,0,65,40,61.5%,554,13.9,3,26,51,8.5,2.5,34.6,8
97,98,Dennis Pitta,BAL,26,,16,2,56,40,71.4%,405,10.1,3,28,39,7.2,2.5,25.3,0
98,99,Harry Douglas,ATL,27,,16,4,62,39,62.9%,498,12.8,1,20,49,8.0,2.4,31.1,0
99,100,Fred Jackson,BUF,30,RB,10,10,50,39,78.0%,442,11.3,0,15,49,8.8,3.9,44.2,2
100,101,Marcedes Lewis,JAX,27,TE,15,15,85,39,45.9%,460,11.8,0,22,62,5.4,2.6,30.7,0
101,102,Mario Manningham,NYG,25,WR,12,10,77,39,50.6%,523,13.4,4,25,47,6.8,3.3,43.6,0
102,103,C.J. Spiller,BUF,24,RB,16,11,54,39,72.2%,269,6.9,2,16,19,5.0,2.4,16.8,2
103,104,Kevin Walter,HOU,30,WR,15,14,59,39,66.1%,474,12.2,3,26,41,8.0,2.6,31.6,0
104,105,Jake Ballard,NYG,24,TE,14,13,61,38,62.3%,604,15.9,4,31,41,9.9,2.7,43.1,0
105,106,Scott Chandler,BUF,26,te,14,9,46,38,82.6%,389,10.2,6,25,31,8.5,2.7,27.8,1
106,107,Michael Jenkins,MIN,29,WR,11,7,55,38,69.1%,466,12.3,3,22,72,8.5,3.5,42.4,2
107,108,James Jones,GNB,27,,16,0,55,38,69.1%,635,16.7,7,27,70,11.5,2.4,39.7,1
108,109,Michael Bush,OAK,27,RB,16,9,47,37,78.7%,418,11.3,1,14,55,8.9,2.3,26.1,1
109,110,Andre Caldwell,CIN,26,,13,2,68,37,54.4%,317,8.6,3,16,49,4.7,2.8,24.4,0
110,111,Donald Driver,GNB,36,WR,16,15,56,37,66.1%,445,12.0,6,20,35,7.9,2.3,27.8,0
111,112,Johnny Knox,CHI,25,WR,14,11,69,37,53.6%,727,19.6,2,31,81,10.5,2.6,51.9,1
112,113,Ben Obomanu,SEA,28,wr,16,7,61,37,60.7%,436,11.8,2,16,55,7.1,2.3,27.3,0
113,114,Jeremy Shockey,CAR,31,TE,15,13,62,37,59.7%,455,12.3,4,25,29,7.3,2.5,30.3,2
114,115,Ben Watson,CLE,31,TE,13,11,70,37,52.9%,410,11.1,2,21,34,5.9,2.8,31.5,0
115,116,Roy Williams,CHI,30,WR,15,9,63,37,58.7%,507,13.7,2,29,25,8.0,2.5,33.8,0
116,117,Brandon Gibson ,STL,24,WR,15,9,71,36,50.7%,431,12.0,1,28,34,6.1,2.4,28.7,0
117,118,Brandon LaFell,CAR,25,wr,16,6,56,36,64.3%,613,17.0,3,25,91,10.9,2.3,38.3,0
118,119,Visanthe Shiancoe,MIN,31,TE,16,14,70,36,51.4%,409,11.4,3,26,37,5.8,2.3,25.6,0
119,120,Dezmon Briscoe,TAM,22,,16,2,51,35,68.6%,387,11.1,6,20,46,7.6,2.2,24.2,0
120,121,Brian Hartline ,MIA,25,WR,16,10,66,35,53.0%,549,15.7,1,30,41,8.3,2.2,34.3,0
121,122,Golden Tate,SEA,23,wr,16,5,58,35,60.3%,382,10.9,3,17,33,6.6,2.2,23.9,1
122,123,Ahmad Bradshaw,NYG,25,RB,12,9,44,34,77.3%,267,7.9,2,12,26,6.1,2.8,22.3,1
123,124,Dallas Clark,IND,32,TE,11,10,65,34,52.3%,352,10.4,2,22,21,5.4,3.1,32.0,1
124,125,Evan Moore,CLE,26,TE,16,4,46,34,73.9%,324,9.5,4,19,33,7.0,2.1,20.3,0
125,126,Andre Johnson ,HOU,30,wr,7,7,51,33,64.7%,492,14.9,2,23,50,9.6,4.7,70.3,0
126,127,Felix Jones,DAL,24,RB,12,8,45,33,73.3%,221,6.7,0,13,27,4.9,2.8,18.4,5
127,128,Denarius Moore,OAK,23,WR,13,10,76,33,43.4%,618,18.7,5,26,78,8.1,2.5,47.5,1
128,129,Anthony Fasano,MIA,27,TE,15,15,54,32,59.3%,451,14.1,5,25,35,8.4,2.1,30.1,0
129,130,Devery Henderson,NOR,29,WR,16,13,50,32,64.0%,503,15.7,2,22,79,10.1,2.0,31.4,1
130,131,Sidney Rice,SEA,25,WR,9,9,57,32,56.1%,484,15.1,2,19,52,8.5,3.6,53.8,1
131,132,Demaryius Thomas,DEN,24,wr,11,5,70,32,45.7%,551,17.2,4,25,47,7.9,2.9,50.1,0
132,133,Jacoby Jones,HOU,27,WR,16,10,65,31,47.7%,512,16.5,2,23,80,7.9,1.9,32.0,2
133,134,Mohamed Massaquoi,CLE,25,WR,14,13,74,31,41.9%,384,12.4,2,18,56,5.2,2.2,27.4,0
134,135,Arrelious Benn,TAM,23,WR,14,14,51,30,58.8%,441,14.7,3,15,65,8.6,2.1,31.5,0
135,136,Shonn Greene,NYJ,26,RB,16,15,41,30,73.2%,211,7.0,0,7,36,5.1,1.9,13.2,1
136,137,Randy McMichael,SDG,32,TE,16,14,44,30,68.2%,271,9.0,0,12,30,6.2,1.9,16.9,0
137,138,Jarett Dillard,JAX,26,wr,14,5,50,29,58.0%,292,10.1,1,17,25,5.8,2.1,20.9,1
138,139,Jeremy Kerley,NYJ,23,,14,1,47,29,61.7%,314,10.8,1,19,38,6.7,2.1,22.4,3
139,140,James Starks,GNB,25,,13,2,37,29,78.4%,216,7.4,0,9,17,5.8,2.2,16.6,2
140,141,Kevin Boss,OAK,27,TE,14,11,40,28,70.0%,368,13.1,3,18,35,9.2,2.0,26.3,0
141,142,Joel Dreessen,HOU,29,TE,16,10,39,28,71.8%,353,12.6,6,17,56,9.1,1.8,22.1,0
142,143,Lance Kendricks,STL,23,FB,15,10,58,28,48.3%,352,12.6,0,15,45,6.1,1.9,23.5,1
143,144,Marshawn Lynch *,SEA,25,RB,15,15,41,28,68.3%,212,7.6,1,8,26,5.2,1.9,14.1,3
144,145,Javon Ringer,TEN,24,,12,0,36,28,77.8%,187,6.7,0,13,18,5.2,2.3,15.6,1
145,146,Jahvid Best,DET,22,RB,6,6,40,27,67.5%,287,10.6,1,11,60,7.2,4.5,47.8,0
146,147,Jeff King,ARI,28,TE,16,10,34,27,79.4%,271,10.0,3,14,48,8.0,1.7,16.9,0
147,148,Austin Pettis,STL,23,,12,3,48,27,56.3%,256,9.5,0,14,35,5.3,2.3,21.3,2
148,149,Marcel Reece ,OAK,26,fb,12,6,36,27,75.0%,301,11.1,2,13,47,8.4,2.3,25.1,1
149,150,Greg Salas,STL,23,,6,0,38,27,71.1%,264,9.8,0,11,21,6.9,4.5,44.0,3
150,151,Dane Sanzenbacher,CHI,23,,16,1,54,27,50.0%,276,10.2,3,16,22,5.1,1.7,17.3,0
151,152,Danny Ware,NYG,26,,16,1,37,27,73.0%,170,6.3,0,6,22,4.6,1.7,10.6,0
152,153,Danario Alexander,STL,25,,10,5,60,26,43.3%,431,16.6,2,19,68,7.2,2.6,43.1,0
153,154,Devin Aromashodu,MIN,27,wr,16,6,84,26,31.0%,468,18.0,1,21,60,5.6,1.6,29.3,1
154,155,Earnest Graham,TAM,31,,7,2,31,26,83.9%,163,6.3,0,8,19,5.3,3.7,23.3,1
155,156,Devin Hester,CHI,29,wr,16,8,56,26,46.4%,369,14.2,1,16,53,6.6,1.6,23.1,5
156,157,Maurice Morris ,DET,32,rb,16,5,35,26,74.3%,230,8.8,1,9,16,6.6,1.6,14.4,1
157,158,DeMarco Murray,DAL,23,RB,13,7,35,26,74.3%,183,7.0,0,9,18,5.2,2.0,14.1,1
158,159,Kyle Rudolph ,MIN,22,te,15,8,39,26,66.7%,249,9.6,3,15,41,6.4,1.7,16.6,0
159,160,Tony Scheffler,DET,28,te,15,5,43,26,60.5%,347,13.3,6,20,36,8.1,1.7,23.1,1
160,161,Jason Snelling ,ATL,28,,15,0,32,26,81.3%,179,6.9,1,6,21,5.6,1.7,11.9,0
161,162,Randall Cobb,GNB,21,,15,0,31,25,80.6%,375,15.0,1,15,61,12.1,1.7,25.0,3
162,163,Jason Hill,JAX,26,WR,10,10,55,25,45.5%,367,14.7,3,18,74,6.7,2.5,36.7,0
163,164,Zach Miller,SEA,26,TE,15,15,44,25,56.8%,233,9.3,0,10,28,5.3,1.7,15.5,0
164,165,Earl Bennett,CHI,24,,11,4,43,24,55.8%,381,15.9,1,14,49,8.9,2.2,34.6,1
165,166,Derek Hagan,2TM,27,,10,3,42,24,57.1%,252,10.5,1,0,29,6.0,2.4,25.2,0
166,167,Todd Heap,ARI,31,,10,4,36,24,66.7%,283,11.8,1,9,28,7.9,2.4,28.3,0
167,168,Leonard Pope,KAN,28,TE,16,10,34,24,70.6%,247,10.3,1,12,39,7.3,1.5,15.4,0
168,169,Patrick Crayton,SDG,32,,14,1,34,23,67.6%,248,10.8,1,17,28,7.3,1.6,17.7,2
169,170,Justin Forsett,SEA,26,,16,0,34,23,67.6%,128,5.6,0,6,18,3.8,1.4,8.0,0
170,171,Toby Gerhart ,MIN,24,rb,16,5,28,23,82.1%,190,8.3,3,8,42,6.8,1.4,11.9,1
171,172,Andrew Hawkins,CIN,25,,13,0,34,23,67.6%,263,11.4,0,12,26,7.7,1.8,20.2,0
172,173,Donald Jones,BUF,24,WR,8,7,46,23,50.0%,231,10.0,1,9,48,5.0,2.9,28.9,0
173,174,Jordan Norwood,CLE,25,,14,4,34,23,67.6%,268,11.7,1,14,51,7.9,1.6,19.1,1
174,175,Chris Ogbonnaya,2TM,25,,13,4,31,23,74.2%,165,7.2,0,0,19,5.3,1.8,12.7,2
175,176,Chaz Schilens,OAK,26,wr,15,5,34,23,67.6%,271,11.8,2,13,30,8.0,1.5,18.1,0
176,177,Brad Smith,BUF,28,wr,15,5,42,23,54.8%,240,10.4,1,11,36,5.7,1.5,16.0,0
177,178,Peyton Hillis,CLE,25,RB,10,9,34,22,64.7%,130,5.9,0,5,52,3.8,2.2,13.0,2
178,179,Brian Leonard,CIN,27,,13,0,31,22,71.0%,210,9.5,0,10,37,6.8,1.7,16.2,0
179,180,Emmanuel Sanders ,PIT,24,,11,0,43,22,51.2%,288,13.1,2,17,32,6.7,2.0,26.2,0
180,181,Kevin Smith,DET,25,,7,4,28,22,78.6%,179,8.1,3,9,28,6.4,3.1,25.6,1
181,182,Donte' Stallworth,WAS,31,,11,0,38,22,57.9%,309,14.0,2,15,51,8.1,2.0,28.1,0
182,183,Jonathan Baldwin,KAN,22,,11,3,52,21,40.4%,254,12.1,1,13,39,4.9,1.9,23.1,0
183,184,Jacquizz Rodgers ,ATL,21,,16,0,27,21,77.8%,188,9.0,1,6,31,7.0,1.3,11.8,1
184,185,Kyle Williams,SFO,23,,13,1,31,20,64.5%,241,12.1,3,14,56,7.8,1.5,18.5,2
185,186,Kahlil Bell,CHI,25,,13,3,23,19,82.6%,133,7.0,1,4,25,5.8,1.5,10.2,3
186,187,Vincent Brown,SDG,22,,14,4,40,19,47.5%,329,17.3,2,17,31,8.2,1.4,23.5,0
187,188,Tashard Choice,3TM,27,,13,1,30,19,63.3%,124,6.5,0,0,18,4.1,1.5,9.5,6
188,189,Daniel Fells,DEN,28,TE,16,15,31,19,61.3%,256,13.5,3,13,32,8.3,1.2,16.0,2
189,190,Jacoby Ford,OAK,24,,8,3,33,19,57.6%,279,14.7,1,14,41,8.5,2.4,34.9,3
190,191,Ted Ginn Jr.,SFO,26,,14,3,33,19,57.6%,220,11.6,0,9,26,6.7,1.4,15.7,0
191,192,Ryan Grant,GNB,29,RB,15,14,24,19,79.2%,268,14.1,1,10,80,11.2,1.3,17.9,2
192,193,Derrick Mason,2TM,37,,12,2,35,19,54.3%,170,8.9,0,0,30,4.9,1.6,14.2,0
193,194,Darren McFadden,OAK,24,rb,7,7,23,19,82.6%,154,8.1,1,7,26,6.7,2.7,22.0,1
194,195,Eddie Royal,DEN,25,WR,12,8,50,19,38.0%,155,8.2,1,8,26,3.1,1.6,12.9,0
195,196,Jacob Tamme,IND,26,te,16,5,31,19,61.3%,177,9.3,1,11,29,5.7,1.2,11.1,0
196,197,Delanie Walker,SFO,27,fb,15,7,35,19,54.3%,198,10.4,3,9,29,5.7,1.3,13.2,1
197,198,James Casey,HOU,27,fb,14,7,24,18,75.0%,260,14.4,1,11,62,10.8,1.3,18.6,0
198,199,Kellen Davis,CHI,26,TE,16,15,35,18,51.4%,206,11.4,5,13,32,5.9,1.1,12.9,0
199,200,Rashard Mendenhall,PIT,24,RB,15,15,28,18,64.3%,154,8.6,0,5,35,5.5,1.2,10.3,1
200,201,Adrian Peterson,MIN,26,RB,12,12,24,18,75.0%,139,7.7,1,5,22,5.8,1.5,11.6,1
201,202,Isaac Redman,PIT,27,,16,1,22,18,81.8%,78,4.3,0,6,12,3.5,1.1,4.9,2
202,203,Mike Williams,SEA,27,WR,12,10,38,18,47.4%,236,13.1,1,13,55,6.2,1.5,19.7,0
203,204,Matt Willis,DEN,27,,16,0,36,18,50.0%,267,14.8,1,15,42,7.4,1.1,16.7,2
204,205,Danny Woodhead,NWE,26,,15,4,31,18,58.1%,157,8.7,0,8,16,5.1,1.2,10.5,1
205,206,Martellus Bennett ,DAL,24,te,14,7,26,17,65.4%,144,8.5,0,7,15,5.5,1.2,10.3,0
206,207,Kenny Britt,TEN,23,,3,3,26,17,65.4%,289,17.0,3,14,80,11.1,5.7,96.3,1
207,208,Frank Gore*,SFO,28,RB,16,15,31,17,54.8%,114,6.7,0,4,13,3.7,1.1,7.1,2
208,209,Michael Turner,ATL,29,RB,16,15,26,17,65.4%,168,9.9,0,8,32,6.5,1.1,10.5,3
209,210,Lance Ball,DEN,26,,16,0,32,16,50.0%,148,9.3,1,8,34,4.6,1.0,9.3,2
210,211,Donald Brown,IND,24,,16,2,19,16,84.2%,86,5.4,0,3,17,4.5,1.0,5.4,0
211,212,Charles Clay,MIA,22,FB,14,9,25,16,64.0%,233,14.6,3,12,46,9.3,1.1,16.6,0
212,213,Riley Cooper,PHI,24,,16,3,35,16,45.7%,315,19.7,1,13,58,9.0,1.0,19.7,0
213,214,Jerricho Cotchery,PIT,29,,13,0,30,16,53.3%,237,14.8,2,13,36,7.9,1.2,18.2,0
214,215,Kendall Hunter,SFO,23,,16,1,26,16,61.5%,195,12.2,0,10,44,7.5,1.0,12.2,1
215,216,Brandon Myers,OAK,26,TE,16,7,27,16,59.3%,151,9.4,0,9,24,5.6,1.0,9.4,0
216,217,Naaman Roosevelt,BUF,24,,10,0,26,16,61.5%,257,16.1,1,11,60,9.9,1.6,25.7,0
217,218,DeAngelo Williams,CAR,28,RB,16,14,25,16,64.0%,135,8.4,0,6,32,5.4,1.0,8.4,0
218,219,Joseph Addai,IND,28,RB,12,11,22,15,68.2%,93,6.2,0,5,12,4.2,1.3,7.8,1
219,220,Cedric Benson ,CIN,29,RB,15,15,22,15,68.2%,82,5.5,0,3,11,3.7,1.0,5.5,5
220,221,LeGarrette Blount,TAM,25,RB,14,14,25,15,60.0%,148,9.9,0,6,35,5.9,1.1,10.6,5
221,222,Braylon Edwards,SFO,28,wr,9,5,34,15,44.1%,181,12.1,0,9,24,5.3,1.7,20.1,0
222,223,Brandon Jacobs,NYG,29,rb,14,6,23,15,65.2%,128,8.5,1,6,40,5.6,1.1,9.1,3
223,224,Chad Johnson ,NWE,33,,15,3,32,15,46.9%,276,18.4,1,13,53,8.6,1.0,18.4,0
224,225,John Kuhn*,GNB,29,,16,3,18,15,83.3%,77,5.1,2,5,11,4.3,0.9,4.8,1
225,226,Vonta Leach*+,BAL,30,FB,16,16,27,15,55.6%,69,4.6,0,3,11,2.6,0.9,4.3,0
226,227,Josh Morgan,SFO,26,WR,5,5,20,15,75.0%,220,14.7,1,12,30,11.0,3.0,44.0,0
227,228,Louis Murphy,OAK,24,,11,1,33,15,45.5%,241,16.1,0,11,47,7.3,1.4,21.9,0
228,229,Kevin Ogletree,DAL,24,,14,1,26,15,57.7%,164,10.9,0,10,33,6.3,1.1,11.7,1
229,230,John Phillips,DAL,24,te,16,7,18,15,83.3%,101,6.7,1,4,12,5.6,0.9,6.3,0
