,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,,2016 Season,w/ Team,Career,Playoffs,w/ Team,Career,,,,,,,,,,,,,,,,,
1,Coach,Tm,G,W,L,T,G,W,L,T,G,W,L,T,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,Remark
2,Bruce Arians,ARI,16,7,8,1,80,49,30,1,108,63,44,1,,,,3,1,2,3,1,2,
3,Dan Quinn,ATL,16,11,5,0,85,43,42,0,85,43,42,0,3,2,1,5,3,2,5,3,2,NFC Champions
4,John Harbaugh,BAL,16,8,8,0,202,124,78,0,202,124,78,0,,,,17,10,7,17,10,7,
5,Anthony Lynn,BUF,1,0,1,0,1,0,1,0,60,29,31,0,0,0,0,0,0,0,2,1,1,Promoted to Head Coach after Week 16
6,Rex Ryan,BUF,15,7,8,0,31,15,16,0,127,61,66,0,0,0,0,0,0,0,6,4,2,Fired after Week 16
7,Ron Rivera,CAR,16,6,10,0,140,76,63,1,151,80,70,1,,,,7,3,4,7,3,4,
8,John Fox,CHI,16,3,13,0,48,14,34,0,256,133,123,0,,,,,,,15,8,7,
9,Marvin Lewis,CIN,16,6,9,1,256,131,122,3,256,131,122,3,,,,7,0,7,7,0,7,
10,Hue Jackson,CLE,16,1,15,0,40,3,36,1,56,11,44,1,,,,,,,0,0,0,
11,Jason Garrett,DAL,16,13,3,0,152,85,67,0,152,85,67,0,1,0,1,5,2,3,5,2,3,
12,Gary Kubiak,DEN,16,9,7,0,32,21,11,0,157,82,75,0,,,,3,3,0,7,5,2,
13,Jim Caldwell,DET,16,9,7,0,64,36,28,0,112,62,50,0,1,0,1,2,0,2,6,2,4,
14,Mike McCarthy,GNB,16,10,6,0,204,125,77,2,215,128,85,2,3,2,1,18,10,8,18,10,8,
15,Bill O'Brien,HOU,16,9,7,0,100,52,48,0,100,52,48,0,2,1,1,6,2,4,6,2,4,
16,Chuck Pagano,IND,16,8,8,0,96,53,43,0,96,53,43,0,,,,6,3,3,6,3,3,
17,Doug Marrone,JAX,2,1,1,0,61,23,38,0,93,38,55,0,,,,3,2,1,3,2,1,Hired after week 14
18,Gus Bradley,JAX,14,2,12,0,62,14,48,0,62,14,48,0,0,0,0,0,0,0,0,0,0,
19,Andy Reid,KAN,16,12,4,0,123,87,36,0,347,217,129,1,1,0,1,10,5,5,29,15,14,
20,John Fassel,LAR,3,0,3,0,3,0,3,0,3,0,3,0,,,,,,,,,,Promoted to Head Coach after Week 14
21,Jeff Fisher,LAR,13,4,9,0,77,31,45,1,339,173,165,1,0,0,0,0,0,0,11,5,6,Fired after Week 14
22,Adam Gase,MIA,16,10,6,0,48,23,25,0,75,30,45,0,1,0,1,1,0,1,1,0,1,
23,Mike Zimmer,MIN,16,8,8,0,107,62,44,1,107,62,44,1,,,,5,2,3,5,2,3,
24,Sean Payton,NOR,16,7,9,0,219,140,79,0,219,140,79,0,,,,15,8,7,15,8,7,
25,Bill Belichick,NWE,16,14,2,0,331,242,89,0,411,278,133,0,3,3,0,41,30,11,43,31,12,Super Bowl Champions
26,Ben McAdoo,NYG,16,11,5,0,28,13,15,0,28,13,15,0,1,0,1,1,0,1,1,0,1,
27,Todd Bowles,NYJ,16,5,11,0,64,24,40,0,67,26,41,0,,,,,,,0,0,0,
28,Jack Del Rio,OAK,16,12,4,0,48,25,23,0,187,93,94,0,1,0,1,1,0,1,4,1,3,
29,Doug Pederson,PHI,16,7,9,0,75,41,33,1,75,41,33,1,,,,6,4,2,6,4,2,
30,Mike Tomlin,PIT,16,11,5,0,218,143,74,1,218,143,74,1,3,2,1,15,8,7,15,8,7,
31,Mike McCoy,SDG,16,5,11,0,64,27,37,0,64,27,37,0,,,,2,1,1,2,1,1,
32,Pete Carroll,SEA,16,10,5,1,171,108,62,1,235,141,93,1,2,1,1,17,10,7,20,11,9,
33,Chip Kelly,SFO,16,2,14,0,16,2,14,0,63,28,35,0,,,,,,,1,0,1,
34,Dirk Koetter,TAM,16,9,7,0,48,19,29,0,48,19,29,0,,,,,,,,,,
35,Mike Mularkey,TEN,16,9,7,0,41,20,21,0,89,36,53,0,,,,2,1,1,2,1,1,
36,Jay Gruden,WAS,16,8,7,1,85,35,49,1,85,35,49,1,,,,1,0,1,1,0,1,
