,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Tyler Lockett*+,SEA,23,WR,16,8,40,379,1,66,9.5,33,852,1,105,25.8,1915
3,2,Dwayne Harris,NYG,28,wr,15,6,34,341,1,80,10.0,22,631,1,100,28.7,1380
4,3,Keith Mumphery,HOU,23,,16,3,36,280,0,20,7.8,14,338,0,41,24.1,747
5,4,Jarvis Landry *,MIA,23,WR,16,14,36,356,1,69,9.9,13,321,0,50,24.7,1947
6,5,Jeremy Kerley,NYJ,27,,16,1,48,411,0,58,8.6,,,,,,563
7,6,Bobby Rainey,TAM,28,,16,0,29,291,0,58,10.0,19,469,0,38,24.7,794
8,7,Bruce Ellington,SFO,24,,13,0,19,137,0,36,7.2,26,665,0,40,25.6,962
9,8,Marc Mariani,CHI,28,wr,16,5,29,192,0,20,6.6,16,418,0,47,26.1,910
10,9,Brandon Tate,CIN,28,,16,0,27,171,0,18,6.3,18,413,0,58,22.9,643
11,10,Jeremy Ross,2TM,27,,11,0,24,214,0,42,8.9,19,470,0,46,24.7,774
12,11,Quan Bray,IND,22,,9,0,21,166,0,33,7.9,21,570,0,60,27.1,736
13,12,Marcus Murphy,NOR,24,,13,0,28,261,1,74,9.3,12,300,0,35,25.0,561
14,13,Darren Sproles *,PHI,32,,16,4,38,446,2,89,11.7,1,20,0,20,20.0,1171
15,14,Ameer Abdullah,DET,22,RB,16,9,,,,,,37,1077,0,104,29.1,1857
16,15,Tavon Austin,STL,25,WR,16,15,34,264,1,75,7.8,3,16,0,7,5.3,1187
17,16,Kaelin Clay,BAL,23,,7,0,23,244,1,82,10.6,14,343,0,39,24.5,587
18,17,Dexter McCluster,TEN,26,,11,2,24,217,0,37,9.0,13,285,0,32,21.9,1009
19,18,Marcus Thigpen,2TM,29,,9,0,19,119,0,16,6.3,18,330,0,31,18.3,448
20,19,Marcus Sherels,MIN,28,,16,0,34,311,1,65,9.1,2,33,0,21,16.5,344
21,20,Micah Hyde,GNB,25,ss,15,7,27,157,0,16,5.8,8,187,0,30,23.4,380
22,21,De'Anthony Thomas,KAN,22,,10,1,29,227,0,37,7.8,6,138,0,30,23.0,539
23,22,Lucky Whitehead,DAL,23,,15,1,19,110,0,28,5.8,16,452,0,79,28.3,685
24,23,Patrick Peterson*+,ARI,25,LCB,16,16,32,260,0,38,8.1,2,46,0,24,23.0,347
25,24,Eric Weems,ATL,30,,16,0,19,221,0,41,11.6,15,403,0,50,26.9,639
26,25,Cordarrelle Patterson,MIN,24,,16,1,,,,,,32,1019,2,101,31.8,1044
27,26,Danny Amendola,NWE,30,wr,14,7,23,276,0,82,12.0,8,172,0,29,21.5,1107
28,27,Jamison Crowder,WAS,22,wr,16,6,30,158,0,16,5.3,1,13,0,13,13.0,777
29,28,Taiwan Jones,OAK,27,,12,0,,,,,,31,829,0,70,26.7,1011
30,29,Jacoby Jones,2TM,31,,9,0,11,15,0,14,1.4,18,413,0,36,22.9,428
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Travis Benjamin,CLE,26,WR,16,15,28,324,1,78,11.6,,,,,,1302
33,31,Ted Ginn Jr.,CAR,30,WR,15,13,27,277,0,37,10.3,1,8,0,8,8.0,1084
34,32,Rashad Ross,WAS,25,,13,0,,,,,,28,684,1,101,24.4,868
35,33,Adam Jones*,CIN,32,RCB,14,14,16,179,0,35,11.2,10,235,0,49,23.5,428
36,34,Benny Cunningham,STL,25,,16,1,,,,,,25,714,0,102,28.6,1104
37,35,Knile Davis ,KAN,24,,14,0,,,,,,24,603,0,54,25.1,699
38,36,Antonio Brown *+,PIT,27,WR,16,16,22,212,1,71,9.6,,,,,,2074
39,37,David Johnson,ARI,24,rb,16,5,,,,,,22,598,1,108,27.2,1636
40,38,Josh Huff,PHI,24,,15,4,,,,,,21,498,0,49,23.7,810
41,39,Golden Tate,DET,27,WR,16,16,20,149,0,23,7.5,1,26,0,26,26.0,1029
42,40,Griff Whalen,IND,25,,14,0,12,85,0,22,7.1,9,244,0,50,27.1,534
43,41,Damien Williams ,MIA,23,,16,0,,,,,,21,457,0,37,21.8,658
44,42,Omar Bolden,DEN,27,,9,0,5,123,1,83,24.6,15,342,0,41,22.8,465
45,43,T.J. Carrie ,OAK,25,FS,15,14,19,118,0,22,6.2,,,,,,120
46,44,Raheem Mostert,3TM,23,,11,0,,,,,,19,530,0,53,27.9,530
47,45,Rashad Greene,JAX,23,,9,0,18,301,1,73,16.7,,,,,,394
48,46,Javontee Herndon,SDG,24,,8,2,11,81,0,18,7.4,7,157,0,34,22.4,446
49,47,Nick Marshall,JAX,23,,13,1,5,30,0,20,6.0,13,346,0,36,26.6,376
50,48,Keshawn Martin ,NWE,25,WR,9,8,8,92,0,21,11.5,10,257,0,75,25.7,624
51,49,Emmanuel Sanders ,DEN,28,WR,15,15,17,103,0,14,6.1,1,13,0,13,13.0,1280
52,50,Devin Hester,ATL,33,,5,0,8,34,0,11,4.3,9,235,0,35,26.1,269
53,51,Antonio Cromartie,NYJ,31,LCB,15,15,,,,,,15,377,0,54,25.1,377
54,52,Dri Archer,PIT,24,,8,0,,,,,,14,354,0,38,25.3,354
55,53,Frankie Hammond ,KAN,25,,9,0,14,115,0,29,8.2,,,,,,115
56,54,Jeff Janis,GNB,24,,16,0,,,,,,14,406,0,70,29.0,485
57,55,Deonte Thompson,CHI,26,,7,0,,,,,,14,409,0,74,29.2,490
58,56,Shane Vereen,NYG,26,,16,0,,,,,,14,321,0,46,22.9,1076
59,57,Cole Beasley,DAL,26,,16,3,12,69,0,22,5.8,,,,,,605
60,58,Justin Gilbert,CLE,24,,9,1,,,,,,12,339,0,40,28.3,339
61,59,T.J. Jones,DET,23,,10,0,7,59,0,28,8.4,5,106,0,34,21.2,294
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Bryan Walters,JAX,28,,11,1,8,30,0,14,3.8,4,80,0,28,20.0,478
64,61,Harry Douglas,TEN,31,WR,14,12,11,73,0,18,6.6,,,,,,478
65,62,Julian Edelman,NWE,29,WR,9,9,10,81,0,19,8.1,,,,,,796
