,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,,Misc,,Approx Val,,Passing,Rushing,Receiving,,,,,,,,,,,,,,,,,,,,,
1,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
2,1,1,TAM,Jameis Winston,QB,21,2020,0,1,5,54,54,75,1570,2559,19812,121,88,255,1039,10,0,0,0,,,,Florida St.,College Stats
3,1,2,TEN,Marcus Mariota,QB,21,2019,0,0,4,44,44,63,1110,1765,13207,76,44,242,1399,11,2,62,1,,,,Oregon,College Stats
4,1,3,JAX,Dante Fowler,OLB,21,2020,0,0,1,16,6,72,0,0,0,0,0,0,0,0,0,0,0,112,,29.5,Florida,College Stats
5,1,4,OAK,Amari Cooper,WR,21,2020,0,4,6,39,23,88,0,0,0,0,0,11,38,0,428,5945,36,,,,Alabama,College Stats
6,1,5,WAS,Brandon Scherff,T,23,2020,0,3,5,32,32,73,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa,College Stats
7,1,6,NYJ,Leonard Williams,DE,21,2020,0,1,4,37,34,90,0,0,0,0,0,0,0,0,0,0,0,153,1,23.5,USC,College Stats
8,1,7,CHI,Kevin White,WR,23,2020,0,0,0,2,2,17,0,0,0,0,0,1,9,0,25,285,0,,,,West Virginia,College Stats
9,1,8,ATL,Vic Beasley,OLB,23,2020,1,1,5,32,32,83,0,0,0,0,0,0,0,0,0,0,0,121,1,37.5,Clemson,College Stats
10,1,9,NYG,Ereck Flowers,T,21,2020,0,0,6,28,22,86,0,0,0,0,0,0,0,0,1,-11,0,,,,Miami (FL),College Stats
11,1,10,STL,Todd Gurley,RB,21,2020,2,3,6,50,50,83,0,0,0,0,0,1432,6014,67,234,2172,12,,,,Georgia,College Stats
12,1,11,MIN,Trae Waynes,CB,23,2019,0,0,3,18,18,74,0,0,0,0,0,0,0,0,0,0,0,215,7,1.0,Michigan St.,College Stats
13,1,12,CLE,Danny Shelton,NT,22,2020,0,0,5,29,15,86,0,0,0,0,0,0,0,0,0,0,0,125,,5.5,Washington,College Stats
14,1,13,NOR,Andrus Peat,T,21,2020,0,2,4,35,35,74,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
15,1,14,MIA,DeVante Parker,WR,22,2020,0,0,3,23,23,80,0,0,0,0,0,0,0,0,287,4061,22,,,,Louisville,College Stats
16,1,15,SDG,Melvin Gordon,RB,22,2020,0,2,5,39,39,77,0,0,0,0,0,1193,4794,42,244,1960,12,,,,Wisconsin,College Stats
17,1,16,HOU,Kevin Johnson,CB,23,2020,0,0,0,10,9,60,0,0,0,0,0,0,0,0,0,0,0,148,1,1.5,Wake Forest,College Stats
18,1,17,SFO,Arik Armstead,DT,21,2020,0,0,4,22,22,73,0,0,0,0,0,0,0,0,0,0,0,113,,20.5,Oregon,College Stats
19,1,18,KAN,Marcus Peters ,CB,22,2020,2,3,5,54,28,88,0,0,0,0,0,0,0,0,0,0,0,239,30,1.0,Washington,College Stats
20,1,19,CLE,Cameron Erving,C,23,2020,0,0,3,20,6,75,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats
21,1,20,PHI,Nelson Agholor,WR,22,2020,0,0,5,21,21,82,1,1,15,0,0,11,60,0,253,3012,24,,,,USC,College Stats
22,1,21,CIN,Cedric Ogbuehi,T,23,2020,0,0,2,13,12,54,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats
23,1,22,PIT,Bud Dupree,OLB,22,2020,0,0,4,27,27,81,0,0,0,0,0,0,0,0,0,0,0,169,1,39.5,Kentucky,College Stats
24,1,23,DEN,Shane Ray,DE,22,2018,0,0,1,12,12,49,0,0,0,0,0,0,0,0,0,0,0,64,,14.0,Missouri,College Stats
25,1,24,ARI,D.J. Humphries,T,21,2020,0,0,5,20,20,54,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
26,1,25,CAR,Shaq Thompson,OLB,21,2020,0,0,6,25,25,82,0,0,0,0,0,0,0,0,0,0,0,288,1,9.5,Washington,College Stats
27,1,26,BAL,Breshad Perriman,WR,21,2020,0,0,0,11,4,58,0,0,0,0,0,7,20,0,117,1913,14,,,,Central Florida,College Stats
28,1,27,DAL,Byron Jones,CB,22,2020,0,1,5,30,30,88,0,0,0,0,0,0,0,0,0,0,0,287,2,,Connecticut,College Stats
29,1,28,DET,Laken Tomlinson,G,23,2020,0,0,6,31,10,90,0,0,0,0,0,0,0,0,0,0,0,,,,Duke,College Stats
30,1,29,IND,Phillip Dorsett,WR,22,2019,0,0,0,14,7,71,0,0,0,0,0,13,84,0,124,1634,11,,,,Miami (FL),College Stats
31,1,30,GNB,Damarious Randall,S,23,2020,0,0,5,21,12,73,0,0,0,0,0,0,0,0,0,0,0,244,14,2.5,Arizona St.,College Stats
32,1,31,NOR,Stephone Anthony,ILB,23,2019,0,0,1,10,9,62,0,0,0,0,0,0,0,0,0,0,0,97,1,1.0,Clemson,College Stats
33,1,32,NWE,Malcom Brown ,DT,21,2020,0,0,5,33,27,87,0,0,0,0,0,0,0,0,0,0,0,129,,11.5,Texas,College Stats
34,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
35,2,33,NYG,Landon Collins,S,21,2020,1,3,5,32,28,81,0,0,0,0,0,0,0,0,0,0,0,431,9,7.0,Alabama,College Stats
36,2,34,TAM,Donovan Smith,T,22,2020,0,0,6,39,39,91,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.,College Stats
37,2,35,OAK,Mario Edwards,DT,21,2020,0,0,1,13,11,69,0,0,0,0,0,0,0,0,0,0,0,79,,12.5,Florida St.,College Stats
38,2,36,JAX,T.J. Yeldon,RB,21,2020,0,0,2,20,19,60,0,0,0,0,0,492,2005,6,185,1448,7,,,,Alabama,College Stats
39,2,37,NYJ,Devin Smith,WR,23,2019,0,0,0,2,1,18,0,0,0,0,0,0,0,0,15,248,2,3,,,Ohio St.,College Stats
40,2,38,WAS,Preston Smith,DE,22,2020,0,0,5,32,23,91,0,0,0,0,0,0,0,0,0,0,0,164,5,39.0,Mississippi St.,College Stats
41,2,39,CHI,Eddie Goldman,DT,21,2019,0,0,4,30,30,67,0,0,0,0,0,0,0,0,0,0,0,102,,12.5,Florida St.,College Stats
42,2,40,TEN,Dorial Green-Beckham,WR,22,2016,0,0,0,7,4,31,0,0,0,0,0,0,0,0,68,941,6,,,,Oklahoma,College Stats
43,2,41,CAR,Devin Funchess,TE,21,2019,0,0,2,20,20,62,0,0,0,0,0,0,0,0,164,2265,21,,,,Michigan,College Stats
44,2,42,ATL,Jalen Collins,CB,22,2016,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,45,2,,LSU,College Stats
45,2,43,HOU,Benardrick McKinney,ILB,22,2020,0,1,5,40,40,80,0,0,0,0,0,0,0,0,0,0,0,314,1,11.5,Mississippi St.,College Stats
46,2,44,NOR,Hau'oli Kikaha,OLB,23,2017,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,39,,8.0,Washington,College Stats
47,2,45,MIN,Eric Kendricks,ILB,23,2020,1,1,6,41,41,85,0,0,0,0,0,0,0,0,0,0,0,411,7,9.0,UCLA,College Stats
48,2,46,SFO,Jaquiski Tartt,S,23,2020,0,0,3,16,16,66,0,0,0,0,0,0,0,0,0,0,0,223,4,4.0,Samford,
49,2,47,PHI,Eric Rowe,CB,22,2020,0,0,1,10,2,64,0,0,0,0,0,0,0,0,0,0,0,168,4,,Utah,College Stats
50,2,48,SDG,Denzel Perryman ,ILB,22,2020,0,0,4,21,21,67,0,0,0,0,0,0,0,0,0,0,0,241,3,5.0,Miami (FL),College Stats
51,2,49,KAN,Mitch Morse,G,23,2020,0,0,4,27,22,74,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri,College Stats
52,2,50,BUF,Ronald Darby,CB,21,2020,0,0,6,20,10,68,0,0,0,0,0,0,0,0,0,0,0,258,8,,Florida St.,College Stats
53,2,51,CLE,Nate Orchard,DE,22,2020,0,0,1,10,9,46,0,0,0,0,0,0,0,0,0,0,0,51,1,6.0,Utah,College Stats
54,2,52,MIA,Jordan Phillips,NT,22,2020,0,0,3,21,12,84,0,0,0,0,0,0,0,0,0,0,0,87,1,17.0,Oklahoma,College Stats
55,2,53,CIN,Jake Fisher,T,22,2018,0,0,0,8,8,48,0,0,0,0,0,0,0,0,2,43,0,,,,Oregon,College Stats
56,2,54,DET,Ameer Abdullah,RB,22,2020,0,0,2,12,11,69,0,0,0,0,0,352,1373,6,75,541,5,9,,,Nebraska,College Stats
57,2,55,BAL,Maxx Williams,TE,21,2020,0,0,1,6,4,63,0,0,0,0,0,5,14,0,83,742,5,7,,,Minnesota,College Stats
58,2,56,PIT,Senquez Golson,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats
59,2,57,STL,Rob Havenstein,T,23,2020,0,0,6,32,32,79,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats
60,2,58,ARI,Markus Golden,DE,24,2020,0,0,2,21,13,73,0,0,0,0,0,0,0,0,0,0,0,142,1,31.5,Missouri,College Stats
61,2,59,DEN,Ty Sambrailo,T,23,2020,0,0,0,8,3,67,0,0,0,0,0,0,0,0,1,35,1,,,,Colorado St.,College Stats
62,2,60,DAL,Randy Gregory,OLB,22,2020,0,0,0,5,5,33,0,0,0,0,0,0,0,0,0,0,0,43,,9.0,Nebraska,College Stats
63,2,61,TAM,Ali Marpet,C,22,2020,0,0,5,30,30,81,0,0,0,0,0,0,0,0,0,0,0,,,,Hobart,
64,2,62,GNB,Quinten Rollins,CB,23,2017,0,0,0,7,7,33,0,0,0,0,0,0,0,0,0,0,0,76,3,1.0,Miami (OH),College Stats
65,2,63,SEA,Frank Clark ,DE,22,2020,0,1,4,30,21,87,0,0,0,0,0,0,0,0,0,0,0,134,2,47.0,Michigan,College Stats
66,2,64,NWE,Jordan Richards,S,22,2020,0,0,1,8,5,79,0,0,0,0,0,0,0,0,0,0,0,76,,,Stanford,College Stats
67,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
68,3,65,IND,D'Joun Smith,CB,22,2016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida Atlantic,College Stats
69,3,66,TEN,Jeremiah Poutasi,G,21,2016,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats
70,3,67,JAX,A.J. Cann,G,23,2020,0,0,6,26,26,86,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,College Stats
71,3,68,OAK,Clive Walford,TE,23,2019,0,0,1,7,7,52,0,0,0,0,0,0,4,0,74,825,6,,,,Miami (FL),College Stats
72,3,69,SEA,Tyler Lockett,WR,22,2020,1,1,6,37,37,90,0,0,0,0,0,38,256,1,346,4609,35,1,,,Kansas St.,College Stats
73,3,70,HOU,Jaelen Strong,WR,21,2017,0,0,0,2,2,20,0,0,0,0,0,0,0,0,31,330,4,,,,Arizona St.,College Stats
74,3,71,CHI,Hroniss Grasu,C,24,2020,0,0,1,7,6,25,0,0,0,0,0,0,0,0,0,2,0,,,,Oregon,College Stats
75,3,72,STL,Jamon Brown,T,22,2020,0,0,3,19,12,62,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,College Stats
76,3,73,ATL,Tevin Coleman,RB,22,2020,0,0,2,30,25,73,0,0,0,0,0,686,2934,24,116,1224,12,,,,Indiana,College Stats
77,3,74,NYG,Owamagbe Odighizuwa,DE,23,2016,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,4,,,UCLA,College Stats
78,3,75,NOR,Garrett Grayson,QB,24,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.,College Stats
79,3,76,KAN,Chris Conley,WR,22,2020,0,0,3,18,12,79,0,0,0,0,0,0,0,0,178,2345,12,4,,,Georgia,College Stats
