,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
90,91,Ted Ginn Jr.,CAR,30,WR,15,13,97,44,45.4%,739,16.8,10,36,74,7.6,2.9,49.3,0
91,92,DeMarco Murray,PHI,27,RB,15,8,55,44,80.0%,322,7.3,1,13,44,5.9,2.9,21.5,2
92,93,Markus Wheaton,PIT,24,WR,16,8,79,44,55.7%,749,17.0,5,32,72,9.5,2.8,46.8,0
93,94,Rishard Matthews,MIA,26,WR,11,11,61,43,70.5%,662,15.4,4,32,53,10.9,3.9,60.2,0
94,95,James Starks,GNB,29,,16,4,53,43,81.1%,392,9.1,3,17,30,7.4,2.7,24.5,5
95,96,Roddy White,ATL,34,WR,16,16,70,43,61.4%,506,11.8,1,27,25,7.2,2.7,31.6,0
96,97,Cecil Shorts,HOU,28,WR,11,4,75,42,56.0%,484,11.5,2,27,42,6.5,3.8,44.0,2
97,98,Will Tye,NYG,24,TE,13,7,62,42,67.7%,464,11.0,3,23,45,7.5,3.2,35.7,1
98,99,Andre Johnson ,IND,34,WR,16,14,77,41,53.2%,503,12.3,4,32,35,6.5,2.6,31.4,0
99,100,Kyle Juszczyk,BAL,24,RB,16,11,56,41,73.2%,321,7.8,4,17,39,5.7,2.6,20.1,0
100,101,Latavius Murray*,OAK,25,RB,16,16,53,41,77.4%,232,5.7,0,9,23,4.4,2.6,14.5,4
101,102,Darren McFadden,DAL,28,RB,16,10,53,40,75.5%,328,8.2,0,12,21,6.2,2.5,20.5,3
102,103,James White ,NWE,23,,14,1,54,40,74.1%,410,10.3,4,19,68,7.6,2.9,29.3,0
103,104,DeAngelo Williams,PIT,32,RB,16,10,47,40,85.1%,367,9.2,0,15,34,7.8,2.5,22.9,4
104,105,Jared Cook,STL,28,TE,16,12,75,39,52.0%,481,12.3,0,19,49,6.4,2.4,30.1,2
105,106,Jerricho Cotchery,CAR,33,,14,3,54,39,72.2%,485,12.4,3,26,59,9.0,2.8,34.6,0
106,107,Mike Wallace,MIN,29,WR,16,12,72,39,54.2%,473,12.1,2,27,34,6.6,2.4,29.6,0
107,108,Vernon Davis ,2TM,31,,15,9,58,38,65.5%,395,10.4,0,0,43,6.8,2.5,26.3,0
108,109,Ladarius Green,SDG,25,TE,13,11,63,37,58.7%,429,11.6,4,24,31,6.8,2.8,33.0,0
109,110,Brandon LaFell,NWE,29,wr,11,7,74,37,50.0%,515,13.9,0,22,54,7.0,3.4,46.8,0
110,111,Eddie Royal,CHI,29,WR,9,9,50,37,74.0%,238,6.4,1,9,30,4.8,4.1,26.4,0
111,112,Kenny Britt,STL,27,WR,16,14,72,36,50.0%,681,18.9,3,29,60,9.5,2.3,42.6,0
112,113,Harry Douglas,TEN,31,WR,14,12,72,36,50.0%,411,11.4,2,22,51,5.7,2.6,29.4,2
113,114,Dwayne Harris,NYG,28,wr,15,6,57,36,63.2%,396,11.0,4,20,38,6.9,2.4,26.4,3
114,115,Chris Hogan ,BUF,28,,16,4,59,36,61.0%,450,12.5,2,18,46,7.6,2.3,28.1,0
115,116,David Johnson,ARI,24,rb,16,5,57,36,63.2%,457,12.7,4,21,55,8.0,2.3,28.6,4
116,117,Dion Lewis,NWE,25,RB,7,6,50,36,72.0%,388,10.8,2,17,40,7.8,5.1,55.4,2
117,118,Kendall Wright,TEN,26,wr,10,9,60,36,60.0%,408,11.3,3,21,52,6.8,3.6,40.8,0
118,119,T.J. Yeldon,JAX,22,RB,12,12,46,36,78.3%,279,7.8,1,15,67,6.1,3.0,23.3,0
119,120,Jordan Cameron,MIA,27,TE,16,16,70,35,50.0%,386,11.0,3,21,29,5.5,2.2,24.1,1
120,121,Dontrelle Inman,SDG,26,wr,14,7,63,35,55.6%,486,13.9,3,22,68,7.7,2.5,34.7,2
121,122,Chris Thompson,WAS,25,,13,0,48,35,72.9%,240,6.9,2,14,23,5.0,2.7,18.5,2
122,123,Albert Wilson,KAN,23,WR,14,12,57,35,61.4%,451,12.9,2,19,44,7.9,2.5,32.2,0
123,124,Frank Gore,IND,32,RB,16,16,58,34,58.6%,267,7.9,1,11,34,4.6,2.1,16.7,4
124,125,Zach Miller,CHI,31,TE,15,14,46,34,73.9%,439,12.9,5,17,87,9.5,2.3,29.3,0
125,126,C.J. Spiller,NOR,28,,13,2,44,34,77.3%,239,7.0,2,13,80,5.4,2.6,18.4,1
126,127,Jarius Wright,MIN,26,,16,3,50,34,68.0%,442,13.0,0,25,52,8.8,2.1,27.6,1
127,128,Crockett Gillmore,BAL,24,TE,10,10,47,33,70.2%,412,12.5,4,17,46,8.8,3.3,41.2,0
128,129,Melvin Gordon,SDG,22,RB,14,12,37,33,89.2%,192,5.8,0,8,18,5.2,2.4,13.7,6
129,130,Vincent Jackson,TAM,32,WR,10,9,62,33,53.2%,543,16.5,3,28,36,8.8,3.3,54.3,0
130,131,Doug Martin *+,TAM,26,RB,16,16,44,33,75.0%,271,8.2,1,10,25,6.2,2.1,16.9,5
131,132,Mohamed Sanu,CIN,26,,16,4,49,33,67.3%,394,11.9,0,17,52,8.0,2.1,24.6,2
132,133,Torrey Smith,SFO,26,WR,16,12,62,33,53.2%,663,20.1,4,23,76,10.7,2.1,41.4,0
133,134,Dorial Green-Beckham,TEN,22,wr,16,5,67,32,47.8%,549,17.2,4,30,47,8.2,2.0,34.3,0
134,135,Fred Jackson,SEA,34,,16,0,41,32,78.0%,257,8.0,2,12,26,6.3,2.0,16.1,1
135,136,LeSean McCoy*,BUF,27,RB,12,12,50,32,64.0%,292,9.1,2,12,22,5.8,2.7,24.3,2
136,137,Mychal Rivera ,OAK,25,,16,0,46,32,69.6%,280,8.8,1,13,29,6.1,2.0,17.5,2
137,138,Seth Roberts ,OAK,24,wr,16,5,55,32,58.2%,480,15.0,5,21,43,8.7,2.0,30.0,0
138,139,Bryan Walters,JAX,28,,11,1,45,32,71.1%,368,11.5,1,22,31,8.2,2.9,33.5,0
139,140,Maxx Williams,BAL,21,te,14,7,48,32,66.7%,268,8.4,1,16,28,5.6,2.3,19.1,1
140,141,Corey Brown,CAR,24,WR,14,11,54,31,57.4%,447,14.4,4,24,39,8.3,2.2,31.9,0
141,142,Dez Bryant,DAL,27,WR,9,9,72,31,43.1%,401,12.9,3,18,51,5.6,3.4,44.6,0
142,143,Jeremy Butler,BAL,24,,8,0,44,31,70.5%,363,11.7,0,17,41,8.3,3.9,45.4,1
143,144,Justin Forsett,BAL,30,RB,10,10,41,31,75.6%,153,4.9,0,4,32,3.7,3.1,15.3,0
144,145,Devin Funchess,CAR,21,wr,16,5,63,31,49.2%,473,15.3,5,24,52,7.5,1.9,29.6,1
145,146,Dexter McCluster,TEN,26,,11,2,41,31,75.6%,260,8.4,1,12,35,6.3,2.8,23.6,2
146,147,Brandon Coleman,NOR,23,,16,4,49,30,61.2%,454,15.1,2,22,31,9.3,1.9,28.4,0
147,148,Malcom Floyd ,SDG,34,WR,15,13,68,30,44.1%,561,18.7,3,19,70,8.3,2.0,37.4,1
148,149,Chris Ivory*,NYJ,27,RB,15,14,37,30,81.1%,217,7.2,1,10,36,5.9,2.0,14.5,4
149,150,DeSean Jackson,WAS,29,WR,9,9,49,30,61.2%,528,17.6,4,15,77,10.8,3.3,58.7,1
150,151,Vance McDonald,SFO,25,TE,14,11,46,30,65.2%,326,10.9,3,16,36,7.1,2.1,23.3,2
151,152,Quinton Patton,SFO,25,,16,4,57,30,52.6%,394,13.1,1,15,41,6.9,1.9,24.6,0
152,153,Adrian Peterson*+,MIN,30,RB,16,16,36,30,83.3%,222,7.4,0,9,49,6.2,1.9,13.9,7
153,154,Marcel Reece ,OAK,30,RB,15,7,37,30,81.1%,269,9.0,3,12,55,7.3,2.0,17.9,0
154,155,Larry Donnell,NYG,27,TE,8,8,41,29,70.7%,223,7.7,2,13,22,5.4,3.6,27.9,0
155,156,Rashad Jennings,NYG,30,RB,16,16,40,29,72.5%,296,10.2,1,8,51,7.4,1.8,18.5,2
156,157,Lance Moore,DET,32,wr,14,8,43,29,67.4%,337,11.6,4,20,42,7.8,2.1,24.1,1
157,158,Taylor Gabriel,CLE,24,,13,4,48,28,58.3%,241,8.6,0,11,56,5.0,2.2,18.5,1
158,159,Clive Walford,OAK,24,,16,2,50,28,56.0%,329,11.8,3,20,33,6.6,1.8,20.6,0
159,160,Marquess Wilson,CHI,23,wr,11,6,51,28,54.9%,464,16.6,1,20,50,9.1,2.5,42.2,0
160,161,Brent Celek,PHI,30,TE,16,13,35,27,77.1%,398,14.7,3,21,60,11.4,1.7,24.9,1
161,162,Shaun Draughn,2TM,28,,11,6,35,27,77.1%,176,6.5,0,0,26,5.0,2.5,16.0,1
162,163,Andrew Hawkins,CLE,29,WR,8,8,43,27,62.8%,276,10.2,0,11,25,6.4,3.4,34.5,1
163,164,Josh Huff,PHI,24,,15,4,42,27,64.3%,312,11.6,3,16,41,7.4,1.8,20.8,0
164,165,Adam Humphries,TAM,22,,13,0,40,27,67.5%,260,9.6,1,18,27,6.5,2.1,20.0,0
165,166,Kenny Stills,MIA,23,WR,16,8,63,27,42.9%,440,16.3,3,18,47,7.0,1.7,27.5,0
166,167,Benny Cunningham,STL,25,,16,1,36,26,72.2%,250,9.6,0,12,42,6.9,1.6,15.6,1
167,168,Anthony Fasano,TEN,31,TE,16,11,42,26,61.9%,289,11.1,2,16,33,6.9,1.6,18.1,0
168,169,Jonathan Grimes,HOU,26,,14,0,31,26,83.9%,173,6.7,1,8,19,5.6,1.9,12.4,0
169,170,Leonard Hankerson,3TM,27,,10,0,46,26,56.5%,327,12.6,3,0,55,7.1,2.6,32.7,0
170,171,DeVante Parker,MIA,22,,14,4,50,26,52.0%,494,19.0,3,20,49,9.9,1.9,35.3,0
171,172,Ameer Abdullah,DET,22,RB,16,9,38,25,65.8%,183,7.3,1,11,36,4.8,1.6,11.4,5
172,173,C.J. Anderson,DEN,24,rb,15,6,36,25,69.4%,183,7.3,0,6,27,5.1,1.7,12.2,2
173,174,Lance Kendricks,STL,27,TE,15,12,36,25,69.4%,245,9.8,2,11,37,6.8,1.7,16.3,0
174,175,Le'Veon Bell,PIT,23,rb,6,6,26,24,92.3%,136,5.7,0,4,20,5.2,4.0,22.7,0
175,176,Javontee Herndon,SDG,24,,8,2,33,24,72.7%,195,8.1,0,8,21,5.9,3.0,24.4,2
176,177,Ronnie Hillman,DEN,24,RB,16,10,35,24,68.6%,111,4.6,0,3,14,3.2,1.5,6.9,3
177,178,Keshawn Martin ,NWE,25,WR,9,8,37,24,64.9%,269,11.2,2,14,39,7.3,2.7,29.9,1
178,179,Nelson Agholor,PHI,22,WR,13,12,44,23,52.3%,283,12.3,1,11,53,6.4,1.8,21.8,1
179,180,Cameron Brate,TAM,24,,14,4,30,23,76.7%,288,12.5,3,14,46,9.6,1.6,20.6,0
180,181,Scott Chandler,NWE,30,,15,4,42,23,54.8%,259,11.3,4,14,30,6.2,1.5,17.3,0
181,182,Ryan Grant,WAS,25,wr,16,5,42,23,54.8%,268,11.7,2,18,35,6.4,1.4,16.8,0
182,183,Joique Bell,DET,29,rb,13,5,27,22,81.5%,286,13.0,0,10,39,10.6,1.7,22.0,1
183,184,Quincy Enunwa,NYJ,23,wr,12,6,46,22,47.8%,315,14.3,0,10,48,6.8,1.8,26.3,0
184,185,Arian Foster ,HOU,29,,4,4,28,22,78.6%,227,10.3,2,13,32,8.1,5.5,56.8,2
185,186,Justin Hunter,TEN,24,wr,9,5,31,22,71.0%,264,12.0,1,12,29,8.5,2.4,29.3,0
186,187,Jeremy Langford,CHI,24,,16,2,42,22,52.4%,279,12.7,1,9,83,6.6,1.4,17.4,0
187,188,Marc Mariani,CHI,28,wr,16,5,33,22,66.7%,300,13.6,0,19,26,9.1,1.4,18.8,3
188,189,Jordan Norwood,DEN,29,wr,11,5,32,22,68.8%,207,9.4,0,11,34,6.5,2.0,18.8,1
189,190,Antonio Andrews,TEN,23,RB,14,10,29,21,72.4%,174,8.3,0,8,23,6.0,1.5,12.4,1
190,191,Jamaal Charles,KAN,29,rb,5,5,29,21,72.4%,177,8.4,1,10,26,6.1,4.2,35.4,2
191,192,Riley Cooper,PHI,28,WR,16,13,41,21,51.2%,327,15.6,2,15,62,8.0,1.3,20.4,0
192,193,Lance Dunbar,DAL,25,,4,0,23,21,91.3%,215,10.2,0,9,39,9.3,5.3,53.8,0
193,194,Darren Fells,ARI,29,TE,14,12,28,21,75.0%,311,14.8,3,15,48,11.1,1.5,22.2,0
194,195,Todd Gurley*,STL,21,RB,13,12,26,21,80.8%,188,9.0,0,9,31,7.2,1.6,14.5,3
195,196,Justin Hardy ,ATL,24,,9,1,36,21,58.3%,194,9.2,0,11,23,5.4,2.3,21.6,0
196,197,Darrius Heyward-Bey,PIT,28,,16,4,39,21,53.8%,314,15.0,2,11,66,8.1,1.3,19.6,0
197,198,Jerick McKinnon ,MIN,23,,16,0,29,21,72.4%,173,8.2,1,9,30,6.0,1.3,10.8,0
198,199,Denard Robinson,JAX,25,,13,3,30,21,70.0%,164,7.8,0,8,16,5.5,1.6,12.6,3
199,200,Austin Seferian-Jenkins,TAM,23,,7,3,39,21,53.8%,338,16.1,4,18,43,8.7,3.0,48.3,0
200,201,Damien Williams ,MIA,23,,16,0,28,21,75.0%,142,6.8,1,6,23,5.1,1.3,8.9,2
201,202,Chris Givens,2TM,26,,15,6,54,20,37.0%,353,17.7,1,0,48,6.5,1.3,23.5,0
202,203,Ryan Griffin,HOU,25,,9,4,34,20,58.8%,251,12.6,2,13,37,7.4,2.2,27.9,0
203,204,Eddie Lacy,GNB,25,RB,15,12,28,20,71.4%,188,9.4,2,7,28,6.7,1.3,12.5,4
204,205,Ryan Mathews,PHI,28,rb,13,6,28,20,71.4%,146,7.3,1,6,23,5.2,1.5,11.2,3
205,206,Charcandrick West ,KAN,24,RB,15,9,34,20,58.8%,214,10.7,1,6,80,6.3,1.3,14.3,1
206,207,Matt Asiata,MIN,28,,16,0,22,19,86.4%,132,6.9,0,5,22,6.0,1.2,8.3,0
207,208,Josh Bellamy,CHI,26,,16,3,34,19,55.9%,224,11.8,2,8,48,6.6,1.2,14.0,0
208,209,Brandon Bolden,NWE,25,,15,2,30,19,63.3%,180,9.5,2,8,63,6.0,1.3,12.0,0
209,210,Garrett Celek,SFO,27,TE,11,8,28,19,67.9%,186,9.8,3,10,33,6.6,1.7,16.9,0
210,211,Isaiah Crowell,CLE,22,RB,16,9,22,19,86.4%,182,9.6,1,6,53,8.3,1.2,11.4,0
211,212,Rashad Greene,JAX,23,,9,0,35,19,54.3%,93,4.9,2,9,18,2.7,2.1,10.3,1
212,213,Percy Harvin,BUF,27,wr,5,5,30,19,63.3%,218,11.5,1,10,51,7.3,3.8,43.6,1
213,214,Greg Jennings,MIA,32,wr,16,5,36,19,52.8%,208,10.9,1,7,31,5.8,1.2,13.0,0
214,215,Matt Jones,WAS,22,,13,0,25,19,76.0%,304,16.0,1,10,78,12.2,1.5,23.4,5
215,216,Griff Whalen,IND,25,,14,0,26,19,73.1%,205,10.8,1,11,38,7.9,1.4,14.6,4
216,217,Nick Boyle,BAL,22,,11,2,23,18,78.3%,153,8.5,0,10,25,6.7,1.6,13.9,0
217,218,Phillip Dorsett,IND,22,,11,0,39,18,46.2%,225,12.5,1,10,35,5.8,1.6,20.5,2
218,219,Jermaine Gresham,ARI,27,TE,15,12,32,18,56.3%,223,12.4,1,13,22,7.0,1.2,14.9,0
219,220,Tre Mason,STL,22,,13,3,25,18,72.0%,88,4.9,0,5,16,3.5,1.4,6.8,3
220,221,Dion Sims,MIA,24,,13,4,25,18,72.0%,127,7.1,1,7,22,5.1,1.4,9.8,1
221,222,Mike Tolbert*+,CAR,30,,16,3,23,18,78.3%,154,8.6,3,8,40,6.7,1.1,9.6,0
222,223,Travaris Cadet,3TM,26,,7,1,22,17,77.3%,214,12.6,1,0,44,9.7,2.4,30.6,1
223,224,Derek Carrier,WAS,25,TE,12,12,22,17,77.3%,141,8.3,1,4,20,6.4,1.4,11.8,0
224,225,Chris Conley,KAN,23,wr,16,5,31,17,54.8%,199,11.7,1,12,44,6.4,1.1,12.4,0
225,226,Ed Dickson,CAR,28,TE,16,11,26,17,65.4%,121,7.1,2,10,17,4.7,1.1,7.6,0
226,227,C.J. Fiedorowicz,HOU,24,TE,16,14,24,17,70.8%,167,9.8,1,8,25,7.0,1.1,10.4,1
227,228,Khiry Robinson,NOR,26,,8,0,20,17,85.0%,115,6.8,0,4,22,5.8,2.1,14.4,0
228,229,De'Anthony Thomas,KAN,22,,10,1,25,17,68.0%,140,8.2,1,6,36,5.6,1.7,14.0,2
