,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Steve Breaston,ARI,24,,16,0,42,395,1,73,9.4,62,1391,0,59,22.4,1886
3,2,Josh Cribbs*,CLE,24,,16,2,30,405,1,76,13.5,59,1809,2,100,30.7,2312
4,3,Ted Ginn Jr.,MIA,22,WR,16,9,24,230,1,87,9.6,63,1433,0,52,22.7,2084
5,4,Nate Burleson,SEA,26,WR,16,12,58,658,1,94,11.3,27,590,1,91,21.9,1946
6,5,Devin Hester*+,CHI,25,,16,0,42,651,4,89,15.5,43,934,2,97,21.7,1874
7,6,Allen Rossum,PIT,32,,15,0,36,232,0,49,6.4,38,885,1,98,23.3,1117
8,7,Eddie Drummond,KAN,27,,12,0,32,222,0,22,6.9,37,785,0,39,21.2,1004
9,8,Chris Carr,OAK,24,,16,2,8,52,0,24,6.5,59,1327,0,43,22.5,1379
10,9,Leon Washington,NYJ,25,,16,4,20,183,0,33,9.2,47,1291,3,98,27.5,2040
11,10,Maurice Hicks,SFO,29,,16,0,,,,,,63,1502,0,55,23.8,1705
12,11,Yamon Figurs,BAL,24,,14,0,16,171,1,75,10.7,46,1138,1,94,24.7,1344
13,12,Darren Sproles ,SDG,24,,15,0,24,229,1,45,9.5,37,1008,1,89,27.2,1432
14,13,Glenn Holt,CIN,23,,16,0,,,,,,59,1432,1,100,24.3,1577
15,14,Ryne Robinson,CAR,23,,16,0,30,262,0,34,8.7,26,598,0,60,23.0,895
16,15,Rock Cartwright,WAS,28,,15,0,,,,,,52,1339,0,80,25.8,1339
17,16,Jerious Norwood,ATL,24,,15,2,,,,,,52,1317,0,76,25.3,2207
18,17,T.J. Rushing,IND,24,,14,0,19,249,1,90,13.1,31,714,0,47,23.0,963
19,18,Michael Lewis,SFO,36,,13,0,44,336,0,51,7.6,5,86,0,24,17.2,422
20,19,Dante Hall ,STL,29,,7,1,19,286,1,85,15.1,29,729,0,84,25.1,1060
21,20,Adam Jennings,ATL,25,,16,2,30,186,0,23,6.2,17,428,0,61,25.2,676
22,21,Terrence McGee,BUF,27,RCB,15,15,,,,,,45,1082,1,103,24.0,1086
23,22,Aveion Cason,DET,28,,12,0,,,,,,42,1041,0,74,24.8,1208
24,23,R.W. McQuarters,NYG,31,,16,2,42,318,0,27,7.6,,,,,,318
25,24,Ahmad Bradshaw,NYG,21,,12,0,1,1,0,1,1.0,38,921,0,68,24.2,1124
26,25,Correll Buckhalter,PHI,29,,14,2,,,,,,37,798,0,35,21.6,1198
27,26,Lance Moore,NOR,24,,16,4,20,185,0,48,9.3,17,318,0,32,18.7,812
28,27,Pierre Thomas,NOR,23,,12,1,,,,,,36,865,0,64,24.0,1273
29,28,Tramon Williams,GNB,24,,16,1,6,118,1,94,19.7,30,684,0,65,22.8,824
30,29,Ellis Hobbs,NWE,24,RCB,16,16,,,,,,35,911,1,108,26.0,946
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Antwaan Randle El ,WAS,28,WR,15,13,34,209,0,27,6.1,1,17,0,17,17.0,951
33,31,Brandon Williams,2TM,23,,10,0,13,98,0,15,7.5,22,508,0,37,23.1,606
34,32,Jacoby Jones,HOU,23,,14,3,30,286,0,74,9.5,4,78,0,0,19.5,517
35,33,Maurice Jones-Drew,JAX,22,,15,0,3,28,0,17,9.3,31,811,1,100,26.2,2014
36,34,Chris Davis,TEN,23,,12,0,31,293,0,39,9.5,2,37,0,19,18.5,387
37,35,Roscoe Parrish,BUF,25,,16,3,27,440,1,74,16.3,6,126,0,24,21.0,937
38,36,J.R. Reed,PHI,25,,15,3,2,8,0,8,4.0,31,701,0,34,22.6,709
39,37,Charles Woodson ,GNB,31,LCB,14,14,33,268,0,34,8.1,,,,,,373
40,38,Andre' Davis,HOU,28,wr,14,8,,,,,,32,968,3,104,30.3,1552
41,39,Reno Mahe,PHI,27,,15,0,31,249,0,32,8.0,1,19,0,19,19.0,279
42,40,Wes Welker,NWE,26,WR,16,13,25,249,0,35,10.0,7,176,0,33,25.1,1634
43,41,Glenn Martinez ,DEN,26,,12,1,14,157,1,80,11.2,15,330,0,35,22.0,662
44,42,Domenik Hixon,2TM,23,,16,1,7,32,0,14,4.6,20,495,1,74,24.8,524
45,43,Dennis Northcutt,JAX,30,WR,15,11,26,240,0,37,9.2,,,,,,868
46,44,Patrick Crayton,DAL,28,WR,15,13,22,201,0,49,9.1,3,26,0,13,8.7,924
47,45,Koren Robinson,GNB,27,,9,1,,,,,,25,596,0,67,23.8,842
48,46,Miles Austin,DAL,23,,16,0,,,,,,24,612,0,60,25.5,688
49,47,Dexter Wynn,HOU,26,,8,1,2,1,0,4,0.5,22,523,0,39,23.8,524
50,48,Troy Walters,DET,31,,13,0,15,118,0,18,7.9,8,172,0,39,21.5,391
51,49,Chris Barclay,2TM,24,,5,0,3,34,0,19,11.3,19,402,0,37,21.2,452
52,50,Mark Jones,TAM,27,,6,0,12,143,0,35,11.9,10,286,0,36,28.6,429
53,51,Craphonso Thorpe,IND,24,,5,0,6,31,0,29,5.2,15,318,0,40,21.2,419
54,52,Aundrae Allison,MIN,21,,11,0,,,,,,20,574,1,104,28.7,699
55,53,Antonio Chatman,CIN,28,,13,1,18,93,0,19,5.2,2,49,0,34,24.5,296
56,54,Reuben Droughns,NYG,29,,16,1,,,,,,20,437,0,34,21.9,761
57,55,Johnnie Lee Higgins,OAK,24,,16,2,20,103,0,54,5.2,,,,,,153
58,56,Micheal Spurlock,TAM,24,,7,0,4,30,0,15,7.5,16,444,1,90,27.8,474
59,57,Derek Stanley ,STL,22,,3,0,,,,,,20,509,0,49,25.5,514
60,58,Tyson Thompson,DAL,26,,8,0,,,,,,20,471,0,72,23.6,525
61,59,Andre Hall,DEN,25,,10,1,,,,,,19,475,0,34,25.0,760
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Phillip Buchanon,TAM,27,RCB,16,13,16,55,0,24,3.4,2,15,0,16,7.5,92
64,61,Michael Griffin,TEN,22,FS,16,10,,,,,,18,422,0,48,23.4,425
65,62,Troy Williamson,MIN,24,wr,11,8,,,,,,17,387,0,56,22.8,656
