,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
43,41,Priest Holmes,KAN,32,rb,7,7,119,451,6,30,35,3.8,64.4,1
44,42,Chester Taylor,BAL,26,,15,1,117,487,0,30,52,4.2,32.5,3
45,43,J.J. Arrington,ARI,22,rb,15,5,112,370,2,16,32,3.3,24.7,1
46,44,Jerome Bettis,PIT,33,,12,0,110,368,9,30,39,3.3,30.7,0
47,45,Artose Pinner,DET,27,,16,2,106,349,3,22,19,3.3,21.8,0
48,46,Michael Vick*,ATL,25,QB,15,15,102,597,6,43,32,5.9,39.8,11
49,47,Aaron Stecker,NOR,30,,15,4,95,363,0,24,32,3.8,24.2,3
50,48,Deuce McAllister,NOR,27,rb,5,5,93,335,3,21,26,3.6,67.0,0
51,49,Jonathan Wells,HOU,26,rb,15,6,90,325,4,20,14,3.6,21.7,1
52,50,Ladell Betts,WAS,26,,12,0,89,338,1,17,22,3.8,28.2,3
53,51,Travis Henry ,TEN,27,,10,1,88,335,0,13,29,3.8,33.5,2
54,52,Cedric Houston,NYJ,23,,12,4,81,302,2,15,17,3.7,25.2,1
55,53,Ahman Green,GNB,28,rb,5,5,77,255,0,12,13,3.3,51.0,1
56,54,Adrian Peterson,CHI,26,,16,0,76,391,2,21,36,5.1,24.4,1
57,55,Verron Haynes,PIT,26,,14,0,74,274,3,17,20,3.7,19.6,2
58,56,Maurice Morris ,SEA,26,,16,2,71,288,1,18,49,4.1,18.0,0
59,57,Michael Pittman,TAM,30,,16,4,70,436,1,10,64,6.2,27.3,1
60,58,Cedric Benson ,CHI,23,,9,1,67,272,0,12,36,4.1,30.2,1
61,59,Marshall Faulk,STL,32,,16,1,65,292,0,15,20,4.5,18.3,2
62,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
63,60,Shawn Bryson,DET,29,,16,2,64,306,1,12,77,4.8,19.1,1
64,61,Chris Perry ,CIN,24,,14,2,61,279,0,17,30,4.6,19.9,2
65,62,Zack Crockett,OAK,33,FB,16,10,60,208,1,11,24,3.5,13.0,1
66,63,Tony Fisher,GNB,26,,14,4,60,173,1,9,17,2.9,12.4,2
67,64,Maurice Hicks,SFO,27,,14,3,59,308,3,13,73,5.2,22.0,0
68,65,Michael Turner,SDG,23,,16,0,57,335,3,12,83,5.9,20.9,0
69,66,David Carr,HOU,26,QB,16,16,56,308,1,20,20,5.5,19.3,17
70,67,Ryan Moats,PHI,23,,7,1,55,278,3,12,59,5.1,39.7,3
71,68,Lamar Gordon,PHI,25,,14,4,54,182,1,12,11,3.4,13.0,3
72,69,Patrick Pass,NWE,28,,12,4,54,245,3,13,31,4.5,20.4,2
73,70,Ron Dayne,DEN,27,,10,0,53,270,1,14,55,5.1,27.0,1
74,71,Heath Evans,2TM,27,,12,3,52,192,0,0,21,3.7,16.0,0
75,72,Kevin Faulk,NWE,29,,8,2,51,145,0,6,13,2.8,18.1,3
76,73,Noah Herron,2TM,23,,7,0,48,123,2,0,17,2.6,17.6,0
77,74,Vernand Morency,HOU,25,,12,1,46,184,2,7,25,4.0,15.3,1
78,75,Jake Plummer*,DEN,31,QB,16,16,46,151,2,14,22,3.3,9.4,4
79,76,Tyson Thompson,DAL,24,,15,0,46,182,0,11,16,4.0,12.1,2
80,77,Aaron Brooks,NOR,29,QB,13,13,45,281,2,20,22,6.2,21.6,4
81,78,Shaud Williams,BUF,25,,16,0,45,161,0,7,28,3.6,10.1,0
82,79,Anthony Thomas,2TM,28,,10,2,43,92,0,0,12,2.1,9.2,0
83,80,Mark Brunell,WAS,35,QB,16,15,42,111,0,12,25,2.6,6.9,11
84,81,Dominic Rhodes,IND,26,,13,1,40,118,4,11,24,3.0,9.1,2
85,82,Alvin Pearman,JAX,23,,16,0,39,149,1,6,45,3.8,9.3,4
86,83,Brandon Jacobs,NYG,23,,16,0,38,99,7,19,21,2.6,6.2,1
87,84,Duce Staley,PIT,30,,5,1,38,148,1,10,17,3.9,29.6,1
88,85,Nick Goings,CAR,27,,16,1,37,133,0,6,17,3.6,8.3,1
89,86,Matt Hasselbeck *,SEA,30,QB,16,16,36,124,1,8,23,3.4,7.8,4
90,87,LaBrandon Toefield,JAX,25,,9,2,36,142,4,9,32,3.9,15.8,0
91,88,Brooks Bollinger,NYJ,26,QB,11,9,35,135,0,13,15,3.9,12.3,3
92,89,Trent Green*,KAN,35,QB,16,16,35,82,0,10,13,2.3,5.1,8
93,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
94,90,Derrick Ward,NYG,25,,14,0,35,123,0,6,12,3.5,8.8,0
95,91,Mike Alstott ,TAM,32,fb,16,7,34,80,6,12,9,2.4,5.0,0
96,92,Drew Bledsoe,DAL,33,QB,16,16,34,50,2,7,9,1.5,3.1,17
97,93,Mike McMahon,PHI,26,qb,9,7,34,118,3,9,19,3.5,13.1,8
98,94,Carson Palmer*,CIN,26,QB,16,16,34,41,1,6,14,1.2,2.6,5
99,95,Peyton Manning *+,IND,29,QB,16,16,33,45,0,6,12,1.4,2.8,5
100,96,Jarrett Payton,TEN,25,,13,0,33,105,2,6,15,3.2,8.1,0
101,97,Ciatrick Fason,MIN,23,,13,0,32,62,4,12,15,1.9,4.8,1
102,98,Steve McNair*,TEN,32,QB,14,14,32,139,1,12,19,4.3,9.9,7
103,99,David Garrard,JAX,27,qb,7,5,31,172,3,14,28,5.5,24.6,4
104,100,Byron Leftwich,JAX,25,QB,11,11,31,67,2,7,9,2.2,6.1,8
105,101,J.P. Losman,BUF,24,qb,9,8,31,154,0,11,30,5.0,17.1,7
106,102,Ben Roethlisberger,PIT,23,QB,12,12,31,69,3,10,13,2.2,5.8,2
107,103,Najeh Davenport ,GNB,26,,5,1,30,105,2,9,24,3.5,21.0,1
108,104,Alex Smith,SFO,21,QB,9,7,30,103,0,3,19,3.4,11.4,11
109,105,Eli Manning ,NYG,24,QB,16,16,29,80,1,6,14,2.8,5.0,9
110,106,Josh McCown,ARI,26,qb,9,6,29,139,0,7,12,4.8,15.4,5
111,107,Lorenzo Neal*,SDG,35,FB,16,15,29,98,0,18,9,3.4,6.1,0
112,108,Earnest Graham,TAM,25,,16,0,28,83,0,4,16,3.0,5.2,1
113,109,Tom Brady *,NWE,28,QB,16,16,27,89,1,15,15,3.3,5.6,4
114,110,Rock Cartwright,WAS,26,,16,0,27,199,2,10,52,7.4,12.4,1
115,111,Gus Frerotte,MIA,34,QB,16,15,27,61,0,6,14,2.3,3.8,13
116,112,Donovan McNabb,PHI,29,QB,9,9,25,55,1,7,11,2.2,6.1,8
117,113,Mike Cloud ,2TM,30,,7,0,24,59,0,0,15,2.5,8.4,0
118,114,Daunte Culpepper,MIN,28,qb,7,7,24,147,1,11,18,6.1,21.0,5
119,115,Jake Delhomme*,CAR,30,QB,16,16,24,31,1,3,12,1.3,1.9,12
120,116,Joey Harrington,DET,27,QB,12,11,24,80,0,3,15,3.3,6.7,7
121,117,Kyle Orton,CHI,23,QB,15,15,24,44,0,3,15,1.8,2.9,12
122,118,Kyle Boller,BAL,24,QB,9,9,23,66,1,7,9,2.9,7.3,8
123,119,Obafemi Ayanbadejo,ARI,30,,16,2,22,46,0,5,11,2.1,2.9,1
124,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
125,120,Drew Brees,SDG,26,QB,16,16,21,49,1,8,9,2.3,3.1,8
126,121,Trent Dilfer,CLE,33,QB,11,11,20,46,0,2,12,2.3,4.2,9
127,122,William Green,CLE,26,,8,0,20,78,0,4,17,3.9,9.8,0
128,123,Reno Mahe,PHI,25,,15,0,20,87,0,3,13,4.4,5.8,2
129,124,Chris Simms,TAM,25,QB,11,10,19,31,0,2,10,1.6,2.8,6
130,125,Brett Favre ,GNB,36,QB,16,16,18,62,0,4,20,3.4,3.9,10
131,126,Charlie Frye ,CLE,24,qb,7,5,18,60,1,6,16,3.3,8.6,7
132,127,Kelly Holcomb,BUF,32,QB,10,8,18,11,1,5,8,0.6,1.1,13
133,128,Brad Johnson ,MIN,37,QB,15,9,18,53,0,2,16,2.9,3.5,5
134,129,Anthony Wright,BAL,29,qb,9,7,18,68,0,9,22,3.8,7.6,5
135,130,Derrick Blaylock,NYJ,26,,7,1,17,53,0,3,11,3.1,7.6,0
136,131,Kerry Collins,OAK,33,QB,15,15,17,39,1,3,18,2.3,2.6,13
137,132,Jeff Garcia ,DET,35,qb,6,5,17,51,1,5,14,3.0,8.5,1
138,133,Mack Strong*+,SEA,34,FB,16,6,17,78,0,7,16,4.6,4.9,0
139,134,Leonard Weaver,SEA,23,,16,0,17,80,0,3,24,4.7,5.0,0
140,135,Sammy Morris ,MIA,28,,16,2,16,58,1,3,9,3.6,3.6,0
141,136,Bruce Perry ,PHI,24,,2,1,16,74,0,3,11,4.6,37.0,0
142,137,Justin Griffith,ATL,25,FB,16,15,15,65,0,3,19,4.3,4.1,1
143,138,Ryan Fitzpatrick,STL,23,,4,3,14,64,2,6,14,4.6,16.0,3
144,139,Jamal Robertson ,CAR,28,,7,0,14,41,1,3,11,2.9,5.9,1
145,140,B.J. Askew,NYJ,25,,10,1,13,59,0,3,14,4.5,5.9,0
146,141,Ran Carthon,IND,24,,6,0,13,18,1,3,7,1.4,3.0,1
147,142,Brian Griese,TAM,30,qb,6,6,13,12,0,1,7,0.9,2.0,2
148,143,Arlen Harris,STL,25,,16,0,13,21,1,2,10,1.6,1.3,0
149,144,Cody Pickett,SFO,25,,5,2,13,42,0,4,12,3.2,8.4,3
150,145,Kurt Warner,ARI,34,QB,10,10,13,28,0,3,13,2.2,2.8,9
151,146,Moe Williams,MIN,31,,6,1,13,20,0,2,9,1.5,3.3,1
152,147,Anquan Boldin,ARI,25,WR,14,14,12,45,0,2,11,3.8,3.2,2
153,148,Chris Chambers*,MIA,27,WR,16,16,12,92,0,4,61,7.7,5.8,5
154,149,Matt Jones,JAX,22,,16,1,12,51,0,2,25,4.3,3.2,2
155,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
156,150,Antwaan Randle El ,PIT,26,WR,16,15,12,73,0,2,43,6.1,4.6,4
157,151,Jim Sorgi,IND,25,,5,0,12,1,0,1,6,0.1,0.2,1
158,152,Charlie Batch,PIT,31,,4,2,11,30,1,3,15,2.7,7.5,1
159,153,ReShard Lee ,GNB,25,,7,1,11,16,0,1,4,1.5,2.3,2
160,154,Bradlee Van Pelt,DEN,25,,3,0,11,48,1,5,11,4.4,16.0,0
161,155,Jason Wright,CLE,23,,3,0,11,27,1,1,6,2.5,9.0,0
162,156,Aveion Cason,STL,26,,2,0,10,65,1,3,14,6.5,32.5,0
163,157,Brad Hoover,CAR,29,FB,15,15,10,22,0,4,4,2.2,1.5,0
164,158,Marc Bulger,STL,28,QB,8,8,9,29,0,2,9,3.2,3.6,4
165,159,Jamie Martin ,STL,35,qb,8,5,9,6,0,1,9,0.7,0.8,2
166,160,Matt Schaub,ATL,24,,16,1,9,76,0,5,23,8.4,4.8,1
167,161,Arnaz Battle,SFO,25,wr,10,8,8,11,0,2,9,1.4,1.1,1
168,162,Todd Bouman,NOR,33,,16,3,8,15,0,2,6,1.9,0.9,4
169,163,Antonio Chatman,GNB,26,,16,3,8,34,0,3,11,4.3,2.1,0
170,164,Mark Clayton,BAL,23,WR,14,10,8,33,1,2,11,4.1,2.4,0
171,165,Larry Fitzgerald*,ARI,22,WR,16,16,8,41,0,3,15,5.1,2.6,0
172,166,T.J. Houshmandzadeh,CIN,28,WR,14,12,8,62,1,3,17,7.8,4.4,1
173,167,Jeremi Johnson,CIN,25,FB,16,11,8,14,0,1,5,1.8,0.9,2
174,168,Tommy Maddox,PIT,34,,4,2,8,26,0,2,16,3.3,6.5,2
175,169,Darren Sproles ,SDG,22,,15,0,8,50,0,2,21,6.3,3.3,3
176,170,Lee Suggs,CLE,25,,8,0,8,15,0,1,7,1.9,1.9,0
177,171,Chris Weinke,CAR,33,,3,0,8,-5,0,0,1,-0.6,-1.7,0
178,172,Dee Brown,KAN,27,,8,0,7,21,0,0,7,3.0,2.6,0
179,173,Dante Hall ,KAN,27,,16,2,7,11,0,0,7,1.6,0.7,5
180,174,Eddie Kennison,KAN,32,WR,16,16,7,43,0,1,23,6.1,2.7,1
181,175,Matt Mauck,TEN,26,,2,1,7,39,0,2,12,5.6,19.5,1
182,176,James Mungro,IND,27,,12,0,7,15,0,1,7,2.1,1.3,0
183,177,Patrick Ramsey,WAS,26,,4,1,7,3,0,0,5,0.4,0.8,2
184,178,Tim Rattay,SFO,28,,4,4,7,18,0,2,13,2.6,4.5,3
185,179,Vinny Testaverde,NYJ,42,,6,4,7,4,2,2,2,0.6,0.7,7
186,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
187,180,Amos Zereoue,NWE,29,,3,0,7,14,0,2,12,2.0,4.7,0
188,181,Tim Carter ,NYG,26,,15,1,6,46,0,2,22,7.7,3.1,0
189,182,Matt Cassel,NWE,23,,2,0,6,12,0,2,9,2.0,6.0,2
190,183,Andre Johnson ,HOU,24,WR,13,13,6,10,0,2,5,1.7,0.8,1
191,184,Mike Karney,NOR,24,FB,16,14,6,12,0,2,3,2.0,0.8,0
192,185,Damien Nash,TEN,23,,3,0,6,32,0,2,8,5.3,10.7,0
193,186,Chad Pennington,NYJ,29,,3,3,6,27,0,2,14,4.5,9.0,8
194,187,Tony Richardson ,KAN,34,FB,16,16,6,20,0,1,8,3.3,1.3,0
195,188,Sage Rosenfels,MIA,27,,4,1,6,15,0,2,12,2.5,3.8,1
196,189,Terrelle Smith,CLE,27,FB,16,15,6,9,0,1,4,1.5,0.6,0
197,190,Seneca Wallace,SEA,25,,7,0,6,-5,0,0,0,-0.8,-0.7,2
198,191,Jamel White,BAL,28,,5,0,6,17,0,0,5,2.8,3.4,0
199,192,Charlie Adams,DEN,26,,16,2,5,14,0,1,13,2.8,0.9,4
200,193,Justin Fargas,OAK,25,,14,0,5,28,0,1,15,5.6,2.0,0
201,194,Doug Flutie,NWE,43,,5,0,5,-1,0,0,2,-0.2,-0.2,2
202,195,Justin Green,BAL,23,,12,4,5,4,0,0,4,0.8,0.3,0
203,196,Chad Johnson *+,CIN,27,WR,16,16,5,33,0,2,11,6.6,2.1,1
204,197,Ashley Lelie,DEN,25,WR,16,13,5,84,0,5,39,16.8,5.3,0
205,198,Travis Minor,MIA,26,,16,0,5,17,0,0,9,3.4,1.1,0
206,199,Cecil Sapp,DEN,27,,16,0,5,21,0,1,10,4.2,1.3,0
207,200,Ken Dorsey,SFO,24,,3,3,4,11,0,0,6,2.8,3.7,2
208,201,Tim Dwight,NWE,30,,16,1,4,11,0,2,12,2.8,0.7,1
209,202,Lee Evans,BUF,24,WR,16,15,4,38,0,2,39,9.5,2.4,0
210,203,Jabar Gaffney,HOU,25,WR,16,13,4,13,0,1,10,3.3,0.8,0
211,204,James Jackson,ARI,29,,8,0,4,11,0,0,3,2.8,1.4,0
212,205,Kyle Johnson,DEN,27,FB,16,14,4,9,1,3,4,2.3,0.6,0
213,206,Eric Parker,SDG,26,WR,15,9,4,55,0,3,30,13.8,3.7,2
214,207,Koren Robinson*,MIN,25,wr,14,5,4,27,1,1,13,6.8,1.9,2
215,208,Paul Smith,DET,27,fb,12,5,4,16,0,1,6,4.0,1.3,1
216,209,Steve Smith*+,CAR,26,WR,16,16,4,25,1,2,20,6.3,1.6,2
217,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
218,210,Kordell Stewart,BAL,33,,1,0,4,24,0,2,13,6.0,24.0,0
219,211,Roddy White,ATL,24,WR,16,8,4,12,0,1,16,3.0,0.8,1
220,212,Quinn Gray,JAX,26,,1,0,3,1,0,1,3,0.3,1.0,1
221,213,Dan Kreider,PIT,28,FB,16,8,3,21,0,1,12,7.0,1.3,0
222,214,Jason McKie,CHI,25,,8,2,3,22,0,1,13,7.3,2.8,0
223,215,Santana Moss*,WAS,26,WR,16,16,3,-3,0,0,3,-1.0,-0.2,3
224,216,Tab Perry ,CIN,23,,16,0,3,9,1,1,7,3.0,0.6,1
225,217,Rod Smart,CAR,28,,12,0,3,6,0,1,6,2.0,0.5,1
226,218,Hines Ward ,PIT,29,WR,15,15,3,10,0,1,7,3.3,0.7,1
227,219,Troy Williamson,MIN,22,,14,3,3,28,0,2,11,9.3,2.0,0
228,220,Derrick Wimbush,JAX,25,,14,1,3,12,1,1,7,4.0,0.9,1
229,221,Damien Anderson ,ARI,26,,5,0,2,7,0,0,6,3.5,1.4,0
230,222,Tony Banks,HOU,32,,2,0,2,-2,0,0,-1,-1.0,-1.0,0
231,223,Bernard Berrian,CHI,25,,11,2,2,31,0,1,37,15.5,2.8,1
232,224,Antonio Brown,WAS,27,,7,0,2,7,0,0,4,3.5,1.0,2
233,225,Nate Burleson,MIN,24,WR,12,9,2,-6,0,0,-2,-3.0,-0.5,0
234,226,Reche Caldwell ,SDG,26,,16,2,2,10,0,1,7,5.0,0.6,2
235,227,Todd Collins,KAN,34,,1,0,2,-2,0,0,-1,-1.0,-2.0,0
236,228,Donald Driver,GNB,30,WR,16,16,2,13,0,0,9,6.5,0.8,0
237,229,Joey Galloway,TAM,34,WR,16,16,2,4,0,0,4,2.0,0.3,0
238,230,David Givens,NWE,25,WR,13,10,2,13,0,0,9,6.5,1.0,0
239,231,Terry Glenn,DAL,31,WR,16,16,2,-4,1,1,6,-2.0,-0.3,0
240,232,Tim Hasselbeck,NYG,27,,2,0,2,-3,0,0,-1,-1.5,-1.5,0
241,233,Shaun Hill,MIN,25,,1,0,2,-2,0,0,-1,-1.0,-2.0,0
242,234,Terry Jackson,SFO,29,,16,0,2,11,0,0,11,5.5,0.7,0
243,235,Jon Kitna,CIN,33,,3,0,2,14,0,2,11,7.0,4.7,0
244,236,Greg Lewis,PHI,25,WR,16,16,2,13,0,0,8,6.5,0.8,0
245,237,Keenan McCardell,SDG,35,WR,16,16,2,6,0,0,3,3.0,0.4,0
246,238,Dennis Northcutt,CLE,28,WR,16,7,2,33,0,1,31,16.5,2.1,0
247,239,Roscoe Parrish,BUF,23,,10,1,2,-2,0,0,4,-1.0,-0.2,2
248,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
249,240,Lousaka Polite,DAL,24,,14,3,2,8,0,1,6,4.0,0.6,0
250,241,Courtney Roby,TEN,22,wr,13,6,2,16,0,1,11,8.0,1.2,1
251,242,Aaron Rodgers ,GNB,22,,3,0,2,7,0,1,8,3.5,2.3,2
252,243,Tony Romo ,DAL,25,,16,0,2,-2,0,0,-1,-1.0,-0.1,0
253,244,Donte' Stallworth,NOR,25,WR,16,13,2,2,0,0,3,1.0,0.1,1
254,245,Travis Taylor,MIN,27,WR,16,13,2,3,0,0,5,1.5,0.2,1
255,246,Marques Tuiasosopo,OAK,26,,1,1,2,19,0,1,10,9.5,19.0,2
256,247,Alvis Whitted,OAK,31,,16,0,2,51,0,2,27,25.5,3.2,0
257,248,Reggie Williams,JAX,22,wr,16,7,2,3,0,1,10,1.5,0.2,2
258,249,Drew Bennett,TEN,27,WR,13,10,1,3,0,0,3,3.0,0.2,0
259,250,Jeff Blake,CHI,35,,2,0,1,-1,0,0,-1,-1.0,-0.5,0
260,251,Corey Bradford ,HOU,30,wr,16,6,1,-2,0,0,-2,-2.0,-0.1,0
261,252,Nehemiah Broughton,WAS,23,,4,0,1,3,0,0,3,3.0,0.8,0
262,253,Kris Brown,HOU,29,,16,0,1,4,0,1,4,4.0,0.3,0
263,254,Reggie Brown,PHI,24,WR,16,11,1,5,0,0,5,5.0,0.3,1
264,255,Antonio Bryant,CLE,24,WR,16,15,1,3,0,0,3,3.0,0.2,1
265,256,Michael Clayton,TAM,23,WR,14,10,1,2,0,0,2,2.0,0.1,1
266,257,Keary Colbert,CAR,23,WR,16,16,1,6,0,0,6,6.0,0.4,1
267,258,Jerricho Cotchery,NYJ,23,,16,1,1,4,0,0,4,4.0,0.3,2
268,259,Patrick Crayton,DAL,26,,11,0,1,0,0,0,0,0.0,0.0,3
269,260,Kevin Curtis,STL,27,WR,16,9,1,5,1,1,5,5.0,0.3,2
270,261,Koy Detmer,PHI,32,,16,0,1,1,0,1,1,1.0,0.1,2
271,262,Eddie Drummond,DET,25,,12,0,1,-3,0,0,-3,-3.0,-0.3,1
272,263,Jay Fiedler,NYJ,34,,2,0,1,0,0,0,0,0.0,0.0,1
273,264,Doug Gabriel,OAK,25,,14,2,1,5,0,0,5,5.0,0.4,0
274,265,Ben Graham,NYJ,32,,16,0,1,0,0,0,0,0.0,0.0,1
275,266,Madison Hedgecock,STL,24,fb,16,7,1,0,0,0,0,0.0,0.0,0
276,267,Devery Henderson,NOR,23,,15,3,1,9,0,0,9,9.0,0.6,0
277,268,William Henderson ,GNB,34,FB,16,8,1,-5,0,0,-5,-5.0,-0.3,1
278,269,Craig Hentrich,TEN,34,,16,0,1,0,0,0,0,0.0,0.0,1
279,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
280,270,Chris Hetherington,SFO,33,fb,16,6,1,3,0,0,3,3.0,0.2,0
281,271,Torry Holt*,STL,29,WR,14,14,1,2,0,0,2,2.0,0.1,2
282,272,Darrell Jackson,SEA,27,wr,6,6,1,7,0,0,7,7.0,1.2,0
283,273,Bryan Johnson ,CHI,27,FB,7,6,1,5,0,0,5,5.0,0.7,0
284,274,Bryant Johnson ,ARI,24,,14,4,1,0,0,0,0,0.0,0.0,0
285,275,Keyshawn Johnson,DAL,33,WR,16,14,1,3,0,0,3,3.0,0.2,3
286,276,Brandon Jones,TEN,23,WR,10,8,1,1,0,0,1,1.0,0.1,0
287,277,Donnie Jones ,MIA,25,,16,0,1,0,0,0,0,0.0,0.0,0
288,278,Shane Lechler,OAK,29,,16,0,1,2,0,0,2,2.0,0.1,0
289,279,Nick Luchey,CIN,28,,3,0,1,0,0,0,0,0.0,0.0,0
290,280,Brandon Manumaleuna,STL,25,TE,14,14,1,2,0,1,2,2.0,0.1,2
291,281,Rasheed Marshall,SFO,24,,12,0,1,-7,0,0,-7,-7.0,-0.6,4
292,282,Justin McCareins,NYJ,27,WR,16,16,1,8,0,0,8,8.0,0.5,0
293,283,Shaun McDonald,STL,24,,16,2,1,7,0,1,7,7.0,0.4,1
294,284,Terence Newman,DAL,27,LCB,16,16,1,4,0,0,4,4.0,0.3,3
295,285,Kassim Osgood,SDG,25,,12,3,1,4,0,0,4,4.0,0.3,0
296,286,Terrell Owens,PHI,32,wr,7,7,1,2,0,0,2,2.0,0.3,0
297,287,Andrew Pinnock,SDG,25,,12,0,1,4,0,1,4,4.0,0.3,0
298,288,Willie Ponder,NYG,25,,11,0,1,4,0,0,4,4.0,0.4,1
299,289,Jerry Porter,OAK,27,WR,16,14,1,-8,0,0,-8,-8.0,-0.5,1
300,290,Peerless Price,DAL,29,,7,1,1,9,0,0,9,9.0,1.3,0
301,291,Ricky Proehl,CAR,37,,16,0,1,-8,0,0,-8,-8.0,-0.5,0
302,292,Josh Reed,BUF,25,wr,16,6,1,-3,0,0,-3,-3.0,-0.2,0
303,293,Philip Rivers,SDG,24,,2,0,1,-1,0,0,-1,-1.0,-0.5,2
304,294,B.J. Sander,GNB,25,,14,0,1,-11,0,0,-11,-11.0,-0.8,1
305,295,Deion Sanders ,BAL,38,,16,4,1,0,0,0,0,0.0,0.0,1
306,296,Cory Schlesinger,DET,33,FB,11,8,1,1,0,1,1,1.0,0.1,0
307,297,Mike Sellers,WAS,30,te,15,6,1,1,1,1,1,1.0,0.1,0
