,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,,2017 Season,w/ Team,Career,Playoffs,w/ Team,Career,,,,,,,,,,,,,,,,,
1,Coach,Tm,G,W,L,T,G,W,L,T,G,W,L,T,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,Remark
2,Bruce Arians,ARI,16,8,8,0,80,49,30,1,108,63,44,1,,,,3,1,2,3,1,2,
3,Dan Quinn,ATL,16,10,6,0,85,43,42,0,85,43,42,0,2,1,1,5,3,2,5,3,2,
4,John Harbaugh,BAL,16,9,7,0,202,124,78,0,202,124,78,0,,,,17,10,7,17,10,7,
5,Sean McDermott,BUF,16,9,7,0,59,33,26,0,59,33,26,0,1,0,1,2,0,2,2,0,2,
6,Ron Rivera,CAR,16,11,5,0,140,76,63,1,151,80,70,1,1,0,1,7,3,4,7,3,4,
7,John Fox,CHI,16,5,11,0,48,14,34,0,256,133,123,0,,,,,,,15,8,7,
8,Marvin Lewis,CIN,16,7,9,0,256,131,122,3,256,131,122,3,,,,7,0,7,7,0,7,
9,Hue Jackson,CLE,16,0,16,0,40,3,36,1,56,11,44,1,,,,,,,0,0,0,
10,Jason Garrett,DAL,16,9,7,0,152,85,67,0,152,85,67,0,,,,5,2,3,5,2,3,
11,Vance Joseph,DEN,16,5,11,0,32,11,21,0,32,11,21,0,,,,,,,,,,
12,Jim Caldwell,DET,16,9,7,0,64,36,28,0,112,62,50,0,,,,2,0,2,6,2,4,
13,Mike McCarthy,GNB,16,7,9,0,204,125,77,2,215,128,85,2,,,,18,10,8,18,10,8,
14,Bill O'Brien,HOU,16,4,12,0,100,52,48,0,100,52,48,0,,,,6,2,4,6,2,4,
15,Chuck Pagano,IND,16,4,12,0,96,53,43,0,96,53,43,0,,,,6,3,3,6,3,3,
16,Doug Marrone,JAX,16,10,6,0,61,23,38,0,93,38,55,0,3,2,1,3,2,1,3,2,1,
17,Andy Reid,KAN,16,10,6,0,123,87,36,0,347,217,129,1,1,0,1,10,5,5,29,15,14,
18,Anthony Lynn,LAC,16,9,7,0,59,29,30,0,60,29,31,0,,,,2,1,1,2,1,1,
19,Sean McVay,LAR,16,11,5,0,59,40,19,0,59,40,19,0,1,0,1,4,2,2,4,2,2,
20,Adam Gase,MIA,16,6,10,0,48,23,25,0,75,30,45,0,,,,1,0,1,1,0,1,
21,Mike Zimmer,MIN,16,13,3,0,107,62,44,1,107,62,44,1,2,1,1,5,2,3,5,2,3,
22,Sean Payton,NOR,16,11,5,0,219,140,79,0,219,140,79,0,2,1,1,15,8,7,15,8,7,
23,Bill Belichick,NWE,16,13,3,0,331,242,89,0,411,278,133,0,3,2,1,41,30,11,43,31,12,AFC Champions
24,Ben McAdoo,NYG,12,2,10,0,28,13,15,0,28,13,15,0,,,,1,0,1,1,0,1,Fired 12/04
25,Steve Spagnuolo,NYG,4,1,3,0,4,1,3,0,52,11,41,0,,,,,,,0,0,0,Started 12/04
26,Todd Bowles,NYJ,16,5,11,0,64,24,40,0,67,26,41,0,,,,,,,0,0,0,
27,Jack Del Rio,OAK,16,6,10,0,48,25,23,0,187,93,94,0,,,,1,0,1,4,1,3,
28,Doug Pederson,PHI,16,13,3,0,75,41,33,1,75,41,33,1,3,3,0,6,4,2,6,4,2,Super Bowl Champions
29,Mike Tomlin,PIT,16,13,3,0,218,143,74,1,218,143,74,1,1,0,1,15,8,7,15,8,7,
30,Pete Carroll,SEA,16,9,7,0,171,108,62,1,235,141,93,1,,,,17,10,7,20,11,9,
31,Kyle Shanahan,SFO,16,6,10,0,59,28,31,0,59,28,31,0,,,,3,2,1,3,2,1,
32,Dirk Koetter,TAM,16,5,11,0,48,19,29,0,48,19,29,0,,,,,,,,,,
33,Mike Mularkey,TEN,16,9,7,0,41,20,21,0,89,36,53,0,2,1,1,2,1,1,2,1,1,
34,Jay Gruden,WAS,16,7,9,0,85,35,49,1,85,35,49,1,,,,1,0,1,1,0,1,
