,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,,Games,Def Interceptions,Fumbles,,Tackles,,,,,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
2,1,Paul Posluszny*,JAX,29,RILB,15,15,2,69,1,59,8,1,0,1,0,0,3.0,162,122,40,6,8,
3,2,NaVorro Bowman *+,SFO,25,LILB,16,16,2,93,1,89,8,6,0,2,0,0,5.0,145,120,25,9,5,
4,3,Vontaze Burfict*,CIN,23,RLB,16,16,1,12,0,12,6,1,0,2,13,1,3.0,171,114,57,9,5,
5,4,Karlos Dansby,ARI,32,RILB,16,16,4,48,2,23,19,1,0,1,0,0,6.5,122,114,8,12,12,
6,5,Barry Church,DAL,25,FS,16,16,1,0,0,0,6,3,0,1,27,1,0.0,135,107,28,3,1,
7,6,Lavonte David+,TAM,23,RLB,16,16,5,87,0,32,10,2,0,1,0,0,7.0,145,107,38,21,13,1
8,7,DeMeco Ryans,PHI,29,LILB,16,16,2,46,0,36,7,,,,,,4.0,127,102,25,9,5,
9,8,Derrick Johnson *,KAN,31,RILB,15,15,2,44,0,41,6,0,0,2,11,0,4.5,107,95,12,12,10,
10,9,Alec Ogletree,STL,22,LLB,16,16,1,98,1,98,10,6,0,0,0,0,1.5,119,95,24,9,1,
11,10,Luke Kuechly*+,CAR,22,MLB,16,16,4,33,0,30,7,,,,,,2.0,156,93,63,10,2,
12,11,Stephen Tulloch,DET,28,MLB,16,16,1,0,0,0,3,,,,,,3.5,135,93,42,7,6,
13,12,Danny Trevathan,DEN,23,RLB,16,16,3,29,0,29,10,3,1,1,0,0,2.0,129,88,41,7,5,
14,13,Eric Weddle *,SDG,28,FS,16,16,2,21,0,21,9,1,0,2,27,0,1.0,115,88,27,5,2,
15,14,Kiko Alonso,BUF,23,MLB,16,16,4,38,0,32,4,1,0,2,13,0,2.0,159,87,72,11,1,
16,15,Johnathan Cyprien,JAX,23,SS,15,15,1,27,0,27,6,2,0,0,0,0,1.0,103,86,17,1,3,
17,16,Lawrence Timmons,PIT,27,RILB,16,16,2,26,0,23,5,1,0,1,29,0,3.0,126,86,40,7,6,
18,17,Thomas Davis ,CAR,30,LLB,16,16,2,-2,0,0,7,1,0,0,0,0,4.0,123,85,38,13,5,
19,18,James Laurinaitis,STL,27,MLB,16,16,2,9,0,9,9,0,0,2,43,0,3.5,116,85,31,8,5,
20,19,DeAndre Levy,DET,26,RLB,16,16,6,76,1,66,15,,,,,,0.0,118,85,33,8,3,
21,20,James Anderson ,CHI,30,RLB,16,16,0,0,0,0,3,0,0,1,0,0,4.0,102,84,18,10,5,
22,21,Reshad Jones,MIA,25,FS,16,16,1,25,1,25,4,,,,,,1.5,107,84,23,3,4,
23,22,Kevin Burnett,OAK,31,LLB,16,16,1,0,0,0,4,3,0,1,3,0,2.5,105,83,22,12,5,
24,23,Jerrell Freeman ,IND,27,RILB,16,16,2,13,0,13,6,6,0,2,24,0,5.5,126,83,43,6,7,
25,24,Chad Greenway,MIN,30,LLB,16,16,3,23,0,23,4,,,,,,3.0,134,83,51,6,5,
26,25,Nick Roach,OAK,28,MLB,16,16,1,0,0,0,3,4,0,0,0,0,5.5,112,83,29,8,4,
27,26,Philip Wheeler,MIA,29,LLB,16,16,0,0,0,0,7,0,0,1,0,0,0.5,118,83,35,5,5,
28,27,Curtis Lofton,NOR,27,RILB,16,16,0,0,0,0,4,1,0,0,0,0,2.0,125,82,43,6,2,
29,28,Patrick Willis*,SFO,28,RILB,14,14,0,0,0,0,1,2,0,0,0,0,3.0,104,82,22,10,5,
30,29,Mychal Kendricks,PHI,23,RILB,15,15,3,25,0,18,4,2,0,4,6,0,4.0,106,81,25,8,8,
31,Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
32,30,Antoine Bethea,IND,29,SS,16,16,2,48,0,46,6,0,0,1,0,0,1.0,110,80,30,3,4,
33,31,Antrel Rolle*,NYG,31,SS,16,16,6,23,0,25,12,1,0,1,10,0,2.0,98,80,18,4,2,
34,32,Paul Worrilow ,ATL,23,RLB,16,12,0,0,0,0,1,,,,,,2.0,127,79,48,4,3,
35,33,Major Wright,CHI,25,SS,15,15,2,46,1,38,3,2,0,0,0,0,0.0,101,79,22,0,0,
36,34,Earl Thomas*+,SEA,24,FS,16,16,5,9,0,11,9,2,0,0,0,0,0.0,105,78,27,0,0,
37,35,Bernard Pollard,TEN,29,SS,16,16,3,36,0,32,9,,,,,,0.5,99,77,22,3,3,
38,36,Prince Amukamara,NYG,24,RCB,16,16,1,-4,0,-4,13,2,0,0,0,0,0.0,85,76,9,4,0,
39,37,D'Qwell Jackson,CLE,30,RILB,16,16,1,0,0,0,7,1,0,1,0,0,1.5,141,75,66,1,4,
40,38,T.J. Ward*,CLE,27,SS,16,16,2,57,1,44,5,0,0,1,51,1,1.5,112,75,37,9,2,
41,39,Charles Woodson ,OAK,37,FS,16,16,1,13,0,13,3,3,0,2,25,1,2.0,97,75,22,5,2,
42,40,A.J. Hawk,GNB,29,LILB,16,16,1,7,0,7,5,1,0,1,0,0,5.0,118,74,44,13,6,
43,41,Bruce Carter ,DAL,25,RLB,15,13,0,0,0,0,3,,,,,,2.0,96,73,23,5,4,
44,42,Jon Beason,2TM,28,,15,13,1,9,0,9,1,,,,,,0.0,104,72,32,1,1,
45,43,Zach Brown,TEN,24,RLB,16,13,1,3,0,3,5,1,0,1,0,0,4.0,91,72,19,9,7,
46,44,Chris Conte,CHI,24,FS,16,16,3,48,0,35,7,2,0,0,0,0,0.0,89,72,17,1,0,
47,45,Perry Riley,WAS,25,RILB,16,16,1,0,0,0,8,0,0,1,6,0,3.0,115,72,43,7,9,
48,46,Bobby Wagner,SEA,23,MLB,14,14,2,9,0,9,7,0,0,1,0,0,5.0,120,72,48,4,6,
49,47,Donald Butler,SDG,25,RILB,13,12,1,30,0,30,4,1,0,1,0,0,0.5,84,71,13,4,1,
50,48,Mark Barron,TAM,24,SS,14,14,2,3,0,3,7,0,0,1,0,0,2.0,88,70,18,3,3,
51,49,Dannell Ellerbe,MIA,28,MLB,15,15,2,25,0,16,5,0,0,2,0,0,1.0,101,70,31,3,4,
52,50,David Harris ,NYJ,29,RILB,16,16,0,0,0,0,1,1,0,0,0,0,2.0,124,70,54,8,4,
53,51,Erin Henderson,MIN,27,MLB,14,12,2,19,0,10,3,1,0,0,0,0,4.0,113,70,43,12,6,
54,52,Sean Lee ,DAL,27,MLB,11,11,4,174,1,74,6,0,0,1,10,0,0.0,99,68,31,3,1,
55,53,Josh Wilson,WAS,28,RCB,16,16,1,0,0,0,7,2,0,3,1,0,2.0,93,68,25,5,5,
56,54,William Moore,ATL,28,SS,16,16,3,36,0,19,7,3,0,2,0,0,2.0,86,67,19,3,3,
57,55,Eric Berry *+,KAN,25,SS,15,15,3,134,2,49,11,2,0,2,24,0,3.5,74,66,8,11,7,
58,56,Kam Chancellor *,SEA,25,SS,16,16,3,78,0,32,6,1,0,0,0,0,0.0,99,65,34,3,1,
59,57,Tyrann Mathieu,ARI,21,FS,13,11,2,7,0,7,9,1,0,0,0,0,1.0,68,65,3,6,3,
60,58,Spencer Paysinger,NYG,25,RLB,16,10,0,0,0,0,1,0,0,1,0,0,1.0,74,65,9,0,2,
61,59,J.J. Watt*+,HOU,24,LDE,16,16,0,0,0,0,7,4,0,2,0,0,10.5,80,65,15,22,46,
62,Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
63,60,Chris Clemons,MIA,28,SS,16,16,1,0,0,0,8,,,,,,0.0,93,63,30,1,0,
64,61,Demario Davis ,NYJ,24,LILB,16,16,1,0,0,0,1,,,,,,1.0,106,63,43,5,5,
65,62,London Fletcher,WAS,38,LILB,16,16,0,0,0,0,2,1,0,0,0,0,2.0,111,63,48,4,3,
66,63,Brandon Flowers*,KAN,27,LCB,13,13,1,32,0,32,8,,,,,,1.0,68,63,5,3,3,
67,64,Mason Foster ,TAM,24,MLB,15,13,3,122,2,85,7,1,0,0,0,0,2.0,92,63,29,6,7,
68,65,Tashaun Gipson,CLE,23,FS,16,15,5,143,1,44,12,,,,,,0.0,95,63,32,2,0,
69,66,James Ihedigbo,BAL,30,SS,16,16,3,54,0,37,11,1,0,2,0,0,0.0,101,63,38,5,3,
70,67,Dawan Landry,NYJ,31,FS,16,16,1,38,0,38,7,,,,,,1.0,101,63,38,2,3,
