,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
0,1,Pierre Garcon,WAS,27,WR,16,16,181,113,62.4%,1346,11.9,5,61,53,7.4,7.1,84.1,1
1,2,Antonio Brown *,PIT,25,WR,16,14,167,110,65.9%,1499,13.6,8,70,56,9.0,6.9,93.7,1
2,3,Andre Johnson *,HOU,32,WR,16,16,181,109,60.2%,1407,12.9,5,69,62,7.8,6.8,87.9,0
3,4,Julian Edelman,NWE,27,WR,16,11,151,105,69.5%,1056,10.1,6,54,44,7.0,6.6,66.0,6
4,5,Brandon Marshall*,CHI,29,WR,16,16,164,100,61.0%,1295,13.0,12,70,44,7.9,6.3,80.9,0
5,6,A.J. Green*,CIN,25,WR,16,16,178,98,55.1%,1426,14.6,11,65,82,8.0,6.1,89.1,1
6,7,Kendall Wright,TEN,24,WR,16,12,139,94,67.6%,1079,11.5,2,55,45,7.8,5.9,67.4,2
7,8,Dez Bryant*,DAL,25,WR,16,16,159,93,58.5%,1233,13.3,13,68,79,7.8,5.8,77.1,3
8,9,Demaryius Thomas*,DEN,26,WR,16,16,142,92,64.8%,1430,15.5,14,66,78,10.1,5.8,89.4,2
9,10,Alshon Jeffery*,CHI,23,WR,16,14,148,89,60.1%,1421,16.0,7,62,80,9.6,5.6,88.8,3
10,11,Eric Decker,DEN,26,WR,16,16,136,87,64.0%,1288,14.8,11,63,61,9.5,5.4,80.5,2
11,12,Josh Gordon*+,CLE,22,WR,14,14,159,87,54.7%,1646,18.9,9,64,95,10.4,6.2,117.6,0
12,13,Jimmy Graham*+,NOR,27,TE,16,12,142,86,60.6%,1215,14.1,16,61,56,8.6,5.4,75.9,0
13,14,Anquan Boldin,SFO,33,WR,16,16,129,85,65.9%,1179,13.9,7,63,63,9.1,5.3,73.7,0
14,15,Harry Douglas,ATL,29,WR,16,11,132,85,64.4%,1067,12.6,2,47,80,8.1,5.3,66.7,3
15,16,Jordy Nelson,GNB,28,WR,16,16,127,85,66.9%,1314,15.5,8,60,76,10.3,5.3,82.1,0
16,17,Calvin Johnson *+,DET,28,WR,14,14,156,84,53.8%,1492,17.8,12,69,87,9.6,6.0,106.6,1
17,18,Tony Gonzalez*,ATL,37,TE,16,16,121,83,68.6%,859,10.3,8,57,25,7.1,5.2,53.7,0
18,19,Larry Fitzgerald*,ARI,30,WR,16,16,135,82,60.7%,954,11.6,10,49,75,7.1,5.1,59.6,1
19,20,T.Y. Hilton,IND,24,WR,16,10,139,82,59.0%,1083,13.2,5,46,73,7.8,5.1,67.7,1
20,21,DeSean Jackson*,PHI,27,WR,16,16,126,82,65.1%,1332,16.2,9,60,61,10.6,5.1,83.3,1
21,22,Jordan Cameron*,CLE,25,TE,15,14,118,80,67.8%,917,11.5,7,47,53,7.8,5.3,61.1,1
22,23,Vincent Jackson,TAM,30,WR,16,16,160,78,48.8%,1224,15.7,7,60,60,7.7,4.9,76.5,1
23,24,Antonio Gates,SDG,33,TE,16,15,114,77,67.5%,872,11.3,4,49,56,7.6,4.8,54.5,2
24,25,Pierre Thomas,NOR,29,RB,16,9,84,77,91.7%,513,6.7,3,21,29,6.1,4.8,32.1,2
25,26,Brian Hartline ,MIA,27,WR,16,15,133,76,57.1%,1016,13.4,4,53,50,7.6,4.8,63.5,0
26,27,Danny Woodhead,SDG,28,,16,2,88,76,86.4%,605,8.0,6,32,39,6.9,4.8,37.8,2
27,28,Marques Colston,NOR,30,WR,15,11,111,75,67.6%,943,12.6,5,54,35,8.5,5.0,62.9,0
28,29,Matt Forte *,CHI,28,RB,16,16,95,74,77.9%,594,8.0,3,26,34,6.3,4.6,37.1,2
29,30,Victor Cruz,NYG,27,WR,14,12,122,73,59.8%,998,13.7,4,45,70,8.2,5.2,71.3,1
30,31,Greg Olsen,CAR,28,TE,16,16,111,73,65.8%,816,11.2,6,45,31,7.4,4.6,51.0,0
31,32,Mike Wallace,MIA,27,WR,16,16,141,73,51.8%,930,12.7,5,46,57,6.6,4.6,58.1,0
32,33,Wes Welker,DEN,32,WR,13,13,111,73,65.8%,778,10.7,10,49,33,7.0,5.6,59.8,1
33,34,Jason Witten*,DAL,31,TE,16,16,111,73,65.8%,851,11.7,8,44,34,7.7,4.6,53.2,0
34,35,Keenan Allen,SDG,21,WR,15,14,105,71,67.6%,1046,14.7,8,54,43,10.0,4.7,69.7,2
35,36,Darren Sproles ,NOR,30,rb,15,4,89,71,79.8%,604,8.5,2,25,48,6.8,4.7,40.3,2
36,37,Jamaal Charles*+,KAN,27,RB,15,15,104,70,67.3%,693,9.9,7,32,71,6.7,4.7,46.2,4
37,38,Charles Clay,MIA,24,TE,16,15,102,69,67.6%,759,11.0,6,36,67,7.4,4.3,47.4,0
38,39,Greg Jennings,MIN,30,WR,15,15,106,68,64.2%,804,11.8,4,37,70,7.6,4.5,53.6,0
39,40,Emmanuel Sanders ,PIT,26,WR,16,10,113,67,59.3%,740,11.0,6,37,55,6.5,4.2,46.3,1
40,41,Cecil Shorts,JAX,26,WR,13,13,123,66,53.7%,777,11.8,3,41,59,6.3,5.1,59.8,0
41,42,Martellus Bennett ,CHI,26,TE,16,15,94,65,69.1%,759,11.7,5,40,43,8.1,4.1,47.4,1
42,43,Michael Floyd ,ARI,24,WR,16,16,113,65,57.5%,1041,16.0,5,48,91,9.2,4.1,65.1,0
43,44,Torrey Smith,BAL,24,WR,16,16,137,65,47.4%,1128,17.4,4,50,74,8.2,4.1,70.5,1
44,45,Julius Thomas*,DEN,25,TE,14,14,90,65,72.2%,788,12.1,12,41,74,8.8,4.6,56.3,1
45,46,Steve Smith,CAR,34,WR,15,15,110,64,58.2%,745,11.6,4,44,44,6.8,4.3,49.7,0
46,47,Golden Tate,SEA,25,WR,16,13,99,64,64.6%,898,14.0,5,41,80,9.1,4.0,56.1,3
47,48,Roddy White,ATL,32,WR,13,13,97,63,64.9%,711,11.3,3,37,39,7.3,4.8,54.7,2
48,49,Knowshon Moreno,DEN,26,RB,16,15,74,60,81.1%,548,9.1,3,30,35,7.4,3.8,34.3,2
49,50,Rod Streater,OAK,25,WR,16,14,100,60,60.0%,888,14.8,4,39,66,8.9,3.8,55.5,1
50,51,Delanie Walker,TEN,29,TE,15,11,86,60,69.8%,571,9.5,6,31,33,6.6,4.0,38.1,1
51,52,James Jones,GNB,29,WR,14,14,93,59,63.4%,817,13.8,3,30,83,8.8,4.2,58.4,2
52,53,Heath Miller,PIT,31,TE,14,14,79,58,73.4%,593,10.2,1,30,31,7.5,4.1,42.4,1
53,54,Ray Rice,BAL,26,RB,15,15,72,58,80.6%,321,5.5,0,13,22,4.5,3.9,21.4,2
54,55,Nate Washington,TEN,30,WR,16,15,105,58,55.2%,919,15.8,3,43,77,8.8,3.6,57.4,0
55,56,Dwayne Bowe,KAN,29,WR,15,15,103,57,55.3%,673,11.8,5,39,34,6.5,3.8,44.9,0
56,57,Giovani Bernard,CIN,22,,16,0,71,56,78.9%,514,9.2,3,22,41,7.2,3.5,32.1,2
57,58,Hakeem Nicks,NYG,25,WR,15,15,101,56,55.4%,896,16.0,0,38,57,8.9,3.7,59.7,0
58,59,Danny Amendola,NWE,28,wr,12,6,83,54,65.1%,633,11.7,2,37,57,7.6,4.5,52.8,0
59,60,Reggie Bush,DET,28,RB,14,14,80,54,67.5%,506,9.4,3,22,77,6.3,3.9,36.1,5
60,61,Tim Wright,TAM,23,TE,16,8,76,54,71.1%,571,10.6,5,32,36,7.5,3.4,35.7,0
61,62,Joique Bell,DET,27,rb,16,4,69,53,76.8%,547,10.3,0,23,37,7.9,3.3,34.2,4
62,63,Scott Chandler,BUF,28,TE,16,7,81,53,65.4%,655,12.4,2,26,33,8.1,3.3,40.9,1
63,64,Dexter McCluster*,KAN,24,wr,15,6,83,53,63.9%,511,9.6,2,30,43,6.2,3.5,34.1,2
64,65,DeMarco Murray*,DAL,25,RB,14,14,66,53,80.3%,350,6.6,1,18,22,5.3,3.8,25.0,3
65,66,Vernon Davis *,SFO,29,TE,15,15,84,52,61.9%,850,16.3,13,35,64,10.1,3.5,56.7,1
66,67,Coby Fleener ,IND,25,TE,16,12,87,52,59.8%,608,11.7,4,32,44,7.0,3.3,38.0,1
67,68,DeAndre Hopkins,HOU,21,WR,16,16,91,52,57.1%,802,15.4,2,38,66,8.8,3.3,50.1,1
68,69,Steve Johnson,BUF,27,WR,12,12,101,52,51.5%,597,11.5,3,33,45,5.9,4.3,49.8,1
69,70,LeSean McCoy*+,PHI,25,RB,16,16,64,52,81.3%,539,10.4,2,24,70,8.4,3.3,33.7,1
70,71,Jacquizz Rodgers ,ATL,23,rb,15,4,63,52,82.5%,341,6.6,2,12,22,5.4,3.5,22.7,1
71,72,Jared Cook,STL,26,TE,16,13,85,51,60.0%,671,13.2,5,34,47,7.9,3.2,41.9,1
72,73,Marvin Jones ,CIN,23,wr,16,3,80,51,63.8%,712,14.0,10,36,45,8.9,3.2,44.5,0
73,74,Ace Sanders ,JAX,22,wr,15,4,87,51,58.6%,484,9.5,1,22,51,5.6,3.4,32.3,0
74,75,Doug Baldwin ,SEA,25,WR,16,9,72,50,69.4%,778,15.6,5,38,52,10.8,3.1,48.6,0
75,76,Jarrett Boykin,GNB,24,WR,16,8,83,49,59.0%,681,13.9,3,34,52,8.2,3.1,42.6,0
76,77,Marlon Brown,BAL,22,WR,14,12,82,49,59.8%,524,10.7,7,30,59,6.4,3.5,37.4,0
77,78,Garrett Graham,HOU,27,TE,13,11,89,49,55.1%,545,11.1,5,26,42,6.1,3.8,41.9,2
78,79,Brandon LaFell,CAR,27,WR,16,16,85,49,57.6%,627,12.8,5,31,79,7.4,3.1,39.2,1
79,80,Chris Ogbonnaya,CLE,27,RB,16,7,74,48,64.9%,343,7.1,2,15,17,4.6,3.0,21.4,2
80,81,Jerome Simpson,MIN,27,WR,16,8,100,48,48.0%,726,15.1,1,35,51,7.3,3.0,45.4,1
81,82,Riley Cooper,PHI,26,WR,16,15,84,47,56.0%,835,17.8,8,33,63,9.9,2.9,52.2,0
82,83,Fred Jackson,BUF,32,rb,16,6,65,47,72.3%,387,8.2,1,17,37,6.0,2.9,24.2,3
83,84,Brandon Myers,NYG,28,TE,16,14,76,47,61.8%,522,11.1,4,28,27,6.9,2.9,32.6,0
84,85,Eddie Royal,SDG,27,,15,3,68,47,69.1%,631,13.4,8,33,54,9.3,3.1,42.1,1
85,86,Mohamed Sanu,CIN,24,WR,16,14,77,47,61.0%,455,9.7,2,28,32,5.9,2.9,28.4,1
86,87,Shane Vereen,NWE,24,,8,1,69,47,68.1%,427,9.1,3,25,50,6.2,5.9,53.4,1
87,88,Jerricho Cotchery,PIT,31,WR,16,6,76,46,60.5%,602,13.1,10,38,36,7.9,2.9,37.6,0
88,89,Jermaine Gresham,CIN,25,TE,14,14,68,46,67.6%,458,10.0,4,24,30,6.7,3.3,32.7,3
89,90,Denarius Moore,OAK,25,WR,13,10,86,46,53.5%,695,15.1,5,36,73,8.1,3.5,53.5,0
90,91,Le'Veon Bell,PIT,21,RB,13,13,66,45,68.2%,399,8.9,0,15,43,6.0,3.5,30.7,1
91,92,Cordarrelle Patterson*+,MIN,22,wr,16,6,77,45,58.4%,469,10.4,4,19,79,6.1,2.8,29.3,0
92,93,Jordan Reed,WAS,23,,9,4,59,45,76.3%,499,11.1,3,30,38,8.5,5.0,55.4,0
93,94,Terrance Williams,DAL,24,wr,16,8,74,44,59.5%,736,16.7,5,31,82,9.9,2.8,46.0,2
94,95,Maurice Jones-Drew,JAX,28,RB,15,15,60,43,71.7%,314,7.3,0,13,17,5.2,2.9,20.9,1
95,96,Jeremy Kerley,NYJ,25,WR,12,8,72,43,59.7%,523,12.2,3,31,26,7.3,3.6,43.6,0
96,97,Andre Roberts,ARI,25,,16,2,76,43,56.6%,471,11.0,2,22,34,6.2,2.7,29.4,0
97,98,Davone Bess,CLE,28,,14,3,86,42,48.8%,362,8.6,2,24,20,4.2,3.0,25.9,1
98,99,Chris Johnson ,TEN,28,RB,16,16,52,42,80.8%,345,8.2,4,11,66,6.6,2.6,21.6,3
99,100,Santana Moss,WAS,34,,16,1,79,42,53.2%,452,10.8,2,29,28,5.7,2.6,28.3,2
100,101,Vincent Brown,SDG,24,WR,16,12,70,41,58.6%,472,11.5,1,29,51,6.7,2.6,29.5,0
101,102,Julio Jones ,ATL,24,wr,5,5,59,41,69.5%,580,14.1,2,25,81,9.8,8.2,116.0,2
102,103,Greg Little,CLE,24,WR,16,13,99,41,41.4%,465,11.3,2,22,47,4.7,2.6,29.1,0
103,104,Rishard Matthews,MIA,24,TE,16,5,67,41,61.2%,448,10.9,2,26,29,6.7,2.6,28.0,0
104,105,Brandon Pettigrew,DET,28,TE,14,14,63,41,65.1%,416,10.1,2,19,31,6.6,2.9,29.7,1
105,106,Rueben Randle ,NYG,22,,16,3,78,41,52.6%,611,14.9,6,28,37,7.8,2.6,38.2,3
106,107,Tavon Austin,STL,23,,13,3,69,40,58.0%,418,10.5,4,17,81,6.1,3.1,32.2,4
107,108,Donnie Avery,KAN,29,WR,16,14,71,40,56.3%,596,14.9,2,25,51,8.4,2.5,37.3,1
108,109,Robert Woods,BUF,21,WR,14,14,85,40,47.1%,587,14.7,3,26,57,6.9,2.9,41.9,0
109,110,Cole Beasley,DAL,24,,14,3,54,39,72.2%,368,9.4,2,21,23,6.8,2.8,26.3,1
110,111,Nate Burleson,DET,32,WR,9,8,55,39,70.9%,461,11.8,1,23,47,8.4,4.3,51.2,1
111,112,Tyler Eifert,CIN,23,TE,15,15,60,39,65.0%,445,11.4,2,19,61,7.4,2.6,29.7,0
112,113,Andre Ellington,ARI,24,,15,1,57,39,68.4%,371,9.5,1,21,38,6.5,2.6,24.7,1
