,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
66,63,Harry Douglas,ATL,29,WR,16,11,10,57,0,15,5.7,,,,,,1124
67,64,Chris Rainey,IND,25,,2,0,4,29,0,18,7.3,6,131,0,27,21.8,160
68,65,Emmanuel Sanders ,PIT,26,WR,16,10,,,,,,10,268,0,46,26.8,1033
69,66,Wes Welker,DEN,32,WR,13,13,10,70,0,27,7.0,,,,,,848
70,67,Nick Williams,WAS,23,,5,0,1,0,0,0,0.0,9,188,0,29,20.9,203
71,68,Josh Boyce,NWE,22,,9,3,,,,,,9,214,0,41,23.8,335
72,69,Brandon Boykin,PHI,23,,16,2,,,,,,9,205,0,41,22.8,341
73,70,Clyde Gates,NYJ,27,,6,2,,,,,,9,209,0,36,23.2,331
74,71,Griff Whalen,IND,23,,9,3,8,104,0,51,13.0,1,22,0,22,22.0,385
75,72,Damian Williams,TEN,25,,10,1,4,12,0,8,3.0,5,123,0,37,24.6,313
76,73,David Wilson,NYG,22,,5,4,,,,,,9,222,0,31,24.7,376
77,74,Phillip Adams,OAK,25,,16,2,8,59,0,30,7.4,,,,,,85
78,75,Lavelle Hawkins,SDG,27,,4,0,,,,,,8,176,0,27,22.0,176
79,76,Jordan Poyer,2TM,22,,12,0,8,114,0,38,14.3,,,,,,114
80,77,Robert Turbin,SEA,24,,16,0,,,,,,8,177,0,27,22.1,501
81,78,Toby Gerhart ,MIN,26,,14,0,,,,,,7,106,0,20,15.1,477
82,79,Jim Leonhard,BUF,31,ss,16,7,7,63,0,25,9.0,,,,,,135
83,80,Greg Little,CLE,24,WR,16,13,,,,,,7,151,0,30,21.6,616
84,81,Devin McCourty,NWE,26,FS,15,15,,,,,,7,132,0,27,18.9,176
85,82,Bobby Rainey,2TM,26,,15,6,,,,,,7,162,0,33,23.1,774
86,83,Eddie Royal,SDG,27,,15,3,7,41,0,12,5.9,,,,,,693
87,84,Deonte Thompson,BAL,24,,7,0,,,,,,7,201,0,47,28.7,297
88,85,Justin Veltung,STL,22,,3,0,7,61,0,15,8.7,,,,,,61
89,86,Devon Wylie,TEN,25,,2,0,2,4,0,4,2.0,5,94,0,23,18.8,98
90,87,LaVon Brazill,IND,24,,10,0,3,25,0,17,8.3,3,57,0,21,19.0,243
91,88,Ronnie Brown,SDG,32,,16,0,,,,,,6,113,0,28,18.8,330
92,89,Andre Caldwell,DEN,28,,16,2,,,,,,6,141,0,34,23.5,348
93,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
94,90,Antonio Cromartie*,NYJ,29,LCB,16,16,,,,,,6,164,0,41,27.3,184
95,91,Dennis Johnson,HOU,23,,8,1,,,,,,6,151,0,32,25.2,380
96,92,Terrance Williams,DAL,24,wr,16,8,,,,,,6,142,0,32,23.7,882
97,93,Joe Anderson,CHI,25,,6,0,,,,,,5,82,0,21,16.4,82
98,94,Will Blackmon,JAX,29,LCB,15,8,5,2,0,5,0.4,,,,,,24
99,95,Anthony Dixon,SFO,26,,16,1,,,,,,5,101,0,47,20.2,187
100,96,Michael Ford ,CHI,23,,12,0,,,,,,5,37,0,11,7.4,37
101,97,Isaiah Pead,STL,24,,10,0,,,,,,5,138,0,31,27.6,237
102,98,Jeremy Stewart,OAK,24,,13,0,,,,,,5,95,0,28,19.0,103
103,99,Cassius Vaughn,IND,26,,16,4,,,,,,5,142,0,33,28.4,151
104,100,Eric Weems,CHI,28,,16,0,,,,,,5,57,0,19,11.4,65
105,101,Davone Bess,CLE,28,,14,3,4,19,0,11,4.8,,,,,,381
106,102,Stephen Burton,JAX,24,,4,2,,,,,,4,99,0,32,24.8,166
107,103,Randall Cobb,GNB,23,,6,4,3,23,0,16,7.7,1,10,0,10,10.0,544
108,104,Skye Dawson,TAM,23,,7,0,1,17,0,17,17.0,3,67,0,25,22.3,111
109,105,Jeff Demps,TAM,23,,2,0,,,,,,4,93,0,29,23.3,128
110,106,Jonathan Dwyer,PIT,24,,15,0,,,,,,4,90,0,27,22.5,351
111,107,Marcus Easley,BUF,26,,16,0,,,,,,4,83,0,28,20.8,96
112,108,Armanti Edwards,2TM,25,,6,0,4,28,0,12,7.0,,,,,,38
113,109,Johnathan Franklin,GNB,24,,11,0,,,,,,4,82,0,26,20.5,219
114,110,Kendall Hunter,SFO,25,,16,0,,,,,,4,81,0,30,20.3,454
115,111,Deji Karim,HOU,27,,7,0,,,,,,4,78,0,31,19.5,128
116,112,Cedric Peerman,CIN,27,,16,0,,,,,,4,66,0,26,16.5,83
117,113,Denard Robinson,JAX,23,,16,0,,,,,,4,88,0,27,22.0,154
118,114,Brad Smith,2TM,30,,8,0,,,,,,4,106,0,47,26.5,131
119,115,Kyle Wilson,NYJ,26,,16,1,4,13,0,6,3.3,,,,,,13
120,116,Perrish Cox,2TM,26,,11,0,,,,,,3,82,0,30,27.3,82
121,117,Jayron Hosley,NYG,23,,11,1,3,9,0,8,3.0,,,,,,9
122,118,Shiloh Keo,HOU,26,FS,16,11,3,15,0,9,5.0,,,,,,27
123,119,John Kuhn,GNB,31,rb,15,6,1,0,0,0,0.0,2,40,0,21,20.0,159
124,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
125,120,Shane Vereen,NWE,24,,8,1,,,,,,3,66,0,24,22.0,701
126,121,Matt Asiata,MIN,26,,11,1,,,,,,2,28,0,20,14.0,207
127,122,Doug Baldwin ,SEA,25,WR,16,9,,,,,,2,57,0,37,28.5,841
128,123,Kenjon Barner,CAR,24,,8,0,,,,,,2,17,0,17,8.5,31
129,124,Omar Bolden,DEN,25,,16,1,,,,,,2,44,0,25,22.0,44
130,125,Kyle Bosworth,DAL,27,,14,0,,,,,,2,29,0,16,14.5,29
131,126,John Carlson,MIN,29,te,13,8,,,,,,2,13,0,12,6.5,357
132,127,Charles Clay,MIA,24,TE,16,15,,,,,,2,23,0,15,11.5,797
133,128,Leger Douzable,NYJ,27,,16,0,,,,,,2,20,0,10,10.0,20
134,129,Shaun Draughn,BAL,26,,3,0,,,,,,2,53,0,31,26.5,55
135,130,Jerome Felton,MIN,27,RB,13,9,,,,,,2,22,0,13,11.0,59
136,131,Sharrif Floyd ,MIN,21,,16,1,,,,,,2,9,0,9,4.5,9
137,132,Chase Ford,MIN,23,,9,0,,,,,,2,17,0,15,8.5,150
138,133,Brandon Graham,PHI,25,,16,0,,,,,,2,14,0,14,7.0,14
139,134,Greg Jones,HOU,32,rb,16,5,,,,,,2,43,0,26,21.5,79
140,135,Kyle Juszczyk,BAL,22,,16,0,,,,,,2,17,0,9,8.5,17
141,136,Jeremy Lane,SEA,23,,15,0,,,,,,2,47,0,25,23.5,47
142,137,Tyrann Mathieu,ARI,21,FS,13,11,,,,,,2,8,0,13,4.0,15
143,138,Lance Moore,NOR,30,wr,13,5,2,0,0,0,0.0,,,,,,457
144,139,Austin Pettis,STL,25,wr,16,6,2,37,0,32,18.5,,,,,,436
145,140,Dante Rosario,CHI,29,,15,3,,,,,,2,10,0,6,5.0,23
146,141,Matthew Slater*,NWE,28,,12,0,,,,,,2,10,0,10,5.0,10
147,142,Kerry Taylor,2TM,24,,10,4,,,,,,2,60,0,43,30.0,289
148,143,Alterraun Verner*,TEN,25,RCB,16,16,1,11,0,11,11.0,1,17,0,17,17.0,105
149,144,Markus Wheaton,PIT,22,,12,1,,,,,,2,37,0,25,18.5,101
150,145,Daniel Adongo,IND,24,,2,0,,,,,,1,0,0,0,0.0,0
151,146,Robert Alford,ATL,25,,16,4,1,0,0,0,0.0,,,,,,-5
152,147,Danny Amendola,NWE,28,wr,12,6,1,13,0,13,13.0,,,,,,647
153,148,Patrick Bailey,TEN,28,,13,0,,,,,,1,0,0,0,0.0,0
154,149,Chris Banjo,GNB,23,,16,1,,,,,,1,12,0,12,12.0,12
155,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
156,150,Joe Banyard,MIN,25,,3,0,,,,,,1,6,0,6,6.0,17
157,151,Tim Barnes,STL,25,,16,4,,,,,,1,0,0,0,0.0,0
158,152,Jackie Battle,TEN,30,,16,0,,,,,,1,26,0,26,26.0,204
159,153,Joique Bell,DET,27,rb,16,4,,,,,,1,4,0,4,4.0,1201
160,154,Kahlil Bell,GNB,27,,3,0,,,,,,1,22,0,22,22.0,22
161,155,Nick Bellore,NYJ,24,,16,0,,,,,,1,0,0,0,0.0,0
162,156,Chase Blackburn,CAR,30,RLB,13,7,,,,,,1,0,0,0,0.0,0
163,157,Tommy Bohanon,NYJ,23,rb,16,8,,,,,,1,15,0,15,15.0,146
164,158,Richie Brockel ,CAR,27,,16,0,1,0,0,0,0.0,,,,,,13
165,159,Ryan Broyles,DET,25,,6,3,1,4,0,4,4.0,,,,,,89
166,160,Darius Butler,IND,27,lcb,16,7,1,9,0,9,9.0,,,,,,88
167,161,Tony Carter ,DEN,27,,12,2,1,0,0,0,0.0,,,,,,0
168,162,James Casey,PHI,29,,15,1,,,,,,1,10,0,10,10.0,41
169,163,Tashard Choice,2TM,29,,15,0,,,,,,1,28,0,28,28.0,213
170,164,Tyler Clutts,2TM,29,,8,0,,,,,,1,12,0,12,12.0,16
171,165,Derrick Coleman,SEA,23,,12,3,,,,,,1,0,0,0,0.0,65
172,166,Riley Cooper,PHI,26,WR,16,15,,,,,,1,-4,0,-4,-4.0,849
173,167,Jack Crawford ,OAK,25,,15,0,1,-1,0,-1,-1.0,,,,,,-1
174,168,Jared Crick,HOU,24,,16,1,,,,,,1,0,0,0,0.0,0
175,169,Kellen Davis,SEA,28,,15,4,,,,,,1,0,0,0,0.0,32
176,170,Troy Davis ,NYJ,22,,4,0,,,,,,1,7,0,7,7.0,7
177,171,Eric Decker,DEN,26,WR,16,16,1,2,0,2,2.0,,,,,,1290
178,172,Dorin Dickerson,DET,25,,5,0,,,,,,1,18,0,18,18.0,52
179,173,Ed Dickson,BAL,26,TE,16,14,,,,,,1,0,0,0,0.0,273
180,174,Patrick DiMarco,ATL,24,RB,14,7,,,,,,1,21,0,21,21.0,70
181,175,Lance Dunbar,DAL,23,,9,0,,,,,,1,28,0,28,28.0,237
182,176,Andre Ellington,ARI,24,,15,1,,,,,,1,21,0,21,21.0,1044
183,177,Rhett Ellison,MIN,25,rb,11,6,,,,,,1,7,0,7,7.0,68
184,178,Zach Ertz,PHI,23,,16,3,,,,,,1,0,0,0,0.0,469
185,179,Gavin Escobar ,DAL,22,,16,1,,,,,,1,0,0,0,0.0,134
186,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
187,180,Drayton Florence,CAR,33,db,14,5,1,0,0,0,0.0,,,,,,40
188,181,Justin Forsett,JAX,28,,9,0,,,,,,1,21,0,21,21.0,134
189,182,Dylan Gandy,DET,31,,15,0,,,,,,1,5,0,5,5.0,5
190,183,Adam Gettis,WAS,25,,13,0,,,,,,1,5,0,5,5.0,5
191,184,T.J. Graham,BUF,24,wr,16,6,,,,,,1,19,0,19,19.0,394
192,185,Alex Green,NYJ,25,,13,0,,,,,,1,22,0,22,22.0,65
193,186,Chad Hall,KAN,27,,9,0,1,9,0,9,9.0,,,,,,29
194,187,Percy Harvin,SEA,25,,1,0,,,,,,1,58,0,58,58.0,75
195,188,Dan Herron,IND,24,,6,0,,,,,,1,13,0,13,13.0,103
196,189,Cameron Heyward,PIT,24,LDE,16,13,,,,,,1,11,0,11,11.0,19
197,190,Michael Hill,2TM,24,,8,0,,,,,,1,19,0,19,19.0,65
198,191,Malik Jackson,DEN,23,lde,16,5,,,,,,1,6,0,6,6.0,6
199,192,Charles James,NYG,23,,12,0,1,0,0,0,0.0,,,,,,0
200,193,A.J. Jefferson,MIN,25,,10,0,,,,,,1,21,0,21,21.0,22
201,194,Markus Kuhn,NYG,27,,5,0,,,,,,1,13,0,13,13.0,13
202,195,Brandon LaFell,CAR,27,WR,16,16,1,0,0,0,0.0,,,,,,642
203,196,Spencer Larsen,TAM,29,,13,1,,,,,,1,17,0,17,17.0,17
204,197,Vonta Leach,BAL,32,rb,16,7,,,,,,1,0,0,0,0.0,70
205,198,Erik Lorig,TAM,27,RB,15,9,,,,,,1,6,0,6,6.0,53
206,199,Danieal Manning,HOU,31,ss,6,6,,,,,,1,18,0,18,18.0,18
207,200,Brandon Marshall*,CHI,29,WR,16,16,,,,,,1,-8,0,-8,-8.0,1287
208,201,Doug Martin ,TAM,24,RB,6,6,,,,,,1,40,0,40,40.0,562
209,202,Trumaine McBride,NYG,28,LCB,15,10,1,0,0,0,0.0,,,,,,17
210,203,Leon McFadden,CLE,23,,16,2,,,,,,1,5,0,5,5.0,5
211,204,Marvin Mitchell ,MIN,29,RLB,16,10,,,,,,1,6,0,6,6.0,6
212,205,Damontre Moore,NYG,21,,15,0,,,,,,1,12,0,12,12.0,12
213,206,Brandon Mosley,NYG,25,,13,1,,,,,,1,0,0,0,0.0,0
214,207,Jerome Murphy,WAS,26,,11,0,1,0,0,0,0.0,,,,,,0
215,208,Kevin Ogletree,2TM,26,,16,2,,,,,,1,25,0,25,25.0,294
216,209,Jamize Olawale ,OAK,24,,16,1,,,,,,1,6,0,6,6.0,75
217,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
218,210,Michael Palmer,PIT,25,,16,0,,,,,,1,5,0,5,5.0,13
219,211,Quinton Patton,SFO,23,,6,0,,,,,,1,7,0,7,7.0,67
220,212,Chris Polk,PHI,24,,15,0,,,,,,1,8,0,8,8.0,167
221,213,Joseph Randle ,DAL,22,,13,2,,,,,,1,7,0,7,7.0,225
222,214,Chase Reynolds,STL,26,,16,0,1,0,0,0,0.0,,,,,,0
223,215,Theo Riddick,DET,22,,14,0,,,,,,1,12,0,12,12.0,63
224,216,Mychal Rivera ,OAK,23,,16,3,,,,,,1,3,0,3,3.0,410
225,217,Michael Robinson,SEA,30,,9,3,,,,,,1,4,0,4,4.0,31
226,218,Antrel Rolle*,NYG,31,SS,16,16,,,,,,1,4,0,4,4.0,37
227,219,Jay Ross,BUF,26,,5,0,,,,,,1,7,0,7,7.0,7
228,220,Richard Sherman*+,SEA,25,LCB,16,16,1,-6,0,-6,-6.0,,,,,,119
229,221,Andre Smith,2TM,25,,5,0,,,,,,1,10,0,10,10.0,10
230,222,Jason Snelling ,ATL,30,,14,1,,,,,,1,23,0,23,23.0,403
231,223,Austin Spitler,MIA,27,,12,0,,,,,,1,0,0,0,0.0,0
232,224,LaRod Stephens-Howling,PIT,26,,1,0,,,,,,1,25,0,25,25.0,55
233,225,Jake Stoneburner,GNB,24,,9,0,,,,,,1,0,0,0,0.0,0
234,226,Will Ta'ufo'ou,JAX,27,RB,16,7,,,,,,1,5,0,5,5.0,46
235,227,Jacob Tamme,DEN,28,,16,1,,,,,,1,0,0,0,0.0,184
236,228,Josh Thomas,CAR,24,lcb,13,6,1,0,0,0,0.0,,,,,,0
237,229,Pierre Thomas,NOR,29,RB,16,9,,,,,,1,12,0,12,12.0,1074
238,230,Mitch Unrein,DEN,26,,16,1,,,,,,1,8,0,8,8.0,8
239,231,Joe Webb,MIN,27,,16,1,,,,,,1,9,0,9,9.0,42
240,232,Lardarius Webb,BAL,28,LCB,16,16,1,13,0,13,13.0,,,,,,32
241,233,Kerwynn Williams,2TM,22,,2,0,,,,,,1,28,0,28,28.0,28
242,234,Luke Willson,SEA,23,TE,16,7,,,,,,1,15,0,15,15.0,287
243,235,Cierre Wood,2TM,22,,5,0,,,,,,1,20,0,20,20.0,29
244,236,Robert Woods,BUF,21,WR,14,14,,,,,,1,9,0,9,9.0,612
245,237,Jarius Wright,MIN,24,,16,3,,,,,,1,9,0,9,9.0,443
246,238,Usama Young,OAK,28,,12,1,1,0,0,0,0.0,,,,,,26
