,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,,Games,0-19,20-29,30-39,40-49,50+,Scoring,Kickoffs,Punting,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
2,1,Jeff Wilkins ,STL,34,,16,0,1,1,11,11,6,6,16,11,3,3,37,32,53,86.5%,35,35,100.0%,83,5194,11,13.3%,62.6,3,91,33,0,30.3
3,2,Neil Rackers,ARI,30,,16,0,,,11,11,9,9,10,7,7,1,37,28,50,75.7%,32,32,100.0%,75,5020,17,22.7%,66.9,,,,,
4,3,Robbie Gould*+,CHI,24,,16,0,,,6,6,16,14,14,12,,,36,32,49,88.9%,47,47,100.0%,95,6175,11,11.6%,65.0,,,,,
5,4,Olindo Mare,MIA,33,,16,0,,,10,10,8,6,12,9,6,1,36,26,52,72.2%,22,22,100.0%,67,4339,24,35.8%,64.8,,,,,
6,5,Joe Nedney,SFO,33,,16,0,2,2,12,11,10,8,9,7,2,1,35,29,51,82.9%,29,29,100.0%,74,4463,5,6.8%,60.3,,,,,
7,6,Dave Rayner,GNB,24,,16,0,,,12,11,9,6,11,8,3,1,35,26,54,74.3%,32,31,96.9%,72,4672,11,15.3%,64.9,,,,,
8,7,Jason Hanson,DET,36,,16,0,1,1,12,12,6,6,8,7,6,3,33,29,53,87.9%,30,30,100.0%,76,5055,13,17.1%,66.5,,,,,
9,8,Josh Scobee ,JAX,24,,16,0,,,6,5,7,7,18,14,1,,32,26,48,81.3%,41,41,100.0%,84,5429,21,25.0%,64.6,,,,,
10,9,Josh Brown ,SEA,27,,16,0,,,10,10,7,5,9,7,5,3,31,25,54,80.6%,36,36,100.0%,75,4859,12,16.0%,64.8,2,49,28,0,24.5
11,10,Lawrence Tynes,KAN,28,,16,0,1,1,10,10,6,4,10,7,4,2,31,24,53,77.4%,36,35,97.2%,78,4861,5,6.4%,62.3,1,33,33,0,33.0
12,11,Shayne Graham,CIN,29,,16,0,,,9,9,9,8,8,6,4,2,30,25,51,83.3%,42,40,95.2%,84,5330,13,15.5%,63.5,,,,,
13,12,Matt Stover,BAL,38,,16,0,,,13,12,9,9,7,6,1,1,30,28,52,93.3%,37,37,100.0%,72,4542,6,8.3%,63.1,,,,,
14,13,Phil Dawson,CLE,31,,16,0,,,6,5,10,9,12,6,1,1,29,21,51,72.4%,25,25,100.0%,61,3874,11,18.0%,63.5,2,58,31,0,29.0
15,14,Jason Elam,DEN,36,,16,0,,,10,10,10,10,8,6,1,1,29,27,51,93.1%,34,34,100.0%,,,,,,,,,,
16,15,Nate Kaeding*,SDG,24,,16,0,,,7,7,12,11,9,7,1,1,29,26,54,89.7%,58,58,100.0%,100,6457,11,11.0%,64.6,,,,,
17,16,Rob Bironas,TEN,28,,16,0,,,11,10,7,7,8,4,2,1,28,22,60,78.6%,32,32,100.0%,70,4303,10,14.3%,61.5,,,,,
18,17,Adam Vinatieri,IND,34,,13,0,1,1,3,3,13,12,10,9,1,,28,25,48,89.3%,38,38,100.0%,73,4785,10,13.7%,65.5,,,,,
19,18,John Kasay,CAR,37,,16,0,2,2,6,6,4,4,8,8,7,4,27,24,54,88.9%,28,28,100.0%,57,3555,5,8.8%,62.4,1,25,25,0,25.0
20,19,Jay Feely,NYG,30,,16,0,,,7,7,11,10,8,6,1,,27,23,47,85.2%,38,38,100.0%,78,5011,12,15.4%,64.2,,,,,
21,20,Mike Nugent,NYJ,24,,16,0,1,1,7,7,12,10,4,4,3,2,27,24,54,88.9%,35,34,97.1%,72,4383,2,2.8%,60.9,,,,,
22,21,Jeff Reed,PIT,27,,16,0,1,1,7,6,11,8,7,4,1,1,27,20,50,74.1%,41,41,100.0%,76,4684,4,5.3%,61.6,,,,,
23,22,Stephen Gostkowski,NWE,22,,16,0,,,11,10,10,7,4,2,1,1,26,20,52,76.9%,44,43,97.7%,81,5253,12,14.8%,64.9,,,,,
24,23,Ryan Longwell ,MIN,32,,16,0,2,2,7,7,8,8,6,4,2,,25,21,49,84.0%,28,27,96.4%,66,3904,3,4.5%,59.2,1,27,27,0,27.0
25,24,Kris Brown,HOU,30,,16,0,1,1,4,4,5,3,13,11,2,,25,19,49,76.0%,27,26,96.3%,64,4118,10,15.6%,64.3,,,,,
26,25,John Carney,NOR,42,,16,0,1,1,9,9,8,7,6,5,1,1,25,23,51,92.0%,47,46,97.9%,53,3215,5,9.4%,60.7,,,,,
27,26,Sebastian Janikowski,OAK,28,,16,0,1,1,3,2,11,9,3,3,7,3,25,18,55,72.0%,16,16,100.0%,50,3176,7,14.0%,63.5,,,,,
28,27,Rian Lindell,BUF,29,,16,0,,,8,8,5,5,10,8,2,2,25,23,53,92.0%,33,33,100.0%,69,4124,5,7.2%,59.8,,,,,
