,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Devin Hester*,ATL,32,,16,1,18,240,1,68,13.3,45,1128,0,66,25.1,1908
3,2,Jacoby Jones,BAL,30,,16,0,30,275,0,45,9.2,32,978,1,108,30.6,1400
4,3,Dwayne Harris,DAL,27,,16,0,30,275,0,38,9.2,30,742,0,42,24.7,1140
5,4,Jarvis Landry ,MIA,22,WR,16,11,25,204,0,32,8.2,34,954,0,74,28.1,1912
6,5,Andre Roberts,WAS,26,,16,4,28,208,0,37,7.4,30,710,0,45,23.7,1392
7,6,Jeremy Ross,DET,26,WR,16,13,32,284,0,28,8.9,23,584,0,41,25.4,1181
8,7,Adam Jones+,CIN,31,,16,3,22,262,0,47,11.9,27,844,0,97,31.3,1129
9,8,Ted Ginn Jr.,ARI,29,,16,0,26,277,1,71,10.7,22,417,0,43,19.0,890
10,9,De'Anthony Thomas,KAN,21,,12,3,34,405,1,81,11.9,14,428,0,78,30.6,1102
11,10,Bruce Ellington,SFO,23,,13,0,23,188,0,23,8.2,24,614,0,38,25.6,892
12,11,T.J. Carrie ,OAK,24,,13,4,26,195,0,27,7.5,15,362,0,42,24.1,585
13,12,Griff Whalen,IND,24,,10,0,26,187,0,22,7.2,15,379,0,32,25.3,589
14,13,Darren Sproles *,PHI,31,,15,0,39,506,2,82,13.0,1,15,0,15,15.0,1230
15,14,Josh Cribbs,IND,31,,6,0,19,125,0,18,6.6,19,608,0,76,32.0,741
16,15,Jordan Todman,JAX,24,,16,1,,,,,,38,972,0,40,25.6,1356
17,16,Leon Washington,TEN,32,,16,0,7,47,0,10,6.7,31,738,0,52,23.8,1001
18,17,Tavon Austin,STL,24,WR,15,8,35,391,1,78,11.2,2,19,0,11,9.5,876
19,18,Danny Amendola,NWE,29,,16,4,16,132,0,39,8.3,20,482,0,81,24.1,814
20,19,Brandon Tate,CIN,27,,16,4,18,174,0,49,9.7,18,397,0,31,22.1,785
21,20,Benny Cunningham,STL,24,,16,2,,,,,,35,963,0,75,27.5,1561
22,21,Cordarrelle Patterson,MIN,23,WR,16,7,,,,,,34,871,0,51,25.6,1372
23,22,Ace Sanders ,JAX,23,,12,0,32,227,0,23,7.1,1,16,0,16,16.0,298
24,23,Percy Harvin,2TM,26,,13,12,,,,,,32,778,0,65,24.3,1463
25,24,Antonio Brown *+,PIT,26,WR,16,16,30,319,1,71,10.6,1,0,0,0,0.0,2030
26,25,Marcus Sherels,MIN,27,,16,0,27,297,0,35,11.0,4,110,0,46,27.5,407
27,26,Isaiah Burse,DEN,23,,12,0,29,211,0,22,7.3,1,7,0,7,7.0,218
28,27,Knile Davis ,KAN,23,,16,1,,,,,,29,829,1,99,28.6,1439
29,28,Preston Parker,NYG,27,wr,16,7,8,53,0,18,6.6,21,509,0,45,24.2,980
30,29,Bryan Walters,SEA,27,,13,0,27,207,0,21,7.7,2,43,0,27,21.5,305
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Corey Brown,CAR,23,,13,3,16,153,1,79,9.6,12,273,0,35,22.8,817
33,31,Solomon Patton,2TM,24,,13,0,10,112,0,33,11.2,18,416,0,28,23.1,547
34,32,Marcus Thigpen,3TM,28,,9,0,16,220,1,75,13.8,12,285,0,49,23.8,505
35,33,Chris Williams,CHI,27,,6,6,4,30,0,13,7.5,24,579,1,101,24.1,601
36,34,Travis Benjamin,CLE,25,,16,0,15,127,0,37,8.5,12,246,0,28,20.5,698
37,35,Marc Mariani,CHI,27,,6,0,7,29,0,16,4.1,20,510,0,67,25.5,539
38,36,Jeremy Kerley,NYJ,26,WR,16,7,25,199,0,41,8.0,1,12,0,12,12.0,706
39,37,Keshawn Martin ,HOU,24,,16,0,25,154,0,21,6.2,1,19,0,19,19.0,251
40,38,Julian Edelman,NWE,28,WR,14,13,25,299,1,84,12.0,,,,,,1365
41,39,Leodis McKelvin,BUF,29,LCB,10,9,21,183,0,24,8.7,4,64,0,30,16.0,257
42,40,DuJuan Harris,GNB,26,,15,0,,,,,,22,456,0,41,20.7,531
43,41,Dexter McCluster,TEN,25,,14,2,22,155,0,48,7.0,,,,,,483
44,42,Odell Beckham Jr.*,NYG,22,WR,12,11,21,171,0,25,8.1,,,,,,1511
45,43,Brenton Bersin,CAR,24,,15,1,14,86,0,18,6.1,7,167,0,49,23.9,404
46,44,Chris Davis ,SDG,24,,12,1,1,4,0,4,4.0,19,476,0,35,25.1,480
47,45,Walt Powell,NYJ,23,,4,0,12,48,0,15,4.0,8,233,0,62,29.1,281
48,46,Markus Wheaton,PIT,23,WR,16,11,,,,,,20,494,0,41,24.7,1157
49,47,Latavius Murray,OAK,24,,15,3,,,,,,19,429,0,38,22.6,996
50,48,Micah Hyde,GNB,24,DB,16,12,14,221,2,75,15.8,4,96,0,28,24.0,326
51,49,Jalen Saunders,4TM,22,,15,0,15,125,0,32,8.3,3,139,0,99,46.3,271
52,50,Frankie Hammond ,KAN,24,,16,3,15,200,0,47,13.3,2,74,0,37,37.0,319
53,51,Paul Richardson ,SEA,22,WR,15,6,,,,,,16,376,0,47,23.5,647
54,52,Travaris Cadet,NOR,25,,15,1,,,,,,15,364,0,34,24.3,692
55,53,Randall Cobb*,GNB,24,WR,16,16,14,112,0,24,8.0,1,0,0,0,0.0,1436
56,54,Damaris Johnson,HOU,25,wr,16,8,9,54,0,12,6.0,6,136,0,31,22.7,540
57,55,Josh Huff,PHI,23,,12,0,,,,,,14,415,1,107,29.6,520
58,56,Omar Bolden,DEN,26,,15,0,,,,,,13,429,0,77,33.0,429
59,57,Saalim Hakim,NYJ,24,,16,0,,,,,,13,279,0,44,21.5,279
60,58,Danieal Manning,HOU,32,ss,16,5,,,,,,13,267,0,41,20.5,267
61,59,Marlon Moore,CLE,27,,13,0,,,,,,13,322,0,32,24.8,322
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Bobby Rainey,TAM,27,rb,15,5,7,55,0,14,7.9,6,158,0,33,26.3,934
64,61,Andre Caldwell,DEN,29,,16,2,,,,,,12,278,0,54,23.2,325
