,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
30,29,Sebastian Janikowski,OAK,36,,16,0,,,2,2,6,5,9,9,5,3,22,19,57,86.4%,28,28,100.0%,61,3723,34,55.7%,61.0,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Ryan Succop,TEN,28,,16,0,,,5,5,7,7,8,5,2,2,22,19,51,86.4%,27,27,100.0%,63,3967,31,49.2%,63.0,,,,,
33,31,Connor Barth,DEN,28,,5,0,2,2,4,4,5,5,4,3,1,1,16,15,50,93.8%,15,15,100.0%,8,456,,,57.0,,,,,
34,32,Brandon McManus,DEN,23,,15,0,,,5,5,3,2,3,2,2,,13,9,44,69.2%,41,41,100.0%,91,5981,64,70.3%,65.7,,,,,
35,33,Robbie Gould,CHI,32,,12,0,,,4,4,3,2,4,3,1,,12,9,45,75.0%,29,28,96.6%,53,3179,21,39.6%,60.0,,,,,
36,34,Nate Freese,DET,24,,3,0,,,2,2,1,1,4,,,,7,3,30,42.9%,6,6,100.0%,,,,,,,,,,
37,35,Alex Henery,DET,27,,2,0,,,,,,,2,,3,1,5,1,51,20.0%,5,5,100.0%,,,,,,,,,,
38,36,Jay Feely,CHI,38,,4,0,,,1,1,1,1,2,1,,,4,3,48,75.0%,6,5,83.3%,14,580,3,21.4%,41.4,,,,,
39,37,Garrett Hartley ,CLE,28,,2,0,,,,,2,2,1,1,,,3,3,43,100.0%,2,2,100.0%,2,123,,,61.5,,,,,
40,38,Marquette King,OAK,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,109,4930,62,0,45.2
41,39,Bryan Anger,JAX,26,,16,0,,,,,,,,,,,,,,,,,,2,136,,,68.0,94,4464,69,2,47.5
42,40,Spencer Lanning,CLE,26,,16,0,,,,,,,,,,,,,,,,,,6,387,1,16.7%,64.5,93,4119,59,0,44.3
43,41,Brett Kern,TEN,28,,14,0,,,,,,,,,,,,,,,,,,2,119,,,59.5,88,4118,79,1,46.8
44,42,Colton Schmidt,BUF,24,,16,0,,,,,,,,,,,,,,,,,,2,101,,,50.5,86,3692,67,0,42.9
45,43,Shane Lechler,HOU,38,,16,0,,,,,,,,,,,,,,,,,,1,67,,,67.0,83,3845,71,1,46.3
46,44,Johnny Hekker,STL,24,,16,0,,,,,,,,,,,,,,,,,,2,30,,,15.0,80,3721,61,1,46.5
47,45,Steve Weatherford,NYG,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,80,3640,71,1,45.5
48,46,Drew Butler,ARI,25,,15,0,,,,,,,,,,,,,,,,,,,,,,,79,3328,67,2,42.1
49,47,Michael Koenen,TAM,32,,16,0,,,,,,,,,,,,,,,,,,69,4429,31,44.9%,64.2,78,3154,56,1,40.4
50,48,Ryan Quigley,NYJ,24,,16,0,,,,,,,,,,,,,,,,,,5,315,,,63.0,78,3580,69,1,45.9
51,49,Tress Way,WAS,24,,16,0,,,,,,,,,,,,,,,,,,18,1174,9,50.0%,65.2,77,3659,77,1,47.5
52,50,Donnie Jones ,PHI,34,,16,0,,,,,,,,,,,,,,,,,,,,,,,76,3331,68,0,43.8
53,51,Jeff Locke,MIN,25,,16,0,,,,,,,,,,,,,,,,,,1,50,,,50.0,75,3318,62,1,44.2
54,52,Kevin Huber*,CIN,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,73,3419,69,0,46.8
55,53,Andy Lee ,SFO,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3369,71,1,46.8
56,54,Brad Nortman,CAR,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3236,72,2,44.9
57,55,Dustin Colquitt,KAN,32,,16,0,,,,,,,,,,,,,,,,,,1,71,,,71.0,71,3164,69,0,44.6
58,56,Pat O'Donnell,CHI,23,,16,0,,,,,,,,,,,,,,,,,,1,65,1,100.0%,65.0,71,3107,61,1,43.8
59,57,Britton Colquitt,DEN,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,69,3048,65,0,44.2
60,58,Pat McAfee*+,IND,27,,16,0,,,,,,,,,,,,,,,,,,99,6335,70,70.7%,64.0,69,3221,61,0,46.7
61,59,Sam Martin ,DET,24,,16,0,,,,,,,,,,,,,,,,,,75,4803,53,70.7%,64.0,68,3138,71,0,46.1
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Matthew Bosher,ATL,27,,16,0,,,,,,,,,,,,,,,,,,83,5172,46,55.4%,62.3,67,3063,66,0,45.7
64,61,Ryan Allen,NWE,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,66,3060,67,1,46.4
65,62,Jon Ryan,SEA,33,,16,0,,,,,,,,,,,,,,,,,,1,79,,,79.0,61,2688,66,1,44.1
66,63,Brad Wing,PIT,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,61,2667,74,0,43.7
67,64,Sam Koch,BAL,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,60,2841,73,1,47.4
68,65,Brandon Fields,MIA,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,58,2688,60,1,46.3
69,66,Thomas Morstead,NOR,28,,16,0,,,,,,,,,,,,,,,,,,79,5238,40,50.6%,66.3,58,2690,63,0,46.4
70,67,Chris Jones,DAL,25,,16,0,,,,,,,,,,,,,,,,,,1,57,,,57.0,57,2586,64,1,45.4
71,68,Mike Scifres,SDG,34,,13,0,,,,,,,,,,,,,,,,,,,,,,,55,2516,72,1,45.7
72,69,Tim Masthay,GNB,27,,16,0,,,,,,,,,,,,,,,,,,2,119,,,59.5,49,2159,63,2,44.1
73,70,Mat McBriar,SDG,35,,3,0,,,,,,,,,,,,,,,,,,,,,,,13,610,58,0,46.9
74,71,Dave Zastudil,ARI,36,,2,0,,,,,,,,,,,,,,,,,,,,,,,11,487,53,0,44.3
