,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,,Games,0-19,20-29,30-39,40-49,50+,Scoring,Kickoffs,Punting,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
2,1,Nick Folk,NYJ,30,,16,0,,,13,13,7,7,13,9,6,3,39,32,55,82.1%,23,23,100.0%,69,4340,21,30.4%,62.9,,,,,
3,2,Dan Carpenter,BUF,29,,16,0,,,10,10,12,11,8,7,8,6,38,34,58,89.5%,32,31,96.9%,,,,,,,,,,
4,3,Stephen Gostkowski*,NWE,30,,16,0,1,1,11,11,11,10,13,12,1,1,37,35,53,94.6%,51,51,100.0%,99,6328,53,53.5%,63.9,,,,,
5,4,Stephen Hauschka,SEA,29,,16,0,,,10,10,10,10,13,9,4,2,37,31,58,83.8%,41,41,100.0%,88,5728,46,52.3%,65.1,,,,,
6,5,Caleb Sturgis,MIA,25,,16,0,1,1,12,12,8,7,10,6,6,3,37,29,53,78.4%,41,41,100.0%,85,5448,37,43.5%,64.1,,,,,
7,6,Cody Parkey*,PHI,22,,16,0,,,10,10,16,14,6,4,4,4,36,32,54,88.9%,54,54,100.0%,98,6401,46,46.9%,65.3,,,,,
8,7,Randy Bullock,HOU,25,,16,0,,,7,6,15,13,8,7,5,4,35,30,55,85.7%,40,40,100.0%,86,5613,40,46.5%,65.3,,,,,
9,8,Graham Gano,CAR,27,,16,0,,,7,7,14,13,11,8,3,1,35,29,53,82.9%,34,34,100.0%,79,5196,61,77.2%,65.8,,,,,
10,9,Blair Walsh,MIN,24,,16,0,2,2,5,4,10,8,9,7,9,5,35,26,55,74.3%,29,29,100.0%,76,4792,48,63.2%,63.1,,,,,
11,10,Justin Tucker,BAL,25,,16,0,,,10,10,11,11,4,4,9,4,34,29,55,85.3%,42,42,100.0%,88,5704,60,68.2%,64.8,,,,,
12,11,Chandler Catanzaro,ARI,23,,16,0,,,5,5,14,12,11,10,3,2,33,29,51,87.9%,27,27,100.0%,76,5054,38,50.0%,66.5,,,,,
13,12,Mason Crosby,GNB,30,,16,0,,,7,7,11,10,8,6,7,4,33,27,55,81.8%,55,53,96.4%,102,6288,41,40.2%,61.6,,,,,
14,13,Mike Nugent,CIN,32,,16,0,,,6,6,12,10,12,10,3,,33,26,49,78.8%,39,39,100.0%,81,5316,37,45.7%,65.6,,,,,
15,14,Matt Bryant,ATL,39,,16,0,,,10,10,4,4,8,8,10,7,32,29,54,90.6%,40,40,100.0%,,,,,,,,,,
16,15,Shaun Suisham,PIT,33,,16,0,,,13,12,6,6,10,10,3,1,32,29,53,90.6%,45,45,100.0%,89,5552,32,36.0%,62.4,,,,,
17,16,Phil Dawson,SFO,39,,16,0,,,6,6,9,8,7,5,9,6,31,25,55,80.6%,33,33,100.0%,73,4721,32,43.8%,64.7,,,,,
18,17,Adam Vinatieri*+,IND,42,,16,0,,,10,10,10,10,8,7,3,3,31,30,53,96.8%,50,50,100.0%,,,,,,,,,,
19,18,Cairo Santos,KAN,23,,16,0,1,1,10,10,6,5,11,8,2,1,30,25,53,83.3%,38,38,100.0%,80,5085,26,32.5%,63.6,,,,,
20,19,Greg Zuerlein,STL,27,,16,0,1,1,7,6,12,10,3,2,7,5,30,24,56,80.0%,35,34,97.1%,73,4862,38,52.1%,66.6,,,,,
21,20,Dan Bailey,DAL,26,,16,0,,,6,6,7,6,9,8,7,5,29,25,56,86.2%,56,56,100.0%,98,6175,52,53.1%,63.0,,,,,
22,21,Billy Cundiff,CLE,34,,13,0,,,6,6,13,10,7,5,3,1,29,22,52,75.9%,28,28,100.0%,63,4169,39,61.9%,66.2,,,,,
23,22,Kai Forbath,WAS,27,,16,0,,,11,11,7,6,8,7,1,,27,24,49,88.9%,32,31,96.9%,54,3309,18,33.3%,61.3,,,,,
24,23,Nick Novak,SDG,33,,16,0,1,1,6,6,9,8,6,4,4,3,26,22,52,84.6%,40,40,100.0%,78,4751,10,12.8%,60.9,6,240,51,0,40.0
25,24,Josh Brown ,NYG,35,,16,0,1,1,7,6,9,9,5,4,4,4,26,24,53,92.3%,44,44,100.0%,82,5021,46,56.1%,61.2,,,,,
26,25,Matt Prater,2TM,30,,11,0,,,8,8,5,4,8,6,5,3,26,21,52,80.8%,21,21,100.0%,,,,,,,,,,
27,26,Josh Scobee ,JAX,32,,16,0,,,3,3,8,7,9,7,6,3,26,20,53,76.9%,23,23,100.0%,63,3819,37,58.7%,60.6,,,,,
28,27,Patrick Murray,TAM,23,,16,0,,,3,2,8,7,7,6,6,5,24,20,55,83.3%,31,31,100.0%,,,,,,,,,,
29,28,Shayne Graham,NOR,37,,16,0,,,6,6,9,9,5,3,2,1,22,19,50,86.4%,47,46,97.9%,2,20,,,10.0,,,,,
