,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Mason Crosby,GNB,36,k,11,0,1,1,1,1,5,5,4,4,2,2,13,13,53,100.0%,42,40,95.2%,52,3351,36,69.2%,64.4,,,,,
30,29,Dan Bailey,MIN,32,k,11,0,,,2,2,3,3,4,3,3,2,12,10,53,83.3%,27,26,96.3%,56,3310,36,64.3%,59.1,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Sam Sloman ,LAR,23,,7,0,,,3,2,5,5,2,1,1,,11,8,42,72.7%,21,18,85.7%,37,2385,22,59.5%,64.5,,,,,
33,31,Sam Ficken,NYJ,28,k,7,0,,,3,3,4,4,1,1,2,1,10,9,54,90.0%,10,8,80.0%,21,1302,13,61.9%,62.0,,,,,
34,32,Sergio Castillo,NYJ,30,k,4,0,,,2,1,3,3,2,1,2,2,9,7,55,77.8%,4,4,100.0%,,,,,,,,,,
35,33,Aldrick Rosas,JAX,26,,2,0,,,2,2,2,2,1,,3,2,8,6,54,75.0%,2,2,100.0%,6,384,4,66.7%,64.0,,,,,
36,34,Matt Gay,LAR,26,k,2,0,,,,,1,1,4,3,,,5,4,48,80.0%,5,5,100.0%,10,655,9,90.0%,65.5,,,,,
37,35,Josh Lambo,JAX,30,k,4,0,,,,,2,2,1,1,2,2,5,5,59,100.0%,10,8,80.0%,5,227,2,40.0%,45.4,,,,,
38,36,Kai Forbath,LAR,33,k,2,0,,,2,2,,,1,,,,3,2,23,66.7%,5,4,80.0%,9,585,4,44.4%,65.0,,,,,
39,37,Chase McLaughlin,JAX,24,k,2,0,,,,,1,1,1,1,1,1,3,3,52,100.0%,2,2,100.0%,,,,,,,,,,
40,38,Jonathan Brown,JAX,28,,1,0,,,,,2,1,,,,,2,1,31,50.0%,1,1,100.0%,1,9,,,9.0,,,,,
41,39,Stephen Hauschka,JAX,35,,1,0,,,1,,,,1,,,,2,,,0.0%,2,2,100.0%,,,,,,,,,,
42,40,Elliott Fry,ATL,26,,1,0,,,1,1,,,,,,,1,1,23,100.0%,2,1,50.0%,4,259,2,50.0%,64.8,,,,,
43,41,Austin Seibert,CLE,24,k,1,0,,,,,,,1,,,,1,,,0.0%,1,,0.0%,2,130,,,65.0,,,,,
44,42,Braden Mann,NYJ,23,p,11,0,,,,,,,,,,,,,,,,,,21,1356,10,47.6%,64.6,56,2525,60,0,45.1
45,43,Cameron Johnston,PHI,28,p,11,0,,,,,,,,,,,,,,,,,,1,58,,,58.0,50,2443,66,0,48.9
46,44,Pat O'Donnell,CHI,29,p,11,0,,,,,,,,,,,,,,,,,,,,,,,50,2325,64,0,46.5
47,45,Johnny Hekker,LAR,30,p,11,0,,,,,,,,,,,,,,,,,,,,,,,48,2237,63,0,46.6
48,46,Kevin Huber,CIN,35,p,11,0,,,,,,,,,,,,,,,,,,,,,,,48,2265,70,0,47.2
49,47,Matt Haack,MIA,26,p,11,0,,,,,,,,,,,,,,,,,,,,,,,46,2035,63,0,44.2
50,48,Sam Martin ,DEN,30,p,11,0,,,,,,,,,,,,,,,,,,2,114,,,57.0,45,2165,69,1,48.1
51,49,Tress Way,WAS,30,p,11,0,,,,,,,,,,,,,,,,,,,,,,,45,2187,61,0,48.6
52,50,Sam Koch,BAL,38,p,11,0,,,,,,,,,,,,,,,,,,,,,,,44,1994,59,0,45.3
53,51,Bradley Pinion,TAM,26,p,12,0,,,,,,,,,,,,,,,,,,73,4715,62,84.9%,64.6,44,1994,62,0,45.3
54,52,Jack Fox,DET,24,p,11,0,,,,,,,,,,,,,,,,,,49,3068,16,32.7%,62.6,42,2112,67,0,50.3
55,53,Ty Long,LAC,27,p,11,0,,,,,,,,,,,,,,,,,,58,3717,38,65.5%,64.1,42,1961,63,3,46.7
56,54,Riley Dixon,NYG,27,p,11,0,,,,,,,,,,,,,,,,,,,,,,,41,1824,71,0,44.5
57,55,Mitch Wishnowsky,SFO,28,p,11,0,,,,,,,,,,,,,,,,,,46,2914,28,60.9%,63.3,41,1984,60,1,48.4
58,56,Bryan Anger,HOU,32,p,11,0,,,,,,,,,,,,,,,,,,,,,,,40,1871,67,0,46.8
59,57,Logan Cooke,JAX,25,p,11,0,,,,,,,,,,,,,,,,,,39,2372,22,56.4%,60.8,40,1877,67,0,46.9
60,58,Michael Dickson,SEA,24,p,11,0,,,,,,,,,,,,,,,,,,2,26,,,13.0,40,1991,67,0,49.8
61,59,Thomas Morstead,NOR,34,p,11,0,,,,,,,,,,,,,,,,,,1,33,,,33.0,40,1677,57,0,41.9
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Sterling Hofrichter,ATL,24,p,11,0,,,,,,,,,,,,,,,,,,14,863,8,57.1%,61.6,38,1571,56,0,41.3
64,61,Britton Colquitt,MIN,35,p,11,0,,,,,,,,,,,,,,,,,,2,105,,,52.5,36,1625,59,2,45.1
65,62,Andy Lee ,ARI,38,p,11,0,,,,,,,,,,,,,,,,,,1,60,,,60.0,36,1582,58,0,43.9
66,63,Jamie Gillan ,CLE,23,p,11,0,,,,,,,,,,,,,,,,,,1,55,,,55.0,34,1520,59,0,44.7
67,64,Tommy Townsend,KAN,24,p,11,0,,,,,,,,,,,,,,,,,,,,,,,33,1539,67,0,46.6
68,65,JK Scott,GNB,25,p,11,0,,,,,,,,,,,,,,,,,,16,965,4,25.0%,60.3,32,1435,62,1,44.8
69,66,Rigoberto Sanchez,IND,26,p,11,0,,,,,,,,,,,,,,,,,,62,3878,29,46.8%,62.5,31,1464,60,1,47.2
70,67,Jake Bailey,NWE,23,p,11,0,,,,,,,,,,,,,,,,,,53,3372,34,64.2%,63.6,30,1444,64,0,48.1
71,68,AJ Cole III,LVR,25,p,11,0,,,,,,,,,,,,,,,,,,,,,,,30,1321,63,0,44.0
72,69,Joseph Charlton,CAR,23,p,12,0,,,,,,,,,,,,,,,,,,,,,,,29,1351,67,0,46.6
73,70,Jordan Berry ,PIT,29,p,6,0,,,,,,,,,,,,,,,,,,,,,,,28,1294,62,0,46.2
74,71,Corey Bojorquez,BUF,24,p,11,0,,,,,,,,,,,,,,,,,,,,,,,28,1396,72,0,49.9
75,72,Chris Jones,DAL,31,p,8,0,,,,,,,,,,,,,,,,,,2,116,,,58.0,24,1022,54,0,42.6
76,73,Brett Kern,TEN,34,p,8,0,,,,,,,,,,,,,,,,,,,,,,,24,1125,66,0,46.9
77,74,Dustin Colquitt,PIT,38,,5,0,,,,,,,,,,,,,,,,,,,,,,,20,861,59,0,43.1
78,75,Ryan Allen,TEN,30,p,1,0,,,,,,,,,,,,,,,,,,,,,,,8,404,65,0,50.5
79,76,Hunter Niswander,DAL,26,p,3,0,,,,,,,,,,,,,,,,,,,,,,,7,331,58,0,47.3
80,77,Trevor Daniel,TEN,26,,2,0,,,,,,,,,,,,,,,,,,,,,,,4,157,52,1,39.3
81,78,Brandon Wright,JAX,23,,1,0,,,,,,,,,,,,,,,2,1,50.0%,,,,,,,,,,
