,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Andre Roberts,BUF,32,,11,0,19,217,0,38,11.4,24,692,0,60,28.8,928
3,2,Ray-Ray McCloud,PIT,24,wr,11,2,19,235,0,57,12.4,18,415,0,49,23.1,793
4,3,Kalif Raymond,TEN,26,wr,11,3,21,195,0,40,9.3,15,275,0,30,18.3,654
5,4,Deonte Harris,NOR,23,wr,9,2,17,207,0,42,12.2,16,436,0,75,27.3,880
6,5,Pharoh Cooper,CAR,25,,12,0,14,89,0,20,6.4,18,430,0,38,23.9,531
7,6,Jakeem Grant,MIA,28,wr,11,2,23,319,1,88,13.9,6,129,0,45,21.5,724
8,7,Cordarrelle Patterson,CHI,29,wr,11,3,,,,,,28,828,1,104,29.6,1078
9,8,Donovan Peoples-Jones,CLE,21,wr,8,1,11,61,0,13,5.5,17,368,0,33,21.6,501
10,9,Jaydon Mickens,TAM,26,,9,0,15,99,0,14,6.6,12,289,0,34,24.1,446
11,10,Brandon Powell,ATL,25,,11,0,11,96,0,24,8.7,16,321,0,29,20.1,468
12,11,Nsimba Webster,LAR,24,,11,0,16,84,0,15,5.3,8,170,0,30,21.3,254
13,12,DeAndre Carter ,2TM,27,,10,0,11,96,0,19,8.7,12,250,0,29,20.8,354
14,13,Gunner Olszewski,NWE,24,wr,8,2,6,97,0,58,16.2,17,397,0,33,23.4,527
15,14,Jamal Agnew,DET,25,wr,9,1,7,59,0,19,8.4,15,384,0,35,25.6,506
16,15,Tony Pollard,DAL,23,rb,11,1,,,,,,22,482,0,67,21.9,848
17,16,Mecole Hardman,KAN,22,wr,11,6,14,86,0,16,6.1,7,148,0,31,21.1,684
18,17,Nyheim Hines,IND,24,rb,11,2,19,160,0,21,8.4,2,51,0,27,25.5,781
19,18,James Proche,BAL,24,,11,0,21,175,0,17,8.3,,,,,,189
20,19,Joe Reed,LAC,22,,9,0,,,,,,21,435,0,46,20.7,464
21,20,Brandon Wilson,CIN,26,,11,0,,,,,,21,571,1,103,27.2,571
22,21,Danny Johnson,WAS,25,,9,0,1,3,0,3,3.0,19,415,0,46,21.8,418
23,22,Isaiah Rodgers,IND,22,,9,0,1,12,0,12,12.0,18,537,1,101,29.8,549
24,23,Steven Sims,WAS,23,wr,7,2,16,96,0,19,6.0,3,42,0,20,14.0,312
25,24,CeeDee Lamb ,DAL,21,wr,11,9,18,152,0,27,8.4,,,,,,847
26,25,K.J. Osborn,MIN,23,,7,0,4,6,0,6,1.5,13,289,0,38,22.2,295
27,26,Diontae Spencer,DEN,28,,7,0,9,92,0,41,10.2,8,149,0,28,18.6,257
28,27,Chase Edmonds,ARI,24,rb,11,2,,,,,,16,341,0,42,21.3,996
29,28,Alex Erickson ,CIN,28,,11,0,16,169,0,29,10.6,,,,,,191
30,29,Boston Scott,PHI,25,rb,11,3,,,,,,16,322,0,40,20.1,779
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Devin Duvernay ,BAL,23,wr,11,1,,,,,,15,440,1,93,29.3,680
33,31,Greg Ward,PHI,25,wr,11,7,15,107,0,22,7.1,,,,,,397
34,32,Braxton Berrios,NYJ,25,wr,11,2,5,36,0,16,7.2,9,167,0,28,18.6,439
35,33,Marquez Callaway,NOR,22,wr,9,1,10,106,0,19,10.6,4,94,0,29,23.5,336
36,34,Christian Kirk,ARI,24,wr,10,8,14,55,0,23,3.9,,,,,,554
37,35,David Moore,SEA,25,wr,11,4,10,99,0,20,9.9,3,47,0,21,15.7,524
38,36,Hunter Renfrow,LVR,25,wr,11,4,13,133,0,27,10.2,,,,,,642
39,37,Tyler Ervin ,GNB,27,,7,0,4,20,0,11,5.0,8,141,0,34,17.6,312
40,38,Travis Homer,SEA,22,,9,0,,,,,,12,291,0,44,24.3,469
41,39,Darrius Shepherd,GNB,25,,8,0,1,6,0,6,6.0,11,227,0,30,20.6,279
42,40,Corey Ballentine,2TM,24,,10,2,,,,,,11,241,0,35,21.9,241
43,41,Chris Claybrooks ,JAX,23,cb,10,2,2,-1,0,0,-0.5,9,191,0,39,21.2,190
44,42,Jabrill Peppers ,NYG,25,ss,10,9,11,130,0,20,11.8,,,,,,136
45,43,Dwayne Harris,CHI,33,,3,0,10,81,0,19,8.1,,,,,,81
46,44,K.J. Hill,LAC,23,,10,0,10,72,0,30,7.2,,,,,,95
47,45,Dion Lewis,NYG,30,,11,0,,,,,,10,221,0,44,22.1,403
48,46,Jalen Richard,LVR,27,,9,0,,,,,,10,240,0,44,24.0,413
49,47,Keelan Cole,JAX,27,wr,11,4,6,127,1,91,21.2,3,80,0,40,26.7,706
50,48,Ameer Abdullah,MIN,27,,11,0,,,,,,8,166,0,29,20.8,196
51,49,Diontae Johnson ,PIT,24,WR,10,10,7,50,0,18,7.1,1,24,0,24,24.0,670
52,50,Cooper Kupp,LAR,27,WR,11,10,8,49,0,10,6.1,,,,,,845
53,51,Trent Taylor,SFO,26,wr,11,1,8,98,0,20,12.3,,,,,,184
54,52,Dede Westbrook,JAX,27,,2,0,4,44,0,13,11.0,4,89,0,26,22.3,137
55,53,Cameron Batson,TEN,25,wr,7,1,,,,,,7,148,0,35,21.1,242
56,54,Tyrie Cleveland,DEN,23,,8,0,,,,,,7,157,0,30,22.4,164
57,55,Josh Malone,NYJ,24,,4,0,,,,,,7,140,0,40,20.0,168
58,56,Jerick McKinnon ,SFO,28,rb,11,4,,,,,,7,151,0,30,21.6,663
59,57,Byron Pringle,KAN,27,wr,10,2,,,,,,7,247,1,102,35.3,355
60,58,Chad Beebe,MIN,26,,9,0,5,7,0,7,1.4,1,19,0,19,19.0,152
61,59,Richie James,SFO,25,wr,6,3,3,20,0,12,6.7,3,60,0,21,20.0,319
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,D'Ernest Johnson,CLE,24,,11,0,1,0,0,0,0.0,5,133,0,43,26.6,284
64,61,Desmond King,2TM,26,,10,6,6,17,0,7,2.8,,,,,,80
65,62,D.J. Reed,SEA,24,fs,5,3,2,19,0,12,9.5,4,115,0,49,28.8,135
