,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,,2020 Season,w/ Team,Career,Playoffs,w/ Team,Career,,,,,,,,,,,,,,,,,
1,Coach,Tm,G,W,L,T,G,W,L,T,G,W,L,T,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,Remark
2,Kliff Kingsbury,ARI,11,6,5,0,27,11,15,1,27,11,15,1,,,,,,,,,,
3,Raheem Morris,ATL,6,4,2,0,6,4,2,0,54,21,33,0,,,,,,,0,0,0,
4,Dan Quinn,ATL,5,0,5,0,85,43,42,0,85,43,42,0,,,,5,3,2,5,3,2,
5,John Harbaugh,BAL,11,6,5,0,203,124,79,0,203,124,79,0,,,,17,10,7,17,10,7,
6,Sean McDermott,BUF,11,8,3,0,59,33,26,0,59,33,26,0,,,,2,0,2,2,0,2,
7,Matt Rhule,CAR,12,4,8,0,12,4,8,0,12,4,8,0,,,,,,,,,,
8,Matt Nagy,CHI,11,5,6,0,43,25,18,0,43,25,18,0,,,,1,0,1,1,0,1,
9,Zac Taylor,CIN,11,2,8,1,27,4,22,1,27,4,22,1,,,,,,,,,,
10,Kevin Stefanski,CLE,11,8,3,0,11,8,3,0,11,8,3,0,,,,,,,,,,
11,Mike McCarthy,DAL,11,3,8,0,11,3,8,0,215,128,85,2,,,,,,,18,10,8,
12,Vic Fangio,DEN,11,4,7,0,27,11,16,0,27,11,16,0,,,,,,,,,,
13,Darrell Bevell,DET,0,,,,0,,,,0,,,,,,,,,,,,,Interim coach after Week 12
14,Matt Patricia,DET,11,4,7,0,43,13,29,1,43,13,29,1,,,,,,,,,,
15,Matt LaFleur,GNB,11,8,3,0,27,21,6,0,27,21,6,0,,,,2,1,1,2,1,1,
16,Bill O'Brien,HOU,4,0,4,0,100,52,48,0,100,52,48,0,,,,6,2,4,6,2,4,Fired after week 4
17,Romeo Crennel,HOU,7,4,3,0,7,4,3,0,90,32,58,0,,,,,,,0,0,0,
18,Frank Reich,IND,11,7,4,0,43,24,19,0,43,24,19,0,,,,2,1,1,2,1,1,
19,Doug Marrone,JAX,11,1,10,0,61,23,38,0,93,38,55,0,,,,3,2,1,3,2,1,
20,Andy Reid,KAN,11,10,1,0,123,87,36,0,347,217,129,1,,,,10,5,5,29,15,14,
21,Anthony Lynn,LAC,11,3,8,0,59,29,30,0,60,29,31,0,,,,2,1,1,2,1,1,
22,Sean McVay,LAR,11,7,4,0,59,40,19,0,59,40,19,0,,,,4,2,2,4,2,2,
23,Jon Gruden,LVR,11,6,5,0,107,55,52,0,219,112,107,0,,,,4,2,2,9,5,4,
24,Brian Flores,MIA,11,7,4,0,27,12,15,0,27,12,15,0,,,,,,,,,,
25,Mike Zimmer,MIN,11,5,6,0,107,62,44,1,107,62,44,1,,,,5,2,3,5,2,3,
26,Sean Payton,NOR,11,9,2,0,219,140,79,0,219,140,79,0,,,,15,8,7,15,8,7,
27,Bill Belichick,NWE,11,5,6,0,331,242,89,0,411,278,133,0,,,,41,30,11,43,31,12,
28,Joe Judge,NYG,11,4,7,0,11,4,7,0,11,4,7,0,,,,,,,,,,
29,Adam Gase,NYJ,11,0,11,0,27,7,20,0,75,30,45,0,,,,,,,1,0,1,
30,Doug Pederson,PHI,11,3,7,1,75,41,33,1,75,41,33,1,,,,6,4,2,6,4,2,
31,Mike Tomlin,PIT,11,11,0,0,219,144,74,1,219,144,74,1,,,,15,8,7,15,8,7,
32,Pete Carroll,SEA,11,8,3,0,171,108,62,1,235,141,93,1,,,,17,10,7,20,11,9,
33,Kyle Shanahan,SFO,11,5,6,0,59,28,31,0,59,28,31,0,,,,3,2,1,3,2,1,
34,Bruce Arians,TAM,12,7,5,0,28,14,14,0,108,63,44,1,,,,,,,3,1,2,
35,Mike Vrabel,TEN,11,8,3,0,43,26,17,0,43,26,17,0,,,,3,2,1,3,2,1,
36,Ron Rivera,WAS,11,4,7,0,11,4,7,0,151,80,70,1,,,,,,,7,3,4,
