,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Ryan Longwell ,MIN,36,,16,0,,,7,7,9,8,2,2,,,18,17,48,94.4%,31,30,96.8%,65,4047,3,4.6%,62.3,,,,,
30,29,Matt Prater,DEN,26,,12,0,,,3,3,7,7,5,4,3,2,18,16,59,88.9%,29,28,96.6%,57,3688,20,35.1%,64.7,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Dave Rayner,DET,28,,8,0,,,3,3,3,3,8,5,2,2,16,13,55,81.3%,16,16,100.0%,34,2136,2,5.9%,62.8,,,,,
33,31,Shaun Suisham,PIT,29,,7,0,1,1,4,4,1,1,9,8,,,15,14,48,93.3%,19,19,100.0%,40,2323,2,5.0%,58.1,3,115,39,0,38.3
34,32,Jason Hanson,DET,40,,8,0,,,1,1,4,4,5,4,4,3,14,12,52,85.7%,19,19,100.0%,40,2458,1,2.5%,61.5,,,,,
35,33,Stephen Gostkowski,NWE,26,,8,0,,,2,2,7,6,3,2,1,,13,10,43,76.9%,26,26,100.0%,42,2750,15,35.7%,65.5,,,,,
36,34,Joe Nedney,SFO,37,,9,0,,,6,6,2,2,2,1,3,2,13,11,51,84.6%,17,17,100.0%,37,2420,4,10.8%,65.4,,,,,
37,35,Shayne Graham,2TM,33,,9,0,1,1,5,5,5,5,1,1,,,12,12,41,100.0%,41,39,95.1%,62,3800,3,4.8%,61.3,,,,,
38,36,Clint Stitser,CIN,25,,5,0,,,,,,,,,,,8,7,47,87.5%,10,8,80.0%,23,1312,,,57.0,,,,,
39,37,Stephen Hauschka,DEN,25,,4,0,,,1,1,3,3,3,2,,,7,6,46,85.7%,10,10,100.0%,20,1224,2,10.0%,61.2,,,,,
40,38,John Carney,NOR,46,,2,0,,,2,1,4,4,,,,,6,5,32,83.3%,3,3,100.0%,1,11,,,11.0,,,,,
41,39,Kris Brown,SDG,34,,3,0,,,1,1,3,3,,,1,,5,4,36,80.0%,8,8,100.0%,17,978,1,5.9%,57.5,,,,,
42,40,Shane Andrus,SFO,30,,2,0,,,1,1,2,1,1,,,,4,2,38,50.0%,3,3,100.0%,6,359,,,59.8,,,,,
43,41,Aaron Pettrey,CIN,24,,2,0,1,1,2,1,,,1,,,,4,2,28,50.0%,5,5,100.0%,8,491,1,12.5%,61.4,,,,,
44,42,Jason Baker,CAR,32,,16,0,,,,,,,,,,,,,,,,,,,,,,,95,4097,60,0,43.1
45,43,Ben Graham,ARI,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,94,4080,65,0,43.4
46,44,Donnie Jones ,STL,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,94,4276,63,0,45.5
47,45,Andy Lee ,SFO,28,,16,0,,,,,,,,,,,,,,,,,,2,100,,,50.0,91,4203,64,0,46.2
48,46,Nick Harris,DET,32,,16,0,,,,,,,,,,,,,,,,,,3,168,,,56.0,90,4018,66,0,44.6
49,47,Dustin Colquitt,KAN,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,88,3908,72,1,44.4
50,48,Britton Colquitt,DEN,25,,16,0,,,,,,,,,,,,,,,,,,1,69,,,69.0,86,3835,63,0,44.6
51,49,Steve Weatherford,NYJ,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,84,3581,61,0,42.6
52,50,Chris Kluwe,MIN,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,83,3569,59,0,43.0
53,51,Brad Maynard,CHI,36,,16,0,,,,,,,,,,,,,,,,,,1,53,,,53.0,83,3326,56,0,40.1
54,52,Sam Koch,BAL,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,81,3530,60,0,43.6
55,53,Reggie Hodges,CLE,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,78,3424,59,0,43.9
56,54,Jon Ryan,SEA,29,,16,0,,,,,,,,,,,,,,,,,,1,66,,,66.0,78,3254,63,0,41.7
57,55,Brett Kern,TEN,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,77,3302,68,0,42.9
58,56,Shane Lechler*+,OAK,34,,16,0,,,,,,,,,,,,,,,,,,,,,,,77,3618,68,0,47.0
59,57,Brian Moorman,BUF,34,,16,0,,,,,,,,,,,,,,,,,,1,35,,,35.0,75,3181,61,0,42.4
60,58,Michael Koenen,ATL,28,,16,0,,,,,,,,,,,,,,,,,,88,5926,23,26.1%,67.3,74,3014,61,1,40.7
61,59,Brandon Fields,MIA,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,73,3369,69,2,46.2
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Saverio Rocca,PHI,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,73,3195,63,0,43.8
64,61,Matt Dodge,NYG,23,,16,0,,,,,,,,,,,,,,,,,,2,117,,,58.5,72,3222,69,1,44.8
65,62,Kevin Huber,CIN,25,,16,0,,,,,,,,,,,,,,,,,,1,62,,,62.0,71,2992,72,1,42.1
66,63,Tim Masthay,GNB,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,71,3114,62,0,43.9
67,64,Pat McAfee,IND,23,,15,0,,,,,,,,,,,,,,,,,,84,5595,16,19.0%,66.6,65,2731,66,0,42.0
68,65,Mat McBriar*,DAL,31,,16,0,,,,,,,,,,,,,,,,,,1,69,,,69.0,65,3115,65,1,47.9
69,66,Matt Turk,HOU,42,,16,0,,,,,,,,,,,,,,,,,,,,,,,63,2650,60,0,42.1
70,67,Zoltan Mesko,NWE,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,58,2505,65,0,43.2
71,68,Thomas Morstead,NOR,24,,16,0,,,,,,,,,,,,,,,,,,49,3315,10,20.4%,67.7,57,2618,64,0,45.9
72,69,Adam Podlesh,JAX,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,57,2496,63,0,43.8
73,70,Hunter Smith,WAS,33,,9,0,,,,,,,,,,,,,,,,,,1,15,,,15.0,57,2310,56,1,40.5
74,71,Daniel Sepulveda,PIT,26,,12,0,,,,,,,,,,,,,,,,,,,,,,,56,2550,62,0,45.5
75,72,Robert Malone ,TAM,22,,12,0,,,,,,,,,,,,,,,,,,,,,,,52,2160,64,0,41.5
76,73,Mike Scifres,SDG,30,,16,0,,,,,,,,,,,,,,,,,,7,371,1,14.3%,53.0,52,2430,67,4,46.7
77,74,Chris Bryan,TAM,28,,4,0,,,,,,,,,,,,,,,,,,,,,,,23,860,57,0,37.4
78,75,Jeremy Kapinos,2TM,26,,5,0,,,,,,,,,,,,,,,,,,8,481,,,60.1,18,755,59,0,41.9
79,76,Sam Paulescu,WAS,26,,3,0,,,,,,,,,,,,,,,,,,,,,,,17,700,52,0,41.2
80,77,Josh Bidwell,WAS,34,,4,0,,,,,,,,,,,,,,,,,,,,,,,15,625,52,0,41.7
81,78,Ben Roethlisberger,PIT,28,QB,12,12,,,,,,,,,,,,,,,,,,,,,,,1,35,35,0,35.0
82,79,Ndamukong Suh*+,DET,23,LDT,16,16,,,,,,,,,,,,,,,1,,0.0%,,,,,,,,,,
83,80,Wes Welker*,NWE,29,WR,15,11,,,,,,,,,,,,,,,1,1,100.0%,1,45,,,45.0,,,,,
