,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Danny Amendola,STL,25,wr,16,6,40,452,0,42,11.3,50,1142,0,84,22.8,2364
3,2,Marc Mariani*,TEN,23,,16,0,27,329,1,87,12.2,60,1530,1,98,25.5,1859
4,3,Stefan Logan,DET,29,,16,0,30,362,0,71,12.1,55,1448,1,105,26.3,1909
5,4,Brandon Banks,WAS,23,,13,0,38,431,0,53,11.3,46,1155,1,96,25.1,1602
6,5,Leon Washington,SEA,28,,16,0,22,249,0,84,11.3,57,1461,3,101,25.6,1889
7,6,Darren Sproles ,SDG,27,,16,3,24,166,0,16,6.9,51,1257,0,45,24.6,2210
8,7,Micheal Spurlock,TAM,27,,16,1,28,193,0,23,6.9,44,1129,1,89,25.7,1572
9,8,Ted Ginn Jr.,SFO,25,,13,0,24,321,1,78,13.4,47,992,0,61,21.1,1487
10,9,Javier Arenas,KAN,23,,16,2,39,322,0,36,8.3,24,509,0,35,21.2,836
11,10,Josh Cribbs,CLE,27,WR,15,5,20,168,0,17,8.4,40,814,0,37,20.4,1340
12,11,Eric Weems*,ATL,25,,16,4,18,230,1,55,12.8,40,1100,1,102,27.5,1391
13,12,LaRod Stephens-Howling,ARI,23,,13,2,,,,,,57,1548,2,102,27.2,1772
14,13,Bernard Scott,CIN,26,,16,0,,,,,,56,1257,0,60,22.4,1616
15,14,C.J. Spiller,BUF,23,,14,1,12,175,0,34,14.6,44,1014,1,95,23.0,1629
16,15,Jacoby Ford,OAK,23,WR,16,9,,,,,,53,1280,3,101,24.2,1905
17,16,Jacoby Jones,HOU,26,wr,15,7,29,204,0,39,7.0,23,494,0,35,21.5,1267
18,17,Deji Karim,JAX,24,,11,0,,,,,,50,1248,0,65,25.0,1418
19,18,Brad Smith,NYJ,27,,16,2,,,,,,50,1432,2,97,28.6,1775
20,19,Andre Roberts,ARI,22,,15,2,35,263,0,25,7.5,14,326,0,47,23.3,896
21,20,Mike Goodson,CAR,23,,16,3,,,,,,47,1034,0,46,22.0,1783
22,21,Devin Hester*+,CHI,28,WR,16,13,33,564,3,89,17.1,12,427,0,79,35.6,1496
23,22,Jorrick Calvin,PHI,23,,12,0,12,125,0,44,10.4,32,692,0,41,21.6,817
24,23,Darius Reynaud,NYG,26,,9,0,23,132,0,20,5.7,21,386,0,31,18.4,518
25,24,Brandon Tate,NWE,23,WR,16,10,1,4,0,4,4.0,41,1057,2,103,25.8,1555
26,25,Tramon Williams*,GNB,27,RCB,16,16,41,326,0,52,8.0,,,,,,418
27,26,Percy Harvin,MIN,22,WR,14,13,,,,,,40,933,1,95,23.3,1908
28,27,Greg Camarillo,MIN,28,,16,1,39,359,0,52,9.2,,,,,,599
29,28,Dexter McCluster,KAN,21,WR,11,7,13,202,1,94,15.5,26,527,0,36,20.3,1009
30,29,Steve Slaton,HOU,24,,12,1,,,,,,39,767,0,50,19.7,871
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Nick Miller,OAK,23,,9,0,35,257,0,46,7.3,2,37,0,27,18.5,334
33,31,Antonio Brown ,PIT,22,,9,0,19,110,0,21,5.8,17,397,1,89,23.4,674
34,32,Mike Thomas,JAX,23,WR,16,11,34,358,1,78,10.5,,,,,,1292
35,33,Quan Cosby,CIN,28,,16,0,30,225,0,20,7.5,3,44,0,18,14.7,285
36,34,Danieal Manning,CHI,28,SS,16,16,,,,,,33,816,0,62,24.7,816
37,35,Courtney Roby,NOR,27,,13,0,,,,,,33,785,0,39,23.8,785
38,36,Captain Munnerlyn,CAR,22,lcb,16,5,30,327,0,37,10.9,2,87,0,64,43.5,451
39,37,Bryan McCann,DAL,23,,9,0,8,165,1,97,20.6,23,507,0,38,22.0,773
40,38,Eddie Royal,DEN,24,WR,16,10,25,298,0,33,11.9,5,107,0,33,21.4,1093
41,39,Emmanuel Sanders ,PIT,23,,13,1,4,60,0,38,15.0,25,628,0,48,25.1,1064
42,40,Will Blackmon,NYG,26,,5,0,14,94,0,22,6.7,13,238,0,42,18.3,332
43,41,Dez Bryant,DAL,22,,12,2,15,215,2,93,14.3,12,293,0,43,24.4,1069
44,42,Nolan Carroll,MIA,23,,13,1,,,,,,27,655,0,46,24.3,656
45,43,Davone Bess,MIA,25,wr,16,8,25,284,0,47,11.4,,,,,,1101
46,44,Akwasi Owusu-Ansah,DAL,22,,7,0,,,,,,25,543,0,41,21.7,543
47,45,Jalen Parmele,BAL,25,,16,0,,,,,,24,562,0,39,23.4,562
48,46,Tiquan Underwood,JAX,23,,10,0,,,,,,24,561,0,53,23.4,672
49,47,Patrick Cobbs,MIA,27,,16,1,,,,,,23,448,0,40,19.5,539
50,48,Eric Decker,DEN,23,,14,0,,,,,,22,556,0,51,25.3,662
51,49,Jordy Nelson,GNB,25,,16,4,,,,,,22,496,0,51,22.5,1081
52,50,Julian Edelman,NWE,24,,15,3,21,321,1,94,15.3,,,,,,421
53,51,Brandon James,IND,23,,3,0,7,35,0,14,5.0,14,229,0,26,16.4,304
54,52,Jim Leonhard,NYJ,28,SS,11,11,21,238,0,32,11.3,,,,,,239
55,53,David Reed,BAL,23,,13,0,,,,,,21,616,1,103,29.3,631
56,54,Sam Shields,GNB,23,db,14,6,0,-1,0,-1,,21,452,0,49,21.5,451
57,55,Danny Ware,NYG,25,,14,0,,,,,,21,432,0,37,20.6,572
58,56,Lardarius Webb,BAL,25,,15,0,21,199,0,35,9.5,,,,,,231
59,57,DeSean Jackson*,PHI,24,WR,14,14,20,231,1,65,11.6,,,,,,1391
60,58,Leodis McKelvin,BUF,25,LCB,16,14,6,24,0,25,4.0,14,265,0,49,18.9,299
61,59,Tom Zbikowski,BAL,25,fs,8,6,16,101,0,20,6.3,3,48,0,20,16.0,149
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Lorenzo Booker,MIN,26,,4,0,,,,,,18,429,0,49,23.8,461
64,61,Johnnie Lee Higgins,OAK,27,,13,1,17,123,0,53,7.2,,,,,,226
65,62,Golden Tate,SEA,22,,11,0,16,202,0,63,12.6,1,10,0,10,10.0,443
