,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
21,22,Terrell Owens*+,PHI,31,WR,14,14,127,77,60.6%,1200,15.6,14,51,59,9.4,5.5,85.7,2
22,23,Reggie Wayne,IND,26,WR,16,16,115,77,67.0%,1210,15.7,12,59,71,10.5,4.8,75.6,0
23,24,Jimmy Smith,JAX,35,WR,16,16,137,74,54.0%,1172,15.8,6,52,65,8.6,4.6,73.3,2
24,25,T.J. Houshmandzadeh,CIN,27,WR,16,13,108,73,67.6%,978,13.4,4,48,62,9.1,4.6,61.1,0
25,26,Randy McMichael,MIA,25,TE,16,16,118,73,61.9%,791,10.8,4,43,42,6.7,4.6,49.4,2
26,27,Brian Westbrook *,PHI,25,RB,13,12,87,73,83.9%,703,9.6,6,30,50,8.1,5.6,54.1,1
27,28,Jermaine Wiggins,MIN,29,TE,14,13,92,71,77.2%,705,9.9,4,33,39,7.7,5.1,50.4,1
28,29,Keyshawn Johnson,DAL,32,WR,16,16,124,70,56.5%,981,14.0,6,53,39,7.9,4.4,61.3,1
29,30,Chris Chambers,MIA,26,WR,15,15,140,69,49.3%,898,13.0,7,44,76,6.4,4.6,59.9,1
30,31,Nate Burleson,MIN,23,WR,16,15,102,68,66.7%,1006,14.8,9,50,68,9.9,4.3,62.9,1
31,32,Brandon Stokley,IND,28,,16,3,102,68,66.7%,1077,15.8,10,54,69,10.6,4.3,67.3,1
32,33,Domanick Williams,HOU,24,RB,15,15,84,68,81.0%,588,8.6,1,27,38,7.0,4.5,39.2,4
33,34,Jerry Porter,OAK,26,WR,16,16,136,64,47.1%,998,15.6,9,47,52,7.3,4.0,62.4,2
34,35,Eddie Kennison,KAN,31,WR,14,14,106,62,58.5%,1086,17.5,8,47,70,10.2,4.4,77.6,1
35,36,Jeremy Shockey,NYG,24,TE,15,15,97,61,62.9%,666,10.9,6,31,38,6.9,4.1,44.4,1
36,37,Antonio Bryant,2TM,23,,15,8,99,58,58.6%,812,14.0,4,0,55,8.2,3.9,54.1,1
37,38,Larry Fitzgerald,ARI,21,WR,16,16,115,58,50.4%,780,13.4,8,37,48,6.8,3.6,48.8,1
38,39,Donte' Stallworth,NOR,24,WR,16,10,106,58,54.7%,767,13.2,5,35,45,7.2,3.6,47.9,0
39,40,Anquan Boldin,ARI,24,WR,10,9,104,56,53.8%,623,11.1,1,34,31,6.0,5.6,62.3,1
40,41,David Givens,NWE,24,WR,15,12,106,56,52.8%,874,15.6,3,47,50,8.2,3.7,58.3,0
41,42,Thomas Jones,CHI,26,RB,14,14,72,56,77.8%,427,7.6,0,17,45,5.9,4.0,30.5,2
42,43,Justin McCareins,NYJ,26,WR,16,16,90,56,62.2%,770,13.8,4,43,43,8.6,3.5,48.1,3
43,44,Johnnie Morton,KAN,33,WR,13,12,79,55,69.6%,795,14.5,3,38,52,10.1,4.2,61.2,2
44,45,Dennis Northcutt,CLE,27,WR,16,11,94,55,58.5%,806,14.7,2,25,58,8.6,3.4,50.4,2
45,46,Ashley Lelie,DEN,24,WR,16,16,101,54,53.5%,1084,20.1,7,40,58,10.7,3.4,67.8,0
46,47,Roy Williams,DET,23,WR,14,12,118,54,45.8%,817,15.1,8,34,46,6.9,3.9,58.4,1
47,48,LaDainian Tomlinson*+,SDG,25,RB,15,15,66,53,80.3%,441,8.3,1,16,74,6.7,3.5,29.4,6
48,49,Tiki Barber*,NYG,29,RB,16,14,79,52,65.8%,578,11.1,2,20,62,7.3,3.3,36.1,5
49,50,Rod Gardner,WAS,27,WR,16,14,106,51,48.1%,650,12.7,5,30,51,6.1,3.2,40.6,0
50,51,Edgerrin James*,IND,26,RB,16,16,60,51,85.0%,483,9.5,0,20,56,8.1,3.2,30.2,6
51,52,Amani Toomer,NYG,30,WR,15,14,107,51,47.7%,747,14.6,0,39,48,7.0,3.4,49.8,1
52,53,Marty Booker,MIA,28,WR,15,15,105,50,47.6%,638,12.8,1,30,45,6.1,3.3,42.5,0
53,54,Ronald Curry,OAK,25,,12,3,70,50,71.4%,679,13.6,6,32,63,9.7,4.2,56.6,1
54,55,Troy Edwards,JAX,27,,16,4,80,50,62.5%,533,10.7,1,25,36,6.7,3.1,33.3,3
55,56,Marshall Faulk,STL,31,RB,14,14,65,50,76.9%,310,6.2,1,12,25,4.8,3.6,22.1,2
56,57,Ike Hilliard,NYG,28,WR,16,15,81,49,60.5%,437,8.9,0,22,43,5.4,3.1,27.3,3
57,58,Bryant Johnson ,ARI,23,WR,16,11,102,49,48.0%,537,11.0,1,29,40,5.3,3.1,33.6,1
58,59,Randy Moss,MIN,27,WR,13,13,86,49,57.0%,767,15.7,13,43,82,8.9,3.8,59.0,1
59,60,Alge Crumpler*,ATL,27,TE,14,14,74,48,64.9%,774,16.1,6,32,49,10.5,3.4,55.3,1
60,61,Lee Evans,BUF,23,WR,16,11,74,48,64.9%,843,17.6,9,37,69,11.4,3.0,52.7,1
61,62,Keary Colbert,CAR,22,WR,15,15,92,47,51.1%,754,16.0,5,32,63,8.2,3.1,50.3,1
62,63,Eric Parker,SDG,25,WR,15,13,71,47,66.2%,690,14.7,4,33,79,9.7,3.1,46.0,5
63,64,Marcus Robinson,MIN,29,wr,16,7,79,47,59.5%,657,14.0,8,31,50,8.3,2.9,41.1,1
64,65,Cedrick Wilson,SFO,26,WR,15,15,85,47,55.3%,641,13.6,3,35,39,7.5,3.1,42.7,0
65,66,Nick Goings,CAR,26,RB,16,8,61,45,73.8%,394,8.8,1,17,37,6.5,2.8,24.6,1
66,67,Freddie Jones,ARI,30,TE,16,15,74,45,60.8%,426,9.5,2,16,40,5.8,2.8,26.6,0
67,68,Santana Moss,NYJ,25,WR,15,14,78,45,57.7%,838,18.6,5,35,69,10.7,3.0,55.9,2
68,69,Peerless Price,ATL,28,WR,16,15,106,45,42.5%,575,12.8,3,28,50,5.4,2.8,35.9,0
69,70,Jerald Sowell,NYJ,30,FB,16,16,59,45,76.3%,342,7.6,1,15,34,5.8,2.8,21.4,1
70,71,Shawn Bryson,DET,28,,16,1,57,44,77.2%,322,7.3,0,12,30,5.6,2.8,20.1,1
71,72,David Patten,NWE,30,WR,16,11,95,44,46.3%,800,18.2,7,36,48,8.4,2.8,50.0,0
72,73,Brandon Lloyd,SFO,23,WR,13,13,89,43,48.3%,565,13.1,6,26,52,6.3,3.3,43.5,0
73,74,Antwaan Randle El ,PIT,25,wr,16,7,63,43,68.3%,601,14.0,3,29,39,9.5,2.7,37.6,5
74,75,David Terrell ,CHI,25,WR,16,15,90,42,46.7%,699,16.6,1,34,63,7.8,2.6,43.7,1
75,76,Bobby Wade,CHI,23,WR,16,14,89,42,47.2%,481,11.5,0,23,40,5.4,2.6,30.1,2
76,77,Stephen Alexander,DET,29,TE,16,15,76,41,53.9%,377,9.2,1,22,30,5.0,2.6,23.6,0
77,78,Jabar Gaffney,HOU,24,WR,16,12,68,41,60.3%,632,15.4,2,34,69,9.3,2.6,39.5,1
78,79,Curtis Martin *+,NYJ,31,RB,16,16,49,41,83.7%,245,6.0,2,12,22,5.0,2.6,15.3,2
79,80,Michael Pittman,TAM,29,RB,13,13,65,41,63.1%,391,9.5,3,13,68,6.0,3.2,30.1,6
80,81,Ahman Green*,GNB,27,RB,15,15,51,40,78.4%,275,6.9,1,18,48,5.4,2.7,18.3,7
81,82,Clinton Portis,WAS,23,RB,15,15,57,40,70.2%,235,5.9,2,10,18,4.1,2.7,15.7,5
82,83,Ken Dilger,TAM,33,TE,16,14,55,39,70.9%,345,8.8,3,14,45,6.3,2.4,21.6,0
83,84,Amos Zereoue,OAK,28,rb,15,6,48,39,81.3%,284,7.3,0,12,13,5.9,2.6,18.9,1
84,85,Curtis Conway,SFO,33,wr,16,5,75,38,50.7%,403,10.6,3,22,37,5.4,2.4,25.2,0
85,86,Tony Fisher,GNB,25,,16,0,44,38,86.4%,277,7.3,2,13,25,6.3,2.4,17.3,1
86,87,Chris Cooley,WAS,22,TE,16,9,63,37,58.7%,314,8.5,6,24,31,5.0,2.3,19.6,0
87,88,Shaun McDonald,STL,23,,16,0,68,37,54.4%,494,13.4,3,23,52,7.3,2.3,30.9,4
88,89,Bobby Engram,SEA,31,WR,13,7,53,36,67.9%,499,13.9,2,25,60,9.4,2.8,38.4,1
89,90,Todd Pinkston,PHI,27,WR,16,16,63,36,57.1%,676,18.8,1,24,80,10.7,2.3,42.3,0
90,91,Jeb Putzier,DEN,25,TE,16,5,54,36,66.7%,572,15.9,2,27,39,10.6,2.3,35.8,0
91,92,Onterrio Smith,MIN,24,rb,11,6,45,36,80.0%,394,10.9,2,22,63,8.8,3.3,35.8,2
92,93,Fred Taylor,JAX,28,RB,14,14,58,36,62.1%,345,9.6,1,18,64,5.9,2.6,24.6,3
93,94,Kevan Barlow,SFO,25,RB,15,14,45,35,77.8%,212,6.1,0,12,15,4.7,2.3,14.1,2
94,95,Deion Branch,NWE,25,WR,9,9,51,35,68.6%,454,13.0,4,27,26,8.9,3.9,50.4,1
95,96,Plaxico Burress,PIT,27,WR,11,11,59,35,59.3%,698,19.9,5,30,48,11.8,3.2,63.5,1
96,97,Kevin Johnson,BAL,28,wr,16,5,61,35,57.4%,373,10.7,1,19,35,6.1,2.2,23.3,1
97,98,Bubba Franks,GNB,26,TE,16,14,50,34,68.0%,361,10.6,7,20,29,7.2,2.1,22.6,0
98,99,William Henderson *+,GNB,33,FB,16,8,40,34,85.0%,239,7.0,3,15,38,6.0,2.1,14.9,0
99,100,Kris Mangum,CAR,31,TE,15,10,58,34,58.6%,323,9.5,3,19,26,5.6,2.3,21.5,0
100,101,Deuce McAllister,NOR,26,RB,14,14,48,34,70.8%,228,6.7,0,5,20,4.8,2.4,16.3,5
101,102,Jerome Pathon,NOR,29,wr,15,7,67,34,50.7%,581,17.1,1,24,38,8.7,2.3,38.7,1
102,103,Ricky Proehl,CAR,36,,16,3,70,34,48.6%,497,14.6,0,25,34,7.1,2.1,31.1,0
103,104,L.J. Smith,PHI,24,te,16,8,54,34,63.0%,377,11.1,5,21,31,7.0,2.1,23.6,0
104,105,Travis Taylor,BAL,26,WR,10,9,80,34,42.5%,421,12.4,0,21,47,5.3,3.4,42.1,1
105,106,Doug Gabriel,OAK,24,WR,16,5,79,33,41.8%,551,16.7,2,26,58,7.0,2.1,34.4,2
106,107,Joey Galloway,TAM,33,WR,10,7,53,33,62.3%,416,12.6,5,25,36,7.8,3.3,41.6,3
107,108,Ben Troupe,TEN,22,te,14,7,54,33,61.1%,329,10.0,1,13,33,6.1,2.4,23.5,2
108,109,Boo Williams,NOR,25,te,16,7,75,33,44.0%,362,11.0,2,19,22,4.8,2.1,22.6,2
109,110,Kevin Curtis,STL,26,,15,0,50,32,64.0%,421,13.2,2,18,41,8.4,2.1,28.1,1
110,111,Reuben Droughns,DEN,26,RB,16,15,44,32,72.7%,241,7.5,2,14,23,5.5,2.0,15.1,5
111,112,J.R. Redmond,OAK,27,,16,1,50,32,64.0%,233,7.3,0,7,22,4.7,2.0,14.6,2
112,113,Wayne Chrebet,NYJ,31,,16,1,54,31,57.4%,397,12.8,1,20,35,7.4,1.9,24.8,0
113,114,Az-Zahir Hakim,DET,27,wr,12,5,57,31,54.4%,533,17.2,3,24,39,9.4,2.6,44.4,0
114,115,Keenan McCardell,SDG,34,wr,7,6,58,31,53.4%,393,12.7,1,19,31,6.8,4.4,56.1,0
115,116,Quincy Morgan,2TM,27,,15,12,68,31,45.6%,404,13.0,3,0,53,5.9,2.1,26.9,1
116,117,Koren Robinson,SEA,24,wr,10,8,67,31,46.3%,495,16.0,2,22,33,7.4,3.1,49.5,0
117,118,Jerramy Stevens,SEA,25,te,16,5,47,31,66.0%,349,11.3,3,19,32,7.4,1.9,21.8,0
118,119,Kelley Washington,CIN,25,,16,2,50,31,62.0%,378,12.2,3,19,28,7.6,1.9,23.6,0
119,120,Darius Watts,DEN,23,,16,2,53,31,58.5%,385,12.4,1,18,28,7.3,1.9,24.1,1
120,121,Daniel Graham,NWE,26,TE,14,14,48,30,62.5%,364,12.1,7,20,48,7.6,2.1,26.0,0
121,122,Jerry Rice ,2TM,42,,17,14,64,30,46.9%,429,14.3,3,0,56,6.7,1.8,25.2,0
122,123,Chester Taylor,BAL,25,rb,16,4,38,30,78.9%,184,6.1,0,10,23,4.8,1.9,11.5,1
123,124,Dez White ,ATL,25,WR,16,15,56,30,53.6%,370,12.3,2,16,54,6.6,1.9,23.1,0
124,125,Mike Alstott ,TAM,31,FB,14,11,41,29,70.7%,202,7.0,0,11,20,4.9,2.1,14.4,2
125,126,Derick Armstrong ,HOU,25,,14,1,39,29,74.4%,415,14.3,1,21,44,10.6,2.1,29.6,0
126,127,Warrick Dunn,ATL,29,RB,16,16,39,29,74.4%,294,10.1,0,9,59,7.5,1.8,18.4,3
127,128,Chad Lewis,PHI,33,TE,15,9,46,29,63.0%,267,9.2,3,16,21,5.8,1.9,17.8,0
128,129,Marcus Pollard,IND,32,TE,13,13,41,29,70.7%,309,10.7,6,17,31,7.5,2.2,23.8,0
129,130,Aaron Stecker,NOR,29,,16,3,38,29,76.3%,174,6.0,0,8,26,4.6,1.8,10.9,1
130,131,Steve Heiden,CLE,28,TE,13,13,42,28,66.7%,287,10.3,5,14,30,6.8,2.2,22.1,1
131,132,Kevin Jones,DET,22,RB,15,14,41,28,68.3%,180,6.4,1,8,34,4.4,1.9,12.0,2
132,133,Patrick Pass,NWE,27,,14,4,32,28,87.5%,215,7.7,0,7,22,6.7,2.0,15.4,1
133,134,Tai Streets ,DET,27,WR,13,12,56,28,50.0%,260,9.3,1,13,22,4.6,2.2,20.0,0
134,135,LaBrandon Toefield,JAX,24,,14,0,34,28,82.4%,151,5.4,1,13,16,4.4,2.0,10.8,1
135,136,Corey Bradford ,HOU,29,WR,15,10,54,27,50.0%,399,14.8,3,20,47,7.4,1.8,26.6,0
136,137,Todd Heap,BAL,24,te,6,5,44,27,61.4%,303,11.2,3,17,37,6.9,4.5,50.5,0
137,138,Doug Jolley,OAK,25,TE,16,13,48,27,56.3%,313,11.6,2,14,34,6.5,1.7,19.6,0
138,139,Joe Jurevicius,TAM,30,,10,3,37,27,73.0%,333,12.3,2,15,42,9.0,2.7,33.3,0
139,140,Mewelde Moore,MIN,22,,10,3,32,27,84.4%,238,8.8,0,8,26,7.4,2.7,23.8,0
140,141,Reggie Williams,JAX,21,WR,16,15,54,27,50.0%,268,9.9,1,14,26,5.0,1.7,16.8,1
141,142,Richie Anderson ,DAL,33,,12,4,41,26,63.4%,207,8.0,0,7,28,5.0,2.2,17.3,1
142,143,Kevin Faulk,NWE,28,,11,1,30,26,86.7%,248,9.5,1,14,31,8.3,2.4,22.5,2
143,144,Randy Hymes,BAL,25,WR,14,7,48,26,54.2%,323,12.4,2,17,57,6.7,1.9,23.1,0
144,145,Aaron Shea,CLE,28,te,15,8,48,26,54.2%,252,9.7,4,13,35,5.3,1.7,16.8,0
145,146,Derrick Blaylock,KAN,25,rb,12,5,36,25,69.4%,246,9.8,1,10,30,6.8,2.1,20.5,0
146,147,Dallas Clark,IND,25,TE,15,13,39,25,64.1%,423,16.9,5,18,80,10.8,1.7,28.2,2
147,148,Dante Hall ,KAN,26,wr,16,6,38,25,65.8%,230,9.2,0,15,22,6.1,1.6,14.4,1
148,149,Erron Kinney,TEN,27,TE,9,9,30,25,83.3%,193,7.7,3,14,21,6.4,2.8,21.4,0
149,150,Shad Meier,TEN,26,te,14,6,36,25,69.4%,127,5.1,2,6,29,3.5,1.8,9.1,1
150,151,Kenny Watson,CIN,26,,16,0,35,25,71.4%,171,6.8,1,9,21,4.9,1.6,10.7,2
151,152,Daniel Wilcox,BAL,27,te,16,5,35,25,71.4%,219,8.8,1,12,20,6.3,1.6,13.7,1
152,153,Tim Brown,TAM,38,,15,4,31,24,77.4%,200,8.3,1,8,21,6.5,1.6,13.3,2
153,154,Desmond Clark,CHI,27,TE,15,13,49,24,49.0%,282,11.8,1,14,31,5.8,1.6,18.8,1
154,155,Robert Ferguson ,GNB,25,wr,13,5,49,24,49.0%,367,15.3,1,18,48,7.5,1.8,28.2,1
155,156,Terry Glenn,DAL,30,wr,6,6,38,24,63.2%,400,16.7,2,16,48,10.5,4.0,66.7,0
156,157,Clarence Moore,BAL,22,wr,15,6,58,24,41.4%,293,12.2,4,18,52,5.1,1.6,19.5,0
157,158,Shaun Alexander *,SEA,27,RB,16,16,38,23,60.5%,170,7.4,4,9,24,4.5,1.4,10.6,5
158,159,Brian Finneran,ATL,28,,12,1,33,23,69.7%,258,11.2,2,16,26,7.8,1.9,21.5,1
159,160,Itula Mili,SEA,31,,15,4,36,23,63.9%,240,10.4,1,14,20,6.7,1.5,16.0,0
160,161,Derrius Thompson,MIA,27,,16,3,48,23,47.9%,359,15.6,4,18,36,7.5,1.4,22.4,0
161,162,Dwayne Carswell,DEN,32,TE,15,14,36,22,61.1%,198,9.0,1,10,20,5.5,1.5,13.2,0
162,163,Antonio Chatman,GNB,25,,16,2,45,22,48.9%,246,11.2,1,15,21,5.5,1.4,15.4,3
163,164,Justin Griffith,ATL,24,FB,12,11,31,22,71.0%,220,10.0,1,10,62,7.1,1.8,18.3,0
164,165,Larry Johnson,KAN,25,,10,3,29,22,75.9%,278,12.6,2,13,40,9.6,2.2,27.8,0
165,166,Willis McGahee,BUF,23,RB,16,11,36,22,61.1%,169,7.7,0,8,16,4.7,1.4,10.6,4
166,167,Freddie Mitchell ,PHI,26,WR,16,9,45,22,48.9%,377,17.1,2,18,60,8.4,1.4,23.6,0
167,168,Sammy Morris ,MIA,27,RB,13,8,28,22,78.6%,124,5.6,0,5,24,4.4,1.7,9.5,1
168,169,Antowain Smith,TEN,32,,13,4,26,22,84.6%,169,7.7,0,7,31,6.5,1.7,13.0,2
169,170,Michael Bennett,MIN,26,RB,11,7,23,21,91.3%,207,9.9,1,6,38,9.0,1.9,18.8,1
170,171,Brad Hoover,CAR,28,FB,14,9,32,21,65.6%,161,7.7,2,7,34,5.0,1.5,11.5,0
171,172,Terry Jackson,SFO,28,,16,0,30,21,70.0%,139,6.6,0,5,22,4.6,1.3,8.7,3
172,173,Matt Schobel,CIN,26,,16,1,33,21,63.6%,201,9.6,4,10,76,6.1,1.3,12.6,1
173,174,Mack Strong,SEA,33,FB,16,13,31,21,67.7%,99,4.7,0,8,13,3.2,1.3,6.2,2
174,175,Moe Williams,MIN,30,,14,1,27,21,77.8%,233,11.1,1,10,28,8.6,1.5,16.6,0
175,176,Eddie Berlin,TEN,26,,16,1,41,20,48.8%,278,13.9,1,14,31,6.8,1.3,17.4,0
176,177,Chris Brown,TEN,23,RB,11,11,33,20,60.6%,147,7.4,0,6,21,4.5,1.8,13.4,6
177,178,Terry Jones,BAL,25,TE,15,11,29,20,69.0%,152,7.6,1,7,19,5.2,1.3,10.1,0
178,179,Lee Suggs,CLE,24,rb,10,3,36,20,55.6%,178,8.9,1,6,59,4.9,2.0,17.8,6
179,180,Obafemi Ayanbadejo,ARI,29,fb,16,5,25,19,76.0%,171,9.0,1,9,21,6.8,1.2,10.7,1
180,181,Kelly Campbell,MIN,24,,16,3,32,19,59.4%,364,19.2,1,14,61,11.4,1.2,22.8,1
181,182,Troy Fleming,TEN,24,,16,0,28,19,67.9%,164,8.6,2,8,37,5.9,1.2,10.3,0
182,183,Priest Holmes,KAN,31,RB,8,8,25,19,76.0%,187,9.8,1,8,52,7.5,2.4,23.4,4
183,184,Steven Jackson,STL,21,,14,3,24,19,79.2%,189,9.9,0,6,28,7.9,1.4,13.5,1
184,185,Tony Richardson *,KAN,33,FB,16,16,26,19,73.1%,118,6.2,0,4,22,4.5,1.2,7.4,0
185,186,Ernest Wilford,JAX,25,,15,3,35,19,54.3%,271,14.3,2,10,46,7.7,1.3,18.1,0
186,187,Chris Baker,NYJ,25,,16,0,29,18,62.1%,182,10.1,4,12,23,6.3,1.1,11.4,1
187,188,Reche Caldwell ,SDG,25,wr,6,6,29,18,62.1%,310,17.2,3,8,58,10.7,3.0,51.7,1
188,189,Verron Haynes,PIT,25,,13,0,23,18,78.3%,142,7.9,2,9,26,6.2,1.4,10.9,0
189,190,Josh Scobey,ARI,25,,12,0,21,18,85.7%,191,10.6,0,8,42,9.1,1.5,15.9,1
190,191,Reggie Swinton,DET,29,,13,1,31,18,58.1%,213,11.8,1,12,28,6.9,1.4,16.4,1
191,192,Karl Williams ,ARI,33,,15,2,30,18,60.0%,197,10.9,0,10,33,6.6,1.2,13.1,4
192,193,Troy Brown,NWE,33,,12,0,29,17,58.6%,184,10.8,1,11,22,6.3,1.4,15.3,1
193,194,Mark Campbell,BUF,29,TE,12,12,30,17,56.7%,203,11.9,5,11,27,6.8,1.4,16.9,1
194,195,Jason Dunn,KAN,31,,16,0,25,17,68.0%,120,7.1,3,9,17,4.8,1.1,7.5,0
195,196,Julius Jones,DAL,23,RB,8,7,26,17,65.4%,109,6.4,0,6,37,4.2,2.1,13.6,3
196,197,Greg Lewis,PHI,24,,16,3,37,17,45.9%,183,10.8,0,11,25,4.9,1.1,11.4,0
197,198,Billy Miller,HOU,27,te,16,8,33,17,51.5%,178,10.5,1,11,27,5.4,1.1,11.1,1
198,199,Daimon Shelton,BUF,32,FB,16,12,24,17,70.8%,114,6.7,0,6,24,4.8,1.1,7.1,0
199,200,Anthony Thomas,CHI,27,,12,2,23,17,73.9%,132,7.8,0,5,30,5.7,1.4,11.0,1
200,201,James Thrash,WAS,29,,16,3,21,17,81.0%,203,11.9,0,10,31,9.7,1.1,12.7,0
201,202,Zack Crockett,OAK,32,FB,16,9,20,16,80.0%,87,5.4,0,4,11,4.4,1.0,5.4,0
202,203,Andre' Davis,CLE,25,wr,7,7,35,16,45.7%,416,26.0,2,9,99,11.9,2.3,59.4,0
203,204,Christian Fauria,NWE,33,te,16,10,20,16,80.0%,195,12.2,2,9,25,9.8,1.0,12.2,0
204,205,Maurice Hicks,SFO,26,,9,2,25,16,64.0%,154,9.6,0,9,19,6.2,1.8,17.1,3
205,206,Taylor Jacobs,WAS,23,,15,4,27,16,59.3%,178,11.1,0,10,45,6.6,1.1,11.9,0
206,207,Jeremi Johnson,CIN,24,fb,16,6,18,16,88.9%,53,3.3,1,2,9,2.9,1.0,3.3,1
207,208,Josh Reed,BUF,24,,12,1,36,16,44.4%,153,9.6,0,8,20,4.3,1.3,12.8,0
208,209,Bernard Berrian,CHI,24,,16,1,44,15,34.1%,225,15.0,2,8,49,5.1,0.9,14.1,0
209,210,Ladell Betts,WAS,25,,16,1,25,15,60.0%,108,7.2,0,4,20,4.3,0.9,6.8,0
210,211,Corey Dillon*,NWE,30,RB,15,14,21,15,71.4%,103,6.9,1,3,20,4.9,1.0,6.9,5
211,212,Jim Finn,NYG,28,FB,16,9,18,15,83.3%,112,7.5,0,5,15,6.2,0.9,7.0,0
212,213,Bryan Gilmore,MIA,26,,16,2,34,15,44.1%,206,13.7,1,12,37,6.1,0.9,12.9,1
213,214,Chris Horn,KAN,27,,14,0,27,15,55.6%,178,11.9,1,10,30,6.6,1.1,12.7,0
214,215,Rudi Johnson*,CIN,25,RB,16,16,28,15,53.6%,84,5.6,0,2,30,3.0,0.9,5.3,4
215,216,LaMont Jordan,NYJ,26,,16,0,16,15,93.8%,112,7.5,0,7,25,7.0,0.9,7.0,1
216,217,Reggie Kelly,CIN,27,TE,16,15,21,15,71.4%,85,5.7,0,5,14,4.0,0.9,5.3,0
217,218,Charles Lee ,TAM,27,,7,3,22,15,68.2%,207,13.8,0,10,35,9.4,2.1,29.6,1
218,219,Brandon Manumaleuna,STL,24,TE,16,16,21,15,71.4%,174,11.6,1,7,48,8.3,0.9,10.9,0
219,220,Kassim Osgood,SDG,24,WR,16,7,33,15,45.5%,308,20.5,2,13,65,9.3,0.9,19.3,0
220,221,Emmitt Smith ,ARI,35,RB,15,15,20,15,75.0%,105,7.0,0,3,18,5.3,1.0,7.0,4
221,222,Tyrone Wheatley,OAK,32,RB,8,7,15,15,100.0%,78,5.2,0,4,20,5.2,1.9,9.8,0
222,223,Kyle Brady,JAX,32,TE,11,8,23,14,60.9%,103,7.4,1,6,21,4.5,1.3,9.4,0
223,224,William Green,CLE,25,RB,15,13,22,14,63.6%,84,6.0,0,3,17,3.8,0.9,5.6,3
224,225,Bryan Johnson ,CHI,26,fb,12,6,25,14,56.0%,55,3.9,2,4,14,2.2,1.2,4.6,0
225,226,Reno Mahe,PHI,24,,11,0,16,14,87.5%,123,8.8,0,2,30,7.7,1.3,11.2,1
226,227,Todd Yoder,JAX,26,te,16,8,22,14,63.6%,157,11.2,0,7,56,7.1,0.9,9.8,0
227,228,Courtney Anderson ,OAK,24,,9,4,21,13,61.9%,175,13.5,1,6,28,8.3,1.4,19.4,0
228,229,Anthony Becht,NYJ,27,TE,16,16,28,13,46.4%,100,7.7,1,8,19,3.6,0.8,6.3,0
229,230,Lamar Gordon,MIA,24,,3,2,19,13,68.4%,74,5.7,0,2,20,3.9,4.3,24.7,1
