,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,B.J. Sams,BAL,24,,16,1,55,575,2,78,10.5,59,1251,0,64,21.2,1847
3,2,Wes Welker,2TM,23,,15,0,43,464,0,71,10.8,61,1415,1,95,23.2,1879
4,3,J.J. Moses,HOU,25,,15,0,36,309,0,27,8.6,59,1303,0,49,22.1,1612
5,4,Allen Rossum*,ATL,29,,16,1,37,457,1,75,12.4,58,1250,0,49,21.6,1729
6,5,Dante Hall ,KAN,26,wr,16,6,23,232,0,46,10.1,68,1718,2,97,25.3,2236
7,6,Michael Lewis,NOR,33,,14,1,34,382,0,53,11.2,51,1215,1,96,23.8,1724
8,7,Eddie Drummond*+,DET,24,,11,1,24,316,2,83,13.2,41,1092,2,99,26.6,1417
9,8,Antwaan Randle El ,PIT,25,wr,16,7,42,347,0,60,8.3,21,527,0,41,25.1,1509
10,9,Maurice Morris ,SEA,25,,15,0,15,75,0,22,5.0,47,994,0,34,21.1,1248
11,10,Antonio Chatman,GNB,25,,16,2,32,245,0,28,7.7,25,565,0,59,22.6,1092
12,11,Doug Gabriel,OAK,24,WR,16,5,2,7,0,7,3.5,53,1140,0,64,21.5,1705
13,12,Terrence McGee*,BUF,24,LCB,16,13,,,,,,52,1370,3,104,26.3,1429
14,13,Tim Dwight,SDG,29,,12,0,1,6,0,6,6.0,50,1222,1,87,24.4,1313
15,14,Dominic Rhodes,IND,25,,16,0,,,,,,48,1188,1,88,24.8,1466
16,15,Arlen Harris,STL,24,,14,1,,,,,,47,951,0,29,20.2,1058
17,16,Richard Alston,CLE,24,,9,0,,,,,,46,1016,1,93,22.1,1016
18,17,R.W. McQuarters,CHI,28,LCB,16,14,44,435,1,75,9.9,2,46,0,37,23.0,569
19,18,Bethel Johnson ,NWE,25,,13,1,4,8,0,6,2.0,41,1016,1,93,24.8,1206
20,19,Arnaz Battle,SFO,24,,14,0,31,266,1,71,8.6,13,257,0,40,19.8,671
21,20,Jermaine Lewis,JAX,30,,9,0,23,227,0,50,9.9,21,386,0,26,18.4,617
22,21,Karl Williams ,ARI,33,,15,2,42,286,0,38,6.8,1,18,0,18,18.0,507
23,22,Jerry Azumah,CHI,27,RCB,12,8,,,,,,42,924,0,73,22.0,1052
24,23,ReShard Lee ,DAL,24,,14,0,,,,,,41,964,0,62,23.5,1096
25,24,Cliff Russell,CIN,25,,13,1,,,,,,39,872,0,40,22.4,908
26,25,Jason McAddley,TEN,25,,11,1,,,,,,38,849,0,45,22.3,887
27,26,Nate Clements*,BUF,25,RCB,16,16,35,327,1,86,9.3,1,14,0,14,14.0,418
28,27,Mark Jones,NYG,24,,14,0,34,227,0,29,6.7,2,37,0,20,18.5,264
29,28,Dennis Northcutt,CLE,27,WR,16,11,36,432,0,44,12.0,,,,,,1257
30,29,Willie Ponder,NYG,24,,11,0,,,,,,36,967,1,91,26.9,966
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Kelly Campbell,MIN,24,,16,3,,,,,,35,760,0,55,21.7,1128
33,31,Jamall Broussard,CAR,23,,8,0,10,43,0,13,4.3,24,555,0,49,23.1,598
34,32,Triandos Luke,DEN,23,,10,0,19,135,0,21,7.1,15,306,0,32,20.4,493
35,33,Reggie Swinton,DET,29,,13,1,16,104,0,18,6.5,18,410,0,43,22.8,730
36,34,Torrie Cox,TAM,24,,10,0,,,,,,33,866,0,59,26.2,921
37,35,J.R. Reed,PHI,22,,14,1,0,18,0,18,,33,761,0,66,23.1,779
38,36,Josh Scobey,ARI,25,,12,0,,,,,,32,723,0,71,22.6,1003
39,37,Maurice Hicks,SFO,26,,9,2,,,,,,31,623,0,35,20.1,1139
40,38,Jamal Robertson ,2TM,27,,12,0,,,,,,31,740,0,49,23.9,845
41,39,Shaun McDonald,STL,23,,16,0,30,143,0,39,4.8,,,,,,637
42,40,Chad Morton,WAS,27,,6,0,13,80,0,14,6.2,16,358,0,49,22.4,438
43,41,James Thrash,WAS,29,,16,3,19,162,0,43,8.5,9,186,0,36,20.7,551
44,42,Nate Burleson,MIN,23,WR,16,15,25,214,1,91,8.6,2,51,0,29,25.5,1320
45,43,Ricardo Colclough,PIT,21,,16,0,1,13,0,13,13.0,26,566,0,48,21.8,579
46,44,Santana Moss,NYJ,25,WR,15,14,27,225,0,46,8.3,,,,,,1081
47,45,Eric Parker,SDG,25,WR,15,13,27,237,0,32,8.8,,,,,,966
48,46,David Allen,JAX,26,,5,0,15,144,0,32,9.6,11,210,0,25,19.1,362
49,47,Michael Waddell,TEN,23,,16,4,9,54,0,18,6.0,17,342,0,33,20.1,429
50,48,Kevin Faulk,NWE,28,,11,1,20,133,0,16,6.7,4,73,0,24,18.3,709
51,49,Lance Frazier,DAL,23,RCB,12,8,24,229,0,55,9.5,,,,,,231
52,50,Derrick Mason,TEN,30,WR,16,16,24,93,0,13,3.9,,,,,,1258
53,51,Mewelde Moore,MIN,22,,10,3,4,28,0,17,7.0,20,386,0,33,19.3,1031
54,52,Ladell Betts,WAS,25,,16,1,,,,,,23,528,0,70,23.0,1007
55,53,Reno Mahe,PHI,24,,11,0,19,109,0,25,5.7,3,44,0,22,14.7,367
56,54,Rod Smith,DEN,34,WR,16,16,22,223,0,30,10.1,,,,,,1400
57,55,Phillip Buchanon,OAK,24,LCB,14,14,21,121,0,18,5.8,,,,,,190
58,56,Kerry Carter ,SEA,24,,16,0,,,,,,21,448,0,36,21.3,463
59,57,Robert Ferguson ,GNB,25,wr,13,5,,,,,,21,526,0,71,25.0,909
60,58,T.J. Houshmandzadeh,CIN,27,WR,16,13,11,88,0,28,8.0,10,227,0,32,22.7,1344
61,59,Joey Galloway,TAM,33,WR,10,7,20,142,1,59,7.1,,,,,,577
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Roc Alexander,DEN,23,,16,1,,,,,,19,386,0,32,20.3,386
64,61,Bernard Berrian,CHI,24,,16,1,2,10,0,12,5.0,17,385,0,41,22.6,648
65,62,Dexter Wynn,PHI,23,,12,0,18,194,0,40,10.8,1,21,0,21,21.0,215
