,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,Games,Rushing,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
2,1,Curtis Martin *+,NYJ,31,RB,16,16,371,1697,12,93,25,4.6,106.1,2
3,2,Rudi Johnson*,CIN,25,RB,16,16,361,1454,12,74,52,4.0,90.9,4
4,3,Shaun Alexander *,SEA,27,RB,16,16,353,1696,16,78,44,4.8,106.0,5
5,4,Corey Dillon*,NWE,30,RB,15,14,345,1635,12,84,44,4.7,109.0,5
6,5,Clinton Portis,WAS,23,RB,15,15,343,1315,5,67,64,3.8,87.7,5
7,6,LaDainian Tomlinson*+,SDG,25,RB,15,15,339,1335,17,74,42,3.9,89.0,6
8,7,Edgerrin James*,IND,26,RB,16,16,334,1548,9,78,40,4.6,96.8,6
9,8,Tiki Barber*,NYG,29,RB,16,14,322,1518,13,82,72,4.7,94.9,5
10,9,Domanick Williams,HOU,24,RB,15,15,302,1188,13,57,44,3.9,79.2,4
11,10,Willis McGahee,BUF,23,RB,16,11,284,1128,13,65,41,4.0,70.5,4
12,11,Reuben Droughns,DEN,26,RB,16,15,275,1240,6,72,51,4.5,77.5,5
13,12,Deuce McAllister,NOR,26,RB,14,14,269,1074,9,54,71,4.0,76.7,5
14,13,Emmitt Smith ,ARI,35,RB,15,15,267,937,9,43,29,3.5,62.5,4
15,14,Warrick Dunn,ATL,29,RB,16,16,265,1106,9,47,60,4.2,69.1,3
16,15,Fred Taylor,JAX,28,RB,14,14,260,1224,2,49,46,4.7,87.4,3
17,16,Ahman Green*,GNB,27,RB,15,15,259,1163,7,58,90,4.5,77.5,7
18,17,Jerome Bettis*,PIT,32,RB,15,6,250,941,13,50,29,3.8,62.7,1
19,18,Kevan Barlow,SFO,25,RB,15,14,244,822,7,45,60,3.4,54.8,2
20,19,Kevin Jones,DET,22,RB,15,14,241,1133,5,59,74,4.7,75.5,2
21,20,Thomas Jones,CHI,26,RB,14,14,240,948,7,49,54,4.0,67.7,2
22,21,Jamal Lewis,BAL,25,RB,12,12,235,1006,7,51,75,4.3,83.8,2
23,22,Chris Brown,TEN,23,RB,11,11,220,1067,6,40,52,4.9,97.0,6
24,23,Michael Pittman,TAM,29,RB,13,13,219,926,7,41,78,4.2,71.2,6
25,24,Nick Goings,CAR,26,RB,16,8,217,821,6,42,57,3.8,51.3,1
26,25,Lee Suggs,CLE,24,rb,10,3,199,744,2,39,39,3.7,74.4,6
27,26,Julius Jones,DAL,23,RB,8,7,197,819,7,44,53,4.2,102.4,3
28,27,Priest Holmes,KAN,31,RB,8,8,196,892,14,59,33,4.6,111.5,4
29,28,Marshall Faulk,STL,31,RB,14,14,195,774,3,46,40,4.0,55.3,2
30,29,Duce Staley,PIT,29,rb,10,10,192,830,1,38,38,4.3,83.0,3
31,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
32,30,Brian Westbrook *,PHI,25,RB,13,12,177,812,3,41,50,4.6,62.5,1
33,31,William Green,CLE,25,RB,15,13,163,585,2,29,46,3.6,39.0,3
34,32,Chester Taylor,BAL,25,rb,16,4,160,714,2,34,47,4.5,44.6,1
35,33,Antowain Smith,TEN,32,,13,4,137,509,4,23,43,3.7,39.2,2
36,34,Steven Jackson,STL,21,,14,3,134,673,4,37,48,5.0,48.1,1
37,35,Eddie George,DAL,31,rb,13,8,132,432,4,28,24,3.3,33.2,3
38,36,Sammy Morris ,MIA,27,RB,13,8,132,523,6,33,35,4.0,40.2,1
39,37,Onterrio Smith,MIN,24,rb,11,6,124,544,2,18,38,4.4,49.5,2
40,38,Anthony Thomas,CHI,27,,12,2,122,404,2,16,41,3.3,33.7,1
41,39,Larry Johnson,KAN,25,,10,3,120,581,9,36,46,4.8,58.1,0
42,40,Michael Vick*,ATL,24,QB,15,15,120,902,3,52,58,7.5,60.1,16
43,41,Derrick Blaylock,KAN,25,rb,12,5,118,539,8,34,24,4.6,44.9,0
