,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
43,41,DeShaun Foster ,CAR,23,,14,2,113,429,0,23,21,3.8,30.6,3
44,42,Olandis Gary,DET,28,,13,1,113,384,2,18,27,3.4,29.5,1
45,43,Rock Cartwright,WAS,24,,15,3,107,411,4,36,22,3.8,27.4,2
46,44,Onterrio Smith,MIN,23,,15,3,107,579,5,29,47,5.4,38.6,1
47,45,James Jackson,CLE,27,rb,12,6,102,382,3,22,18,3.7,31.8,3
48,46,Duce Staley,PHI,28,,16,4,96,463,5,22,22,4.8,28.9,2
49,47,Quentin Griffin,DEN,22,,10,1,94,345,0,16,23,3.7,34.5,3
50,48,Stacey Mack,HOU,28,rb,8,5,93,253,4,15,13,2.7,31.6,2
51,49,Michael Bennett,MIN,25,rb,8,7,90,447,1,18,28,5.0,55.9,2
52,50,Emmitt Smith ,ARI,34,rb,10,5,90,256,2,15,22,2.8,25.6,2
53,51,Arlen Harris,STL,23,,16,2,85,255,4,16,18,3.0,15.9,3
54,52,Ladell Betts,WAS,24,,9,1,77,255,2,16,13,3.3,28.3,0
55,53,Najeh Davenport ,GNB,24,,15,0,77,420,2,18,76,5.5,28.0,4
56,54,Daunte Culpepper*,MIN,26,QB,14,14,73,422,4,28,42,5.8,30.1,16
57,55,Lamar Gordon,STL,23,,10,4,71,298,1,22,20,4.2,29.8,1
58,56,Donovan McNabb*,PHI,27,QB,16,16,71,355,3,27,34,5.0,22.2,9
59,57,Mike Anderson ,DEN,30,fb,12,5,70,257,3,17,44,3.7,21.4,2
60,58,Richie Anderson ,DAL,32,FB,15,8,70,306,1,16,19,4.4,20.4,1
61,59,Jamel White,CLE,26,,16,3,70,266,1,15,23,3.8,16.6,1
62,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
63,60,Quincy Carter ,DAL,26,QB,16,16,68,257,2,25,19,3.8,16.1,10
64,61,Dorsey Levens ,NYG,33,,11,0,68,197,3,16,17,2.9,17.9,0
65,62,Robert Holcombe,TEN,28,,15,0,63,201,1,11,21,3.2,13.4,2
66,63,Chester Taylor,BAL,24,,16,1,63,276,2,12,32,4.4,17.3,3
67,64,Kordell Stewart,CHI,31,QB,9,7,59,290,3,24,25,4.9,32.2,7
68,65,Brandon Bennett,CIN,30,,16,0,56,173,0,11,19,3.1,10.8,2
69,66,Chris Brown,TEN,22,,11,0,56,221,0,9,28,3.9,20.1,1
70,67,Jeff Garcia ,SFO,33,QB,13,13,56,319,7,25,21,5.7,24.5,9
71,68,Lee Suggs,CLE,23,,7,0,56,289,2,14,78,5.2,41.3,2
72,69,Aaron Brooks,NOR,27,QB,16,16,54,175,2,20,15,3.2,10.9,14
73,70,LaBrandon Toefield,JAX,23,,16,0,53,212,2,11,30,4.0,13.3,0
74,71,Brock Forsey,CHI,23,,9,2,50,191,2,12,17,3.8,21.2,0
75,72,Zack Crockett,OAK,31,FB,16,7,48,145,7,19,44,3.0,9.1,1
76,73,Chad Morton,WAS,26,,15,2,48,216,0,10,27,4.5,14.4,1
77,74,Ricky Williams,IND,25,,13,4,48,155,2,7,19,3.2,11.9,2
78,75,LaMont Jordan,NYJ,25,,16,0,46,190,4,14,39,4.1,11.9,0
79,76,Tom Brady ,NWE,26,QB,16,16,42,63,1,11,11,1.5,3.9,13
80,77,Jake Delhomme,CAR,28,QB,16,15,42,39,1,10,9,0.9,2.4,15
81,78,Travis Minor,MIA,24,,16,0,41,193,1,13,26,4.7,12.1,0
82,79,Aveion Cason,DAL,24,,10,0,40,220,2,7,63,5.5,22.0,2
83,80,Justin Fargas,OAK,23,,10,1,40,203,0,10,53,5.1,20.3,1
84,81,Tony Fisher,GNB,24,,15,0,40,200,1,9,19,5.0,13.3,0
85,82,Michael Vick,ATL,23,,5,4,40,255,1,14,43,6.4,51.0,4
86,83,Joe Burns,BUF,24,,16,1,39,113,0,3,12,2.9,7.1,1
87,84,Artose Pinner,DET,25,,3,2,39,99,0,3,12,2.5,33.0,0
88,85,Justin Griffith,ATL,23,FB,16,11,38,168,0,13,15,4.4,10.5,0
89,86,Tony Hollings,HOU,22,,14,1,38,102,0,5,17,2.7,7.3,2
90,87,Jon Kitna,CIN,31,QB,16,16,38,113,0,7,15,3.0,7.1,9
91,88,Steve McNair*,TEN,30,QB,14,14,38,138,4,9,23,3.6,9.9,12
92,89,Maurice Morris ,SEA,24,,16,1,38,239,0,10,43,6.3,14.9,2
93,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
94,90,Jake Plummer,DEN,29,QB,11,11,37,205,3,17,40,5.5,18.6,4
95,91,Dominic Rhodes,IND,24,,11,0,37,157,0,6,25,4.2,14.3,0
96,92,Aaron Stecker,TAM,28,,16,1,37,125,0,5,15,3.4,7.8,1
97,93,Mack Strong,SEA,32,FB,16,9,37,174,1,19,21,4.7,10.9,1
98,94,Matt Hasselbeck *,SEA,28,QB,16,16,36,125,2,10,18,3.5,7.8,4
99,95,Chris Fuamatu-Ma'afala,JAX,26,,13,0,35,144,1,12,18,4.1,11.1,0
100,96,Jay Fiedler,MIA,32,QB,12,11,34,88,3,14,14,2.6,7.3,7
101,97,Doug Flutie,SDG,41,qb,7,5,33,168,2,12,17,5.1,24.0,7
102,98,Jamal Robertson ,SFO,26,,9,0,32,136,0,7,23,4.3,15.1,0
103,99,Jeff Blake,ARI,33,QB,13,13,30,177,2,13,19,5.9,13.6,8
104,100,Kyle Boller,BAL,22,QB,11,9,30,62,0,6,15,2.1,5.6,9
105,101,Joey Harrington,DET,25,QB,16,16,30,86,0,7,26,2.9,5.4,6
106,102,Marc Bulger*,STL,26,QB,15,15,29,75,4,7,28,2.6,5.0,8
107,103,Peyton Manning *+,IND,27,QB,16,16,28,26,0,3,10,0.9,1.6,6
108,104,Josh McCown,ARI,24,qb,8,3,28,158,1,8,16,5.6,19.8,10
109,105,Adrian Murrell,DAL,33,,3,0,28,107,0,6,17,3.8,35.7,0
110,106,Anthony Wright,BAL,27,qb,7,7,28,73,0,5,17,2.6,10.4,9
111,107,Mike Alstott ,TAM,30,,4,3,27,77,2,9,29,2.9,19.3,0
112,108,David Carr,HOU,24,QB,12,11,27,151,2,11,36,5.6,12.6,4
113,109,Mike Cloud ,NWE,28,,5,1,27,118,5,12,42,4.4,23.6,0
114,110,Trent Green*,KAN,33,QB,16,16,26,83,2,9,14,3.2,5.2,5
115,111,Brad Johnson ,TAM,35,QB,16,16,25,33,0,4,13,1.3,2.1,6
116,112,Byron Leftwich,JAX,23,QB,15,13,25,108,2,10,18,4.3,7.2,11
117,113,Drew Bledsoe,BUF,31,QB,16,16,24,29,2,5,11,1.2,1.8,15
118,114,James Mungro,IND,25,,7,0,24,60,2,5,9,2.5,8.6,0
119,115,Tony Richardson *,KAN,32,FB,16,10,24,60,0,5,8,2.5,3.8,0
120,116,Derrick Blaylock,KAN,24,,16,0,22,112,2,7,25,5.1,7.0,1
121,117,Adrian Peterson,CHI,24,,6,1,22,70,0,4,10,3.2,11.7,0
122,118,Drew Brees,SDG,24,QB,11,11,21,84,0,8,18,4.0,7.6,5
123,119,Larry Centers,NWE,35,,9,3,21,82,0,2,13,3.9,9.1,0
124,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
125,120,Chad Pennington,NYJ,27,QB,10,9,21,42,2,6,10,2.0,4.2,8
126,121,Stanley Pritchett,CHI,30,FB,16,11,21,93,2,8,18,4.4,5.8,0
127,122,Verron Haynes,PIT,24,,12,0,20,63,0,3,15,3.2,5.3,2
128,123,Larry Johnson,KAN,24,,6,0,20,85,1,6,15,4.3,14.2,0
129,124,Rick Mirer ,OAK,33,QB,9,8,20,83,1,6,20,4.2,9.2,4
130,125,Rod Smart,CAR,26,,16,0,20,49,0,3,6,2.5,3.1,2
131,126,Erik Bickerstaff,DAL,23,,4,0,19,56,1,3,9,2.9,14.0,0
132,127,Ki-Jana Carter ,NOR,30,,8,0,19,72,1,4,31,3.8,9.0,0
133,128,Sammy Morris ,BUF,26,,9,0,19,70,1,7,12,3.7,7.8,0
134,129,Alan Ricard,BAL,26,FB,16,13,19,79,0,5,30,4.2,4.9,0
135,130,Rabih Abdullah,CHI,28,,15,0,18,37,0,4,10,2.1,2.5,0
136,131,Damien Anderson ,ARI,24,,16,0,18,68,0,5,17,3.8,4.3,0
137,132,Brett Favre *,GNB,34,QB,16,16,18,15,0,3,7,0.8,0.9,5
138,133,Lorenzo Neal,SDG,33,FB,16,15,18,40,1,7,7,2.2,2.5,0
139,134,Peter Warrick,CIN,26,WR,15,14,18,157,0,7,50,8.7,10.5,2
140,135,Fred Beasley*,SFO,29,FB,16,11,17,24,0,4,5,1.4,1.5,0
141,136,Kerry Collins,NYG,31,QB,13,13,17,49,0,3,22,2.9,3.8,12
142,137,Dante Hall *+,KAN,25,,16,2,16,73,0,5,16,4.6,4.6,3
143,138,Doug Chapman,MIN,26,,4,0,15,33,0,1,6,2.2,8.3,0
144,139,Tim Hasselbeck,WAS,25,qb,7,5,15,41,0,2,11,2.7,5.9,3
145,140,Jeremi Johnson,CIN,23,FB,16,13,15,41,1,5,12,2.7,2.6,0
146,141,Patrick Ramsey,WAS,24,QB,11,11,15,62,1,3,24,4.1,5.6,8
147,142,Antwaan Randle El ,PIT,24,,16,1,15,75,0,4,32,5.0,4.7,5
148,143,Chris Chandler,CHI,38,qb,8,6,14,35,0,4,11,2.5,4.4,4
149,144,Doug Johnson ,ATL,26,QB,10,8,14,21,1,2,13,1.5,2.1,3
150,145,Tommy Maddox,PIT,32,QB,16,16,13,12,0,0,6,0.9,0.8,5
151,146,Gus Frerotte,MIN,32,,16,2,12,-2,0,0,4,-0.2,-0.1,2
152,147,Dennis Northcutt,CLE,26,wr,15,6,12,83,0,4,23,6.9,5.5,2
153,148,Cecil Sapp,DEN,25,,1,0,12,31,0,1,5,2.6,31.0,0
154,149,Tim Couch,CLE,26,qb,10,8,11,39,1,4,17,3.5,3.9,6
155,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
156,150,Delvin Joyce ,NYG,25,,16,0,11,39,0,2,8,3.5,2.4,1
157,151,Lamar Smith,NOR,33,,4,0,11,61,0,4,17,5.5,15.3,0
158,152,Steve Smith,CAR,24,WR,16,11,11,42,0,4,14,3.8,2.6,5
159,153,Travis Taylor,BAL,25,WR,16,16,11,62,0,3,16,5.6,3.9,0
160,154,Billy Volek,TEN,27,,7,1,11,4,1,1,5,0.4,0.6,1
161,155,Hines Ward *,PIT,27,WR,16,16,11,61,0,3,25,5.5,3.8,0
162,156,Kelly Campbell,MIN,23,WR,15,6,10,71,0,4,19,7.1,4.7,2
163,157,Avon Cobourne,DET,24,,7,0,10,27,0,1,19,2.7,3.9,0
164,158,Laveranues Coles*,WAS,26,WR,16,16,10,39,0,3,23,3.9,2.4,0
165,159,Nick Goings,CAR,25,,15,0,10,69,0,4,17,6.9,4.6,0
166,160,Santana Moss,NYJ,24,WR,16,12,10,67,0,2,25,6.7,4.2,4
167,161,Rod Smith,DEN,33,WR,15,15,10,98,0,4,26,9.8,6.5,0
168,162,Tim Dwight,SDG,28,,9,3,9,88,0,3,20,9.8,9.8,1
169,163,J.R. Redmond,OAK,26,,1,0,9,30,0,2,9,3.3,30.0,0
170,164,Cory Schlesinger,DET,31,FB,16,10,9,16,0,5,4,1.8,1.0,0
171,165,Musa Smith,BAL,21,,11,0,9,31,2,2,11,3.4,2.8,1
172,166,Mark Brunell,JAX,33,,3,3,8,19,1,3,12,2.4,6.3,1
173,167,Jesse Chatman,SDG,24,,16,0,8,17,0,0,6,2.1,1.1,0
174,168,Todd Collins,KAN,32,,5,0,8,-7,0,1,0,-0.9,-1.4,0
175,169,Woodrow Dantzler,ATL,24,,9,0,8,21,1,2,12,2.6,2.3,0
176,170,Kelly Holcomb,CLE,30,QB,10,8,8,7,0,0,6,0.9,0.7,5
177,171,Kurt Kittner,ATL,23,,7,4,8,13,0,3,7,1.6,1.9,0
178,172,Ashley Lelie,DEN,23,WR,16,10,8,43,0,2,13,5.4,2.7,0
179,173,Johnnie Morton,KAN,32,WR,16,16,8,94,0,3,39,11.8,5.9,0
180,174,Tim Rattay,SFO,26,,11,3,8,0,0,1,6,0.0,0.0,0
181,175,Marc Edwards,JAX,29,FB,16,16,7,13,1,4,3,1.9,0.8,0
182,176,Heath Evans,SEA,25,,14,0,7,24,0,1,8,3.4,1.7,0
183,177,Dan Kreider,PIT,26,FB,16,12,7,29,1,1,9,4.1,1.8,0
184,178,Tony Banks,HOU,30,,7,3,6,27,0,2,13,4.5,3.9,1
185,179,Troy Brown,NWE,32,WR,12,10,6,27,0,2,11,4.5,2.3,2
186,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
187,180,Reuben Droughns,DEN,25,,15,4,6,14,0,1,12,2.3,0.9,0
188,181,Rich Gannon,OAK,38,qb,7,7,6,18,0,1,6,3.0,2.6,2
189,182,Brad Hoover,CAR,27,fb,16,9,6,21,0,2,5,3.5,1.3,1
190,183,Danny Kanell,DEN,30,,5,2,6,5,0,1,9,0.8,1.0,3
191,184,Randy Moss*+,MIN,26,WR,16,16,6,18,0,1,11,3.0,1.1,1
192,185,Patrick Pass,NWE,26,,13,1,6,27,0,2,11,4.5,2.1,0
193,186,Doug Pederson ,GNB,35,,16,0,6,-5,0,0,0,-0.8,-0.3,0
194,187,Dave Ragone,HOU,24,,2,2,6,51,0,2,14,8.5,25.5,4
195,188,Vinny Testaverde,NYJ,40,qb,7,7,6,17,0,1,13,2.8,2.4,1
196,189,Marques Tuiasosopo,OAK,24,,4,1,6,22,0,0,8,3.7,5.5,2
197,190,Alvis Whitted,OAK,29,,16,2,6,37,0,2,16,6.2,2.3,0
198,191,Steve Beuerlein,DEN,38,,4,2,5,13,0,1,7,2.6,3.3,3
199,192,Anquan Boldin*,ARI,23,WR,16,16,5,40,0,2,23,8.0,2.5,3
200,193,Reche Caldwell ,SDG,24,,9,4,5,39,0,2,14,7.8,4.3,0
201,194,Andre' Davis,CLE,24,WR,16,8,5,28,0,1,7,5.6,1.8,2
202,195,Donald Driver,GNB,28,WR,15,15,5,51,0,1,45,10.2,3.4,0
203,196,Brian Griese,MIA,28,qb,5,5,5,15,0,0,9,3.0,3.0,4
204,197,Andre Johnson ,HOU,22,WR,16,16,5,-10,0,1,11,-2.0,-0.6,0
205,198,Tee Martin ,OAK,25,,2,0,5,28,0,0,8,5.6,14.0,3
206,199,Mike McMahon,DET,24,,3,0,5,32,0,1,12,6.4,10.7,1
207,200,James Thrash,PHI,28,WR,16,16,5,52,0,2,47,10.4,3.3,0
208,201,Bobby Wade,CHI,22,,12,1,5,14,0,2,6,2.8,1.2,1
209,202,Jonathan Wells,HOU,24,,13,0,5,14,0,1,10,2.8,1.1,0
210,203,David Allen,JAX,25,,14,0,4,8,0,1,6,2.0,0.6,2
211,204,Chris Chambers,MIA,25,WR,16,16,4,30,0,1,12,7.5,1.9,1
212,205,James Fenderson ,NOR,27,,9,0,4,14,0,0,6,3.5,1.6,0
213,206,Joey Galloway,DAL,32,WR,15,13,4,22,0,0,10,5.5,1.5,1
214,207,Leon Johnson,SDG,29,,14,0,4,26,0,1,18,6.5,1.9,1
215,208,Shaun King,TAM,26,,3,0,4,20,0,3,12,5.0,6.7,0
216,209,Rob Konrad,MIA,27,FB,14,12,4,17,0,1,11,4.3,1.2,0
217,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
218,210,Brandon Manumaleuna,STL,23,TE,16,15,4,15,0,0,8,3.8,0.9,0
219,211,Jamar Martin ,DAL,23,,14,1,4,7,0,2,3,1.8,0.5,0
220,212,Brian Mitchell ,NYG,35,,16,0,4,20,1,2,18,5.0,1.3,5
221,213,Jesse Palmer,NYG,25,,6,3,4,23,0,2,26,5.8,3.8,2
222,214,Koren Robinson,SEA,23,WR,15,15,4,15,0,2,16,3.8,1.0,1
223,215,Alex Van Pelt,BUF,33,,6,0,4,-6,0,0,-1,-1.5,-1.0,0
224,216,Marty Booker,CHI,27,WR,13,13,3,-7,0,0,1,-2.3,-0.5,1
225,217,David Boston,SDG,25,WR,14,14,3,18,0,2,13,6.0,1.3,2
226,218,Todd Bouman,NOR,31,,4,0,3,1,0,1,2,0.3,0.3,1
227,219,Kerry Carter ,SEA,23,,16,0,3,-2,0,0,1,-0.7,-0.1,0
228,220,Troy Edwards,JAX,26,WR,13,11,3,-9,0,0,4,-3.0,-0.7,0
229,221,Mike Furrey,STL,26,,13,0,3,5,0,1,2,1.7,0.4,3
230,222,Terry Glenn,DAL,29,WR,16,14,3,55,0,1,47,18.3,3.4,2
231,223,Rex Grossman,CHI,23,,3,3,3,-1,0,0,0,-0.3,-0.3,3
232,224,Az-Zahir Hakim,DET,26,WR,14,12,3,51,0,1,35,17.0,3.6,2
233,225,Todd Heap*,BAL,23,TE,16,16,3,21,0,0,9,7.0,1.3,1
234,226,Brock Huard,IND,27,,2,0,3,8,0,0,9,2.7,4.0,1
235,227,Rob Johnson,2TM,30,,4,0,3,21,0,0,14,7.0,5.3,0
236,228,Derrick Mason*,TEN,29,WR,16,16,3,11,0,0,7,3.7,0.7,0
237,229,Fred McCrary,NWE,31,,6,3,3,3,0,1,4,1.0,0.5,0
238,230,Quincy Morgan,CLE,26,WR,16,15,3,-4,0,0,2,-1.3,-0.3,0
239,231,Terrell Owens*,SFO,30,WR,15,15,3,-2,0,0,3,-0.7,-0.1,0
240,232,Eric Parker,SDG,24,,8,4,3,21,0,2,13,7.0,2.6,1
241,233,Josh Reed,BUF,23,WR,16,16,3,38,0,2,16,12.7,2.4,1
242,234,John Simon,WAS,25,,4,0,3,9,0,0,6,3.0,2.3,1
243,235,Reggie Swinton,2TM,28,,12,1,3,11,0,0,9,3.7,0.9,4
244,236,Matt Turk,MIA,35,,13,0,3,30,0,1,23,10.0,2.3,0
245,237,B.J. Askew,NYJ,23,,16,0,2,9,0,1,6,4.5,0.6,0
246,238,Arnaz Battle,SFO,23,,8,0,2,14,0,0,9,7.0,1.8,0
247,239,Isaac Bruce,STL,31,WR,15,15,2,17,0,1,14,8.5,1.1,0
248,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
249,240,Antonio Bryant,DAL,22,wr,16,5,2,0,0,0,2,0.0,0.0,0
250,241,Cam Cleeland ,STL,28,TE,16,10,2,-5,0,0,0,-2.5,-0.3,1
251,242,Chris Cole,DEN,26,,11,0,2,8,0,1,8,4.0,0.7,1
252,243,Trent Dilfer,SEA,31,,5,0,2,-1,0,0,0,-0.5,-0.2,2
253,244,Ike Hilliard,NYG,27,WR,13,12,2,19,0,1,13,9.5,1.5,2
254,245,James Hodgins,ARI,26,FB,16,8,2,6,0,1,3,3.0,0.4,1
255,246,Joe Horn,NOR,31,WR,15,14,2,15,0,1,13,7.5,1.0,2
256,247,Chad Hutchinson,DAL,26,,1,0,2,-3,0,0,-1,-1.5,-3.0,0
257,248,Bryan Johnson ,WAS,25,FB,16,11,2,5,0,0,4,2.5,0.3,0
258,249,Eddie Johnson ,MIN,22,,14,0,2,15,0,1,15,7.5,1.1,2
259,250,Eddie Kennison,KAN,30,WR,16,16,2,9,0,0,5,4.5,0.6,1
260,251,Dan Klecko,NWE,22,,13,1,2,5,0,1,5,2.5,0.4,0
261,252,Jim Kleinsasser,MIN,26,TE,16,16,2,15,0,1,12,7.5,0.9,0
262,253,Charles Lee ,TAM,26,wr,8,5,2,14,0,1,8,7.0,1.8,0
263,254,Quentin McCord ,ATL,25,,9,2,2,2,0,0,1,1.0,0.2,0
264,255,Shaun McDonald,STL,22,,8,1,2,7,0,1,5,3.5,0.9,1
265,256,James McKnight ,MIA,31,,15,1,2,75,1,1,68,37.5,5.0,1
266,257,Muhsin Muhammad,CAR,30,WR,15,15,2,-2,0,0,0,-1.0,-0.1,3
267,258,Craig Nall,GNB,24,,1,0,2,-2,0,0,-1,-1.0,-2.0,0
268,259,Peerless Price,ATL,27,WR,16,15,2,3,0,0,5,1.5,0.2,0
269,260,Chris Redman,BAL,26,,2,0,2,4,0,0,4,2.0,2.0,3
270,261,Charles Rogers ,DET,22,wr,5,5,2,17,0,1,12,8.5,3.4,0
271,262,Ken Simonton,BUF,24,,2,0,2,4,0,0,2,2.0,2.0,0
272,263,Paul Smith,DET,25,,7,0,2,5,0,0,3,2.5,0.7,0
273,264,Javon Walker,GNB,25,,16,3,2,1,0,0,1,0.5,0.1,1
274,265,Ken Walter,NWE,31,,15,0,2,0,0,0,0,0.0,0.0,0
275,266,Dez White ,CHI,24,WR,15,11,2,13,0,1,12,6.5,0.9,0
276,267,John Avery,MIN,27,,6,0,1,0,0,0,0,0.0,0.0,1
277,268,Obafemi Ayanbadejo,MIA,28,,16,2,1,-2,0,0,-2,-2.0,-0.1,1
278,269,Charlie Batch,PIT,29,,4,0,1,11,0,1,11,11.0,2.8,1
279,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb
280,270,Brant Boyer,CLE,32,rlb,15,7,1,7,0,1,7,7.0,0.5,0
281,271,Deion Branch,NWE,24,WR,15,12,1,11,0,1,11,11.0,0.7,0
282,272,Antonio Brown,BUF,25,,16,0,1,17,0,1,17,17.0,1.1,1
283,273,Travis Brown,BUF,26,,2,0,1,5,0,0,5,5.0,2.5,0
284,274,Plaxico Burress,PIT,26,WR,16,16,1,-7,0,0,-7,-7.0,-0.4,1
285,275,Tyrone Calico,TEN,23,,14,2,1,5,0,0,5,5.0,0.4,0
286,276,John Carney,NOR,39,,16,0,1,3,0,0,3,3.0,0.2,0
287,277,Jameel Cook,TAM,24,FB,14,8,1,-1,0,0,-1,-1.0,-0.1,0
288,278,Ronald Curry,OAK,24,,16,2,1,0,0,0,0,0.0,0.0,1
289,279,Phil Dawson,CLE,28,,13,0,1,14,0,1,14,14.0,1.1,0
290,280,Eddie Drummond,DET,23,,6,0,1,1,0,0,1,1.0,0.2,1
291,281,Jeff Faine,CLE,22,c,9,9,1,0,0,0,0,0.0,0.0,3
292,282,Jeff Feagles,NYG,37,,16,0,1,0,0,0,0,0.0,0.0,0
293,283,Robert Ferguson ,GNB,24,WR,15,12,1,-8,0,0,-8,-8.0,-0.5,0
294,284,Jabar Gaffney,HOU,23,WR,16,11,1,13,0,1,13,13.0,0.8,0
295,285,Sam Gash,BUF,34,FB,16,10,1,3,0,0,3,3.0,0.2,1
296,286,Bryan Gilmore,ARI,25,WR,14,10,1,0,0,0,0,0.0,0.0,0
297,287,Marvin Harrison*,IND,31,WR,15,15,1,3,0,0,3,3.0,0.2,2
298,288,Torry Holt*+,STL,27,WR,16,15,1,5,0,0,5,5.0,0.3,1
299,289,Damon Huard,NWE,30,,2,0,1,-1,0,0,-1,-1.0,-0.5,0
300,290,Jarious Jackson,DEN,26,,1,1,1,9,0,0,9,9.0,9.0,0
301,291,Shawn Jefferson,DET,34,,7,3,1,3,0,0,3,3.0,0.4,0
302,292,Bethel Johnson ,NWE,24,wr,15,5,1,-12,0,0,-12,-12.0,-0.8,0
303,293,Kevin Kasper,ARI,26,,7,0,1,-4,0,0,-4,-4.0,-0.6,0
304,294,Bill LaFleur,SFO,27,,16,0,1,0,0,0,0,0.0,0.0,1
305,295,George Layne,ATL,25,,3,0,1,15,0,1,15,15.0,5.0,0
306,296,Jermaine Lewis,JAX,29,,2,0,1,6,0,0,6,6.0,3.0,0
307,297,Michael Lewis,NOR,32,,13,1,1,2,0,0,2,2.0,0.2,2
