,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
0,1,Torry Holt*+,STL,27,WR,16,15,183,117,63.9%,1696,14.5,12,84,48,9.3,7.3,106.0,1
1,2,Randy Moss*+,MIN,26,WR,16,16,172,111,64.5%,1632,14.7,17,77,72,9.5,6.9,102.0,1
2,3,Anquan Boldin*,ARI,23,WR,16,16,165,101,61.2%,1377,13.6,8,62,71,8.3,6.3,86.1,3
3,4,LaDainian Tomlinson,SDG,24,RB,16,16,137,100,73.0%,725,7.3,4,26,73,5.3,6.3,45.3,2
4,5,Derrick Mason*,TEN,29,WR,16,16,133,95,71.4%,1303,13.7,8,69,50,9.8,5.9,81.4,0
5,6,Hines Ward *,PIT,27,WR,16,16,156,95,60.9%,1163,12.2,10,60,50,7.5,5.9,72.7,0
6,7,Marvin Harrison*,IND,31,WR,15,15,142,94,66.2%,1272,13.5,10,60,79,9.0,6.3,84.8,2
7,8,Chad Johnson *,CIN,25,WR,16,14,154,90,58.4%,1355,15.1,10,67,82,8.8,5.6,84.7,0
8,9,Steve Smith,CAR,24,WR,16,11,142,88,62.0%,1110,12.6,7,47,67,7.8,5.5,69.4,5
9,10,Keenan McCardell*,TAM,33,WR,16,16,139,84,60.4%,1174,14.0,8,53,76,8.4,5.3,73.4,1
10,11,Laveranues Coles*,WAS,26,WR,16,16,159,82,51.6%,1204,14.7,6,53,64,7.6,5.1,75.3,0
11,12,Terrell Owens*,SFO,30,WR,15,15,146,80,54.8%,1102,13.8,9,55,75,7.5,5.3,73.5,0
12,13,Peter Warrick,CIN,26,WR,15,14,122,79,64.8%,819,10.4,7,49,77,6.7,5.3,54.6,2
13,14,Joe Horn,NOR,31,WR,15,14,130,78,60.0%,973,12.5,10,52,50,7.5,5.2,64.9,2
14,15,Michael Pittman,TAM,28,RB,16,13,121,75,62.0%,597,8.0,2,23,68,4.9,4.7,37.3,4
15,16,Priest Holmes*+,KAN,30,RB,16,16,90,74,82.2%,690,9.3,0,35,36,7.7,4.6,43.1,1
