,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Steve Christie,SDG,36,,16,0,1,1,6,6,3,3,7,3,3,2,20,15,51,75.0%,36,36,100.0%,43,2413,,,56.1,1,20,20,0,20.0
30,29,Morten Andersen,KAN,43,,16,0,,,3,3,8,8,8,5,1,,20,16,49,80.0%,59,58,98.3%,,,,,,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Brett Conway,2TM,28,,8,0,1,1,3,3,9,6,6,4,,,19,14,48,73.7%,9,9,100.0%,32,1992,2,6.3%,62.3,,,,,
33,31,Todd Peterson,SFO,33,,8,0,,,7,5,3,3,4,4,1,,15,12,48,80.0%,23,22,95.7%,44,2546,1,2.3%,57.9,,,,,
34,32,Owen Pochman,SFO,26,,6,0,,,1,1,8,3,5,4,1,,15,8,48,53.3%,10,9,90.0%,25,1489,1,4.0%,59.6,,,,,
35,33,Matt Bryant,NYG,28,,11,0,,,4,3,5,4,5,4,,,14,11,47,78.6%,17,17,100.0%,39,2279,2,5.1%,58.4,,,,,
36,34,Neil Rackers,ARI,27,,7,0,,,5,5,4,1,3,3,,,12,9,49,75.0%,8,8,100.0%,27,1575,5,18.5%,58.3,,,,,
37,35,Tim Duncan,ARI,24,,5,0,,,2,2,4,2,2,1,2,1,10,6,53,60.0%,6,5,83.3%,18,1023,3,16.7%,56.8,,,,,
38,36,Jeff Chandler,SFO,24,,2,0,,,5,5,1,1,1,,,,7,6,35,85.7%,8,7,87.5%,16,960,1,6.3%,60.0,,,,,
39,37,Craig Hentrich*,TEN,32,,16,0,,,,,2,2,2,2,1,,5,4,49,80.0%,1,1,100.0%,91,5143,5,5.5%,56.5,71,3117,58,0,43.9
40,38,Bill Gramatica,ARI,25,,4,0,,,1,1,2,2,,,1,,4,3,38,75.0%,6,6,100.0%,14,877,,,62.6,,,,,
41,39,Wade Richey,BAL,27,,15,0,,,,,,,,,2,1,2,1,56,50.0%,,,,11,729,1,9.1%,66.3,,,,,
42,40,Jeff Feagles,NYG,37,,16,0,,,1,,,,,,,,1,,,0.0%,,,,1,50,,,50.0,90,3641,59,1,40.5
43,41,Micah Knorr,DEN,28,,16,0,,,1,1,,,,,,,1,1,27,100.0%,2,2,100.0%,86,5593,13,15.1%,65.0,68,2937,62,2,43.2
44,42,Joe Nedney,TEN,30,,1,0,,,,,,,,,1,1,1,1,50,100.0%,1,,0.0%,3,204,1,33.3%,68.0,,,,,
45,43,Chad Stanley ,HOU,27,,16,0,,,,,,,,,,,,,,,,,,1,55,,,55.0,97,4028,58,0,41.5
46,44,Shane Lechler+,OAK,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,96,4503,73,0,46.9
47,45,Toby Gowin,DAL,28,,16,0,,,,,,,,,,,,,,,,,,65,4076,2,3.1%,62.7,94,3665,59,0,39.0
48,46,Nick Harris,2TM,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,91,3615,53,1,39.7
49,47,Dave Zastudil,BAL,25,,16,0,,,,,,,,,,,,,,,,,,,,,,,89,3649,67,0,41.0
50,48,Chris Mohr,ATL,37,,16,0,,,,,,,,,,,,,,,,,,5,216,,,43.2,87,3473,54,0,39.9
51,49,Brian Moorman,BUF,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,85,3788,71,0,44.6
52,50,Bryan Barker,WAS,39,,16,0,,,,,,,,,,,,,,,,,,,,,,,84,3377,69,0,40.2
53,51,Josh Miller,PIT,33,,16,0,,,,,,,,,,,,,,,,,,2,112,,,56.0,84,3521,72,1,41.9
54,52,Tom Tupa,TAM,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,83,3590,60,0,43.3
55,53,Darren Bennett,SDG,38,,16,0,,,,,,,,,,,,,,,,,,1,58,,,58.0,82,3436,56,0,41.9
56,54,Scott Player,ARI,34,,16,0,,,,,,,,,,,,,,,,,,2,118,,,59.0,82,3511,64,1,42.8
57,55,Jason Baker,KAN,25,,16,0,,,,,,,,,,,,,,,,,,93,5834,6,6.5%,62.7,80,3156,68,1,39.5
58,56,Dirk Johnson ,PHI,28,,16,0,,,,,,,,,,,,,,,,,,,,,,,79,3207,60,0,40.6
59,57,Brad Maynard,CHI,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,79,3258,53,2,41.2
60,58,Todd Sauerbrun*,CAR,30,,16,0,,,,,,,,,,,,,,,,,,4,97,,,24.3,77,3433,64,3,44.6
61,59,Ken Walter,NWE,31,,15,0,,,,,,,,,,,,,,,,,,1,64,,,64.0,76,2865,52,1,37.7
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Chris Gardocki,CLE,33,,16,0,,,,,,,,,,,,,,,,,,,,,,,72,3019,60,0,41.9
64,61,Mitch Berger,NOR,31,,16,0,,,,,,,,,,,,,,,,,,53,3388,2,3.8%,63.9,71,3144,59,1,44.3
65,62,Dan Stryzinski,NYJ,38,,16,0,,,,,,,,,,,,,,,,,,,,,,,71,2655,55,1,37.4
66,63,Josh Bidwell,GNB,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,69,2875,60,0,41.7
67,64,Bill LaFleur,SFO,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,68,2629,56,1,38.7
68,65,Matt Turk,MIA,35,,13,0,,,,,,,,,,,,,,,,,,2,88,,,44.0,68,2631,57,0,38.7
69,66,Tom Rouen,SEA,35,,16,0,,,,,,,,,,,,,,,,,,,,,,,67,2762,61,2,41.2
70,67,Hunter Smith,IND,26,,16,0,,,,,,,,,,,,,,,,,,,,,,,62,2617,55,1,42.2
71,68,Mark Royals,2TM,38,,14,0,,,,,,,,,,,,,,,,,,,,,,,61,2495,51,0,40.9
72,69,Sean Landeta,STL,41,,16,0,,,,,,,,,,,,,,,,,,1,62,,,62.0,59,2525,57,0,42.8
73,70,Eddie Johnson ,MIN,22,,14,0,,,,,,,,,,,,,,,,,,,,,,,56,2191,55,1,39.1
74,71,Kyle Richardson ,CIN,30,,11,0,,,,,,,,,,,,,,,,,,,,,,,49,1961,58,0,40.0
75,72,John Jett,DET,35,,4,0,,,,,,,,,,,,,,,,,,,,,,,25,995,58,0,39.8
76,73,Chris Hanson,JAX,27,,5,0,,,,,,,,,,,,,,,,,,2,74,,,37.0,23,1001,58,1,43.5
77,74,Brooks Barnard,NWE,24,,1,0,,,,,,,,,,,,,,,,,,,,,,,10,365,49,0,36.5
78,75,Leo Araguz,MIN,33,,2,0,,,,,,,,,,,,,,,,,,,,,,,7,271,44,0,38.7
79,76,Kyle Boller,BAL,22,QB,11,9,,,,,,,,,,,,,,,,,,,,,,,1,29,29,0,29.0
80,77,Tom Brady ,NWE,26,QB,16,16,,,,,,,,,,,,,,,,,,,,,,,1,36,36,0,36.0
