,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Allen Rossum,ATL,28,,16,0,39,545,1,72,14.0,62,1291,0,52,20.8,1836
3,2,J.J. Moses,HOU,24,,15,0,36,244,0,40,6.8,58,1355,0,70,23.4,1599
4,3,Dante Hall *+,KAN,25,,16,2,29,472,2,93,16.3,57,1478,2,100,25.9,2446
5,4,Brian Mitchell ,NYG,35,,16,0,29,154,0,15,5.3,55,1117,0,29,20.3,1329
6,5,Michael Lewis,NOR,32,,13,1,30,275,0,27,9.2,45,1068,0,53,23.7,1571
7,6,Lamont Brightful,BAL,24,,16,0,45,351,0,44,7.8,29,716,0,75,24.7,1067
8,7,Leon Johnson,SDG,29,,14,0,24,184,0,21,7.7,50,1151,0,60,23.0,1361
9,8,Antonio Brown,BUF,25,,16,0,25,111,0,18,4.4,48,1046,0,75,21.8,1174
10,9,Josh Scobey,ARI,24,,15,0,,,,,,73,1684,1,100,23.1,1693
11,10,Antonio Chatman,GNB,24,,16,0,33,277,0,33,8.4,36,804,0,46,22.3,1081
12,11,Antwaan Randle El ,PIT,24,,16,1,45,542,2,84,12.0,24,466,0,34,19.4,1440
13,12,David Allen,JAX,25,,14,0,27,324,0,52,12.0,41,831,0,61,20.3,1223
14,13,Reggie Swinton,2TM,28,,12,1,24,318,1,89,13.3,43,1029,1,96,23.9,1458
15,14,Chad Morton,WAS,26,,15,2,19,188,0,28,9.9,44,1029,1,94,23.4,1620
16,15,Arlen Harris,STL,23,,16,2,7,36,0,13,5.1,51,1175,0,42,23.0,1568
17,16,Steve Smith,CAR,24,WR,16,11,44,439,1,53,10.0,11,309,0,42,28.1,1900
18,17,Brandon Bennett,CIN,30,,16,0,,,,,,53,1146,0,46,21.6,1496
19,18,Zuriel Smith,DAL,23,,9,0,30,212,0,46,7.1,23,495,0,54,21.5,753
20,19,Keenan Howry,MIN,22,,16,1,35,247,0,52,7.1,12,271,0,42,22.6,533
21,20,Maurice Morris ,SEA,24,,16,1,,,,,,47,1007,0,56,21.4,1278
22,21,Jimmy Williams,SFO,24,,15,0,35,240,0,20,6.9,11,207,0,41,18.8,453
23,22,Brian Westbrook ,PHI,24,RB,15,8,20,306,2,84,15.3,23,487,0,47,21.2,1738
24,23,Justin McCareins,TEN,25,WR,16,10,29,330,1,58,11.4,13,256,0,25,19.7,1412
25,24,Jerry Azumah*,CHI,26,RCB,16,13,,,,,,41,1191,2,89,29.0,1235
26,25,Deltha O'Neal,DEN,26,rcb,13,6,33,315,1,57,9.5,8,128,0,24,16.0,453
27,26,Rod Smart,CAR,26,,16,0,,,,,,41,947,1,100,23.1,1007
28,27,Charlie Rogers,MIA,27,,11,0,21,186,0,48,8.9,19,383,0,33,20.2,569
29,28,Andre' Davis,CLE,24,WR,16,8,1,7,0,7,7.0,38,803,0,69,21.1,1414
30,29,Phillip Buchanon,OAK,23,RCB,16,10,36,491,2,80,13.6,2,25,0,17,12.5,692
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Cedrick Wilson,SFO,25,,16,4,1,12,0,12,12.0,37,836,1,95,22.6,1240
33,31,R.W. McQuarters,CHI,27,lcb,16,6,37,452,1,60,12.2,,,,,,524
34,32,Ike Taylor,PIT,23,,16,1,,,,,,37,831,0,53,22.5,831
35,33,Dennis Northcutt,CLE,26,wr,15,6,36,295,0,38,8.2,,,,,,1107
36,34,Jake Schifino,TEN,24,,13,0,,,,,,35,703,0,39,20.1,703
37,35,James Thrash,PHI,28,WR,16,16,1,2,0,2,2.0,34,815,0,54,24.0,1427
38,36,Travis Minor,MIA,24,,16,0,,,,,,34,727,0,49,21.4,933
39,37,Eddie Drummond,DET,23,,6,0,12,151,1,57,12.6,21,469,0,38,22.3,621
40,38,Bobby Engram,SEA,30,wr,16,7,31,320,1,83,10.3,1,18,0,18,18.0,975
41,39,Bethel Johnson ,NWE,24,wr,15,5,1,2,0,2,2.0,30,847,1,92,28.2,1046
42,40,Brad Pyatt,IND,23,,8,0,12,110,0,21,9.2,19,544,0,90,28.6,656
43,41,Chris Cole,DEN,26,,11,0,,,,,,30,714,0,34,23.8,758
44,42,Santana Moss,NYJ,24,WR,16,12,30,332,0,47,11.1,,,,,,1504
45,43,Troy Brown,NWE,32,WR,12,10,29,293,0,23,10.1,,,,,,792
46,44,Doug Gabriel,OAK,23,,12,0,,,,,,29,646,1,85,22.3,663
47,45,Onterrio Smith,MIN,23,,15,3,,,,,,27,588,0,46,21.8,1296
48,46,Michael Bates,2TM,34,,9,0,,,,,,26,686,0,48,26.4,686
49,47,Ronney Jenkins,OAK,26,,7,0,,,,,,25,553,0,33,22.1,553
50,48,Aaron Stecker,TAM,28,,16,1,,,,,,25,520,0,44,20.8,693
51,49,Peter Warrick,CIN,26,WR,15,14,25,273,1,68,10.9,,,,,,1249
52,50,Tim Dwight,SDG,28,,9,3,2,0,0,2,0.0,22,488,0,32,22.2,769
53,51,Eric Parker,SDG,24,,8,4,23,207,0,49,9.0,,,,,,472
54,52,Chester Taylor,BAL,24,,16,1,,,,,,23,448,0,29,19.5,856
55,53,Reggie Barlow,TAM,30,,11,0,12,58,0,17,4.8,10,221,0,32,22.1,306
56,54,Joey Galloway,DAL,32,WR,15,13,20,178,0,36,8.9,2,38,0,22,19.0,910
57,55,Terrence Wilkins ,IND,28,,3,0,7,25,0,16,3.6,14,325,0,42,23.2,350
58,56,Anquan Boldin*,ARI,23,WR,16,16,20,130,0,19,6.5,,,,,,1547
59,57,DeJuan Groce,STL,23,,16,1,19,135,0,19,7.1,1,33,0,25,33.0,175
60,58,Ahmad Merritt,CHI,26,,15,1,,,,,,20,405,0,35,20.3,455
61,59,Jonathan Carter ,NYJ,24,,9,0,,,,,,18,517,1,90,28.7,610
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Mike Furrey,STL,26,,13,0,11,119,0,28,10.8,7,140,0,27,20.0,453
64,61,Derek Ross,2TM,23,,10,0,,,,,,18,434,0,37,24.1,434
65,62,Thomas Jones,TAM,25,,16,3,,,,,,17,271,0,25,15.9,1078
