,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,,2019 Season,w/ Team,Career,Playoffs,w/ Team,Career,,,,,,,,,,,,,,,,,
1,Coach,Tm,G,W,L,T,G,W,L,T,G,W,L,T,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,G plyf,W plyf,L plyf,Remark
2,Kliff Kingsbury,ARI,16,5,10,1,27,11,15,1,27,11,15,1,,,,,,,,,,
3,Dan Quinn,ATL,16,7,9,0,85,43,42,0,85,43,42,0,,,,5,3,2,5,3,2,
4,John Harbaugh,BAL,16,14,2,0,202,124,78,0,202,124,78,0,1,0,1,17,10,7,17,10,7,
5,Sean McDermott,BUF,16,10,6,0,59,33,26,0,59,33,26,0,1,0,1,2,0,2,2,0,2,
6,Perry Fewell,CAR,4,0,4,0,4,0,4,0,11,3,8,0,,,,,,,0,0,0,Interim coach as of Week 13
7,Ron Rivera,CAR,12,5,7,0,140,76,63,1,151,80,70,1,,,,7,3,4,7,3,4,Fired after Week 13
8,Matt Nagy,CHI,16,8,8,0,43,25,18,0,43,25,18,0,,,,1,0,1,1,0,1,
9,Zac Taylor,CIN,16,2,14,0,27,4,22,1,27,4,22,1,,,,,,,,,,
10,Freddie Kitchens,CLE,16,6,10,0,16,6,10,0,16,6,10,0,,,,,,,,,,
11,Jason Garrett,DAL,16,8,8,0,152,85,67,0,152,85,67,0,,,,5,2,3,5,2,3,
12,Vic Fangio,DEN,16,7,9,0,27,11,16,0,27,11,16,0,,,,,,,,,,
13,Matt Patricia,DET,16,3,12,1,43,13,29,1,43,13,29,1,,,,,,,,,,
14,Matt LaFleur,GNB,16,13,3,0,27,21,6,0,27,21,6,0,2,1,1,2,1,1,2,1,1,
15,Bill O'Brien,HOU,16,10,6,0,100,52,48,0,100,52,48,0,2,1,1,6,2,4,6,2,4,
16,Frank Reich,IND,16,7,9,0,43,24,19,0,43,24,19,0,,,,2,1,1,2,1,1,
17,Doug Marrone,JAX,16,6,10,0,61,23,38,0,93,38,55,0,,,,3,2,1,3,2,1,
18,Andy Reid,KAN,16,12,4,0,123,87,36,0,347,217,129,1,3,3,0,10,5,5,29,15,14,Super Bowl Champions
19,Anthony Lynn,LAC,16,5,11,0,59,29,30,0,60,29,31,0,,,,2,1,1,2,1,1,
20,Sean McVay,LAR,16,9,7,0,59,40,19,0,59,40,19,0,,,,4,2,2,4,2,2,
21,Brian Flores,MIA,16,5,11,0,27,12,15,0,27,12,15,0,,,,,,,,,,
22,Mike Zimmer,MIN,16,10,6,0,107,62,44,1,107,62,44,1,2,1,1,5,2,3,5,2,3,
23,Sean Payton,NOR,16,13,3,0,219,140,79,0,219,140,79,0,1,0,1,15,8,7,15,8,7,
24,Bill Belichick,NWE,16,12,4,0,331,242,89,0,411,278,133,0,1,0,1,41,30,11,43,31,12,
25,Pat Shurmur,NYG,16,4,12,0,32,9,23,0,65,19,46,0,,,,,,,0,0,0,
26,Adam Gase,NYJ,16,7,9,0,27,7,20,0,75,30,45,0,,,,,,,1,0,1,
27,Jon Gruden,OAK,16,7,9,0,107,55,52,0,219,112,107,0,,,,4,2,2,9,5,4,
28,Doug Pederson,PHI,16,9,7,0,75,41,33,1,75,41,33,1,1,0,1,6,4,2,6,4,2,
29,Mike Tomlin,PIT,16,8,8,0,218,143,74,1,218,143,74,1,,,,15,8,7,15,8,7,
30,Pete Carroll,SEA,16,11,5,0,171,108,62,1,235,141,93,1,2,1,1,17,10,7,20,11,9,
31,Kyle Shanahan,SFO,16,13,3,0,59,28,31,0,59,28,31,0,3,2,1,3,2,1,3,2,1,NFC Champions
32,Bruce Arians,TAM,16,7,9,0,28,14,14,0,108,63,44,1,,,,,,,3,1,2,
33,Mike Vrabel,TEN,16,9,7,0,43,26,17,0,43,26,17,0,3,2,1,3,2,1,3,2,1,
34,Bill Callahan,WAS,11,3,8,0,11,3,8,0,43,18,25,0,,,,,,,3,2,1,Interim coach after Week 5
35,Jay Gruden,WAS,5,0,5,0,85,35,49,1,85,35,49,1,,,,1,0,1,1,0,1,Fired after Week 5
