,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,,Games,0-19,20-29,30-39,40-49,50+,Scoring,Kickoffs,Punting,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
2,1,Harrison Butker,KAN,24,,16,0,,,9,9,10,9,13,13,6,3,38,34,56,89.5%,48,45,93.8%,98,6157,60,61.2%,62.8,,,,,
3,2,Wil Lutz*,NOR,25,,16,0,1,1,9,9,6,6,15,13,5,3,36,32,58,88.9%,49,48,98.0%,94,6082,74,78.7%,64.7,,,,,
4,3,Zane Gonzalez,ARI,24,,16,0,,,12,12,13,12,8,5,2,2,35,31,54,88.6%,35,34,97.1%,83,5241,45,54.2%,63.1,2,84,44,0,42.0
5,4,Matt Gay,TAM,25,,16,0,,,6,6,7,5,14,11,8,5,35,27,58,77.1%,48,43,89.6%,1,14,,,14.0,,,,,
6,5,Josh Lambo,JAX,29,,16,0,,,12,12,9,9,9,8,4,4,34,33,56,97.1%,20,19,95.0%,40,2283,23,57.5%,57.1,,,,,
7,6,Brandon McManus,DEN,28,,16,0,,,6,6,9,9,12,10,7,4,34,29,53,85.3%,26,25,96.2%,72,4634,55,76.4%,64.4,,,,,
8,7,Greg Zuerlein,LAR,32,k,16,0,,,7,7,8,7,11,5,7,5,33,24,58,72.7%,42,42,100.0%,83,5281,64,77.1%,63.6,,,,,
9,8,Joey Slye,CAR,23,,16,0,,,5,4,5,5,11,8,11,8,32,25,55,78.1%,35,31,88.6%,70,4503,66,94.3%,64.3,,,,,
10,9,Chris Boswell,PIT,28,,16,0,1,1,11,11,7,7,10,9,2,1,31,29,51,93.5%,28,28,100.0%,72,4552,31,43.1%,63.2,,,,,
11,10,Randy Bullock,CIN,30,,16,0,,,10,10,6,6,12,10,3,1,31,27,57,87.1%,25,24,96.0%,71,4269,46,64.8%,60.1,,,,,
12,11,Robbie Gould,SFO,37,,13,0,,,9,9,10,8,8,6,4,,31,23,47,74.2%,42,41,97.6%,1,37,,,37.0,,,,,
13,12,Matt Prater,DET,35,,16,0,,,11,11,3,2,9,6,8,7,31,26,56,83.9%,36,35,97.2%,19,1159,8,42.1%,61.0,,,,,
14,13,Dustin Hopkins ,WAS,29,,16,0,,,8,7,9,8,10,8,3,2,30,25,53,83.3%,22,21,95.5%,68,4231,48,70.6%,62.2,,,,,
15,14,Brett Maher,DAL,30,,13,0,,,9,9,8,6,5,1,8,4,30,20,63,66.7%,36,36,100.0%,69,4170,36,52.2%,60.4,,,,,
16,15,Jason Sanders,MIA,24,,16,0,,,7,7,9,8,9,5,5,3,30,23,54,76.7%,30,29,96.7%,71,4314,49,69.0%,60.8,,,,,
17,16,Austin Seibert,CLE,23,,16,0,,,6,6,9,9,12,9,2,1,29,25,53,86.2%,35,30,85.7%,75,4753,30,40.0%,63.4,1,37,37,0,37.0
18,17,Dan Bailey,MIN,31,,16,0,,,10,10,9,9,7,5,3,3,29,27,50,93.1%,44,40,90.9%,87,5597,66,75.9%,64.3,,,,,
19,18,Justin Tucker*+,BAL,30,,16,0,,,8,8,9,9,11,10,1,1,29,28,51,96.6%,59,57,96.6%,106,6646,57,53.8%,62.7,,,,,
20,19,Stephen Hauschka,BUF,34,,16,0,,,5,5,8,7,10,9,5,1,28,22,51,78.6%,32,30,93.8%,73,4529,42,57.5%,62.0,,,,,
21,20,Jason Myers,SEA,28,,16,0,,,6,6,11,11,7,4,4,2,28,23,54,82.1%,44,40,90.9%,85,5337,59,69.4%,62.8,,,,,
22,21,Eddy Pineiro ,CHI,24,,16,0,1,1,8,8,10,9,7,3,2,2,28,23,53,82.1%,29,27,93.1%,52,3141,26,50.0%,60.4,,,,,
23,22,Sam Ficken,NYJ,27,,15,0,,,2,2,8,7,11,7,6,3,27,19,54,70.4%,26,23,88.5%,62,3763,29,46.8%,60.7,,,,,
24,23,Daniel Carlson,OAK,24,,16,0,,,8,8,6,5,10,6,2,,26,19,48,73.1%,36,34,94.4%,71,4496,38,53.5%,63.3,,,,,
25,24,Jake Elliott,PHI,24,,16,0,,,7,7,8,8,7,5,4,2,26,22,53,84.6%,37,35,94.6%,81,5058,52,64.2%,62.4,,,,,
26,25,Younghoe Koo,ATL,25,,8,0,,,6,6,10,9,9,7,1,1,26,23,50,88.5%,16,15,93.8%,50,3041,27,54.0%,60.8,,,,,
27,26,Ka'imi Fairbairn,HOU,25,,16,0,,,5,5,8,8,6,4,6,3,25,20,54,80.0%,45,40,88.9%,81,5091,42,51.9%,62.9,1,26,26,0,26.0
28,27,Adam Vinatieri,IND,47,k,12,0,,,7,6,6,6,7,3,5,2,25,17,55,68.0%,28,22,78.6%,,,,,,,,,,
