,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
29,28,Mason Crosby,GNB,35,,16,0,1,1,2,2,11,11,8,7,2,1,24,22,54,91.7%,41,40,97.6%,79,5031,49,62.0%,63.7,,,,,
30,29,Chase McLaughlin,3TM,23,,11,0,1,1,5,5,4,4,10,5,3,3,23,18,50,78.3%,26,26,100.0%,18,1064,7,38.9%,59.1,,,,,
31,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
32,30,Nick Folk,NWE,35,,7,0,1,1,5,5,3,3,7,4,1,1,17,14,51,82.4%,12,12,100.0%,1,41,,,41.0,,,,,
33,31,Aldrick Rosas,NYG,25,,16,0,,,6,6,6,5,4,1,1,,17,12,45,70.6%,39,35,89.7%,71,4433,50,70.4%,62.4,,,,,
34,32,Michael Badgley,LAC,24,,8,0,,,5,5,2,2,8,6,1,,16,13,49,81.3%,19,19,100.0%,11,665,1,9.1%,60.5,,,,,
35,33,Matt Bryant,ATL,44,,7,0,,,1,1,4,3,3,3,6,2,14,9,52,64.3%,15,14,93.3%,5,304,,,60.8,,,,,
36,34,Kai Forbath,2TM,32,,4,0,,,2,2,1,1,7,7,1,1,11,11,50,100.0%,12,11,91.7%,23,1375,15,65.2%,59.8,,,,,
37,35,Ty Long,LAC,26,,16,0,,,,,3,2,5,4,1,1,9,7,51,77.8%,9,9,100.0%,47,2978,28,59.6%,63.4,48,2256,60,0,47.0
38,36,Cairo Santos,TEN,28,,5,0,,,,,3,1,3,2,3,1,9,4,53,44.4%,12,12,100.0%,21,1339,12,57.1%,63.8,,,,,
39,37,Stephen Gostkowski,NWE,35,k,4,0,,,3,3,3,3,2,1,,,8,7,41,87.5%,15,11,73.3%,26,1687,21,80.8%,64.9,,,,,
40,38,Mike Nugent,NWE,37,,4,0,,,4,3,3,2,1,,,,8,5,37,62.5%,16,15,93.8%,,,,,,,,,,
41,39,Ryan Succop,TEN,33,k,6,0,,,,,1,1,4,,1,,6,1,31,16.7%,25,24,96.0%,17,1015,3,17.6%,59.7,,,,,
42,40,Cody Parkey,TEN,27,,3,0,,,,,,,2,2,1,1,3,3,51,100.0%,6,5,83.3%,12,753,9,75.0%,62.8,,,,,
43,41,Kaare Vedvik,NYJ,25,,1,0,,,,,,,1,,,,1,,,0.0%,1,,0.0%,3,195,3,100.0%,65.0,,,,,
44,42,Lac Edwards,NYJ,27,,16,0,,,,,,,,,,,,,,,,,,3,159,,,53.0,87,3991,63,0,45.9
45,43,Jake Bailey,NWE,22,,16,0,,,,,,,,,,,,,,,,,,65,3973,38,58.5%,61.1,81,3638,65,0,44.9
46,44,Pat O'Donnell,CHI,28,,16,0,,,,,,,,,,,,,,,,,,15,962,10,66.7%,64.1,80,3586,75,1,44.8
47,45,Corey Bojorquez,BUF,23,,16,0,,,,,,,,,,,,,,,,,,1,50,,,50.0,79,3313,67,1,41.9
48,46,Tress Way*,WAS,29,,16,0,,,,,,,,,,,,,,,,,,,,,,,79,3919,79,0,49.6
49,47,Brett Kern*+,TEN,33,,16,0,,,,,,,,,,,,,,,,,,,,,,,78,3672,70,0,47.1
50,48,Colby Wadman,DEN,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,78,3464,64,0,44.4
51,49,JK Scott,GNB,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,77,3386,66,0,44.0
52,50,Sam Martin ,DET,29,p,16,0,,,,,,,,,,,,,,,,,,61,3740,17,27.9%,61.3,76,3445,62,0,45.3
53,51,Logan Cooke,JAX,24,,16,0,,,,,,,,,,,,,,,,,,36,2300,16,44.4%,63.9,75,3507,66,0,46.8
54,52,Kevin Huber,CIN,34,,16,0,,,,,,,,,,,,,,,,,,,,,,,75,3394,63,0,45.3
55,53,Michael Palardy,CAR,27,,16,0,,,,,,,,,,,,,,,,,,6,155,,,25.8,75,3452,62,0,46.0
56,54,Jordan Berry ,PIT,28,,16,0,,,,,,,,,,,,,,,,,,3,183,,,61.0,74,3368,69,0,45.5
57,55,Michael Dickson,SEA,23,,16,0,,,,,,,,,,,,,,,,,,,,,,,74,3341,63,0,45.1
58,56,Cameron Johnston,PHI,27,,16,0,,,,,,,,,,,,,,,,,,,,,,,71,3292,61,0,46.4
59,57,Riley Dixon,NYG,26,,16,0,,,,,,,,,,,,,,,,,,1,52,,,52.0,69,3178,62,2,46.1
60,58,Matt Haack,MIA,25,,16,0,,,,,,,,,,,,,,,,,,2,109,,,54.5,69,3105,62,0,45.0
61,59,AJ Cole III,OAK,24,,16,0,,,,,,,,,,,,,,,,,,,,,,,67,3081,74,0,46.0
62,Rk,Player,Tm,Age,Pos,G,GS,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,Lng,FG%,XPA,XPM,XP%,KO,KOYds,TB,TB%,KOAvg,Pnt,Yds,Lng,Blck,Y/P
63,60,Johnny Hekker,LAR,29,,16,0,,,,,,,,,,,,,,,,,,2,76,1,50.0%,38.0,66,3128,71,1,47.4
64,61,Jamie Gillan ,CLE,22,,16,0,,,,,,,,,,,,,,,,,,4,150,,,37.5,63,2913,71,1,46.2
65,62,Britton Colquitt,MIN,34,,16,0,,,,,,,,,,,,,,,,,,1,63,,,63.0,62,2802,59,0,45.2
66,63,Andy Lee ,ARI,37,,15,0,,,,,,,,,,,,,,,,,,,,,,,61,2913,64,1,47.8
67,64,Thomas Morstead,NOR,33,,16,0,,,,,,,,,,,,,,,,,,1,46,,,46.0,60,2770,64,0,46.2
68,65,Rigoberto Sanchez,IND,25,,16,0,,,,,,,,,,,,,,,,,,79,5101,60,75.9%,64.6,59,2619,60,0,44.4
69,66,Bradley Pinion,TAM,25,,16,0,,,,,,,,,,,,,,,,,,97,6303,88,90.7%,65.0,57,2464,63,0,43.2
70,67,Mitch Wishnowsky,SFO,27,,16,0,,,,,,,,,,,,,,,,,,96,6105,49,51.0%,63.6,52,2333,65,0,44.9
71,68,Chris Jones,DAL,30,,16,0,,,,,,,,,,,,,,,,,,,,,,,50,2079,58,1,41.6
72,69,Dustin Colquitt,KAN,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,48,2126,68,1,44.3
73,70,Bryan Anger,HOU,31,,14,0,,,,,,,,,,,,,,,,,,1,73,,,73.0,45,2094,71,0,46.5
74,71,Sam Koch,BAL,37,,16,0,,,,,,,,,,,,,,,,,,,,,,,40,1855,62,1,46.4
75,72,Ryan Allen,ATL,29,,8,0,,,,,,,,,,,,,,,,,,,,,,,28,1172,59,0,41.9
76,73,Trevor Daniel,HOU,25,,2,0,,,,,,,,,,,,,,,,,,,,,,,11,479,54,0,43.5
77,74,Matthew Bosher,ATL,32,p,3,0,,,,,,,,,,,,,,,,,,6,318,4,66.7%,53.0,9,377,52,1,41.9
78,75,Kasey Redfern,ATL,28,,3,0,,,,,,,,,,,,,,,,,,15,818,9,60.0%,54.5,9,371,54,0,41.2
79,76,Matt Wile,ATL,27,,2,0,,,,,,,,,,,,,,,,,,11,633,7,63.6%,57.5,6,290,60,0,48.3
80,77,Ryan Winslow,ARI,25,,2,0,,,,,,,,,,,,,,,,,,,,,,,6,291,55,0,48.5
81,78,Greg Joseph,TEN,25,,2,0,,,,,,,,,,,,,,,9,9,100.0%,11,689,6,54.5%,62.6,,,,,
