,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,Games,Punt Returns,Kick Returns,,,,,,,,,,,,,,
1,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
2,1,Michael Lewis*+,NOR,31,,16,0,44,625,1,83,14.2,70,1807,2,97,25.8,2647
3,2,Charlie Rogers,BUF,26,,16,0,26,137,0,16,5.3,64,1280,1,90,20.0,1417
4,3,Brian Mitchell ,PHI,34,,16,0,46,567,1,76,12.3,43,1162,0,57,27.0,1738
5,4,Troy Walters,IND,26,,16,1,35,270,0,34,7.7,53,1150,0,44,21.7,1660
6,5,Dante Hall *,KAN,24,,16,0,29,390,2,90,13.4,57,1354,1,88,23.8,2120
7,6,Jermaine Lewis,HOU,28,,12,2,36,280,0,48,7.8,46,961,0,45,20.9,1290
8,7,Steve Smith,CAR,23,WR,15,13,55,470,2,87,8.5,26,571,0,51,22.0,1909
9,8,Allen Rossum,ATL,27,,14,0,24,288,0,36,12.0,53,1164,1,91,22.0,1452
10,9,Terrence Wilkins ,STL,27,,13,0,25,242,0,55,9.7,47,1074,0,42,22.9,1403
11,10,Antwaan Randle El ,PIT,23,,16,0,37,257,0,29,6.9,32,733,1,99,22.9,1613
12,11,Chad Morton,NYJ,25,,16,0,4,51,0,21,12.8,58,1509,2,98,26.0,1587
13,12,Eddie Drummond,DET,22,,9,0,18,138,1,73,7.7,40,1039,0,91,26.0,1212
14,13,Delvin Joyce ,NYG,24,,12,0,25,210,0,37,8.4,33,776,0,46,23.5,993
15,14,Andre' Davis,CLE,23,,16,4,7,33,0,15,4.7,50,1068,1,95,21.4,1528
16,15,Kevin Kasper,3TM,25,,13,4,,,,,,55,1300,0,56,23.6,1499
17,16,Ahmad Merritt,CHI,25,,12,3,10,71,0,18,7.1,45,1029,0,63,22.9,1205
18,17,Jimmy Williams,SFO,23,,13,0,20,336,1,89,16.8,35,765,0,50,21.9,1104
19,18,Brandon Bennett,CIN,29,,12,0,,,,,,49,1231,1,94,25.1,1495
20,19,Lamont Brightful,BAL,23,,12,0,15,241,1,95,16.1,34,701,0,54,20.6,942
21,20,Leon Johnson,CHI,28,,16,4,28,288,0,30,10.3,21,418,0,36,19.9,1158
22,21,Reggie Swinton,DAL,27,,14,0,19,141,0,26,7.4,28,697,1,100,24.9,924
23,22,Travis Minor,MIA,23,,16,0,,,,,,46,1071,0,66,23.3,1251
24,23,Karl Williams ,TAM,31,,16,2,43,410,1,56,9.5,3,49,0,23,16.3,531
25,24,Nick Davis ,MIN,23,,15,0,24,190,0,57,7.9,18,368,0,39,20.4,569
26,25,Ronney Jenkins,SDG,25,,13,0,,,,,,40,925,0,56,23.1,925
27,26,Darrien Gordon,GNB,32,,13,0,35,180,0,27,5.1,4,53,0,19,13.3,233
28,27,Avion Black,HOU,25,,11,0,14,188,1,76,13.4,24,529,0,49,22.0,769
29,28,Deion Branch,NWE,23,wr,13,7,2,58,0,40,29.0,36,863,0,63,24.0,1410
30,29,T.J. Houshmandzadeh,CIN,25,wr,16,5,24,117,0,34,4.9,13,288,0,44,22.2,897
31,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
32,30,Aaron Stecker,TAM,27,,16,1,,,,,,37,934,0,67,25.2,1177
33,31,Desmond Howard ,DET,32,,7,0,9,48,0,14,5.3,26,587,0,70,22.6,635
34,32,Javon Walker,GNB,24,,15,2,,,,,,35,769,0,55,22.0,1099
35,33,Kevin Faulk,NWE,26,,15,0,8,65,0,16,8.1,26,725,2,87,27.9,1440
36,34,Maurice Morris ,SEA,23,,11,0,,,,,,34,821,1,97,24.1,999
37,35,John Simon,TEN,24,,12,0,13,113,0,30,8.7,20,371,0,29,18.6,669
38,36,Lee Mays,PIT,24,,16,0,,,,,,32,671,0,35,21.0,671
39,37,Arnold Jackson,ARI,25,,16,0,31,182,0,22,5.9,,,,,,224
40,38,Deltha O'Neal,DEN,25,LCB,16,14,30,251,0,53,8.4,1,15,0,15,15.0,336
41,39,Tamarick Vanover,SDG,28,,7,0,16,86,0,16,5.4,14,323,0,39,23.1,409
42,40,Marcus Knight ,OAK,24,,16,1,,,,,,29,705,0,65,24.3,731
43,41,Ladell Betts,WAS,23,,11,0,,,,,,28,690,0,60,24.6,1151
44,42,Bobby Shaw,JAX,27,WR,16,10,25,310,1,69,12.4,3,53,0,22,17.7,888
45,43,Woodrow Dantzler,DAL,23,,5,0,,,,,,27,602,1,84,22.3,602
46,44,Tim Dwight,SDG,27,WR,16,14,19,231,0,37,12.2,8,166,0,26,20.8,1112
47,45,Elvis Joseph,JAX,24,,15,0,,,,,,27,562,0,53,20.8,562
48,46,Champ Bailey*,WAS,24,LCB,16,16,24,238,0,39,9.9,1,17,0,17,17.0,261
49,47,Santana Moss,NYJ,23,,15,3,25,413,2,63,16.5,,,,,,894
50,48,Dennis Northcutt,CLE,25,,13,0,25,367,2,87,14.7,,,,,,1072
51,49,Troy Brown,NWE,31,WR,14,13,24,175,0,27,7.3,,,,,,1079
52,50,Moe Williams,MIN,28,,16,0,,,,,,24,516,0,51,21.5,1181
53,51,Kenny Watson,WAS,24,,16,4,,,,,,23,496,0,28,21.6,1283
54,52,Bobby Engram,SEA,29,wr,15,6,21,224,1,61,10.7,,,,,,843
55,53,James Williams,SEA,24,,13,2,,,,,,21,354,0,46,16.9,453
56,54,Reuben Droughns,DEN,24,,16,0,,,,,,20,516,0,53,25.8,580
57,55,Jacquez Green,2TM,26,,10,0,17,174,1,90,10.2,3,58,0,22,19.3,335
58,56,MarTay Jenkins,ARI,27,,8,1,,,,,,20,559,1,95,28.0,815
59,57,Albert Johnson ,MIA,25,,4,0,8,69,0,13,8.6,12,330,0,49,27.5,399
60,58,Terry Kirby,OAK,32,,6,0,0,79,1,79,,19,425,1,96,22.4,670
61,59,Justin McCareins,TEN,24,,16,1,6,44,0,16,7.3,13,300,0,48,23.1,663
62,Rk,Player,Tm,Age,Pos,G,GS,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd
63,60,Cedrick Wilson,SFO,24,,16,0,8,59,0,13,7.4,10,195,0,37,19.5,420
64,61,Tyrone Carter ,MIN,26,rcb,16,7,,,,,,17,350,0,34,20.6,363
65,62,Chris McAlister ,BAL,25,LCB,13,12,17,122,0,28,7.2,,,,,,122
