,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
27,28,Donald Driver*,GNB,27,WR,16,16,113,70,61.9%,1064,15.2,9,47,85,9.4,4.4,66.5,1
28,29,Priest Holmes*+,KAN,29,RB,14,14,81,70,86.4%,672,9.6,3,31,64,8.3,5.0,48.0,1
29,30,Tiki Barber,NYG,27,RB,16,15,95,69,72.6%,597,8.7,0,24,38,6.3,4.3,37.3,9
30,31,Chad Johnson ,CIN,24,WR,16,14,137,69,50.4%,1166,16.9,5,58,72,8.5,4.3,72.9,0
31,32,Ed McCaffrey,DEN,34,WR,16,16,103,69,67.0%,903,13.1,2,44,69,8.8,4.3,56.4,1
32,33,Todd Heap*,BAL,22,TE,16,16,122,68,55.7%,836,12.3,6,45,43,6.9,4.3,52.3,0
33,34,Kevin Johnson,CLE,26,WR,16,15,120,67,55.8%,703,10.5,4,39,30,5.9,4.2,43.9,0
34,35,Tony Gonzalez*,KAN,26,TE,16,16,99,63,63.6%,773,12.3,7,39,42,7.8,3.9,48.3,0
35,36,Muhsin Muhammad,CAR,29,WR,14,14,108,63,58.3%,823,13.1,3,40,42,7.6,4.5,58.8,0
36,37,Jamel White,CLE,25,rb,14,6,86,63,73.3%,452,7.2,0,15,33,5.3,4.5,32.3,0
37,38,Darrell Jackson,SEA,24,WR,13,13,112,62,55.4%,877,14.1,4,37,48,7.8,4.8,67.5,3
38,39,Joey Galloway,DAL,31,WR,16,16,120,61,50.8%,908,14.9,6,33,80,7.6,3.8,56.8,2
39,40,Edgerrin James,IND,24,RB,14,14,80,61,76.3%,354,5.8,1,17,23,4.4,4.4,25.3,4
40,41,Keenan McCardell,TAM,32,WR,14,14,101,61,60.4%,670,11.0,6,31,65,6.6,4.4,47.9,1
41,42,David Patten,NWE,28,WR,16,14,120,61,50.8%,824,13.5,5,39,39,6.9,3.8,51.5,0
42,43,Shannon Sharpe,DEN,34,TE,13,13,88,61,69.3%,686,11.2,3,32,82,7.8,4.7,52.8,0
43,44,Travis Taylor,BAL,24,WR,16,15,118,61,51.7%,869,14.2,6,40,64,7.4,3.8,54.3,0
44,45,Todd Pinkston,PHI,25,WR,15,15,113,60,53.1%,798,13.3,7,40,42,7.1,4.0,53.2,2
45,46,Shaun Alexander ,SEA,25,RB,16,16,78,59,75.6%,460,7.8,2,20,80,5.9,3.7,28.8,3
46,47,Michael Pittman,TAM,27,RB,16,15,86,59,68.6%,477,8.1,0,19,64,5.5,3.7,29.8,3
47,48,Curtis Conway,SDG,31,WR,13,13,94,57,60.6%,852,14.9,5,42,52,9.1,4.4,65.5,2
48,49,Ahman Green*,GNB,25,RB,14,14,74,57,77.0%,393,6.9,2,19,23,5.3,4.1,28.1,4
49,50,Brian Finneran,ATL,26,WR,16,16,102,56,54.9%,838,15.0,6,41,47,8.2,3.5,52.4,2
50,51,Terry Glenn,GNB,28,WR,15,14,106,56,52.8%,817,14.6,2,43,49,7.7,3.7,54.5,1
51,52,Quincy Morgan,CLE,25,WR,16,16,97,56,57.7%,964,17.2,7,34,78,9.9,3.5,60.3,2
52,53,Bubba Franks*,GNB,24,TE,16,15,71,54,76.1%,442,8.2,7,28,20,6.2,3.4,27.6,0
53,54,Steve Smith,CAR,23,WR,15,13,98,54,55.1%,872,16.1,3,33,69,8.9,3.6,58.1,5
54,55,Eddie Kennison,KAN,29,WR,16,14,92,53,57.6%,906,17.1,2,44,64,9.8,3.3,56.6,0
55,56,Derrius Thompson,WAS,25,WR,16,14,93,53,57.0%,773,14.6,4,35,47,8.3,3.3,48.3,2
56,57,Peter Warrick,CIN,25,WR,15,10,81,53,65.4%,606,11.4,6,27,37,7.5,3.5,40.4,2
57,58,Chris Chambers,MIA,24,WR,15,15,100,52,52.0%,734,14.1,3,38,59,7.3,3.5,48.9,1
58,59,James Thrash,PHI,27,WR,16,16,107,52,48.6%,635,12.2,6,26,39,5.9,3.3,39.7,1
59,60,Wayne Chrebet,NYJ,29,WR,15,15,80,51,63.8%,691,13.5,9,38,37,8.6,3.4,46.1,2
60,61,Billy Miller,HOU,25,te,16,7,80,51,63.8%,613,12.0,3,33,42,7.7,3.2,38.3,0
61,62,Jerry Porter,OAK,24,WR,16,14,70,51,72.9%,688,13.5,9,36,36,9.8,3.2,43.0,0
62,63,Duce Staley,PHI,27,RB,16,16,69,51,73.9%,541,10.6,3,20,45,7.8,3.2,33.8,3
63,64,Dez White ,CHI,23,WR,16,14,94,51,54.3%,656,12.9,4,28,76,7.0,3.2,41.0,1
64,65,D'Wayne Bates,MIN,27,WR,14,11,80,50,62.5%,689,13.8,4,35,59,8.6,3.6,49.2,2
65,66,Warrick Dunn,ATL,27,RB,15,14,66,50,75.8%,377,7.5,2,16,31,5.7,3.3,25.1,4
66,67,Tim Dwight,SDG,27,WR,16,14,93,50,53.8%,623,12.5,2,33,42,6.7,3.1,38.9,1
67,68,Bobby Engram,SEA,29,wr,15,6,72,50,69.4%,619,12.4,0,43,38,8.6,3.3,41.3,2
68,69,Curtis Martin ,NYJ,29,RB,16,16,56,49,87.5%,362,7.4,0,17,28,6.5,3.1,22.6,0
69,70,Fred Taylor,JAX,26,RB,16,16,57,49,86.0%,408,8.3,0,15,72,7.2,3.1,25.5,3
70,71,Reggie Wayne,IND,24,WR,16,7,72,49,68.1%,716,14.6,4,35,49,9.9,3.1,44.8,2
71,72,Garrison Hearst,SFO,31,RB,16,16,69,48,69.6%,317,6.6,1,14,16,4.6,3.0,19.8,4
72,73,James Allen,HOU,27,rb,16,5,57,47,82.5%,302,6.4,0,11,21,5.3,2.9,18.9,1
73,74,Ron Dugans,CIN,25,wr,16,5,73,47,64.4%,421,9.0,0,24,31,5.8,2.9,26.3,0
74,75,Jamal Lewis,BAL,23,RB,16,15,60,47,78.3%,442,9.4,1,14,77,7.4,2.9,27.6,8
75,76,Deuce McAllister*,NOR,24,RB,15,15,74,47,63.5%,352,7.5,3,15,30,4.8,3.1,23.5,4
76,77,Antwaan Randle El ,PIT,23,,16,0,65,47,72.3%,489,10.4,2,22,36,7.5,2.9,30.6,4
77,78,Ricky Williams*+,MIA,25,RB,16,16,59,47,79.7%,363,7.7,1,16,52,6.2,2.9,22.7,7
78,79,Antonio Freeman ,PHI,30,,16,1,80,46,57.5%,600,13.0,4,28,59,7.5,2.9,37.5,0
79,80,James Stewart,DET,31,RB,14,9,70,46,65.7%,333,7.2,2,13,52,4.8,3.3,23.8,0
80,81,Stephen Alexander,SDG,27,TE,14,14,76,45,59.2%,510,11.3,1,25,32,6.7,3.2,36.4,1
81,82,Richie Anderson ,NYJ,31,FB,16,14,56,45,80.4%,257,5.7,1,9,15,4.6,2.8,16.1,0
82,83,Corey Bradford ,HOU,27,WR,16,16,106,45,42.5%,697,15.5,6,24,81,6.6,2.8,43.6,0
83,84,Antonio Bryant,DAL,21,WR,16,15,93,44,47.3%,733,16.7,6,32,78,7.9,2.8,45.8,3
84,85,Qadry Ismail,IND,32,WR,14,14,84,44,52.4%,462,10.5,3,23,42,5.5,3.1,33.0,0
85,86,Freddie Jones,ARI,28,TE,16,16,81,44,54.3%,358,8.1,1,14,24,4.4,2.8,22.4,0
86,87,Bobby Shaw,JAX,27,WR,16,10,74,44,59.5%,525,11.9,1,32,48,7.1,2.8,32.8,1
87,88,Kyle Brady,JAX,30,TE,16,16,67,43,64.2%,461,10.7,4,26,42,6.9,2.7,28.8,0
88,89,Deion Branch,NWE,23,wr,13,7,68,43,63.2%,489,11.4,2,23,49,7.2,3.3,37.6,1
89,90,Larry Centers,BUF,34,FB,16,7,63,43,68.3%,388,9.0,0,19,25,6.2,2.7,24.3,0
90,91,Corey Dillon,CIN,28,RB,16,16,61,43,70.5%,298,6.9,0,18,19,4.9,2.7,18.6,5
91,92,Travis Henry *,BUF,24,RB,16,16,59,43,72.9%,309,7.2,1,14,26,5.2,2.7,19.3,11
92,93,Itula Mili,SEA,29,TE,16,12,64,43,67.2%,508,11.8,2,23,49,7.9,2.7,31.8,1
93,94,Jerome Pathon,NOR,27,WR,14,13,80,43,53.8%,523,12.2,4,25,64,6.5,3.1,37.4,0
94,95,Marcus Pollard,IND,30,TE,15,15,69,43,62.3%,478,11.1,6,21,41,6.9,2.9,31.9,1
95,96,Ricky Proehl,STL,34,,16,2,70,43,61.4%,466,10.8,4,29,33,6.7,2.7,29.1,0
96,97,Chad Lewis*,PHI,31,TE,16,16,67,42,62.7%,398,9.5,3,22,30,5.9,2.6,24.9,2
97,98,Donte' Stallworth,NOR,22,wr,13,7,69,42,60.9%,594,14.1,8,26,57,8.6,3.2,45.7,0
98,99,Amos Zereoue,PIT,26,rb,16,5,53,42,79.2%,341,8.1,0,15,54,6.4,2.6,21.3,2
99,100,Kevin Dyson,TEN,27,WR,11,11,69,41,59.4%,460,11.2,4,26,40,6.7,3.7,41.8,1
100,101,Jabar Gaffney,HOU,22,WR,16,14,81,41,50.6%,483,11.8,1,27,27,6.0,2.6,30.2,1
101,102,T.J. Houshmandzadeh,CIN,25,wr,16,5,69,41,59.4%,492,12.0,1,27,31,7.1,2.6,30.8,3
102,103,Frank Wycheck,TEN,31,TE,15,15,66,40,60.6%,346,8.7,2,22,19,5.2,2.7,23.1,1
103,104,Randy McMichael,MIA,23,TE,16,16,68,39,57.4%,485,12.4,4,24,45,7.1,2.4,30.3,1
104,105,Dennis Northcutt,CLE,25,,13,0,50,38,76.0%,601,15.8,5,31,43,12.0,2.9,46.2,2
105,106,Marcel Shipp,ARI,24,rb,15,6,49,38,77.6%,413,10.9,3,14,80,8.4,2.5,27.5,4
106,107,Michael Bennett*,MIN,24,RB,16,16,41,37,90.2%,351,9.5,1,16,45,8.6,2.3,21.9,4
107,108,Andre' Davis,CLE,23,,16,4,72,37,51.4%,420,11.4,6,6,31,5.8,2.3,26.3,1
108,109,Kevin Faulk,NWE,26,,15,0,53,37,69.8%,379,10.2,3,14,36,7.2,2.5,25.3,1
109,110,Az-Zahir Hakim,DET,25,WR,10,10,82,37,45.1%,541,14.6,3,26,64,6.6,3.7,54.1,0
110,111,Joe Jurevicius,TAM,28,,15,3,52,37,71.2%,423,11.4,4,24,26,8.1,2.5,28.2,1
111,112,Jim Kleinsasser,MIN,25,TE,14,12,50,37,74.0%,393,10.6,1,22,39,7.9,2.6,28.1,0
112,113,Josh Reed,BUF,22,,16,2,59,37,62.7%,509,13.8,2,23,42,8.6,2.3,31.8,1
113,114,Alge Crumpler,ATL,25,TE,16,9,58,36,62.1%,455,12.6,5,26,33,7.8,2.3,28.4,0
114,115,Eddie George,TEN,29,RB,16,16,46,36,78.3%,255,7.1,2,11,14,5.5,2.3,15.9,1
115,116,Eric Johnson ,SFO,23,TE,12,10,65,36,55.4%,321,8.9,0,12,38,4.9,3.0,26.8,0
116,117,Bill Schroeder,DET,31,WR,14,13,77,36,46.8%,595,16.5,5,27,46,7.7,2.6,42.5,0
117,118,Mike Alstott *,TAM,29,FB,16,9,48,35,72.9%,242,6.9,2,11,44,5.0,2.2,15.1,4
118,119,Ashley Lelie,DEN,22,,16,1,53,35,66.0%,525,15.0,2,24,48,9.9,2.2,32.8,0
119,120,Cory Schlesinger,DET,30,FB,16,14,54,35,64.8%,263,7.5,0,13,43,4.9,2.2,16.4,2
120,121,Byron Chamberlain,MIN,31,TE,13,9,50,34,68.0%,389,11.4,0,15,61,7.8,2.6,29.9,0
121,122,Ernie Conwell,STL,30,TE,16,11,48,34,70.8%,419,12.3,2,18,52,8.7,2.1,26.2,0
122,123,Ken Dilger,TAM,31,TE,16,15,48,34,70.8%,329,9.7,2,14,40,6.9,2.1,20.6,1
123,124,Rob Konrad,MIA,26,FB,16,12,45,34,75.6%,233,6.9,3,14,19,5.2,2.1,14.6,2
124,125,Frank Sanders ,ARI,29,WR,12,12,58,34,58.6%,400,11.8,2,22,37,6.9,2.8,33.3,0
125,126,Drew Bennett,TEN,24,wr,16,7,64,33,51.6%,478,14.5,2,26,53,7.5,2.1,29.9,0
126,127,Clinton Portis,DEN,21,RB,16,12,49,33,67.3%,364,11.0,2,16,66,7.4,2.1,22.8,5
127,128,David Boston,ARI,24,wr,8,8,75,32,42.7%,512,16.0,1,28,34,6.8,4.0,64.0,0
128,129,Doug Jolley,OAK,23,,16,3,37,32,86.5%,409,12.8,2,20,33,11.1,2.0,25.6,0
129,130,Jay Riemersma,BUF,29,TE,16,15,48,32,66.7%,350,10.9,0,26,29,7.3,2.0,21.9,0
130,131,J.J. Stokes,SFO,30,wr,13,8,55,32,58.2%,332,10.4,1,17,51,6.0,2.5,25.5,0
131,132,Kenny Watson,WAS,24,,16,4,43,32,74.4%,253,7.9,1,6,62,5.9,2.0,15.8,0
132,133,Antowain Smith,NWE,30,RB,16,15,42,31,73.8%,243,7.8,2,11,35,5.8,1.9,15.2,2
133,134,Lamar Gordon,STL,22,rb,13,5,38,30,78.9%,278,9.3,2,13,25,7.3,2.3,21.4,4
134,135,Santana Moss,NYJ,23,,15,3,52,30,57.7%,433,14.4,4,21,47,8.3,2.0,28.9,2
135,136,James McKnight ,MIA,30,WR,15,9,47,29,61.7%,528,18.2,2,18,77,11.2,1.9,35.2,2
136,137,Johnnie Morton,KAN,31,WR,14,14,64,29,45.3%,397,13.7,1,25,30,6.2,2.1,28.4,0
137,138,Anthony Becht,NYJ,25,TE,16,15,44,28,63.6%,243,8.7,5,19,21,5.5,1.8,15.2,0
138,139,Christian Fauria,NWE,31,TE,16,13,40,27,67.5%,253,9.4,7,16,33,6.3,1.7,15.8,0
139,140,Ike Hilliard,NYG,26,WR,7,7,47,27,57.4%,386,14.3,2,21,38,8.2,3.9,55.1,0
140,141,Shawn Jefferson,ATL,33,wr,13,7,49,27,55.1%,394,14.6,1,18,63,8.0,2.1,30.3,0
141,142,Mikhael Ricks,DET,28,TE,14,12,68,27,39.7%,339,12.6,3,16,49,5.0,1.9,24.2,0
142,143,Matt Schobel,CIN,24,TE,16,10,36,27,75.0%,212,7.9,2,13,20,5.9,1.7,13.3,0
143,144,Moe Williams,MIN,28,,16,0,43,27,62.8%,251,9.3,0,9,36,5.8,1.7,15.7,1
144,145,Roland Williams,OAK,27,TE,16,12,40,27,67.5%,213,7.9,0,12,19,5.3,1.7,13.3,1
145,146,William Henderson ,GNB,31,FB,15,12,32,26,81.3%,168,6.5,3,12,17,5.3,1.7,11.2,0
146,147,Jerramy Stevens,SEA,23,,12,1,42,26,61.9%,252,9.7,3,15,29,6.0,2.2,21.0,1
147,148,Scotty Anderson ,DET,23,,16,4,56,25,44.6%,322,12.9,1,20,34,5.8,1.6,20.1,1
148,149,Mark Campbell,CLE,27,TE,16,16,46,25,54.3%,179,7.2,3,9,26,3.9,1.6,11.2,0
149,150,Trevor Gaylor,ATL,25,,13,2,54,25,46.3%,385,15.4,3,21,74,7.1,1.9,29.6,0
150,151,Willie Jackson,2TM,31,,12,2,53,25,47.2%,257,10.3,1,0,29,4.8,2.1,21.4,2
151,152,Jason McAddley,ARI,23,WR,9,8,69,25,36.2%,362,14.5,1,18,42,5.2,2.8,40.2,0
152,153,Pete Mitchell ,JAX,31,TE,16,11,36,25,69.4%,246,9.8,2,14,45,6.8,1.6,15.4,0
153,154,Brandon Stokley,BAL,26,wr,8,5,52,24,46.2%,357,14.9,2,16,35,6.9,3.0,44.6,1
154,155,Anthony Thomas,CHI,25,RB,12,12,41,24,58.5%,163,6.8,0,4,19,4.0,2.0,13.6,5
155,156,Stephen Davis ,WAS,28,RB,12,12,33,23,69.7%,142,6.2,1,3,14,4.3,1.9,11.8,4
156,157,Marc Edwards,NWE,28,FB,16,10,32,23,71.9%,196,8.5,0,10,27,6.1,1.4,12.3,1
157,158,Terance Mathis,PIT,35,,16,0,40,23,57.5%,218,9.5,2,14,22,5.5,1.4,13.6,0
158,159,Tony McGee,DAL,31,TE,16,16,30,23,76.7%,294,12.8,1,15,58,9.8,1.4,18.4,0
159,160,Javon Walker,GNB,24,,15,2,50,23,46.0%,319,13.9,1,14,30,6.4,1.5,21.3,1
160,161,Fred Beasley,SFO,28,FB,16,14,32,22,68.8%,152,6.9,1,8,25,4.8,1.4,9.5,0
161,162,Reche Caldwell ,SDG,23,,16,2,43,22,51.2%,208,9.5,3,14,26,4.8,1.4,13.0,3
162,163,Dan Campbell,NYG,26,TE,16,16,31,22,71.0%,175,8.0,1,10,27,5.6,1.4,10.9,0
163,164,Germane Crowell,DET,26,wr,10,5,47,22,46.8%,201,9.1,1,11,22,4.3,2.2,20.1,0
164,165,Ron Dixon,NYG,26,,10,3,36,22,61.1%,377,17.1,2,18,33,10.5,2.2,37.7,1
165,166,Robert Ferguson ,GNB,23,,16,1,52,22,42.3%,293,13.3,3,15,40,5.6,1.4,18.3,0
166,167,Fred McCrary,SDG,30,FB,16,16,31,22,71.0%,96,4.4,3,5,25,3.1,1.4,6.0,1
167,168,Darnay Scott,DAL,30,,15,1,35,22,62.9%,218,9.9,1,13,17,6.2,1.5,14.5,0
168,169,Mack Strong,SEA,31,FB,16,12,32,22,68.8%,120,5.5,2,5,12,3.8,1.4,7.5,0
169,170,Dwayne Carswell,DEN,30,te,16,7,29,21,72.4%,189,9.0,1,9,19,6.5,1.3,11.8,0
170,171,JaJuan Dawson,HOU,25,,14,2,39,21,53.8%,286,13.6,0,17,28,7.3,1.5,20.4,1
171,172,Troy Hambrick,DAL,26,,16,0,24,21,87.5%,99,4.7,0,1,14,4.1,1.3,6.2,2
172,173,MarTay Jenkins,ARI,27,,8,1,43,21,48.8%,250,11.9,1,13,65,5.8,2.6,31.3,0
173,174,Darnerien McCants,WAS,26,,9,1,41,21,51.2%,256,12.2,2,16,32,6.2,2.3,28.4,1
174,175,Lorenzo Neal*,CIN,32,FB,16,8,29,21,72.4%,133,6.3,1,7,15,4.6,1.3,8.3,0
175,176,Jake Reed,NOR,35,,14,2,47,21,44.7%,360,17.1,3,16,54,7.7,1.5,25.7,1
176,177,Marcus Robinson,CHI,27,,16,2,52,21,40.4%,244,11.6,3,9,45,4.7,1.3,15.3,0
177,178,Marc Boerigter,KAN,24,,16,2,38,20,52.6%,420,21.0,8,17,99,11.1,1.3,26.3,0
178,179,John Davis,CHI,29,TE,10,8,33,20,60.6%,193,9.7,3,12,37,5.8,2.0,19.3,0
179,180,Dante Hall *,KAN,24,,16,0,35,20,57.1%,322,16.1,3,11,75,9.2,1.3,20.1,3
180,181,Thomas Jones,ARI,24,RB,9,9,30,20,66.7%,113,5.7,0,4,17,3.8,2.2,12.6,3
181,182,Lamar Smith,CAR,32,RB,11,11,26,20,76.9%,167,8.4,0,8,58,6.4,1.8,15.2,2
182,183,Steve Bush,ARI,28,TE,16,12,27,19,70.4%,121,6.4,1,5,13,4.5,1.2,7.6,0
183,184,Aveion Cason,DET,23,,10,3,32,19,59.4%,288,15.2,2,8,37,9.0,1.9,28.8,0
184,185,Dorsey Levens ,PHI,32,,16,0,28,19,67.9%,124,6.5,1,6,24,4.4,1.2,7.8,1
185,186,Justin McCareins,TEN,24,,16,1,48,19,39.6%,301,15.8,2,12,55,6.3,1.2,18.8,0
186,187,Stanley Pritchett,CHI,29,,16,2,27,19,70.4%,165,8.7,1,10,24,6.1,1.2,10.3,0
187,188,Wesley Walls,CAR,36,TE,15,14,36,19,52.8%,241,12.7,4,12,27,6.7,1.3,16.1,0
188,189,Dedric Ward,MIA,28,,16,1,39,19,48.7%,172,9.1,0,11,22,4.4,1.2,10.8,1
189,190,Mike Anderson ,DEN,29,FB,15,12,24,18,75.0%,167,9.3,2,7,52,7.0,1.2,11.1,2
190,191,Brandon Bennett,CIN,29,,12,0,25,18,72.0%,109,6.1,0,3,15,4.4,1.5,9.1,2
191,192,Chris Doering,WAS,29,,15,3,42,18,42.9%,192,10.7,2,13,33,4.6,1.2,12.8,1
192,193,Robert Edwards,MIA,28,,12,0,23,18,78.3%,126,7.0,1,10,14,5.5,1.5,10.5,0
193,194,Troy Edwards,STL,25,,14,0,24,18,75.0%,157,8.7,2,8,48,6.5,1.3,11.2,1
194,195,Tony Fisher,GNB,23,,15,1,22,18,81.8%,70,3.9,0,3,11,3.2,1.2,4.7,2
195,196,Olandis Gary,DEN,27,,13,2,20,18,90.0%,148,8.2,0,5,19,7.4,1.4,11.4,0
196,197,Nick Goings,CAR,24,,14,2,29,18,62.1%,91,5.1,0,4,14,3.1,1.3,6.5,2
197,198,Dan Kreider,PIT,25,FB,16,13,25,18,72.0%,122,6.8,1,10,15,4.9,1.1,7.6,1
198,199,Tony Richardson ,KAN,31,FB,14,12,23,18,78.3%,125,6.9,1,6,23,5.4,1.3,8.9,1
199,200,Troy Walters,IND,26,,16,1,25,18,72.0%,207,11.5,0,13,27,8.3,1.1,12.9,7
200,201,Dee Brown,CAR,24,,14,3,33,17,51.5%,86,5.1,1,6,15,2.6,1.2,6.1,4
201,202,Steve Heiden,CLE,26,TE,16,6,19,17,89.5%,105,6.2,1,8,12,5.5,1.1,6.6,0
202,203,Brad Hoover,CAR,26,FB,16,10,30,17,56.7%,187,11.0,2,7,33,6.2,1.1,11.7,1
203,204,LaMont Jordan,NYJ,24,,14,0,23,17,73.9%,160,9.4,0,8,27,7.0,1.2,11.4,4
204,205,Terry Kirby,OAK,32,,6,0,22,17,77.3%,115,6.8,1,3,24,5.2,2.8,19.2,2
205,206,Eric Parker,SDG,23,,9,2,30,17,56.7%,268,15.8,1,13,31,8.9,1.9,29.8,0
206,207,James Whalen,DAL,25,te,16,6,29,17,58.6%,152,8.9,0,7,33,5.2,1.1,9.5,0
207,208,Cam Cleeland ,NWE,27,,12,1,21,16,76.2%,112,7.0,1,7,22,5.3,1.3,9.3,0
208,209,Rickey Dudley,TAM,30,,14,3,26,16,61.5%,192,12.0,3,9,35,7.4,1.1,13.7,0
209,210,Oronde Gadsden,MIA,31,wr,6,6,29,16,55.2%,228,14.3,0,14,29,7.9,2.7,38.0,0
210,211,William Green,CLE,23,RB,16,10,27,16,59.3%,113,7.1,0,5,18,4.2,1.0,7.1,4
211,212,Leon Johnson,CHI,28,,16,4,27,16,59.3%,125,7.8,0,8,31,4.6,1.0,7.8,3
212,213,Kevin Lockett,2TM,28,,13,4,42,16,38.1%,205,12.8,4,0,35,4.9,1.2,15.8,1
213,214,Kris Mangum,CAR,29,te,16,8,29,16,55.2%,159,9.9,0,7,35,5.5,1.0,9.9,0
214,215,Dave Moore,BUF,33,te,14,5,24,16,66.7%,141,8.8,2,8,19,5.9,1.1,10.1,0
215,216,Josh Norman,SDG,22,,11,1,25,16,64.0%,201,12.6,1,10,29,8.0,1.5,18.3,0
216,217,John Simon,TEN,24,,12,0,17,16,94.1%,167,10.4,3,7,42,9.8,1.3,13.9,1
217,218,Emmitt Smith ,DAL,33,RB,16,16,24,16,66.7%,89,5.6,0,4,17,3.7,1.0,5.6,3
218,219,Daniel Graham,NWE,24,te,12,6,23,15,65.2%,150,10.0,1,7,31,6.5,1.3,12.5,0
219,220,Bryan Johnson ,WAS,24,FB,16,12,19,15,78.9%,114,7.6,0,5,23,6.0,0.9,7.1,0
220,221,Kevin Kasper,3TM,25,,13,4,24,15,62.5%,180,12.0,3,0,24,7.5,1.2,13.8,1
221,222,Joel Makovicka,ARI,27,,12,1,19,15,78.9%,81,5.4,3,6,17,4.3,1.3,6.8,0
222,223,Cecil Martin ,PHI,27,FB,16,9,22,15,68.2%,126,8.4,0,3,53,5.7,0.9,7.9,1
223,224,Cedrick Wilson,SFO,24,,16,0,22,15,68.2%,166,11.1,1,12,22,7.5,0.9,10.4,0
224,225,Derrick Alexander,MIN,31,wr,8,5,39,14,35.9%,134,9.6,1,7,18,3.4,1.8,16.8,0
225,226,Kevan Barlow,SFO,23,,14,0,21,14,66.7%,136,9.7,1,7,29,6.5,1.0,9.7,2
226,227,Isaac Byrd ,CAR,28,,13,3,31,14,45.2%,164,11.7,1,8,31,5.3,1.1,12.6,1
227,228,Larry Foster ,DET,26,,13,0,30,14,46.7%,152,10.9,0,10,22,5.1,1.1,11.7,0
228,229,Reggie Kelly,ATL,25,TE,16,16,20,14,70.0%,162,11.6,0,7,33,8.1,0.9,10.1,0
229,230,Dustin Lyman,CHI,26,,12,3,20,14,70.0%,121,8.6,2,6,21,6.1,1.2,10.1,0
