,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,,Misc,,Approx Val,,Passing,Rushing,Receiving,,,,,,,,,,,,,,,,,,,,,
1,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
2,1,1,HOU,David Carr,QB,23,2012,0,0,5,44,41,94,1353,2267,14452,65,71,305,1328,9,0,0,0,,,,Fresno St.,College Stats
3,1,2,CAR,Julius Peppers,DE,22,2018,3,9,16,129,71,266,0,0,0,0,0,0,0,0,0,0,0,557,11,159.5,North Carolina,College Stats
4,1,3,DET,Joey Harrington,QB,23,2007,0,0,6,30,22,81,1424,2538,14693,79,85,142,402,0,3,8,0,,,,Oregon,College Stats
5,1,4,BUF,Mike Williams,T,22,2009,0,0,4,28,24,59,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats
6,1,5,SDG,Quentin Jammer,DB,23,2013,0,0,10,52,52,183,0,0,0,0,0,0,0,0,0,0,0,631,21,,Texas,College Stats
7,1,6,KAN,Ryan Sims,DT,22,2010,0,0,3,25,16,105,0,0,0,0,0,0,0,0,0,0,0,115,1,8.5,North Carolina,
8,1,7,MIN,Bryant McKinnie,T,22,2013,0,1,11,73,59,179,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),College Stats
9,1,8,DAL,Roy Williams,DB,22,2010,1,5,7,58,54,114,0,0,0,0,0,0,0,0,0,0,0,473,20,7.5,Oklahoma,College Stats
10,1,9,JAX,John Henderson,DT,23,2011,0,2,8,64,62,146,0,0,0,0,0,0,0,0,0,0,0,382,,29.0,Tennessee,College Stats
11,1,10,CIN,Levi Jones,T,23,2009,0,0,7,47,44,103,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.,
12,1,11,IND,Dwight Freeney,DE,22,2017,3,7,11,78,75,218,0,0,0,0,0,0,0,0,0,0,0,299,,125.5,Syracuse,College Stats
13,1,12,ARI,Wendell Bryant,DT,21,2004,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,33,,1.5,Wisconsin,
14,1,13,NOR,Donte' Stallworth,WR,21,2012,0,0,4,39,22,115,0,0,0,0,0,20,98,0,321,4837,35,2,,,Tennessee,College Stats
15,1,14,NYG,Jeremy Shockey,TE,22,2011,1,4,10,48,35,136,0,0,0,0,0,1,6,0,547,6143,37,,,,Miami (FL),College Stats
16,1,15,TEN,Albert Haynesworth,DT,21,2011,2,2,7,55,48,123,0,0,0,0,0,0,0,0,0,0,0,262,,30.5,Tennessee,
17,1,16,CLE,William Green,RB,22,2005,0,0,3,14,14,46,0,0,0,0,0,568,2109,9,45,277,0,1,,,Boston Col.,College Stats
18,1,17,OAK,Phillip Buchanon,DB,21,2011,0,0,5,34,14,122,0,0,0,0,0,0,0,0,0,0,0,350,20,1.0,Miami (FL),College Stats
19,1,18,ATL,T.J. Duckett,RB,21,2008,0,0,1,21,17,93,0,1,0,0,0,717,2814,44,35,303,0,,,,Michigan St.,College Stats
20,1,19,DEN,Ashley Lelie,WR,22,2008,0,0,4,35,30,107,0,0,0,0,0,20,172,0,217,3749,15,,,,Hawaii,College Stats
21,1,20,GNB,Javon Walker,WR,23,2009,0,1,3,39,24,83,0,0,0,0,0,14,132,1,267,4011,31,1,,,Florida St.,College Stats
22,1,21,NWE,Daniel Graham,TE,23,2012,0,0,7,19,12,148,0,0,0,0,0,0,0,0,224,2490,25,6,,,Colorado,College Stats
23,1,22,NYJ,Bryan Thomas,DE,23,2012,0,0,7,51,51,157,0,0,0,0,0,0,0,0,0,0,0,329,,33.5,Ala-Birmingham,College Stats
24,1,23,OAK,Napoleon Harris,LB,23,2008,0,0,6,33,14,100,0,0,0,0,0,0,0,0,0,0,0,349,4,8.5,Northwestern,College Stats
25,1,24,BAL,Ed Reed HOF,DB,23,2013,5,9,11,106,103,174,0,0,0,0,0,0,0,0,0,0,0,534,64,6.0,Miami (FL),College Stats
26,1,25,NOR,Charles Grant,DE,24,2009,0,0,7,47,47,118,0,0,0,0,0,0,0,0,0,0,0,335,1,47.0,Georgia,College Stats
27,1,26,PHI,Lito Sheppard,DB,21,2011,1,2,7,44,39,126,0,0,0,0,0,0,0,0,0,0,0,306,19,3.0,Florida,College Stats
28,1,27,SFO,Mike Rumph,DB,22,2006,0,0,1,8,8,43,0,0,0,0,0,0,0,0,0,0,0,124,3,2.0,Miami (FL),College Stats
29,1,28,SEA,Jerramy Stevens,TE,22,2010,0,0,2,18,13,121,0,0,0,0,0,0,0,0,202,2217,22,1,,,Washington,College Stats
30,1,29,CHI,Marc Colombo,T,23,2011,0,0,6,46,3,111,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,
31,1,30,PIT,Kendall Simmons ,G,23,2009,0,0,5,34,33,84,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,
32,1,31,STL,Robert Thomas,LB,22,2008,0,0,5,21,13,84,0,0,0,0,0,0,0,0,0,0,0,246,1,2.0,UCLA,College Stats
33,1,32,WAS,Patrick Ramsey,QB,23,2008,0,0,1,14,13,37,511,913,5930,35,30,47,89,2,0,0,0,,,,Tulane,College Stats
34,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
35,2,33,HOU,Jabar Gaffney,WR,21,2012,0,0,6,42,13,158,1,5,39,1,0,9,56,0,447,5690,24,,,,Florida,College Stats
36,2,34,CAR,DeShaun Foster ,RB,22,2008,0,0,3,31,29,79,0,1,0,0,0,927,3570,11,142,1129,5,1,,,UCLA,College Stats
37,2,35,DET,Kalimba Edwards,DE,22,2008,0,0,2,21,15,101,0,0,0,0,0,0,0,0,0,0,0,167,,31.0,South Carolina,College Stats
38,2,36,BUF,Josh Reed,WR,22,2009,0,0,3,28,28,115,0,0,0,0,0,14,57,0,311,3575,10,3,,,LSU,College Stats
39,2,37,DAL,Andre Gurode,G,24,2013,0,5,8,61,58,161,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,College Stats
40,2,38,MIN,Raonall Smith,LB,23,2007,0,0,0,7,6,50,0,0,0,0,0,0,0,0,0,0,0,77,1,2.5,Washington St.,College Stats
41,2,39,SDG,Toniu Fonoti,G,20,2006,0,0,2,17,17,40,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska,
42,2,40,JAX,Mike Pearson,T,22,2005,0,0,2,18,18,40,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
43,2,41,CIN,Lamont Thompson,DB,24,2007,0,0,3,17,1,83,0,0,0,0,0,0,0,0,0,0,0,207,9,1.0,Washington St.,College Stats
44,2,42,IND,Larry Tripplett,DT,23,2007,0,0,4,25,13,92,0,0,0,0,0,0,0,0,0,0,0,147,1,8.5,Washington,
45,2,43,KAN,Eddie Freeman ,DE,24,2003,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,15,,4.0,Ala-Birmingham,
46,2,44,NOR,LeCharles Bentley,G,22,2005,0,2,4,27,27,57,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
47,2,45,TEN,Tank Williams,DB,22,2007,0,0,4,27,27,70,0,0,0,0,0,0,0,0,0,0,0,212,5,3.5,Stanford,College Stats
48,2,46,NYG,Tim Carter ,WR,22,2009,0,0,0,9,8,71,0,0,0,0,0,11,97,0,81,1090,4,1,,,Auburn,College Stats
49,2,47,CLE,Andre' Davis,WR,23,2009,0,0,1,24,12,104,0,0,0,0,0,9,32,0,156,2470,17,27,,,Virginia Tech,College Stats
50,2,48,SDG,Reche Caldwell ,WR,23,2007,0,0,1,20,11,71,1,1,20,0,0,14,108,0,152,1851,11,3,,,Florida,College Stats
51,2,49,ARI,Levar Fisher,LB,23,2003,0,0,1,6,6,23,0,0,0,0,0,0,0,0,0,0,0,71,,1.0,North Carolina St.,College Stats
52,2,50,HOU,Chester Pitts ,T,23,2010,0,0,7,43,42,121,0,0,0,0,0,0,0,0,0,0,0,1,,,San Diego St.,
53,2,51,DEN,Clinton Portis,RB,21,2010,0,2,7,71,30,113,3,6,47,3,0,2230,9923,75,247,2018,5,,,,Miami (FL),College Stats
54,2,52,BAL,Anthony Weaver,DE,22,2008,0,0,6,40,26,103,0,0,0,0,0,0,0,0,0,0,0,208,3,15.5,Notre Dame,College Stats
55,2,53,OAK,Langston Walker,T,23,2010,0,0,4,33,19,120,0,0,0,0,0,0,0,0,0,0,0,,,,California,
56,2,54,SEA,Maurice Morris ,RB,22,2011,0,0,1,29,20,145,0,0,0,0,0,867,3648,13,151,1163,5,20,,,Oregon,College Stats
57,2,55,OAK,Doug Jolley,TE,23,2006,0,0,2,11,9,74,0,0,0,0,0,0,0,0,120,1303,6,,,,BYU,College Stats
58,2,56,WAS,Ladell Betts,RB,23,2010,0,0,1,32,31,111,0,0,0,0,0,821,3326,15,188,1646,3,9,,,Iowa,College Stats
59,2,57,NYJ,Jon McGraw,DB,23,2011,0,0,2,18,4,122,0,0,0,0,0,2,8,0,0,0,0,283,10,2.0,Kansas St.,College Stats
60,2,58,PHI,Michael Lewis,DB,22,2010,0,1,6,43,26,128,0,0,0,0,0,0,0,0,0,0,0,490,12,11.5,Colorado,College Stats
61,2,59,PHI,Sheldon Brown,DB,23,2012,0,0,9,53,36,175,0,0,0,0,0,0,0,0,0,0,0,497,26,8.0,South Carolina,College Stats
62,2,60,SEA,Anton Palepoi,DE,24,2005,0,0,0,4,2,35,0,0,0,0,0,0,0,0,0,0,0,32,,4.0,UNLV,
63,2,61,BUF,Ryan Denney,DE,25,2010,0,0,2,23,23,113,0,0,0,0,0,0,0,0,2,44,2,191,,23.5,BYU,College Stats
64,2,62,PIT,Antwaan Randle El ,WR,23,2010,0,0,4,41,26,143,22,27,323,6,0,79,438,0,370,4467,15,4,,,Indiana,College Stats
65,2,63,DAL,Antonio Bryant,WR,21,2009,0,0,6,37,8,106,0,0,0,0,0,11,65,0,372,5685,30,,,,Pittsburgh,College Stats
66,2,64,STL,Travis Fisher,DB,22,2009,0,0,6,25,19,90,0,0,0,0,0,0,0,0,0,0,0,301,9,,Central Florida,College Stats
67,2,65,NWE,Deion Branch,WR,23,2012,0,0,7,52,40,140,0,0,0,0,0,8,33,0,518,6644,39,,,,Louisville,College Stats
68,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
69,3,66,HOU,Fred Weary,G,24,2007,0,0,3,18,18,63,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,
70,3,67,CIN,Matt Schobel,TE,23,2008,0,0,1,11,8,99,0,0,0,0,0,0,0,0,117,1270,12,4,,,TCU,College Stats
71,3,68,DET,Andre' Goodman,DB,24,2011,0,0,5,35,7,127,0,0,0,0,0,0,0,0,0,0,0,288,19,1.0,South Carolina,
72,3,69,SFO,Saleem Rasheed,LB,21,2005,0,0,0,4,4,45,0,0,0,0,0,0,0,0,0,0,0,41,,1.0,Alabama,
73,3,70,MIN,Willie Offord,DB,23,2005,0,0,0,5,5,47,0,0,0,0,0,0,0,0,0,0,0,59,2,,South Carolina,College Stats
74,3,71,SDG,Ben Leber ,LB,23,2011,0,0,8,51,16,143,0,0,0,0,0,0,0,0,0,0,0,398,5,24.0,Kansas St.,College Stats
75,3,72,CHI,Roosevelt Williams,DB,23,2003,0,0,0,4,2,20,0,0,0,0,0,0,0,0,0,0,0,27,,,Tuskegee,
76,3,73,CAR,Will Witherspoon,LB,22,2013,0,0,8,59,26,189,0,0,0,0,0,0,0,0,0,0,0,755,14,26.0,Georgia,
77,3,74,IND,Joe Jefferson,DB,22,2005,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,40,1,,Western Kentucky,
78,3,75,DAL,Derek Ross,DB,22,2004,0,0,1,7,7,33,0,0,0,0,0,0,0,0,0,0,0,75,6,,Ohio St.,College Stats
79,3,76,CLE,Melvin Fowler,C,23,2008,0,0,4,23,5,87,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland,
