,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
65,66,Steve Slaton,HOU,22,RB,16,15,59,50,84.7%,377,7.5,1,14,46,6.4,3.1,23.6,3
66,67,Brandon Stokley,DEN,32,,15,2,86,49,57.0%,528,10.8,3,35,36,6.1,3.3,35.2,0
67,68,Bernard Berrian,MIN,28,WR,16,13,95,48,50.5%,964,20.1,7,35,99,10.1,3.0,60.3,1
68,69,Dustin Keller,NYJ,24,te,16,6,78,48,61.5%,535,11.1,3,32,54,6.9,3.0,33.4,0
69,70,Heath Miller,PIT,26,TE,14,14,66,48,72.7%,514,10.7,3,30,22,7.8,3.4,36.7,1
70,71,Amani Toomer,NYG,34,WR,16,12,88,48,54.5%,580,12.1,4,30,40,6.6,3.0,36.3,1
71,72,Marques Colston,NOR,25,wr,11,6,88,47,53.4%,760,16.2,5,35,70,8.6,4.3,69.1,1
72,73,Warrick Dunn,TAM,33,rb,15,6,68,47,69.1%,330,7.0,0,11,36,4.9,3.1,22.0,0
73,74,Bobby Engram,SEA,35,WR,13,11,80,47,58.8%,489,10.4,0,25,37,6.1,3.6,37.6,1
74,75,Ike Hilliard,TAM,32,,16,2,58,47,81.0%,424,9.0,4,31,36,7.3,2.9,26.5,2
75,76,Marshawn Lynch *,BUF,22,RB,15,15,67,47,70.1%,300,6.4,1,15,42,4.5,3.1,20.0,2
76,77,Leon Washington*+,NYJ,26,,16,1,61,47,77.0%,355,7.6,2,17,40,5.8,2.9,22.2,3
77,78,Bryant Johnson ,SFO,27,WR,16,12,75,45,60.0%,546,12.1,3,28,42,7.3,2.8,34.1,0
78,79,Billy Miller,NOR,31,te,15,5,62,45,72.6%,579,12.9,1,30,41,9.3,3.0,38.6,0
79,80,Dominic Rhodes,IND,29,rb,15,4,59,45,76.3%,302,6.7,3,15,29,5.1,3.0,20.1,0
80,81,Chester Taylor,MIN,29,,16,1,55,45,81.8%,399,8.9,2,17,47,7.3,2.8,24.9,2
81,82,Dennis Northcutt,JAX,31,,14,3,68,44,64.7%,545,12.4,2,24,41,8.0,3.1,38.9,1
82,83,Frank Gore,SFO,25,RB,14,14,66,43,65.2%,373,8.7,2,13,26,5.7,3.1,26.6,6
83,84,Domenik Hixon,NYG,24,wr,16,7,73,43,58.9%,596,13.9,2,29,41,8.2,2.7,37.3,0
84,85,Chris Johnson *,TEN,23,RB,15,14,62,43,69.4%,260,6.0,1,11,25,4.2,2.9,17.3,1
85,86,Kellen Winslow,CLE,25,te,10,8,83,43,51.8%,428,10.0,3,25,30,5.2,4.3,42.8,1
86,87,Visanthe Shiancoe,MIN,28,TE,16,15,59,42,71.2%,596,14.2,7,30,40,10.1,2.6,37.3,0
87,88,Desmond Clark,CHI,31,TE,16,16,73,41,56.2%,367,9.0,1,18,35,5.0,2.6,22.9,1
88,89,Mark Clayton,BAL,26,WR,16,13,82,41,50.0%,695,17.0,3,23,70,8.5,2.6,43.4,0
89,90,Brandon Jones,TEN,26,wr,16,7,62,41,66.1%,449,11.0,1,25,40,7.2,2.6,28.1,0
90,91,Marcedes Lewis,JAX,24,TE,16,16,74,41,55.4%,489,11.9,2,21,30,6.6,2.6,30.6,0
91,92,Derrick Ward,NYG,28,rb,16,3,55,41,74.5%,384,9.4,0,14,48,7.0,2.6,24.0,2
92,93,Steven Jackson,STL,25,RB,12,11,62,40,64.5%,379,9.5,1,15,53,6.1,3.3,31.6,5
93,94,Mewelde Moore,PIT,26,,16,4,53,40,75.5%,320,8.0,1,17,25,6.0,2.5,20.0,2
94,95,Tony Scheffler,DEN,25,TE,13,7,61,40,65.6%,645,16.1,3,28,72,10.6,3.1,49.6,1
95,96,Nate Washington,PIT,25,,16,1,78,40,51.3%,631,15.8,3,24,65,8.1,2.5,39.4,0
96,97,Patrick Crayton,DAL,29,WR,16,7,70,39,55.7%,550,14.1,4,24,55,7.9,2.4,34.4,1
97,98,Donald Lee ,GNB,28,TE,16,14,50,39,78.0%,303,7.8,5,12,26,6.1,2.4,18.9,0
98,99,Kevin Smith,DET,22,RB,16,12,54,39,72.2%,286,7.3,0,9,27,5.3,2.4,17.9,2
99,100,Michael Clayton,TAM,26,WR,15,9,61,38,62.3%,484,12.7,1,21,58,7.9,2.5,32.3,1
100,101,Jabar Gaffney,NWE,28,wr,16,7,65,38,58.5%,468,12.3,2,26,37,7.2,2.4,29.3,0
101,102,Fred Jackson,BUF,27,,16,3,45,37,82.2%,317,8.6,0,12,65,7.0,2.3,19.8,3
102,103,L.J. Smith,PHI,28,TE,13,12,64,37,57.8%,298,8.1,3,16,25,4.7,2.8,22.9,0
103,104,Reggie Williams,JAX,25,WR,16,11,63,37,58.7%,364,9.8,3,22,32,5.8,2.3,22.8,0
104,105,Thomas Jones*,NYJ,30,RB,16,14,42,36,85.7%,207,5.8,2,13,19,4.9,2.3,12.9,2
105,106,Jerious Norwood,ATL,25,,16,0,54,36,66.7%,338,9.4,2,12,67,6.3,2.3,21.1,2
106,107,Jerramy Stevens,TAM,29,,14,3,59,36,61.0%,397,11.0,2,17,31,6.7,2.6,28.4,0
107,108,Roy Williams,2TM,27,,15,11,39,36,92.3%,430,11.9,2,0,38,11.0,2.4,28.7,0
108,109,Plaxico Burress,NYG,31,WR,10,9,66,35,53.0%,454,13.0,4,24,33,6.9,3.5,45.4,0
109,110,Rashied Davis ,CHI,29,WR,16,12,67,35,52.2%,445,12.7,2,21,36,6.6,2.2,27.8,0
110,111,Todd Heap,BAL,28,TE,16,16,64,35,54.7%,403,11.5,3,23,30,6.3,2.2,25.2,1
111,112,Shaun McDonald,DET,27,WR,12,7,67,35,52.2%,332,9.5,1,18,26,5.0,2.9,27.7,2
112,113,Anthony Fasano,MIA,24,TE,16,16,53,34,64.2%,454,13.4,7,26,24,8.6,2.1,28.4,0
113,114,Justin Gage,TEN,27,WR,12,11,74,34,45.9%,651,19.1,6,28,56,8.8,2.8,54.3,0
114,115,Tim Hightower,ARI,22,rb,16,7,50,34,68.0%,237,7.0,0,11,26,4.7,2.1,14.8,2
115,116,Jerheme Urban ,ARI,28,,16,2,51,34,66.7%,448,13.2,4,20,56,8.8,2.1,28.0,0
116,117,Hank Baskett,PHI,26,wr,15,6,52,33,63.5%,440,13.3,3,22,90,8.5,2.2,29.3,1
117,118,Kevin Boss,NYG,24,TE,15,15,55,33,60.0%,384,11.6,6,20,28,7.0,2.2,25.6,0
118,119,Ronnie Brown*,MIA,27,RB,16,13,43,33,76.7%,254,7.7,0,12,39,5.9,2.1,15.9,1
119,120,Chris Chambers,SDG,30,WR,14,9,65,33,50.8%,462,14.0,5,21,48,7.1,2.4,33.0,0
120,121,Kevin Curtis,PHI,30,WR,9,8,63,33,52.4%,390,11.8,2,19,32,6.2,3.7,43.3,0
121,122,Jordy Nelson,GNB,23,,16,2,54,33,61.1%,366,11.1,2,19,29,6.8,2.1,22.9,0
122,123,Ray Rice,BAL,21,,13,4,43,33,76.7%,273,8.3,0,12,40,6.3,2.5,21.0,1
123,124,Robert Royal,BUF,29,TE,15,7,57,33,57.9%,351,10.6,1,14,30,6.2,2.2,23.4,2
124,125,Jason Avant,PHI,25,wr,15,6,57,32,56.1%,377,11.8,2,22,31,6.6,2.1,25.1,0
125,126,Daniel Graham,DEN,30,TE,16,16,50,32,64.0%,389,12.2,4,20,28,7.8,2.0,24.3,0
126,127,Devery Henderson,NOR,26,WR,16,13,56,32,57.1%,793,24.8,3,27,84,14.2,2.0,49.6,1
127,128,Chansi Stuckey,NYJ,25,,15,2,45,32,71.1%,359,11.2,3,22,31,8.0,2.1,23.9,0
128,129,Vernon Davis ,SFO,24,TE,16,16,49,31,63.3%,358,11.5,2,14,57,7.3,1.9,22.4,2
129,130,Reggie Kelly,CIN,31,TE,16,15,42,31,73.8%,207,6.7,0,5,31,4.9,1.9,12.9,0
130,131,David Martin ,MIA,29,TE,16,7,45,31,68.9%,450,14.5,3,20,61,10.0,1.9,28.1,1
131,132,Koren Robinson,SEA,28,WR,12,12,58,31,53.4%,400,12.9,2,21,90,6.9,2.6,33.3,0
132,133,Pierre Thomas,NOR,24,rb,15,5,41,31,75.6%,284,9.2,3,15,24,6.9,2.1,18.9,1
133,134,Mark Bradley,2TM,26,,12,8,63,30,47.6%,380,12.7,3,0,56,6.0,2.5,31.7,0
134,135,Deion Branch,SEA,29,WR,8,8,59,30,50.8%,412,13.7,4,17,63,7.0,3.8,51.5,0
135,136,Jason Hill,SFO,23,,16,2,40,30,75.0%,317,10.6,2,20,33,7.9,1.9,19.8,1
136,137,Brandon Jackson,GNB,23,,13,0,39,30,76.9%,185,6.2,0,6,18,4.7,2.3,14.2,1
137,138,Justin McCareins,TEN,30,WR,14,10,72,30,41.7%,412,13.7,0,22,37,5.7,2.1,29.4,2
138,139,J.J. Arrington,ARI,25,,11,3,40,29,72.5%,255,8.8,1,15,35,6.4,2.6,23.2,0
139,140,Darren McFadden,OAK,21,rb,13,5,39,29,74.4%,285,9.8,0,13,27,7.3,2.2,21.9,3
140,141,Darren Sproles ,SDG,25,,16,0,34,29,85.3%,342,11.8,5,14,66,10.1,1.8,21.4,3
141,142,Ricky Williams,MIA,31,rb,16,3,39,29,74.4%,219,7.6,1,10,47,5.6,1.8,13.7,5
142,143,Clinton Portis*,WAS,27,RB,16,16,35,28,80.0%,218,7.8,0,11,29,6.2,1.8,13.6,3
143,144,Brent Celek,PHI,23,TE,16,7,38,27,71.1%,318,11.8,1,16,44,8.4,1.7,19.9,0
144,145,Jamaal Charles,KAN,22,,16,2,39,27,69.2%,272,10.1,1,9,75,7.0,1.7,17.0,2
145,146,Malcom Floyd ,SDG,27,,13,2,37,27,73.0%,465,17.2,4,21,49,12.6,2.1,35.8,0
146,147,Correll Buckhalter,PHI,30,,14,2,32,26,81.3%,324,12.5,2,15,59,10.1,1.9,23.1,0
147,148,Brandon Lloyd,CHI,27,wr,11,5,50,26,52.0%,364,14.0,2,17,32,7.3,2.4,33.1,0
148,149,Joseph Addai,IND,25,RB,12,12,39,25,64.1%,206,8.2,2,9,55,5.3,2.1,17.2,1
149,150,Arnaz Battle,SFO,28,,9,0,42,24,57.1%,318,13.3,0,18,36,7.6,2.7,35.3,1
150,151,Alge Crumpler,TEN,31,TE,15,15,41,24,58.5%,257,10.7,1,11,28,6.3,1.6,17.1,1
151,152,Willis McGahee,BAL,27,RB,13,8,32,24,75.0%,173,7.2,0,8,35,5.4,1.8,13.3,3
152,153,Roscoe Parrish,BUF,26,,13,1,45,24,53.3%,232,9.7,1,16,22,5.2,1.8,17.8,2
153,154,Harry Douglas,ATL,24,,16,0,39,23,59.0%,320,13.9,1,13,69,8.2,1.4,20.0,1
154,155,Michael Gaines,DET,28,te,16,6,36,23,63.9%,260,11.3,1,13,33,7.2,1.4,16.3,3
155,156,Earnest Graham,TAM,28,RB,10,10,33,23,69.7%,174,7.6,0,6,24,5.3,2.3,17.4,2
156,157,Steve Heiden,CLE,32,TE,14,11,42,23,54.8%,249,10.8,0,14,51,5.9,1.6,17.8,0
157,158,Jamal Lewis,CLE,29,RB,16,16,32,23,71.9%,178,7.7,0,8,18,5.6,1.4,11.1,2
158,159,Dane Looker,STL,32,wr,13,6,47,23,48.9%,271,11.8,2,11,30,5.8,1.8,20.8,2
159,160,Ladell Betts,WAS,29,,13,0,35,22,62.9%,200,9.1,0,5,27,5.7,1.7,15.4,1
160,161,Johnnie Lee Higgins,OAK,25,,16,3,42,22,52.4%,366,16.6,4,13,84,8.7,1.4,22.9,1
161,162,Ben Watson,NWE,28,TE,14,9,47,22,46.8%,209,9.5,2,12,29,4.4,1.6,14.9,1
162,163,DeAngelo Williams,CAR,25,RB,16,16,30,22,73.3%,121,5.5,2,8,25,4.0,1.4,7.6,0
163,164,Jason Wright,CLE,26,,15,0,37,22,59.5%,156,7.1,1,8,17,4.2,1.5,10.4,1
164,165,Chris Baker,NYJ,29,TE,16,13,30,21,70.0%,194,9.2,0,11,29,6.5,1.3,12.1,0
165,166,Antonio Chatman,CIN,29,,10,1,31,21,67.7%,194,9.2,0,10,25,6.3,2.1,19.4,1
166,167,Tashard Choice,DAL,24,,16,3,30,21,70.0%,185,8.8,0,6,50,6.2,1.3,11.6,0
167,168,Brian Finneran,ATL,32,,16,0,36,21,58.3%,169,8.0,1,14,14,4.7,1.3,10.6,1
168,169,Jeff King,CAR,25,TE,16,15,34,21,61.8%,195,9.3,1,8,31,5.7,1.3,12.2,0
169,170,Adrian Peterson*+,MIN,23,RB,16,15,39,21,53.8%,125,6.0,0,4,16,3.2,1.3,7.8,9
170,171,Alex Smith,TAM,26,TE,14,12,38,21,55.3%,250,11.9,3,15,34,6.6,1.5,17.9,0
171,172,Martellus Bennett ,DAL,21,TE,16,7,27,20,74.1%,283,14.2,4,12,37,10.5,1.3,17.7,0
172,173,Cedric Benson ,CIN,26,RB,12,10,26,20,76.9%,185,9.3,0,6,79,7.1,1.7,15.4,2
173,174,James Jones,GNB,24,,10,2,30,20,66.7%,274,13.7,1,16,46,9.1,2.0,27.4,0
174,175,Josh Morgan,SFO,23,,12,1,43,20,46.5%,319,16.0,3,13,48,7.4,1.7,26.6,0
175,176,Chris Perry ,CIN,27,rb,13,6,34,20,58.8%,71,3.6,0,5,12,2.1,1.5,5.5,5
176,177,Leonard Weaver,SEA,26,fb,14,7,32,20,62.5%,222,11.1,2,6,62,6.9,1.4,15.9,1
177,178,David Anderson ,HOU,25,,16,1,29,19,65.5%,241,12.7,2,13,65,8.3,1.2,15.1,0
178,179,Michael Bush,OAK,24,,15,0,30,19,63.3%,162,8.5,0,6,25,5.4,1.3,10.8,1
179,180,Patrick Cobbs,MIA,25,,16,2,27,19,70.4%,275,14.5,2,11,80,10.2,1.2,17.2,0
180,181,Ronald Curry,OAK,29,WR,13,10,48,19,39.6%,181,9.5,2,14,16,3.8,1.5,13.9,0
181,182,Kenneth Darby,STL,26,,10,0,21,19,90.5%,183,9.6,0,8,30,8.7,1.9,18.3,1
182,183,Chris Henry ,CIN,25,,12,1,46,19,41.3%,220,11.6,2,12,22,4.8,1.6,18.3,0
183,184,Greg Lewis,PHI,28,,16,0,35,19,54.3%,247,13.0,1,13,52,7.1,1.2,15.4,0
184,185,Le'Ron McClain*+,BAL,24,FB,16,16,30,19,63.3%,123,6.5,1,7,25,4.1,1.2,7.7,4
185,186,Maurice Morris ,SEA,29,rb,13,6,27,19,70.4%,136,7.2,2,5,13,5.0,1.5,10.5,1
186,187,Gijon Robinson,IND,24,TE,15,14,24,19,79.2%,166,8.7,0,5,23,6.9,1.3,11.1,0
187,188,Syndric Steptoe,CLE,24,wr,16,5,41,19,46.3%,182,9.6,0,8,53,4.4,1.2,11.4,1
188,189,Reggie Brown,PHI,27,,10,3,35,18,51.4%,252,14.0,1,11,40,7.2,1.8,25.2,0
189,190,Mike Furrey,DET,31,,9,2,35,18,51.4%,181,10.1,0,10,25,5.2,2.0,20.1,1
190,191,Ryan Grant,GNB,26,RB,16,14,22,18,81.8%,116,6.4,1,3,17,5.3,1.1,7.3,4
191,192,Deuce McAllister,NOR,30,rb,13,6,23,18,78.3%,128,7.1,1,5,20,5.6,1.4,9.8,0
192,193,Antonio Pittman,STL,23,fb,12,5,27,18,66.7%,132,7.3,0,5,27,4.9,1.5,11.0,1
193,194,Dante Rosario,CAR,24,te,16,6,31,18,58.1%,209,11.6,1,11,24,6.7,1.1,13.1,0
194,195,Devard Darling,KAN,26,WR,16,9,33,17,51.5%,247,14.5,1,8,68,7.5,1.1,15.4,0
195,196,Sammy Morris ,NWE,31,RB,13,7,24,17,70.8%,161,9.5,0,5,42,6.7,1.3,12.4,1
196,197,Michael Robinson,SFO,25,,16,1,20,17,85.0%,202,11.9,0,9,36,10.1,1.1,12.6,1
197,198,Matt Spaeth,PIT,25,TE,16,13,26,17,65.4%,136,8.0,0,6,13,5.2,1.1,8.5,0
198,199,Donte' Stallworth,CLE,28,WR,11,7,45,17,37.8%,170,10.0,1,8,19,3.8,1.5,15.5,0
199,200,DeShaun Foster ,SFO,28,,16,2,20,16,80.0%,133,8.3,1,6,31,6.7,1.0,8.3,2
200,201,Mike Sims-Walker,JAX,24,,9,1,30,16,53.3%,217,13.6,0,11,32,7.2,1.8,24.1,0
201,202,Naufahu Tahi,MIN,27,fb,16,5,21,16,76.2%,37,2.3,0,2,7,1.8,1.0,2.3,1
202,203,Fred Taylor,JAX,32,RB,13,13,22,16,72.7%,98,6.1,0,2,17,4.5,1.2,7.5,1
203,204,Ben Utecht,CIN,27,TE,10,6,28,16,57.1%,123,7.7,0,8,14,4.4,1.6,12.3,1
204,205,John Gilmore,TAM,29,TE,16,10,21,15,71.4%,147,9.8,1,8,36,7.0,0.9,9.2,0
205,206,Brandon Manumaleuna,SDG,28,TE,16,11,19,15,78.9%,127,8.5,2,6,17,6.7,0.9,7.9,0
206,207,Ruvell Martin ,GNB,26,,13,1,26,15,57.7%,149,9.9,1,9,17,5.7,1.2,11.5,0
207,208,Justin Peelle,ATL,29,te,16,11,23,15,65.2%,159,10.6,2,9,18,6.9,0.9,9.9,0
208,209,Sidney Rice,MIN,22,,13,3,31,15,48.4%,141,9.4,4,12,23,4.5,1.2,10.8,0
209,210,Chaz Schilens,OAK,23,wr,16,6,32,15,46.9%,226,15.1,2,9,60,7.1,0.9,14.1,0
210,211,Derek Schouman,BUF,23,TE,16,12,20,15,75.0%,153,10.2,1,8,21,7.7,0.9,9.6,1
211,212,John Standeford,DET,26,,9,4,34,15,44.1%,244,16.3,0,8,36,7.2,1.7,27.1,1
212,213,Devin Thomas,WAS,22,,16,1,27,15,55.6%,120,8.0,0,7,18,4.4,0.9,7.5,0
213,214,Javon Walker,OAK,30,WR,8,7,32,15,46.9%,196,13.1,1,12,29,6.1,1.9,24.5,0
214,215,Marty Booker,CHI,32,wr,13,5,49,14,28.6%,211,15.1,2,9,51,4.3,1.1,16.2,0
215,216,Early Doucet,ARI,23,,7,0,17,14,82.4%,90,6.4,0,6,12,5.3,2.0,12.9,0
216,217,Peyton Hillis,DEN,22,RB,12,6,19,14,73.7%,179,12.8,1,9,47,9.4,1.2,14.9,0
217,218,Julius Jones,SEA,27,RB,15,10,25,14,56.0%,66,4.7,0,4,17,2.6,0.9,4.4,4
218,219,B.J. Askew,TAM,28,,10,4,18,13,72.2%,66,5.1,0,3,18,3.7,1.3,6.6,0
219,220,Miles Austin,DAL,24,,12,0,23,13,56.5%,278,21.4,3,11,63,12.1,1.1,23.2,1
220,221,Keenan Burton,STL,24,,13,1,29,13,44.8%,172,13.2,1,5,30,5.9,1.0,13.2,0
221,222,Andre' Davis,HOU,29,,12,0,28,13,46.4%,213,16.4,0,11,49,7.6,1.1,17.8,0
222,223,Joey Galloway,TAM,37,,9,4,28,13,46.4%,138,10.6,0,6,22,4.9,1.4,15.3,0
223,224,D.J. Hackett,CAR,27,,9,2,28,13,46.4%,181,13.9,0,7,37,6.5,1.4,20.1,1
224,225,Ahmard Hall,TEN,29,FB,16,11,18,13,72.2%,138,10.6,2,5,54,7.7,0.8,8.6,1
225,226,Greg Jones,JAX,27,FB,12,7,16,13,81.3%,116,8.9,1,6,22,7.3,1.1,9.7,0
226,227,Mike Tolbert,SDG,23,fb,13,7,15,13,86.7%,171,13.2,1,8,67,11.4,1.0,13.2,0
227,228,Demetrius Williams ,BAL,25,,7,0,23,13,56.5%,180,13.8,1,6,70,7.8,1.9,25.7,0
228,229,Mark Campbell,NOR,33,,9,4,16,12,75.0%,121,10.1,2,8,29,7.6,1.3,13.4,0
229,230,Keary Colbert,3TM,26,,13,7,27,12,44.4%,116,9.7,1,0,28,4.3,0.9,8.9,0
